	T	Tm	Tmw	Tw
0	32554830.0	134173.0	9818.0	26180.0
1	33039340.510747172	137824.958870001	9912.469148139655	27380.519996040715
2	33530407.11983417	141667.83211417767	10009.962748497472	28646.496645717307
3	34028516.31147242	145725.3909053233	10110.850586521305	29986.41336514584
4	34533753.25132454	150011.77585510167	10215.35148184074	31405.53392114228
5	35046200.00978455	154541.8423259244	10323.698927976271	32909.3912614462
6	35565937.95273701	159331.61428993376	10436.148971212653	34503.96326942109
7	36093047.543864384	164398.38819156468	10552.982979353954	36195.7098810087
8	36627608.15277386	169760.83854570097	10674.510561559264	37991.61420191916
9	37169697.832761616	175439.14228009913	10801.073074550835	39899.2298435837
10	37719393.07586134	181455.1146989566	10933.047604034567	41926.73265694313
11	38276768.542117864	187832.3588989258	11070.851508656666	44082.9775495183
12	38841896.760069884	194596.43021921188	11214.947616562804	46377.56095619261
13	39414847.79539154	201775.01732253478	11365.85017634792	48820.88955567218
14	39995688.88424213	209398.14171388265	11524.131682001775	51424.25589992467
15	40584484.027477175	217498.37771142586	11690.430711862997	54199.92169869816
16	41181293.541433044	226111.09511364295	11865.460945666771	57161.20958430454
17	41786173.56050329	235274.72706404916	12050.021552269465	60322.60427472809
18	42399175.48617066	245031.06590201234	12245.009174387593	63699.86415657996
19	43020345.37653959	255425.59010828446	12451.43177672015	67310.14442464689
20	43649723.26972016	266507.825810657	12670.424671361816	71172.13304306268
21	44287342.43363853	278331.7467123989	12903.26909093863	75306.20093585305
22	44933228.53398073	290956.2167479716	13151.413747190274	79734.56797327219
23	45587398.70255315	304445.482753128	13416.49995857262	84481.48808951904
24	46249860.52304026	318869.71444957866	13700.390753499742	89573.45034497223
25	46920610.9107905	334305.6010678704	14005.204753042268	95039.40023376406
26	47599634.81505096	350837.02867608354	14333.3561629825	100910.99473436343
27	48286903.830577835	368555.8157286779	14687.601143298025	107222.87479552889
28	48982374.636309005	387562.5340063519	15071.092234599588	114012.97038985678
29	49685987.26014235	407967.419624102	15487.442229943294	121322.83849007482
30	50397663.1495876	429891.38372364955	15940.799203817947	129198.03746305178
31	51117303.02561052	453467.1341027612	16435.93479632584	137688.54200566307
32	51844784.49485973	478840.41989181173	16978.348246340447	146849.20302785226
33	52579959.392682545	506171.412575197	17574.38916150207	156740.2573428463
34	53322650.82628277	535636.237912104	18231.40260873792	167427.89250816393
35	54072649.88406975	567428.674599365	18957.900826635218	178984.8726687753
36	54829711.97366917	601762.036830575	19763.766727078364	191491.2317879181
37	55593552.74721989	638871.2592044048	20660.495399063133	205035.04120439035
38	56363843.568487935	679015.2036710234	21661.48108991844	219713.25901756252
39	57140206.47202398	722479.2093111454	22782.35866335812	235632.6693587644
40	57922208.560132235	769577.9066259956	24041.410373922183	252910.9201403784
41	58709355.77889593	820658.318556764	25460.051018136834	271677.66835506185
42	59501086.010044545	876103.2704890672	27063.40720120575	292075.84239114117
43	60296761.41123077	936335.1308237647	28881.009685632514	314263.0310891201
44	61095659.933554895	1001819.9020427839	30947.62167255665	338413.00932695955
45	61896965.94226018	1073071.6792263857	33304.23053368693	364717.4097093107
46	62699759.86485903	1150657.4882556722	35999.236107361125	393387.5493476767
47	63503006.79110111	1235202.5089216896	39089.87536325473	424656.4196279599
48	64305543.95188977	1327395.6781914628	42643.931214376964	458780.8451112266
49	65106067.01041612	1427995.6551314148	46741.7827191561	496043.815108268
50	65903115.10957411	1537837.110465453	51478.865092054475	536756.9877715589
51	66695054.636585675	1657837.2792594475	56968.62105523809	581263.3614743225
52	67480061.69046994	1789002.6833768438	63346.04033366407	629940.1014576118
53	68256103.2726643	1932435.8895281167	70771.90170503076	683201.5008291696
54	69020917.26827706	2089342.1171250287	79437.85207749016	741502.0435442685
55	69771991.34806019	2261035.445776347	89572.47957127227	805339.5224927599
56	70506541.002568	2448944.293080331	101448.56231559304	875258.1477297328
57	71221487.02377036	2654615.737415278	115391.70112635194	951851.5576870514
58	71913432.87944584	2879718.1460545366	131790.57144762206	1035765.6193997448
59	72578642.58574525	3126041.4351633866	151109.0563417481	1127700.8719984132
60	73213019.8766471	3395494.1352835223	173900.5454689878	1228414.4307963422
61	73812089.6977861	3690096.2658697027	200824.70135281084	1338721.127435633
62	74370983.3165242	4011966.8401999804	232666.99878755724	1459493.6154934354
63	74884427.47412269	4363304.818155044	270361.89787910535	1591661.5272314372
64	75346743.67257172	4746361.056778662	315017.97401922016	1736207.9805803853
65	75751857.3627341	5163400.490610203	367946.1605586084	1894163.6402864251
66	76093311.1308496	5616654.3590535	430695.1530152554	2066600.7008515217
67	76364300.9760699	6108256.745456229	505086.49711027887	2254621.3537382986
68	76557727.37790056	6640166.960911851	593253.8991079502	2459343.6089115064
69	76666267.49224061	7214075.560095774	697684.5502119533	2681883.127335659
70	76682471.13265555	7831293.504434697	821261.2293883272	2923330.82404617
71	76598882.97350861	8492624.815314727	967303.2851855909	3184726.08998697
72	76408192.56166624	9198224.394513149	1139603.8782472187	3467025.7223219755
73	76103412.43128444	9947444.387014277	1342460.0978759849	3771068.973034661
74	75678082.83260384	10738674.519320995	1580691.783699051	4097539.527215481
75	75126499.31544025	11569184.164484113	1859644.1829195535	4446925.690756272
76	74443956.72598183	12434976.282809556	2185169.0798079185	4819480.572533625
77	73627000.24763337	13330665.588662164	2563578.901409688	5215184.540381237
78	72673671.2119978	14249394.934418421	3001568.700241805	5633712.647089914
79	71583732.89153245	15182804.558904527	3506101.9972739103	6074409.98279744
80	70358859.79670829	16121068.09502336	4084258.344215445	6536277.93023566
81	69002773.58548373	17053006.728639774	4743043.148916021	7017974.007305979
82	67521309.92982864	17966288.490773264	5489163.685818557	7517827.334503904
83	65922403.78673999	18847713.46868642	6328779.013078771	8033870.767021149
84	64215985.45201501	19683578.198050592	7267235.31566343	8563889.44673491
85	62413786.1915731	20460104.442814153	8308801.457040965	9105484.083171345
86	60529059.50470616	21163910.026512284	9456421.691412535	9656145.839813666
87	58576231.308345996	21782493.478426713	10711503.085765187	10213338.480836255
88	56570498.58690953	22304700.999116283	12073753.941430813	10774582.608350947
89	54527400.46337031	22721144.283821777	13541086.380546076	11337536.525394171
90	52462387.60808373	23024541.21515206	15109591.572706962	11900068.548511418
91	50390415.186140664	23209957.93712456	16773590.387891848	12460316.426095273
92	48325581.34261923	23274939.455564138	18525756.306757715	13016730.769623494
93	46280828.093780644	23219525.474839594	20357301.960054677	13568100.890940908
94	44267715.22552146	23046157.410669826	22258216.353957623	14113562.954866158
95	42296271.26857767	22759490.312226005	24217537.096131094	14652591.71516189
96	40374919.611665346	22366129.02256328	26223640.92465557	15184978.163390279
97	38510472.91867475	21874310.963785768	28264536.451713502	15710796.108327214
98	36708185.56704883	21293558.517791994	30328144.954838943	16230361.007174928
99	34971851.89884829	20634322.468360566	32402557.851200882	16744184.330938775
100	33303937.542125154	19907634.949634153	34476262.71746272	17252926.44201888
