[IkBat]	[IkBa]	[IkBan]	[IkBaIKK]	[IkBaNFkB]	[IkBaNFkBn]	[IkBaIKKNFkB]	[NFkB]	[IKK]	[NFkBn]	[IkBbIKK]	[IkBbIKKNFkB]	[IkBbNFkBn]	[IkBbNFkB]	[IkBbn]	[IkBb]	[IkBbt]	[IkBet]	[IkBe]	[IkBen]	[IkBeNFkB]	[IkBeNFkBn]	[IkBeIKKNFkB]	[IkBeIKK]
0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
0.010917260367101155	0.018224194985066684	0.0011979622613714886	4.6639772820828056e-05	0.054019764892971854	0.00015369778691350783	0.0004499205283819928	3.695329292033805e-05	0.0003293600742244237	0.0058239150433435	1.760630139525783e-06	0.00012309270117255843	3.624885578798989e-05	0.029408893217060122	0.00011465847097813404	0.0021822862895895054	0.0018291945271391335	0.0013050994659925277	0.0015534734872342556	8.172049600093918e-05	0.009874263290704998	2.5722176298653385e-05	4.752821444447562e-05	1.698078816195247e-06
0.012764135516305272	0.02266288250624957	0.0018368155086475365	6.498886475242174e-05	0.05694271490094164	0.00017464065923490833	0.0004529903384032069	3.35148780019743e-05	0.00031194066052370574	0.0023981949611620638	2.5526139755642013e-06	0.00011808431474414992	3.297402456131193e-05	0.02955262410330486	0.00019792788382957794	0.0029128655442917438	0.0023676980058904506	0.001689312622180265	0.0020747320777046844	0.0001408260073890921	0.010223748576897985	2.3534997553210468e-05	4.697824519468874e-05	2.4649624062621566e-06
0.01202990154239953	0.02141199111366071	0.0018568362852463952	6.176142756869515e-05	0.05632246712022513	0.00017308507313771164	0.00045117959421255016	3.374866373975334e-05	0.0003138382801071025	0.0025450894950472696	2.7215955122860063e-06	0.00011918239345818854	3.874331111226921e-05	0.02969450209584068	0.00020346742879754858	0.0030802824052990957	0.002491946532287124	0.0017779618516880046	0.0021942505751183553	0.0001449775044811046	0.010545723874707069	2.759173511587081e-05	4.8686643403510673e-05	2.630065737664939e-06
0.011868831681820936	0.02107104736234855	0.001789083318388082	6.073592817867838e-05	0.056034911797450966	0.00017348905666441313	0.00044983997883148814	3.378944184775003e-05	0.00031451451445450634	0.0025904491950646978	2.7711846174386612e-06	0.00011960486699101624	3.657551324419129e-05	0.029718505301676492	0.00021383733814781358	0.0031246858038325395	0.0025244585454402414	0.0018011586251174755	0.0022259813424164265	0.00015226599873327241	0.010766891902833553	2.6087794699624628e-05	4.985515069581801e-05	2.678376231051669e-06
0.011812288297798911	0.02095771105679807	0.0017803040220146945	6.0469349298831965e-05	0.05569501181259095	0.0001719294548032242	0.00044778947126855703	3.373585486281778e-05	0.0003150154468955364	0.002596905169868543	2.7897927231126845e-06	0.00012015619736218452	3.843266444685706e-05	0.02980504158716052	0.0002114152287395144	0.003138782832293443	0.002535007911877236	0.0018086854202719604	0.002236096747583351	0.00015059208979232517	0.011012525736971908	2.7389069560861382e-05	5.1082981103594305e-05	2.6967613481785763e-06
0.011804476704580862	0.020936366325179877	0.0017857099224155369	6.045650159179858e-05	0.055318552076394745	0.000170389298235006	0.000445439747677383	3.3655013903447846e-05	0.0003154806699347478	0.00260328774316822	2.801131407219764e-06	0.000120792415648713	3.9601215363115785e-05	0.029922802265791706	0.00020947155948423577	0.0031447849819437354	0.0025395084948281726	0.001811896510354932	0.0022404315869848745	0.00014923991399313076	0.011264949456115909	2.8209327283494302e-05	5.2321440418270907e-05	2.708093321864034e-06
0.011805246059772744	0.0209364750193703	0.0017911682333163325	6.051060664735113e-05	0.054949841697381034	0.00016951077959049578	0.00044311601200699334	3.3573273365394325e-05	0.00031591223506871293	0.002611764137518094	2.808393247335094e-06	0.00012143253345750149	3.992439329483506e-05	0.03004352135198993	0.00020898078595175173	0.0031474061247436765	0.0025414285387492207	0.001813266429332309	0.0022423485924243816	0.00014889729309266678	0.011505372141736284	2.8438891931138245e-05	5.350478772831167e-05	2.715431843790686e-06
0.011801522369779986	0.020930784068362674	0.0017928667889846612	6.055897470485728e-05	0.05461787647073838	0.00016916502079991895	0.0004409912547147477	3.349506618475776e-05	0.00031629323635369935	0.002613353829524591	2.8135100146566296e-06	0.00012202480285601715	3.98439589735355e-05	0.030154376645056387	0.00020924252077181697	0.003148589994278086	0.002542247670114855	0.0018138508657561045	0.0022432356955926604	0.00014908105891031905	0.01172589048135807	2.8384912524158854e-05	5.459755726944697e-05	2.7206640865712314e-06
0.011796584612557622	0.020922519084223802	0.0017929455022738922	6.059931037278805e-05	0.054327349647100585	0.0001689946179448918	0.0004390957368496769	3.341979594042143e-05	0.00031661951519775997	0.002606355663370745	2.817349046300893e-06	0.00012255250237859006	3.966681159360882e-05	0.03025289624287276	0.000209672390227626	0.0031491498865612436	0.00254259712888859	0.0018141001987014098	0.002243674123568039	0.00014938554080781374	0.011925816788577832	2.826124290125131e-05	5.5590950469652346e-05	2.7246356852263004e-06
