[IkBat]	[IkBa]	[IkBan]	[IkBaIKK]	[IkBaNFkB]	[IkBaNFkBn]	[IkBaIKKNFkB]	[NFkB]	[IKK]	[NFkBn]	[IkBbIKK]	[IkBbIKKNFkB]	[IkBbNFkBn]	[IkBbNFkB]	[IkBbn]	[IkBb]	[IkBbt]	[IkBet]	[IkBe]	[IkBen]	[IkBeNFkB]	[IkBeNFkBn]	[IkBeIKKNFkB]	[IkBeIKK]
0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
0.011377523991288599	0.018719468703153257	0.000665863301929674	3.8964494564715144e-05	0.053421552564279474	0.00031875624124135004	0.00046389814024280285	2.8858374202242286e-05	0.00032493221659064657	0.006199573345352564	1.4966200410490563e-06	0.0001222157775476935	7.32560646535413e-05	0.029399933272396744	6.000762912610792e-05	0.0022471329315072322	0.0018859813104993063	0.0013456158788393928	0.0015999777582500693	4.285039443946431e-05	0.009872763729914922	5.207272111238293e-05	4.711976905629989e-05	1.3729819567885119e-06
0.014244554589171553	0.025506689461924276	0.002276574059647982	7.147744669124695e-05	0.05502906962928404	0.0002556418944783064	0.0004407886350901963	3.0597964121708107e-05	0.0003152031783895817	0.004302660396013312	2.4985015644058334e-06	0.00012013396138985734	3.561710538025455e-05	0.02951035896145428	0.00020857446676910026	0.002932650688211237	0.0023767257104693293	0.0016957537372449707	0.002088869471820013	0.00014847361340998458	0.010202225645069065	2.542003757409349e-05	4.748577014492021e-05	2.412506729785095e-06
0.011488867607134277	0.020463014025952134	0.0009290441543136929	6.1017493419995416e-05	0.05840289540332131	0.000354743655056174	0.0004547325292944992	5.007151830027271e-05	0.0003146809784418692	0.00016060839172878384	2.7842106616525508e-06	0.00011669483372834863	6.92633546479014e-05	0.02972351420927055	0.00014760752634755762	0.003091066736270819	0.0024997731926838136	0.0017835460419710356	0.0022019462993896205	0.00010495153238248492	0.01057066544676579	4.940162588155278e-05	4.740903200484353e-05	2.6809224487845297e-06
0.009902267910098196	0.018018873960268172	-0.0005006964136785256	6.04003837726477e-05	0.059476592720525474	0.0006359325669275242	0.0004681947169644715	3.6161209316594813e-05	0.00030193222552997933	-0.0012931218841209689	3.31422117177594e-06	0.00011480839307793553	0.00013993110357953523	0.029597870039795436	1.4368723887132998e-05	0.003106232758951581	0.0025317621212892806	0.0018063696033917903	0.0022127207606889338	9.448481529440218e-06	0.010675432538858977	0.0001000633595467929	4.81352355282507e-05	3.214823954930721e-06
0.02274963952965042	0.04318659353849326	0.004624037203127402	0.00012081749881759806	0.05652543839121685	7.298312765621693e-05	0.0004140414681023228	2.5918181109580137e-05	0.0002885621184510358	-0.0010684232722957228	2.580723607526387e-06	0.00011829349598111736	-0.00014494113143036534	0.031751878154876435	0.0005943464580455406	0.0031688200276285493	0.0025399751981497495	0.0018122294953090915	0.002257461704542033	0.00042241868617109133	0.012354411451051267	-0.00010281034563809085	5.321047937038984e-05	2.4942156700015396e-06
0.015132320738538225	0.027790779908605286	0.0038609779063724318	7.699115384618481e-05	0.06057128822457382	0.00011512880623131439	0.00046627297726956665	3.182006622737894e-05	0.0003005967019334469	0.000651416559327116	2.6613065100638734e-06	0.00010726354880748099	2.2506593392751024e-05	0.02807723700540816	0.0003914670867243215	0.003176962847910916	0.002542108617676154	0.0018137516541846712	0.0022633069851068733	0.00027876410350750647	0.009897448694089693	1.5977327109846357e-05	4.364019756286352e-05	2.5741140703849147e-06
0.012432805320419401	0.022197225842571448	0.0014077003798237443	6.29498907364779e-05	0.060977671765159384	0.000279630680570769	0.00047375376590399126	3.296766699340571e-05	0.0003055398108284007	0.000756836072746135	2.7210158361657264e-06	0.00010828287258121893	-1.6802366363080423e-05	0.027596873435550638	0.0003187730132808351	0.003153856212886407	0.0025426649711759544	0.0018141486030300346	0.0022469398589192177	0.00022687356087742677	0.009758514606648444	-1.1849637122939389e-05	4.4121137332024726e-05	2.6315067817124666e-06
0.012063877788001736	0.021322957063393135	0.002031589445046511	5.988411132042164e-05	0.059123752763963464	7.325384879638182e-05	0.0004719780475225445	3.665477493775045e-05	0.00031041768369235344	0.0034073058862096692	2.7657819226773372e-06	0.00010815500354212316	5.136054129001161e-05	0.027063564173546925	0.00019979211020239578	0.00314730468489842	0.002542809212329718	0.0018142515166622141	0.002242342868135792	0.0001423775368518279	0.009583290605422458	3.656179489171559e-05	4.4122559876947594e-05	2.676812122923365e-06
0.011905321839556718	0.021159145996835004	0.0017965279731558248	5.630356964507577e-05	0.059577220278174345	3.586635274735698e-05	0.0004748607009572412	3.484005065725159e-05	0.0003084217876908137	0.002207977774419764	2.761738477998771e-06	0.0001089419984613316	4.700566645607639e-05	0.027415442393933898	0.00023793973443633534	0.0031514289957497743	0.0025428451112139315	0.0018142771299110632	0.002245333528449453	0.00016947380648284102	0.010018346685740852	3.346050004564774e-05	4.6037598406214554e-05	2.672606361314776e-06
