time	ADP	AMP	ATP	NADH	Pyr
0.0.	0.0	0.0	16.3	1.0	0.0
6.0.	0.041554569008409	0.278340516190144	15.980104914801432	0.978202474230713	0.001974365963132
12.0.	0.105142380983957	0.49668488429490104	15.698172734721128	0.8711323026719251	0.005152882991056
18.0.	0.160583677364691	0.6691098206211981	15.470306502014104	0.673291771230715	0.007940979976737001
24.0.	0.204702213340254	0.806115170364979	15.28918261629476	0.40040875840427703	0.010161689100948001
30.0.	0.239258049403185	0.9155293854467711	15.14521256515004	0.068408611870321	0.011900729449779001
36.0.	0.266378581430395	1.003263539191255	15.030357879378343	-0.30989540563996504	0.01326503639046
42.0.	0.28778616357922304	1.073841037151446	14.938372799269322	-0.724622661533311	0.014341531441341001
48.0.	0.304781926381124	1.130763702826243	14.864454370792627	-1.168171388305158	0.015195892146386001
54.0.	0.31834209992549	1.176768567618837	14.804889332455668	-1.6346512634444732	0.015877364701624
60.0.	0.32920535705555004	1.214011688727694	14.75678295421675	-2.119459612646411	0.016423183155974002
66.0.	0.337936941157069	1.244202320476024	14.717860738366898	-2.6189725606931598	0.016861819455454
72.0.	0.344973996734311	1.268702553850483	14.686323449415196	-3.130318615248306	0.017215279742700002
78.0.	0.350657716004221	1.288602426091689	14.660739857904076	-3.6512104678948	0.017500731169275002
84.0.	0.35525646151105605	1.304777269200539	14.63996626928839	-4.179818297657579	0.017731670787434
90.0.	0.358982669236031	1.317931977558247	14.62308535320571	-4.71467312458292	0.017918779177589002
96.0.	0.36200539737963805	1.328635495529103	14.609359107091244	-5.254592273345333	0.018070553608002003
102.0.	0.36445977316708	1.337347895804401	14.598192331028502	-5.798621348614813	0.018193784305559003
108.0.	0.366454192291908	1.344441779655763	14.58910402805231	-6.345988706014209	0.018293917174582
114.0.	0.36807586454961305	1.3502192823256731	14.581704853124696	-6.896069489830618	0.018375333029150002
120.0.	0.36939512507919503	1.354925647648886	14.575679227271902	-7.448357069213971	0.018441564561873
126.0.	0.370468812480716	1.358760104974926	14.570771082544343	-8.002440245706227	0.018495466278934003
132.0.	0.371342933550781	1.361884611730179	14.566772454719024	-8.557984996124894	0.018539348500009
138.0.	0.37205477720157104	1.364430898549601	14.563514324248816	-9.114719801855298	0.018575083627156
144.0.	0.37263459940112303	1.3665061585917622	14.560859242007105	-9.672423829122174	0.018604190826869
150.0.	0.373106971528652	1.368197649973027	14.558695378498314	-10.230917385637305	0.018627903781555002
156.0.	0.37349186295254105	1.369576424286961	14.556931712760491	-10.790054201530857	0.018647225076764
162.0.	0.373805512604917	1.370700350693469	14.555494136701606	-11.349715176739702	0.018662969981488
