	EC	X	Y	Z
0	0.0	0.5	0.0	0.0
1	-0.012238807403845583	0.32530413630400495	0.18394647209409737	0.0029881990057430505
2	-0.024181139309702396	0.19801963833826786	0.3230100708420281	0.0031514301294061743
3	-0.03615067307602635	0.11196356071241344	0.4212545585952175	0.0029325537683951245
4	-0.0482551615778312	0.06379197860452529	0.4817940606226082	0.0026691223506973907
5	-0.06045554320407288	0.04081905517414407	0.5170847121843742	0.002551775845554345
6	-0.07268815390488273	0.029834773195312986	0.5403262019706438	0.0025271787389254522
7	-0.08492240645709788	0.024272277794490173	0.5581106488075411	0.0025394798550664502
8	-0.09714623371101733	0.021367242551233786	0.5732121633986043	0.002566827761179244
9	-0.10935442389708121	0.01987505613681063	0.5868781231129974	0.002601244647273584
10	-0.12154434715092563	0.019178256691152928	0.5997265240884433	0.0026395663713297216
11	-0.133714439064252	0.018946435294066113	0.6120875821442993	0.0026804216258869058
12	-0.1458636090908181	0.01899373950421855	0.6241466831540073	0.0027231864325924088
13	-0.15799098069057477	0.019212557659623573	0.636010834162135	0.0027675888688164893
14	-0.17009576172641538	0.019539777034795165	0.647742438642169	0.002813546049451642
15	-0.18217717022355778	0.01993842957044352	0.6593776481190946	0.002861092534020058
16	-0.1942343845858753	0.02038725412072311	0.6709367813238615	0.0029103491412911693
17	-0.20626650368096267	0.020874614282754757	0.6824303766290182	0.002961512769189914
18	-0.21827250837660855	0.02139493685784263	0.6938627113257371	0.0030148601930290735
19	-0.23025121799839382	0.021946672645059173	0.7052337805806709	0.003070764772663691
20	-0.2422012345960938	0.02253122748920995	0.7165402776209261	0.0031297294859575493
21	-0.2541208648167709	0.02315258026703733	0.7277758387580067	0.0031924457917266954
22	-0.26600800182738976	0.02381750569696964	0.73893059638832	0.0032598997420998487
23	-0.27785993289083777	0.02453654929201761	0.749989807816057	0.0033335757827623906
24	-0.2896729962328723	0.025326338335577788	0.7609307667432763	0.0034158911540175477
25	-0.3014418880059413	0.026215057504491827	0.7717155482471658	0.003511282254282898
26	-0.31315796043233285	0.02725788843455215	0.782270329281229	0.0036297427165510416
27	-0.32480307478416715	0.02860263969988094	0.7923934505747234	0.0038069845095620998
28	-0.2757453840338074	0.18126600234569887	0.024419351437299595	0.5700600302508111
29	-0.1793480873694238	0.6018544221669043	0.07472297646115875	0.002770688741362737
30	-0.17550387273234272	0.5771145560199947	0.025454573455745026	0.07293474325660491
31	-0.1839488464807725	0.45574773285438536	0.22357024689010807	0.004630866736282025
32	-0.1765070738317477	0.5090828436565478	0.1638573968166354	0.003566833358567439
33	-0.16854646855904373	0.5729819419834367	0.09264338992592974	0.0029211366496817008
34	-0.16311180044551254	0.5687443407221782	0.025577055861589832	0.06879040386174864
35	-0.17192351459077185	0.4434556684916226	0.22422331694937564	0.004244529149778025
36	-0.16312082901457398	0.5100723499822498	0.14965647047089745	0.003392008561430248
37	-0.15362215276979246	0.5917062894893127	0.05874427459673858	0.0031715886837455727
38	-0.16171833028160856	0.4353122179367211	0.026660135946539706	0.19974597639835073
39	-0.1554703168189345	0.47362469154301684	0.17826777922607148	0.003577846049850576
40	-0.14469774006588768	0.5650858215305671	0.07688856199668151	0.002723356538644225
41	-0.1516264584483009	0.4224114215717551	0.02530613371552452	0.20390890316102642
42	-0.14504953023060427	0.4648159426063997	0.17672009076329756	0.0035134968609124803
43	-0.1325352201017281	0.5738702176290137	0.05308674743249624	0.005578255040223292
44	-0.14434283049300198	0.38650278848448877	0.2536365919451955	0.004203450063322992
45	-0.13090920565379163	0.4912427975641383	0.1364867265789269	0.003179681510730524
46	-0.1254108776127019	0.46100049916250335	0.024702741264702444	0.13970763718550036
47	-0.12788206619394762	0.42917805069077386	0.19516190016090867	0.0035421153422713595
48	-0.11206485866656085	0.550370845314251	0.02900623541947539	0.03268777793283952
49	-0.12316514687873112	0.385882661382983	0.2335518074331977	0.0037306780625550413
50	-0.10436117734585668	0.5427467927779216	0.058825285474734396	0.002789099093205335
51	-0.11624956649019463	0.36160420981378655	0.25088381345107513	0.0037615432253377953
52	-0.09432421447709283	0.5396587061628715	0.0396003177452794	0.015065190568949142
53	-0.10614052704218221	0.36087383807598694	0.2416323077827926	0.0036343811834092647
54	-0.09024628882793646	0.40326577226754595	0.024625964643719703	0.16235455191667747
55	-0.09023288541935012	0.4025244205188135	0.1844051604358972	0.0033033044646452268
56	-0.10192003510775853	0.2578034512951101	0.34025552824372374	0.0038610555689308655
57	-0.11350791816207742	0.15490576704097936	0.4549659696475939	0.003636181473510539
58	-0.12530941190387226	0.08861970134803056	0.5335093955415755	0.0031803150142723276
59	-0.1372925399213844	0.05383969194800808	0.5805282215636821	0.002924626409700175
60	-0.14935592394993594	0.0373534176872067	0.6091614580938237	0.0028410481689113577
61	-0.16143922165356683	0.029340991008656513	0.6292650071670508	0.0028332234778650173
62	-0.17351784089401387	0.025311056571841625	0.6453513467951391	0.002855437527038334
63	-0.1855815818876348	0.02330258852074178	0.6593878289942475	0.002891164372650911
64	-0.19762547414047346	0.022388992138320216	0.6723022673805937	0.002934214621565051
65	-0.20964656833490594	0.02209647474596004	0.6845679897866067	0.0029821038023449997
66	-0.22164273165715445	0.02216944537295196	0.6964394388303048	0.0030338474539037307
67	-0.23361212459961775	0.022466177916151284	0.7080567639131432	0.0030891827703296505
68	-0.24555292255080374	0.022907976292793175	0.7194966583401179	0.003148287917898935
69	-0.2574631195595386	0.02345276253293234	0.7307986475930253	0.0032117094335872274
70	-0.2693403350559157	0.024081039704971982	0.7419788758457164	0.0032804195052333826
71	-0.2811815562581593	0.02478894016581535	0.7530365876617404	0.00335602843060951
72	-0.29298270646643393	0.025586394416046848	0.7639549964982717	0.0034413155521212974
73	-0.30473776256901486	0.02650151247065183	0.774694568466787	0.0035416816315820797
74	-0.31643643377866515	0.027600843322956082	0.7851651245422859	0.003670465913429426
75	-0.3280538880156316	0.0291049584503919	0.7950578255544196	0.0038911040108265274
76	-0.2161347417761901	0.35197284061373735	0.0244534192434022	0.3397084819190561
77	-0.1827097155589174	0.5414441951849119	0.1378983725405258	0.0033671478334847066
78	-0.17550708835615314	0.5990798713821482	0.07367430855157464	0.002752908422431226
79	-0.1722557964752677	0.5615435016883681	0.02517897052779421	0.08553332425910667
80	-0.1797576100571408	0.4567759541009031	0.2187024746015256	0.004279181354713807
81	-0.1718904088604111	0.5148210406481688	0.15360995646245246	0.0034594117497930323
82	-0.16345784155394705	0.584678398515804	0.07602719868853958	0.0027522443496102475
83	-0.16205882079281952	0.5169536346547352	0.024804726545096144	0.12030045959299537
84	-0.1664034386986224	0.4572066237023556	0.2053109342479561	0.003885880748318326
85	-0.15700872843125865	0.5317044206671796	0.12215363363247382	0.0031506741316120438
86	-0.14860412062067524	0.5729637051814307	0.026615179901111046	0.04902523553814032
87	-0.15872574601428102	0.42377737677413435	0.23083283782036226	0.004115531419789664
88	-0.14806807565883662	0.5071488386512398	0.13767416749856962	0.0032450695090321816
89	-0.13821745550929396	0.5614671027836976	0.02651559093730408	0.050234761788295695
90	-0.1483179010272663	0.41540413942359633	0.22896996714062312	0.003943794463050499
91	-0.13592145318705398	0.5151403938458734	0.11772624574748598	0.0030548135936969657
92	-0.13349600460294872	0.4551179701333228	0.024651568292493042	0.15372646617713404
93	-0.13422458158974676	0.43925034879719854	0.1914198923741988	0.0035543404183490585
94	-0.11945746337585363	0.5647941818928971	0.03730270614530355	0.0173605753376531
95	-0.13114946612616138	0.38236807348738683	0.2449000228288565	0.003881369809917287
96	-0.11464592087760711	0.5159493036600874	0.09587044829254353	0.0028261689249728513
97	-0.12640401518319774	0.3427261959904229	0.2795634722406134	0.004114346952158225
98	-0.1077590474702499	0.48605480347269875	0.11871976691180097	0.002984477085744799
99	-0.11948550770271327	0.3203332614358819	0.2950637330217744	0.004088513245051455
100	-0.09761096846132815	0.48575311038881286	0.10897083237219238	0.002887025700316644
