time	Inh	Inh_T1	T1	T1_alpha	T2	T2_beta	T3	T3_Inh	alpha	alpha_T1	alpha_T1_alpha	alpha_T2	alpha_T2_beta	alpha_alpha_T1	alpha_beta_T2	beta	beta_Inh_T3	beta_T3	beta_T3_Inh
379.0.5.0	9.966717792076457	37.06985485461362	1.148990628830419	0.060472076167260004	2.687275709860831	0.691617830256063	0.171193255819848	29.905634496830125	2.92913757213383	0.011435518367752001	0.032269649843914006	0.018645819593361	0.08526343339061801	0.176977272177041	0.40719720689912303	3.179642790718516	5.362443266381561	0.0008404486755240001	3.059888532293224
385.0.	8.125355656472083	37.324195624283526	1.078928683183959	0.021579843252890002	3.215963428553704	0.44627427256064306	0.198368289978435	31.53262426078941	1.118738980595476	0.004006042994602	0.010929935301932	0.008481767889661	0.037277613550980006	0.060359870983101006	0.18200291744500802	2.129133249376942	4.320523097716391	0.0006615151496960001	2.447822836366344
390.0.5.0	5.973123284899923	37.25523593280085	1.206775991195347	0.008767588316838	3.544767181912876	0.254500424103941	0.261018036651332	33.315435694639206	0.420287523764858	0.001613209958946	0.004217653898373	0.0034856058402740002	0.014664558791433002	0.023389623829657	0.072582229351473	1.338088050828283	3.14776148877934	0.000522701435932	1.775262078494451
396.0.	4.140980269234045	37.00023930293555	1.481991322121353	0.004222878681718	3.711003595843146	0.142431539296507	0.35580174695834005	34.764471690957805	0.17115925286476702	0.000774097215719	0.001946792305756	0.0014696607020620001	0.005858723239645001	0.010825606739914001	0.029236480918635004	0.8339609771698461	2.162715507786903	0.00041459897092	1.216596455326291
401.0.5.0	2.7958296929884723	36.612434244364415	1.877636943698937	0.0024174092799160002	3.790846806832616	0.082809147517721	0.48288642733561105	35.76402229367864	0.080280630668251	0.00044312601717400003	0.0010754337390420001	0.000694841583502	0.0026001813146670004	0.005992842900518	0.01304902275149	0.525218246888842	1.442437509310414	0.000330880614321	0.810322889061252
407.0.	1.876096915666848	36.115497546246374	2.377856228729196	0.001653140041465	3.8308579829940492	0.050554526355311005	0.6419124885941361	36.37514237352388	0.04500460330514101	0.00030390618606000004	0.0007122822362050001	0.00038819333153200004	0.0013571739272680002	0.003976896560712	0.0068421233918350005	0.33515121488347305	0.9495987864868861	0.000264778438797	0.533081572956562
412.0.5.0	1.26831193364761	35.526467364946186	2.968168589537121	0.00136051096039	3.85224769773428	0.032272376226536004	0.8310802828165361	36.69631568202225	0.030786351049069002	0.00025133915124200004	0.0005690326490820001	0.000263493964181	0.0008605377621530001	0.0031831627559760003	0.004355894312845001	0.21673941579411402	0.622856784554326	0.00021167109532400002	0.349535579511813
418.0.	0.8735218973757171	34.86263370470164	3.632125260831806	0.001353300500285	3.864105970711049	0.021583013708076002	1.047046591968557	36.8131008360135	0.025922140900996003	0.00025153482959500004	0.000550560018854	0.00021985218495800001	0.000672837061953	0.003085639117815	0.0034183263339590004	0.142508031436372	0.409747627245769	0.00016914094379300002	0.22993580382861703
423.0.5.0	0.6199809883983031	34.142649705268724	4.351156082992857	0.0016256085923790002	3.8703975226450753	0.015409998774381001	1.285191911755144	36.789219259945966	0.026856413320625	0.000304162580084	0.0006446835818240001	0.00022569998327300002	0.0006505591592780001	0.003619756984149	0.0033162194379870004	0.09627629307808301	0.272476469552749	0.000136301506553	0.152976057239808
429.0.	0.459681126552934	33.385949341277254	5.105246051780743	0.002344521790201	3.872684615553077	0.012302746068901001	1.5399707922090462	36.66960465673431	0.034007047779772	0.00044164950548300003	0.0009085221267300001	0.00028329231237	0.000773683956274	0.005109913519606	0.003955662109373001	0.06860803320283501	0.18582337671798502	0.00011358497576600001	0.10448758936311901
434.0.5.0	0.362698911842659	32.61241852077804	5.872676676371962	0.004019908485954	3.870835016954061	0.011876551768085001	1.8049866618399522	36.4849606442744	0.052048688917334	0.0007622566615420001	0.0015260710657720002	0.00042990554370600005	0.001119593839739	0.008596566636747	0.005738931894404001	0.054676517181783006	0.134192186188133	0.00010365937790900001	0.075756848319828
