	Inh	Inh_T1	T1	T1_alpha	T2	T2_beta	T3	T3_Inh	alpha	alpha_T1	alpha_T1_alpha	alpha_T2	alpha_T2_beta	alpha_alpha_T1	alpha_beta_T2	beta	beta_Inh_T3	beta_T3	beta_T3_Inh
0	0.8766804311812296	34.89985508373399	3.595845335024724	0.001109409580326703	3.8655518979049805	0.020869734926444766	1.037431097133152	36.82086806167658	0.021427650977242557	0.00020652486221939563	0.0004517632814302332	0.00018191339761555863	0.0005586323411466044	0.0025318835172850516	0.0028378214298079257	0.14166174569054224	0.41098537163987237	0.0001670340903934392	0.2305484354599948
1	0.6991660617692876	34.44414580651906	4.051200277016036	0.0012138016892381434	3.870096513962092	0.016498184440364775	1.1874836173403247	36.820771704386104	0.021258049993350663	0.00022638114610002525	0.00048557986671603605	0.00017939035981631731	0.0005296105609451165	0.002728153762819445	0.0026963006767769947	0.10917285901798855	0.31491786664160587	0.00014455433296507635	0.17668225729899553
2	0.5660039917382114	33.97035729090563	4.524204012568695	0.0014325696658841567	3.8730038203595827	0.013464687939511761	1.3453119624640448	36.77550999248847	0.02292678838344408	0.0002684545919037255	0.0005648376506804514	0.00019236365978287666	0.0005472543310813027	0.003172834617157899	0.002791873710036476	0.08529943451550946	0.24278546778348922	0.0001258332230107666	0.13626674404097708
3	0.4667700198435296	33.483423612541195	5.009728036391715	0.0018206938607619662	3.874502809129276	0.011515053636137028	1.5094446853868047	36.69509677637835	0.02681774626796042	0.00034283265711661324	0.0007073036484769343	0.00022375376606337773	0.0006149782362554194	0.003977520900683423	0.0031434052322638086	0.06812181070413967	0.18911518393509275	0.00011104520759467503	0.10623230909215102
4	0.39382258892579664	32.988288491679064	5.502443833762523	0.002485137336895477	3.874590795612533	0.010541293088861047	1.6783004492014473	36.58734186041324	0.03392022391891254	0.0004695352172497633	0.000952177996658606	0.00028148574353236756	0.0007493657949030723	0.005360824007553748	0.003837059760165965	0.056389828780946574	0.1499114383600353	0.00010075393879412108	0.08434549808648246
5	0.3418684277229602	32.489999010848344	5.996563653277488	0.003631586300255474	3.872977177510046	0.010594448691435162	1.8501351467842462	36.458220669014004	0.04623254668874282	0.0006892574018282733	0.0013740750850232573	0.00038162228528419695	0.0009866601819643022	0.007742417087032358	0.0050600913312664015	0.049479563369583944	0.12245129798690901	9.603808785340487e-05	0.06909684812696533
6	0.30778924687616716	31.994015428447575	6.485185365507807	0.005661142834773464	3.868915841763709	0.011949796189279277	2.0228889226787015	36.31209254729583	0.06764621865706778	0.0010788299656205825	0.002117486274839324	0.0005553449167964399	0.0013982766657158097	0.011941746969346606	0.007180740464495571	0.04749220456834397	0.1052372177335728	9.927873634868842e-05	0.05968203355552288
7	0.29085850699814175	31.506871320264256	6.958912518278421	0.009370810675946622	3.860839044076426	0.01526016659483385	2.193858911527318	36.151702465838675	0.10577861285976657	0.001792817841304257	0.003469810950566836	0.0008632276514017295	0.002123150312952125	0.01958272198946616	0.010914411364380936	0.05158278151818014	0.09819520390371926	0.0001152098277972916	0.05612820890247046
8	0.29362999611162266	31.03755160107461	7.402944830447692	0.01637839804526247	3.845575014427772	0.02188731893508987	2.3590072744853106	35.97784966791054	0.17590085401738442	0.003141352847566987	0.006017994234680923	0.0014251910791844092	0.003436712368076842	0.033965823350148826	0.017675763189871442	0.06474264436595735	0.10330791690022628	0.00015343421504921862	0.05968170648884941
9	0.3241269524270407	30.60016592301255	7.791238873508795	0.0299927210920851	3.8167542237977403	0.0345724576133495	2.5115798211017974	35.788384489454025	0.3091799502322518	0.00578047870724731	0.0109571611833502	0.0024798335108767696	0.005893471947932378	0.06186484249593957	0.03030001313009478	0.09348497643471977	0.12609627103698737	0.00023353562581119065	0.07370588278133984
