time	Active_R2	Active_Rec	Active_Rec_endo	Inactive_Rec	S2_c	S2_n	S4_c	S4_n	S7	Smad7mRNA	Smad7mRNA1	TGFb	TGFb_In	TGFb_R1_endo	TGFb_R1_surface	TGFb_R2_endo	TGFb_R2_surface	pS2_c	pS2_n	pS2_pS2_S4_c	pS2_pS2_S4_n	pS2_pS2_pS2_c	pS2_pS2_pS2_n
0.0.	0.0	0.0	0.0	0.0	638.6434569983305	237.3986823746695	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	0.0	0.0	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	0.0	0.0	0.0	0.0	0.0	0.0
3.0.	3.197379414109584e-50	1.374127152523291e-49	1.425846319768854e-31	7.854927497990098e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	8.25718559536614e-50	1.9433389219795592e-32	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	4.2376179758736474e-29	1.362350803037515e-29	1.9642707535083322e-54	2.983901907598183e-55	2.1129558983391304e-84	7.050921647229811e-85
6.0.	2.753570213001003e-50	1.178762613326326e-49	1.7391713101639833e-32	6.439987825330226e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	7.12783989906827e-50	5.53447209062598e-33	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	4.5240143766813556e-29	1.571910338196986e-29	2.584099998470122e-54	4.7269172594883865e-55	5.841718076696289e-84	4.426232258720227e-84
9.0.	2.663530569656043e-50	1.140487953992304e-49	2.11957975386228e-33	6.2102021542538164e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	6.893595823912016e-50	1.122200149783408e-33	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	4.311009239826813e-29	1.511175297254259e-29	2.3947962278714102e-54	4.5074266266866064e-55	7.801997165149306e-84	1.0168969833810891e-83
12.0.	2.5901334721607172e-50	1.109040688938445e-49	2.583194112474543e-34	6.034734127747537e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	6.7036650105266885e-50	2.000706219340854e-34	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	4.0527380151338793e-29	1.4222368461746178e-29	2.123119038866886e-54	4.012619452854391e-55	8.30927975760323e-84	1.6338781550398062e-83
15.0.	2.5222421001755153e-50	1.0799720785535949e-49	3.1482145459711537e-35	5.876055932772715e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	6.52794945229575e-50	3.333453813980054e-35	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	3.803305773660861e-29	1.334897085688055e-29	1.8705996304029322e-54	3.537359410263999e-55	8.000450652339998e-84	2.2006582211060383e-83
18.0.	2.456670862409933e-50	1.051893259046982e-49	3.8368215456935956e-36	5.723133833227542e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	6.358250182234591e-50	5.328304588653274e-36	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	3.568418358690608e-29	1.2524791557475928e-29	1.646781404360518e-54	3.114341287153313e-55	7.298243335176928e-84	2.6750735884296253e-83
21.0.	2.3928731856358508e-50	1.024576409068223e-49	4.676047124024015e-37	5.5744971219641085e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	6.193131981968197e-50	8.283507792037924e-37	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	3.34793898590951e-29	1.175095982777162e-29	1.449573482175544e-54	2.74141534040128e-55	6.446422236262235e-84	3.0443802449800613e-83
24.0.	2.330734068610912e-50	9.9796979891274e-50	5.698835988511867e-38	5.429735280154771e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	6.0323061241839235e-50	1.262606878208699e-37	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	3.141070237067601e-29	1.1024872939992689e-29	1.2759781382017781e-54	2.413116017580938e-55	5.578035070541564e-84	3.31141681295961e-83
27.0.	2.270209123248381e-50	9.72054325860701e-50	6.945338821996337e-39	5.288734793648208e-49	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	5.875658066027236e-50	1.896620960898929e-38	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	2.9469824232706e-29	1.0343642664857299e-29	1.123157625949053e-54	2.124104731721143e-55	4.7607990132852065e-84	3.4864879773307964e-83
