time	ADP	ATP	BPG	P3G	pep	phos	pyr
0.0.	0.5	9.5	0.0	6.5	5.08	0.589	0.1
0.0.45.0	0.0007736713648380001	9.999226328635162	0.07537353107578401	6.42462646892422	4.49150896873402	0.602891171555035	0.6884910312659841
0.0.9.0	0.0006838696107960001	9.999316130389204	0.115411485399179	6.384588514600824	4.419130762283768	0.6351416219278471	0.760869237716234
1.0.35.0	0.0006454749928450001	9.999354525007153	0.13833805679740602	6.3616619432025985	4.353782847164805	0.677524571030636	0.8262171528352
1.0.8.0	0.000628566185024	9.999371433814975	0.151882092551685	6.348117907448321	4.291941887960263	0.725804585673078	0.888058112039742
2.0.25.0	0.0006224425127420001	9.999377557487257	0.16000467540912702	6.33999532459088	4.232022458906645	0.7775953081969721	0.9479775410933601
2.0.7.0	0.000622301634857	9.999377698365139	0.16491439468639502	6.335085605313613	4.173207970937362	0.8314999360111011	1.006792029062642
3.0.15.0	0.000625698325079	9.999374301674917	0.167894120568178	6.332105879431829	4.115046577644258	0.8866850001126411	1.064953422355743
3.0.6.0	0.000631291212797	9.999368708787198	0.169705520310054	6.330294479689952	4.057277885701858	0.942647885200882	1.122722114298142
4.0.05.0	0.000638311907956	9.999361688092035	0.170806446364853	6.329193553635155	3.99974822762705	0.99908363791605	1.18025177237295
4.0.5.0	0.0006463094747030001	9.999353690525284	0.17147411577058402	6.328525884229425	3.942365639104071	1.055806554600044	1.237634360895929
4.0.95.0	0.0006550166712220001	9.999344983328768	0.171877095686878	6.32812290431313	3.885074631926493	1.112703289057847	1.2949253680735069
5.0.4.0	0.0006642755466720001	9.999335724453317	0.1721181486686	6.327881851331409	3.827841577037547	1.169704549840523	1.3521584229624541
5.0.8500000000000005.0	0.000673994409811	9.999326005590179	0.17226001606718602	6.327739983932821	3.7706460555637813	1.226767922778841	1.409353944436218
6.0.3.0	0.0006841223048660001	9.999315877695125	0.172341037543734	6.3276589624562725	3.713475674001987	1.283867410759143	1.466524325998013
6.0.75.0	0.0006946336329990001	9.999305366366988	0.17238465164201802	6.327615348357989	3.656322930976929	1.3409870510140491	1.523677069023071
7.0.2.0	0.0007055188025350001	9.999294481197452	0.172405188738914	6.327594811261093	3.599183314449978	1.398117015613641	1.580816685550022
7.0.65.0	0.000716778520935	9.999283221479047	0.17241140856568202	6.327588591434325	3.542054142740318	1.455251227214932	1.637945857259681
8.0.1.0	0.0007284203105370001	9.99927157968945	0.172408662385533	6.327591337614473	3.484933857386758	1.5123859005382432	1.695066142613242
8.0.55.0	0.0007404563925260001	9.999259543607467	0.172400215258037	6.3275997847419685	3.427821591321136	1.5695186498133502	1.752178408678862
9.0.	0.0007529024178190001	9.999247097582176	0.172388054910756	6.32761194508925	3.370716905112132	1.626647942394928	1.8092830948878662
9.0.450000000000001.0	0.0007657767254100001	9.999234223274586	0.17237338662801302	6.327626613371993	3.313619625939241	1.6837727641581521	1.866380374060757
9.0.9.0	0.0007790999318460001	9.99922090006815	0.17235693604645402	6.327643063953551	3.256529749415328	1.7408924144700602	1.923470250584669
10.0.35.0	0.000792894731146	9.999207105268852	0.172339134402601	6.327660865597405	3.199447379889633	1.7980063804389061	1.980552620110363
10.0.8.0	0.000807185831142	9.999192814168854	0.172320231837247	6.327679768162759	3.142372694333617	1.855114259660272	2.037627305666378
11.0.25.0	0.000821999981182	9.999178000018818	0.17230036666168203	6.327699633338326	3.085305920699968	1.912215712619526	2.094694079300028
11.0.700000000000001.0	0.000837366064135	9.999162633935867	0.172279607661968	6.327720392338038	3.028247325185094	1.9693104332170661	2.151752674814901
12.0.15.0	0.000853315236938	9.999146684763062	0.17225797989108202	6.327742020108924	2.971197204991768	2.026398130354081	2.208802795008227
12.0.6.0	0.0008698811111010001	9.999130118888903	0.17223548034335	6.327764519656656	2.914155884514869	2.083478516252874	2.265844115485126
13.0.05.0	0.0008870999691930001	9.999112900030811	0.17221208742336902	6.327787912576638	2.8571237136858683	2.140551298859948	2.322876286314128
13.0.5.0	0.0009050110164440001	9.999094988983558	0.172187766602157	6.327812233397849	2.800101067709994	2.197616176704284	2.379898932290001
13.0.950000000000001.0	0.0009236566687680001	9.999076343331234	0.17216247372297802	6.327837526277029	2.743088347736345	2.254672835209437	2.436911652263651
14.0.4.0	0.000943082880195	9.999056917119807	0.172136156849581	6.32786384315043	2.68608598218996	2.311720943840646	2.493914017810035
14.0.85.0	0.0009633395140840001	9.999036660485917	0.17210875720044103	6.327891242799566	2.629094428612167	2.368760153701469	2.550905571387828
15.0.3.0	0.000984480763851	9.999015519236155	0.17208020949851602	6.327919790501489	2.572114175929142	2.425790095336188	2.607885824070853
15.0.75.0	0.00100656563025	9.998993434369757	0.172050441934317	6.327949558065688	2.515145747116025	2.482810376579907	2.66485425288397
16.0.2.0	0.001029658463802	9.998970341536207	0.17201937585892502	6.327980624141076	2.458189702255606	2.539820580349271	2.721810297744389
16.0.650000000000002.0	0.001053829582608	9.9989461704174	0.17198692527300802	6.328013074726992	2.401246642013268	2.596820262296327	2.778753357986726
17.0.1.0	0.00107915597787	9.998920844022138	0.17195299614599102	6.328047003854007	2.344317211567554	2.653808948264318	2.835682788432441
17.0.55.0	0.001105722121796	9.998894277878211	0.17191748557882902	6.328082514421168	2.2874021050512052	2.710786131491754	2.892597894948789
18.0.	0.0011336208955690001	9.998866379104438	0.17188028080969903	6.328119719190298	2.230502070572632	2.767751269513231	2.949497929427362
18.0.45.0	0.001162954658559	9.998837045341453	0.17184125805150502	6.32815874194849	2.173617915903775	2.8247037807032713	3.006382084096219
18.0.900000000000002.0	0.001193836484459	9.998806163515553	0.171800281141572	6.32819971885842	2.116750514938387	2.8816430404044953	3.063249485061607
19.0.35.0	0.0012263915954020001	9.998773608404612	0.171757199975959	6.328242800024031	2.0599008150459692	2.9385683765734703	3.120099184954025
19.0.8.0	0.0012607590319440001	9.998739240968074	0.171711848692695	6.328288151307293	2.003069845472002	2.995479064867244	3.176930154527992
20.0.25.0	0.0012970936052800002	9.998702906394744	0.171664043559069	6.328335956440918	1.946258726966056	3.052374323080152	3.233741273033936
20.0.7.0	0.0013355681887390002	9.99866443181129	0.17161358050734202	6.328386419492648	1.889468682857452	3.109253304823943	3.29053131714254
21.0.150000000000002.0	0.001376376419132	9.998623623580906	0.17156023225008002	6.328439767749913	1.83270105184531	3.166115092323739	3.347298948154682
21.0.6.0	0.0014197358957600001	9.998580264104286	0.171503744889969	6.328496255110025	1.775957302828887	3.222958688176901	3.404042697171105
22.0.05.0	0.0014658919869550001	9.998534108013086	0.17144383391835802	6.328556166081635	1.719239052178212	3.279783005890382	3.46076094782178
22.0.5.0	0.001515122382587	9.998484877617448	0.17138017947056403	6.328619820529425	1.662548083939034	3.336586858972985	3.517451916060958
22.0.95.0	0.0015677425680000001	9.998432257432032	0.17131242067230001	6.328687579327691	1.6058863735858981	3.3933689483098	3.574113626414095
23.0.400000000000002.0	0.001624112443491	9.998375887556541	0.171240148868038	6.328759851131954	1.549256116091101	3.450127847484349	3.630743883908892
23.0.85.0	0.001684644377601	9.998315355622433	0.171162899465333	6.32883710053466	1.492659759276617	3.506861985635649	3.6873402407233753
24.0.3.0	0.0017498130681120002	9.99825018693192	0.17108014205440703	6.328919857945584	1.43610004367627	3.563569627337432	3.7438999563237223
24.0.75.0	0.001820167699639	9.99817983230039	0.17099126836328202	6.329008731636708	1.379580050478079	3.620248848858275	3.8004199495219133
25.0.2.0	0.0018963470430580001	9.998103652956972	0.170895577476175	6.329104422523815	1.323103259572137	3.676897509994744	3.856896740427855
25.0.650000000000002.0	0.00197909835638	9.998020901643645	0.17079225756377	6.329207742436219	1.266673620340723	3.733513220451885	3.91332637965927
26.0.1.0	0.002069301244247	9.997930698755779	0.170680363129586	6.329319636870402	1.2102956386566541	3.790093299458004	3.969704361343339
26.0.55.0	0.0021679980509560002	9.997832001949073	0.170558786439323	6.329441213560666	1.153974484693767	3.846634726917863	4.026025515306228
27.0.	0.0022764329558800003	9.997723567044149	0.17042622132930701	6.329573778670682	1.097716127733575	3.9031340838929953	4.082283872266419
27.0.45.0	0.002396102796439	9.99760389720359	0.170281116924652	6.329718883075338	1.041527506375456	3.959587479496329	4.138472493624538
27.0.900000000000002.0	0.0025288238961	9.997471176103929	0.170121617844556	6.329878382155432	0.9854167457299611	4.01599046032158	4.194583254270033
28.0.35.0	0.0026768210361640004	9.997323178963867	0.169945486087015	6.330054513912974	0.9293934377703781	4.072337897178771	4.250606562229615
28.0.8.0	0.0028428475231910004	9.997157152476838	0.16974999774100802	6.330250002258982	0.873469007784586	4.128623841997598	4.30653099221541
29.0.25.0	0.003030349635963	9.996969650364067	0.169531804606763	6.330468195393227	0.817657200012697	4.184841345016503	4.3623427999872995
29.0.7.0	0.003243695540149	9.996756304459879	0.16928674611775302	6.330713253882237	0.761974731055006	4.240982218367391	4.418025268944991
30.0.150000000000002.0	0.0034884996830890002	9.99651150031694	0.16900958965620402	6.330990410343786	0.70644218382015	4.297036726206735	4.473557816179846
30.0.6.0	0.0037720916343980003	9.996227908365634	0.168693665735583	6.331306334264406	0.651085253388309	4.352993172510504	4.528914746611687
31.0.05.0	0.004104208612929	9.995895791387104	0.168330345612933	6.331669654387058	0.595936519334068	4.408837343665928	4.584063480665926
31.0.5.0	0.0044980434148700005	9.995501956585162	0.16790827735207	6.332091722647921	0.541038025219002	4.464551740843799	4.638961974780991
31.0.95.0	0.0049718731718020005	9.995028126828231	0.167412242362796	6.332587757637196	0.486445129633613	4.520114501175393	4.693554870366379
32.0.4.0	0.0055516670682960005	9.994448332931734	0.16682139944620503	6.3331786005537865	0.432232420819595	4.575497846802497	4.747767579180398
32.0.85.0	0.0062754000317480005	9.99372459996828	0.166106511568648	6.333893488431343	0.378503090409525	4.630665798053576	4.801496909590469
33.0.300000000000004.0	0.0072004459396720006	9.992799554060353	0.165225431643467	6.334774568356524	0.325404308772895	4.685570705523312	4.854595691227099
33.0.75.0	0.008416729970389001	9.991583270029638	0.16411551963014	6.335884480369851	0.273153383736573	4.740147826603678	4.906846616263424
34.0.2.0	0.01007099040918	9.989929009590849	0.16268051602750402	6.337319483972487	0.222083912482844	4.794306561898833	4.9579160875171535
34.0.65.0	0.012412806352732002	9.987587193647299	0.16076730987019	6.339232690129803	0.172729663837446	4.847915832645097	5.007270336162552
35.0.1.0	0.015882007406631	9.984117992593395	0.158124926844969	6.341875073155024	0.125978011708584	4.900779068853078	5.054021988291414
35.0.550000000000004.0	0.021261872297738002	9.978738127702291	0.154337411790352	6.345662588209642	0.083333040924862	4.952591419582523	5.096666959075136
36.0.	0.029861096274995003	9.970138903725033	0.14874630177262801	6.351253698227365	0.047243145218511	5.002871649283858	5.132756854781487
36.0.45.0	0.043338793173112004	9.956661206826917	0.140503230165217	6.359496769834775	0.020952845855703003	5.050882717152196	5.159047154144293
36.0.9.0	0.06222642048287701	9.937773579517156	0.12913690558242602	6.370863094417569	0.006446714488915001	5.095642800411539	5.17355328551108
37.0.35.0	0.084062477459106	9.915937522540927	0.11559184662961601	6.384408153370381	0.001245681263682	5.136224949565815	5.178754318736312
37.0.800000000000004.0	0.10547914682961501	9.89452085317042	0.10207243186433601	6.397927568135659	0.00014729479712600002	5.172259420168157	5.179852705202867
38.0.25.0	0.125402105153355	9.87459789484668	0.09031527140493001	6.409684728595066	1.09401701891278e-05	5.20407589357824	5.179989059829803
38.0.7.0	0.144170125050523	9.855829874949508	0.08080111261452701	6.419198887385469	5.264263466670461e-07	5.232368486009653	5.179999473573646
39.0.15.0	0.16211577819529102	9.83788422180474	0.073267655739069	6.426732344260928	1.6814465944921164e-08	5.257848105641758	5.179999983185525
