time	PX	PY	PZ	X	Y	Z
0.0.	-8.07793566946316e-28	0.0	0.0	0.0	20.0	0.0
10.0.	621.0442614089269	532.6746959034737	141.00454442755665	7.402871633452907	1.994084192921338	0.869004290304886
20.0.	709.0285985084321	305.460106947529	114.61523426907945	9.003489842287411	0.435991748939962	1.1922346191740871
30.0.	762.0108497714176	170.4690648607517	171.1302045479192	6.264684782501649	0.324926199640304	3.514661463142164
40.0.	550.5866178963947	103.8290391922812	403.86875897762326	1.668294185986999	0.45363840601249605	9.174562690207562
50.0.	315.276583670084	89.3480882735066	836.7186860895008	0.41253543248856506	1.113440729571667	14.437819971925055
60.0.	171.52806063880226	153.65417089982932	1010.2061407232673	0.22905772985671802	3.426412462466536	8.275904085854716
70.0.	98.43138919579594	403.7039331270128	711.7081668524592	0.30372005018770504	9.777820280013769	1.83916112609501
80.0.	73.90194237285372	945.2967433544073	396.61419866050613	0.731395206934854	18.31295442583599	0.37906899846984105
90.0.	109.57288934182155	1336.2869311208608	210.03381385548963	2.316927321193209	13.764152223730344	0.17822924091282702
100.0.	288.9114200518264	1038.922088238931	113.82971374671553	7.326800436886224	3.450709886355377	0.192539871908462
110.0.	786.68960401659	591.900938156902	70.6107255042468	17.806439305576273	0.583461466381472	0.378611701725441
120.0.	1491.5350212462126	310.80798346209224	70.7781967848151	22.629080208018866	0.18269849826130702	1.1146570905196431
130.0.	1549.9893310243997	162.91453645332422	150.8939298899054	9.720679904953371	0.14173480257137502	3.722034476294723
140.0.	993.4277944446184	89.58813349509653	443.9643325273796	1.722333314550054	0.194239865198291	11.273138687272995
150.0.	532.6986751536928	59.98297076284012	1132.8076538595321	0.314847524858134	0.44071980367176306	23.68542919998343
160.0.	275.8635134821355	73.24950035031122	1848.2935346175718	0.14113736458539702	1.3826054612785241	23.576605312528464
170.0.	144.44160897861187	181.16673387344264	1655.4364424567416	0.13115974244290302	4.657199252292277	7.716674925165379
180.0.	80.07876303710384	544.3104925564718	990.6138415457906	0.19246008304136802	13.685869568532514	1.22174971920218
190.0.	55.496159861331066	1335.2450688705144	521.4179247757472	0.45427158711236004	26.855457904689963	0.245304661508864
200.0.	72.87856200893594	2054.522819781588	268.78541791863944	1.448837336587797	24.51949058869181	0.12858542135185402
210.0.	188.3610662913955	1758.2339873361004	140.52052673455844	4.897912079060445	7.410394919730514	0.12522994358178302
220.0.	570.6191490188901	1032.8434720898297	77.76901875478931	14.350415979684541	1.135253870439681	0.183424701412771
230.0.	1397.9644403853665	540.7624584902482	53.506740519737676	28.114475135581735	0.23170009561920102	0.42800785734294305
240.0.	2163.978505984551	278.12888341081447	69.12544563051974	26.222014264775044	0.124694561907217	1.359176920425445
250.0.	1877.0105301871363	145.00285652401445	177.3931372976471	8.194784438362664	0.12072258910100402	4.615288077752546
260.0.	1109.1100363385644	79.6054889565766	541.8456980076728	1.255712049913033	0.17071372530874102	13.749372075234747
270.0.	581.0376030433624	53.054025090849734	1360.1924459364277	0.24425347240931902	0.382465700227811	28.01536812297491
280.0.	298.4575748529826	63.88671595702824	2200.0901024958243	0.124966288762426	1.193251727739728	28.348093006086998
290.0.	155.08014853671932	157.45441090250551	2004.8302651992567	0.117269592402264	4.067023527639958	9.82483131163214
300.0.	84.25480961555058	483.87549243937104	1210.8131683851034	0.15765269466663	12.435782955081109	1.546397342583969
310.0.	53.908760579363374	1260.669687578508	637.2336166721108	0.33297211295673	26.896066121409095	0.27776093101188204
320.0.	58.79190290503085	2173.511536666392	327.1513331570061	1.00928051390762	30.36687759078751	0.12834638455119002
330.0.	135.40083993858067	2129.1171811232307	169.4214164554004	3.442595869146102	12.199466088448071	0.114887694294154
340.0.	416.0034872003789	1331.9648399117993	91.09235615945975	10.826776252493138	2.029401154606183	0.14597862367423
350.0.	1129.2379301767087	706.8383425651756	55.98223460828947	25.040850585436814	0.33534082514887603	0.287343904381409
360.0.	2093.5941388650194	362.99834949933387	54.69375563445143	31.843167734130553	0.13492339960184702	0.8374299523163831
370.0.	2236.7316766777108	187.41996696898929	114.88354047805349	15.215487636184292	0.113594377139794	2.845494111678484
380.0.	1467.8932471501553	99.82842652062165	349.4218837865056	2.756918310074394	0.136285019353157	9.184875936798601
390.0.	788.6842642028304	59.20938292761665	986.5341815759189	0.425317282319608	0.24841622702993701	22.715510834157378
400.0.	405.5574997510282	51.89555495839969	1971.2686797792173	0.145452630324408	0.68921316785594	32.52391065997808
410.0.	208.8656811623636	97.36597257361741	2315.7701126352713	0.11340783361161601	2.319774427405938	18.69344057765669
420.0.	110.35791362678259	289.46630343125236	1614.1511451048138	0.128592430589054	7.653299615949932	3.801464876059693
430.0.	63.54537203828333	845.7214354797646	882.3183583876746	0.216522753138602	20.15427951853983	0.5613556858091381
440.0.	50.42535895878896	1818.409438847451	454.84600262756555	0.566569758671002	32.3323324093383	0.161348001884908
450.0.	83.1552596845152	2356.879764218652	233.78922523869042	1.8769206575033641	22.356676308988508	0.114394935317237
460.0.	238.0173004460292	1765.7078695295204	122.69171079484865	6.296946405709495	5.2477757762083534	0.122701860359955
470.0.	714.4951031820897	987.6088779579611	68.97433663401333	17.54601715364801	0.7638398397542271	0.19097535860609802
480.0.	1646.568552291253	511.172265966559	50.20624365397023	31.320896883132967	0.18487435710564	0.46736688215748906
490.0.	2354.4000336739286	262.38215788462566	72.0481322193992	25.861306642314865	0.11671563073756401	1.513175723399605
500.0.	1916.3988895315179	136.92165088635366	195.16495335196592	7.179371202690087	0.11836878329903601	5.134495336803117
510.0.	1104.449938702665	75.51287315296794	596.796810887197	1.061962055119027	0.17078800896495303	15.029766982837815
520.0.	575.0371059987771	51.14031922341548	1466.06183665821	0.21950257026622802	0.388156792352752	29.619642661047788
530.0.	294.9539020781608	63.66584536801023	2306.9918539632986	0.12066876094926302	1.218889469216906	28.86360166974253
540.0.	153.2014646934226	160.18549631278182	2058.6813110935477	0.11537825139780102	4.159824480974937	9.656039189676113
550.0.	83.20947529174725	494.1117608424968	1232.492101178221	0.154986119954829	12.697822684286658	1.4962120721545231
560.0.	53.144306377448665	1285.5006465161698	647.066765737104	0.325395746278208	27.39607209159089	0.27045718672817404
570.0.	57.608215519325086	2217.470069603178	331.90807617354403	0.9830339978090271	31.092212430549882	0.126752247390985
580.0.	132.06238006197734	2183.8057336928027	171.73651579736088	3.355038424035826	12.68236979712998	0.11357452334860701
590.0.	406.3942963372726	1370.8598951514168	92.14264936319478	10.602936398355927	2.120744819579587	0.14271848511808202
600.0.	1111.6274302050956	727.9572467212413	56.16199988969011	24.827717636975095	0.34551661822461804	0.27591017088041003
610.0.	2091.9129767714535	373.72936962423677	53.51612606008461	32.39182097569003	0.13575169418989802	0.7951679696915701
620.0.	2282.5066305032874	192.77881739900022	109.74420293792933	16.174426162188997	0.112873516888101	2.69788937642795
630.0.	1517.839837266438	102.4192449756048	332.7070375878568	3.004607537489989	0.13328371995180802	8.76709740397023
640.0.	818.415843703232	60.16690611793595	949.3324583319638	0.45614335780552606	0.23702523339468	22.083622094992833
650.0.	420.97590106835816	51.091490951206104	1938.4188852092523	0.148874310606428	0.6461569041100821	32.726970476667795
660.0.	216.625406185856	92.26130906864176	2346.1908294750287	0.113272297801182	2.165756634079294	19.940053284803277
670.0.	114.17358225042354	271.651411374929	1670.5477088277664	0.12612356136240802	7.190215646581467	4.230045594709767
680.0.	65.16127930864948	801.7880266611686	919.0878939461248	0.20655471507401701	19.311769678204872	0.6190240514846891
690.0.	50.09894278778072	1765.9004247816197	474.27363303277707	0.528324590791015	32.1584679837535	0.167950992816631
700.0.	78.77002982016228	2368.375424193589	243.61890117899432	1.7376167146413581	23.691101495915568	0.11486346914798101
710.0.	221.64925905639984	1824.6192313177974	127.56748828286543	5.857744116842016	5.885263247106916	0.120806036043844
720.0.	670.6673794045919	1030.4570199579562	71.1742568581331	16.63130512512094	0.8580698606785331	0.182741843606574
730.0.	1583.1317222435061	534.3100023669933	50.36057014187523	30.81151726126304	0.19573857350385201	0.43536480151004303
