	ATP	Fru16P2	HMP
0	4.0	1.0	0.1
1	0.16934611840565184	1.1113968065409068	4.854129965158385
2	0.40756479532805456	2.108341097263168	6.263690887730899
3	0.7675675248224282	3.057631930426886	7.446395357664692
4	1.1414427572778354	3.8138892229333163	8.333023008399012
5	1.4603941253702388	4.394338609284958	8.988177185476331
6	1.7385498739164533	4.840797087458451	9.46159993313842
7	1.959006304404484	5.195309379486016	9.811267630498143
8	2.1525298419513983	5.4623379057275825	10.069201730120339
9	2.262848663991712	5.684502281775773	10.284800809518488
10	2.3850230588298356	5.881420037824291	10.419183723492086
11	2.4565042556175736	6.032888175826021	10.546826148988067
12	2.6083590202234572	6.144762005743059	10.588372108261888
13	2.6048421648999494	6.239519066530328	10.697921971576346
14	2.6316327098662784	6.340265147178354	10.757790496464377
15	2.663449190806595	6.432453088955696	10.800737213655154
16	2.693889033755612	6.513855168606252	10.835133238226925
17	2.720899041301314	6.58490755260936	10.86421739573273
18	2.7446394367784186	6.646976512817027	10.888982060057913
19	2.7650178134022245	6.7011516604942996	10.910413500896125
20	2.7827270232347594	6.7486732335008774	10.928767407178926
21	2.7979406948556673	6.7904003643703685	10.944648152031576
22	2.8111708306351884	6.8271839017114155	10.958301040535186
23	2.822624097190465	6.859626879219802	10.970140570809125
24	2.832660669412725	6.888333042567753	10.98035050520455
25	2.8414006720641534	6.913724532226833	10.989252366983521
26	2.849111722588303	6.936268453605856	10.99698809291815
27	2.855862719199167	6.956245328518305	11.003761384689101
28	2.8618005940334252	6.973975314564649	11.009686351343476
29	2.8670330937825352	6.98972483309286	11.01487842767231
30	2.871651130263604	7.003722751750674	11.01943959786757
31	2.875726525334848	7.016154717705929	11.023448069807838
32	2.8793321189082612	7.027218256976052	11.026983022519335
33	2.882525891761527	7.03707091214937	11.030105467172815
34	2.885360431779495	7.0458445621172014	11.032866780591974
35	2.8878773257833057	7.053659826406585	11.035311915805126
36	2.8901117250356356	7.0606229960458915	11.037479896755338
37	2.8920973262232934	7.066828902174966	11.039403181250668
38	2.893863245381001	7.072361666230321	11.041110087379503
39	2.8954340580870968	7.0772950061996776	11.04262648077438
40	2.8968319301642467	7.081694584697423	11.043974568525943
41	2.8980765775594857	7.085619027338131	11.04517332886156
42	2.8991851171433294	7.089120153419831	11.046239837595815
43	2.900172696502689	7.092243957040209	11.04718922895255
44	2.9010528035945673	7.095031473483164	11.048034619531597
45	2.9018373939261237	7.097519373069638	11.048787667672062
46	2.9025369364571505	7.099739822230151	11.049458660227046
47	2.9031607819184946	7.101721662330671	11.050056699978398
48	2.903717117293489	7.103490813539544	11.05058981639957
49	2.904213399316627	7.105070187586747	11.051065151265766
50	2.904656183722749	7.106480234543527	11.05148904770848
51	2.9050512609109953	7.107739160615854	11.0518671578552
52	2.9054037805476556	7.108863134685327	11.052204425765781
53	2.905718396242034	7.109866804808976	11.052505341128018
54	2.905999247432529	7.110763032715609	11.052773864840622
55	2.9062499501937125	7.111563341453864	11.053013516356428
56	2.90647375711571	7.11227802076927	11.053227415531323
57	2.906673561684162	7.112916250856458	11.053418344768755
58	2.906851950878405	7.113486223897511	11.053588781914707
59	2.907011226631354	7.113995250773502	11.0537409367734
60	2.907153444075565	7.11444985723122	11.053876778192787
61	2.907280434657163	7.114855868386565	11.053998061839048
62	2.9073938330516604	7.11521848448373	11.054106352879847
63	2.90749509711274	7.115542348100302	11.05420304734382
64	2.9075856288976643	7.1158319104778105	11.054289484585347
65	2.907666468217794	7.116090497435334	11.054366662827041
66	2.907738649513985	7.11632142734096	11.05443557392585
67	2.9078031036381815	7.1165276609365495	11.054497104248652
68	2.9078606596219427	7.116711840880323	11.05455204586314
69	2.9079120568549084	7.1168763265957145	11.054601105679431
70	2.907957955135401	7.11702322483678	11.054644914466204
71	2.907998943377146	7.1171544168216965	11.054684035088501
72	2.9080355472893205	7.117271582414148	11.054718969878525
73	2.9080682361961925	7.117376221699961	11.054750167196692
74	2.9080974291082398	7.117469674246493	11.054778027268224
75	2.9081235001327714	7.117553136295461	11.054802907377976
76	2.9081467832984536	7.117627676111548	11.054825126497116
77	2.9081675768585726	7.117694247684967	11.054844969406073
78	2.90818614713012	7.11775370296484	11.054862690370207
79	2.908202731919294	7.1178068027812325	11.054878516417743
80	2.908217543578355	7.117854226596705	11.0548926502637
81	2.908230771733765	7.117896581213076	11.054905272918555
82	2.908242585721179	7.117934408545553	11.05491654601595
83	2.90825313675895	7.117968192564317	11.054926613889938
84	2.908262559888326	7.117998365492871	11.054935605428945
85	2.908270975705509	7.118025313342855	11.054943635730515
86	2.9082784919079687	7.118049380856452	11.054950807578432
87	2.9082852046749883	7.1180708759198845	11.05495721276128
88	2.908291199900268	7.118090073504652	11.054962933249607
89	2.908296554292467	7.118107219187105	11.05496804224684
90	2.908301336357874	7.118122532291512	11.054972605127572
91	2.9083056072778515	7.118136208696914	11.054976680275312
92	2.908309421692342	7.118148423343778	11.05498031983047
93	2.9083126554948713	7.118158779171846	11.054983405407002
94	2.9083155612386644	7.118168084306476	11.054986177917254
95	2.9083181721854805	7.118176445345868	11.054988669132443
96	2.908320518234413	7.118183958077239	11.054990907593693
97	2.90832262625688	7.11819070857072	11.054992918944354
98	2.908324520400806	7.118196774164005	11.054994726225766
99	2.908326222365421	7.118202224347926	11.054996350141788
100	2.908327751648998	7.118207121562472	11.054997809296037
