	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.526655359643127	6118.233740275734	2215316.232355576	1561.5500729478936
2	4.01267106071006	9624.545127402878	3713241.249941978	2870.3341335772184
3	4.024111904828881	11716.179959808516	4593511.454273525	3887.1502688778883
4	4.256940288912424	13312.662582990975	5247925.595794764	4796.219194036989
5	4.594728487167896	14765.436757053076	5830956.753224438	5701.842930461506
6	4.986651135635972	16226.500553335818	6413658.927146369	6662.683331193442
7	5.414063566074732	17749.004012345555	7018475.934630142	7714.485043907801
8	5.867789011357472	19353.034731034786	7655583.322872514	8881.98289198904
9	6.34250416612636	21042.40325243859	8326811.640823893	10183.246302656116
10	6.833416307779424	22812.44342129605	9030484.7046939	11631.118981506155
11	7.335219894216364	24654.9626016083	9763950.734624919	13235.129180593456
12	7.841790825324221	26555.449026973954	10521206.931917908	14997.839429184416
13	8.346550637649923	28496.631510271076	11295469.123595182	16915.831957050443
14	8.842331776628873	30457.957925445342	12078955.602386361	18979.42465067417
15	9.321735162897827	32415.904080846525	12862390.738457017	21171.454352053053
16	9.777568533039876	34344.968139101074	13635584.836484822	23466.969840747
17	10.203311437544277	36218.954882650476	14388060.032567691	25833.79974334185
18	10.59355487305846	38012.418625287544	15109583.154992715	28233.979877119946
19	10.944258205023162	39701.99621900673	15790680.461922454	30626.11943174186
20	11.253052002963498	41267.70603885444	16423159.036839087	32967.756928275936
21	11.51939055576908	42694.43285274786	17000721.159653634	35217.158571788415
22	11.744440986646532	43972.616530686704	17519263.400980067	37337.30352657198
23	11.930681018685203	45098.390262682544	17976962.04317555	39298.30300574424
24	12.081637312264768	46073.25702936448	18374161.833367977	41078.70391308908
25	12.201427504060531	46903.313849145976	18713087.871965222	42666.17781815317
26	12.294436943544	47598.318034243275	18997478.80237147	44056.76240770708
27	12.365012852359019	48170.58603325436	19232150.43707412	45254.058603498655
28	12.417223668405912	48633.92822336875	19422568.854763642	46267.698976900145
29	12.454746380632743	49002.700514581964	19574461.904476	47111.75454229908
30	12.480773225785061	49291.05615646136	19693511.865088165	47803.27853470838
31	12.498040021051546	49512.381475603834	19785117.078166246	48360.642629566
32	12.508732335516317	49678.74794108757	19854168.055610545	48802.513047223336
33	12.514599993398294	49800.791120437294	19904989.541825462	49146.59398942808
34	12.517052163396063	49887.76056554093	19941351.89400182	49409.478224354185
35	12.517169522996243	49947.53266561175	19966474.87215842	49606.23672981274
36	12.515807787718401	49986.64459470456	19983036.34829	49749.906389333955
37	12.513589708963478	50010.415096040975	19993219.12223698	49851.78847277464
38	12.510940480285457	50023.08225626264	19998769.53573727	49921.42775790323
39	12.50815606149965	50027.956635081995	20001054.583601613	49966.66568415487
40	12.505435297176147	50027.57852537197	20001125.637122165	49993.84978854827
41	12.502901447209267	50023.85747492853	19999775.161027513	50008.014214412324
42	12.500624349362283	50018.19589925894	19997587.035397243	50013.07122357419
43	12.498634832325497	50011.5969939318	19994980.449037146	50012.01840924164
44	12.496936231688487	50004.75386261153	19992246.568487782	50007.10978871562
45	12.495515047243185	49998.12291558058	19989578.453725412	49999.99723979229
46	12.494348026878402	49991.98460223173	19987096.00304606	49991.85693683285
