	ST	STU	STUS	STUST	STUSU	SU	SUST	SUSTU
0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.717070031161242	0.353675676711358	1.212807709515038	2.227646001929313	0.544429026367643	0.009151101616801443	0.03721804660206836	0.025118590223945757
2	6.292739606654225	0.29430863428525533	1.000425189895852	1.8269577821644605	0.7596678713286475	0.02259034839085834	0.10641199869687767	0.08531889685462166
3	5.7377367640395045	0.25807355155788425	0.8675072946601444	1.5726380525578465	0.8258699039458881	0.03805125647587483	0.17791585502471002	0.15109707503790498
4	5.318332631897645	0.2337335446911062	0.7789750899726683	1.404194269607887	0.8245202998356127	0.05299193007166907	0.24020803597733592	0.2098040337754487
5	5.006912071169297	0.21644623267815088	0.7167204273626651	1.2865078088146908	0.7953312221160662	0.06607088627172618	0.28968298407066945	0.257135894069966
6	4.769472164859124	0.20350655569294476	0.6705443286329733	1.199719493367657	0.7571172624620293	0.0767828210478332	0.3263689999237476	0.29267081292273467
7	4.5816522958171975	0.19332816345627507	0.6345161977741465	1.132344151484403	0.7182851047009733	0.08511898350992418	0.3517580242949261	0.31760475716119774
8	4.427125500033157	0.18495196346143564	0.6050815329220579	1.0775376945110908	0.6821697173153692	0.09131382759325643	0.36775793289756964	0.3336461493736168
9	4.295072589151643	0.1777799078328898	0.5800406217987765	1.0310868047574697	0.6497261592159724	0.09568840988944488	0.3762243164486091	0.3425126528615994
10	4.178270542379799	0.17142736776065512	0.5579879869228694	0.990312111480118	0.6208663844082988	0.09856803262080842	0.3787793648842899	0.3457288685050744
11	4.071819386615847	0.1656397934956443	0.5379988026325924	0.953458001334505	0.5951067329091806	0.10024548876898459	0.3767663411989589	0.34456771523022994
12	3.972332004582112	0.16024458409738682	0.5194491690981196	0.9193446116978818	0.5718686279451787	0.10096876150809315	0.3712634662637666	0.34005595244666204
13	3.877424849031047	0.15512249838195782	0.5019100488152957	0.8871633746243389	0.5506077416268302	0.1009405474817735	0.36312003557883504	0.33300476461093387
14	3.785395693145474	0.1501901207872858	0.4850825858268006	0.8563528490344788	0.5308606063262049	0.10032283001832952	0.3529973744787708	0.32404693960868647
15	3.6950160618855366	0.1453887409205713	0.4687572904183165	0.8265206668633356	0.5122533197594589	0.09924310641368037	0.34140709923090795	0.31367248533969044
16	3.6053943594948428	0.14067706874986197	0.45278741948891144	0.7973928025464203	0.49449434280195653	0.09780067186510984	0.3287439480971769	0.3022595736449655
17	3.5158833636608695	0.13602632188650007	0.4370710924723356	0.7687795932845596	0.4773619089289517	0.09607228093394608	0.31531268366445736	0.29010007773430957
18	3.4260162815936304	0.13141683104571092	0.421538972238612	0.7405523918621665	0.46069081723458294	0.09411696137948757	0.3013495271820529	0.2774200104716425
19	3.3354617274204807	0.1268356490637049	0.40614560858856447	0.7126271935676697	0.444360559165906	0.09197997040381424	0.28703892426325267	0.2643955593637421
20	3.2439915935078547	0.12227484230804406	0.3908632623646359	0.6849529717096704	0.4282853889762943	0.08969597646766209	0.27252648937976104	0.25116549391002146
21	3.151457931681064	0.11773025690035806	0.37567744929891206	0.6575032682321403	0.4124063476061007	0.08729158193606039	0.25792890139307917	0.23784066676889634
22	3.057776259940717	0.11320062108620454	0.36058369733099155	0.6302700754295645	0.3966850112736587	0.08478730437319348	0.24334140493023806	0.22451122707787088
23	2.9629135208499604	0.10868688837204207	0.345585170647977	0.6032593504534981	0.3810986683635086	0.08219912367787537	0.22884345052249536	0.21125205240428896
24	2.8668794392748396	0.10419175426587221	0.33069091705826076	0.5764877020506721	0.36563663594083073	0.07953968680587792	0.214502896101055	0.1981268026401627
25	2.7697203720388592	0.09971929824165472	0.3159145645922433	0.5499799207616762	0.35029746370603426	0.0768192458067832	0.2003790992425125	0.1851909111278223
26	2.6715149770572317	0.09527471574041521	0.3012733405622373	0.5237671145684355	0.3350868170972642	0.07404639003042451	0.18652515352205878	0.17249375604390313
