	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
0	1e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.546913403708933e-10	3.512145640968216e-11	9.865040510026347e-14	2.851076124013495e-17	3.6345441781132457e-12	3.7125534469426036e-13	3.9845890218965637e-16	2.148927295356832e-15	3.7550388617306816e-11	1.6780936172419205e-12	1.4946593535788727e-07	8.214502285348344e-10	2.572879653709867e-13	4.4608887924297377e-14	1.303990681374671e-10	3.511495790820529e-08	3.935484896793264e-09	4.941495105890746e-12	1.2395413303359434e-12	8.334506751708439e-10	2.4301667863895175e-11	4.725055700476083e-12	5.5560334087917505e-09	2.0801612930488624e-10	6.091339135675813e-14	8.165964781283677e-10	9.051383602848362e-13	9.498121093974946e-10	7.576654978740097e-11	3.041971658205664e-09
2	3.546913403708933e-10	6.235345801093486e-11	3.016591723721351e-13	9.547776081453617e-17	1.3849086107433591e-11	1.5573551698707473e-12	2.1087278376472944e-15	1.0243090962164172e-14	7.451987182955418e-11	3.554133927617798e-12	1.158378768921968e-07	1.0849008241292968e-09	3.722294173659087e-13	4.1128151779256374e-14	1.1052603757416302e-10	6.247188980977439e-08	7.376866889497617e-09	1.1628482039430539e-11	1.8451687555655648e-12	1.016353790302075e-09	5.433171100354615e-11	6.391950548725118e-12	5.947879416544996e-09	5.78976767149198e-10	1.8440508955489207e-13	3.060087189378042e-09	4.2091088949684286e-12	3.442304630482567e-09	2.011528400291966e-10	2.3575641937949836e-09
3	3.5469134037089317e-10	8.345843560231131e-11	5.290642887429602e-13	1.7611651724697218e-16	2.8917913963128324e-11	3.349531578516095e-12	5.183604705249735e-15	2.4629583649833288e-14	1.1088412641357856e-10	5.400808323992476e-12	8.977573234192312e-08	1.0907604277505689e-09	3.984558407655235e-13	3.581769080674486e-14	9.093689565777233e-11	8.24730860886027e-08	9.845615781221552e-09	1.8104801436913404e-11	2.3883219341719515e-12	1.137481719949372e-09	8.513442386676642e-11	7.997946736019882e-12	6.1956902264196295e-09	9.828429601085894e-10	3.285871806133945e-13	6.3401133860513855e-09	9.926592519462751e-12	6.954974893314624e-09	3.78236632545427e-10	1.827140290371907e-09
4	3.5469134037089317e-10	9.981483821064629e-11	7.443892832988108e-13	2.56768177469834e-16	4.7505229812367544e-11	5.5693704043538134e-12	9.550041530359195e-15	4.538918216163833e-14	1.4647965840115969e-10	7.209365301376272e-12	6.957725898795675e-08	9.84857833871523e-10	3.7776377135125897e-13	3.0119939113517785e-14	7.342326253427768e-11	9.68144320384899e-08	1.1554141057640646e-08	2.4116359098900288e-11	2.8693056911339413e-12	1.2131854772742744e-09	1.1598409003010097e-10	9.532367580620586e-12	6.3337338839561945e-09	1.3605705111424745e-09	4.708388564575469e-13	1.0347355772803755e-08	1.7915876710372233e-11	1.1137043551110246e-08	5.892694484028144e-10	1.4160554289492952e-09
5	3.546913403708933e-10	1.1249098224802504e-10	9.3310222203681e-13	3.3059903615374217e-16	6.85840582530724e-11	8.079317957110745e-12	1.5099398520146534e-14	7.247355278970356e-14	1.8120120040824307e-10	8.974163822347944e-12	5.392320423962086e-08	8.413336651397269e-10	3.3555660852599725e-13	2.4753192445684684e-14	5.855272975645295e-11	1.0680882153618345e-07	1.2684311021447181e-08	2.955879000822446e-11	3.2919195103857975e-12	1.2558342086271206e-09	1.4634710999216173e-10	1.0988147985105616e-11	6.388546062857083e-09	1.689211166472769e-09	5.999994206258626e-13	1.4843426987672762e-08	2.797692176226476e-11	1.573957822096219e-08	8.216368543662328e-10	1.097459819511928e-09
6	3.546913403708934e-10	1.2231483560231644e-10	1.0915987539944942e-12	3.948221392880331e-16	9.136647523174582e-11	1.0775761648054836e-11	2.1711177676853107e-14	1.0574010538107851e-13	2.1498477269776e-10	1.0691744643548839e-11	4.1791126129598636e-08	6.959682023685375e-10	2.864415154819696e-13	2.0026303944206248e-14	4.6307401748018974e-11	1.1347242333266126e-07	1.3383196069249446e-08	3.441325913877393e-11	3.661786052302928e-12	1.2746788250232395e-09	1.7583739697669023e-10	1.236105113526797e-11	6.380629693904806e-09	1.9637035538974187e-09	7.116668893056417e-13	1.9648563178543844e-08	3.989102450885617e-11	2.058645573616399e-08	1.0664136876754328e-09	8.505444431425419e-10
7	3.546913403708933e-10	1.2992808708833257e-10	1.2213547438177785e-12	4.489090916253631e-16	1.1524955886118411e-10	1.3582044911125915e-11	2.9266247538889765e-14	1.4497873249939276e-13	2.4779554955691956e-10	1.2360189936670785e-11	3.238862075843201e-08	5.643979422685423e-10	2.3824528374784995e-13	1.6026454405618523e-14	3.64180437299083e-11	1.1759148017801805e-07	1.3765646680900241e-08	3.870675120675849e-11	3.985039709663358e-12	1.2765708138240667e-09	2.041819301815435e-10	1.364897476740489e-11	6.325814265807697e-09	2.187226178262438e-09	8.05187231635132e-13	2.4629462276680374e-08	5.3442889070968056e-11	2.5553623304522755e-08	1.317313226722665e-09	6.591820786766198e-10
8	3.5469134037089333e-10	1.358280546642964e-10	1.3258928082439662e-12	4.934891672038055e-16	1.39773506050219e-10	1.6442314923385354e-11	3.7653597320811055e-14	1.8993228024968164e-13	2.796191824739154e-10	1.3978665338967123e-11	2.5101568374129513e-08	4.5199636227426925e-10	1.9471708803074702e-13	1.2728560462291242e-14	2.8533573799455572e-11	1.1977408177496212e-07	1.3919296956697271e-08	4.248794459692195e-11	4.267618260225419e-12	1.2665464367945678e-09	2.311941097811262e-10	1.485141602869731e-11	6.236309316571334e-09	2.366205840841198e-09	8.818083671690321e-13	2.9688667324122933e-08	6.843185656993583e-11	3.055425191836739e-08	1.5699349115338442e-09	5.108739927415505e-10
9	3.5469134037089333e-10	1.4040016993352224e-10	1.4092670346806397e-12	5.297005935115191e-16	1.6458917610337182e-10	1.9316462519698147e-11	4.677322348133608e-14	2.4031217268724906e-13	3.1045559809865637e-10	1.5547092589378512e-11	1.9454017331389394e-08	3.591685285914361e-10	1.5726604332962504e-13	1.005720616913828e-14	2.230251724769747e-11	1.204902940674032e-07	1.3909931657895064e-08	4.581308550188523e-11	4.514919118585617e-12	1.2482851398799903e-09	2.5675315533288954e-10	1.5969059031992545e-11	6.1215209559562344e-09	2.5078349396137043e-09	9.435967638506574e-13	3.4755870887076213e-08	8.467665815011368e-11	3.552810065011472e-08	1.821225431489162e-09	3.9593348710989415e-10
