	Tstar	V	Vin	Vni
0	15061.32075	1860000.0	1860000.0	0.0
1	15011.958250847863	1859672.3040607572	1577397.7237565066	282274.5803042495
2	14877.146876767285	1857615.7034087647	1337732.9240286862	519882.77938007726
3	14673.72683729893	1852656.9198248752	1134482.2814025034	718174.6384223708
4	14415.821775748173	1844089.2558732885	962112.7962045925	881976.4596686948
5	14115.254554902462	1831556.1117622962	815932.6148150559	1015623.4969472388
6	13781.905206584277	1814957.4088300713	691962.5127611272	1122994.8960689427
7	13424.01114447521	1794377.5518828747	586828.0073717057	1207549.5445111666
8	13048.423124426112	1770028.9093978854	497667.2857383845	1272361.623659499
9	12660.821473227146	1742208.5184929932	422053.3356711991	1320155.1828217923
10	12265.899213691946	1711265.1113549967	357927.91408205155	1353337.1972729433
11	11867.517290645841	1677574.2405466395	303545.49530115636	1374028.7452454814
12	11468.835910786598	1641519.907626541	257425.76693320117	1384094.1406933381
13	11072.425785676598	1603481.2082272784	218313.3206362919	1385167.8875909846
14	10680.362198160317	1563822.9732971955	185143.4951824344	1378679.478114759
15	10294.304654396008	1522889.4101611366	157013.38558294883	1365876.0245781855
16	9915.564200890703	1481000.120470877	133157.27563284934	1347842.8448380255
17	9545.160389355093	1438447.8462913048	112925.78570879878	1325522.0605825037
18	9183.869377213316	1395497.5747983404	95768.2042312165	1299729.3705671215
19	8832.264598949449	1352386.5755848873	81217.49001808405	1271169.0855668008
20	8490.751072088351	1309325.1622747013	68877.56524893559	1240447.5970257632
21	8159.594374175439	1266497.901772595	58412.52857755723	1208085.3731950354
22	7838.945050916412	1224065.1637629664	49537.51647363211	1174527.6472893318
23	7528.859204557753	1182164.8315087392	42010.94485883408	1140153.8866499024
24	7229.315805170657	1140914.1281037587	35627.93675302229	1105286.1913507339
25	6940.231266241458	1100411.4432547048	30214.742126367368	1070196.7011283347
26	6661.471671688065	1060738.1508196853	25624.011207231295	1035114.1396124512
27	6392.863044864051	1021960.343845783	21730.781296950187	1000229.56254883
28	6134.199937411653	984130.4970363291	18429.077362394106	965701.4196739321
29	5885.252626596134	947289.0089847307	15629.022859759358	931659.9861249684
30	5645.77308988613	911465.648469956	13254.400035584618	898211.2484343684
31	5415.500008164237	876680.8702504989	11240.569471580642	865440.3007789153
32	5194.162894317487	842947.0248227285	9532.713857557867	833414.3109651677
33	4981.485518842615	810269.4502823733	8084.344256372285	802185.1060259981
34	4777.188725382149	778647.4586399511	6856.035239952909	771791.4233999952
35	4580.992739716577	748075.219226633	5814.351503970474	742260.8677226595
36	4392.619049876195	718542.5472979117	4930.937814112321	713611.6094837964
37	4211.791926689904	690035.6043916915	4181.747131655424	685853.8572600331
38	4038.2396421287344	662537.5178683033	3546.38604929032	658991.1318190101
39	3871.6954344415967	636028.9266466117	3007.5596669045026	633021.3669797042
40	3711.898261335697	610488.460038723	2550.6008156883754	607937.8592230317
41	3558.593376133859	585893.1562044478	2163.0708087206563	583730.0853957243
42	3411.532756397049	562218.8263748784	1834.4208528310883	560384.4055220445
43	3270.4754099209886	539440.3705612369	1555.704904218805	537884.6656570153
44	3135.1875791245216	517532.0500282039	1319.336151939177	516212.713876262
45	3005.4428615561583	496467.7213695691	1118.8805004683825	495348.8408690979
46	2881.0222614564796	476221.0365944068	948.8814298678907	475272.15516453615
47	2761.714184953628	456765.6132189764	804.7114661227884	455960.90175285086
48	2647.3143894708533	438075.177968794	682.4462185961968	437392.73175019503
49	2537.625896234115	420123.68732941314	578.7575558233456	419544.92977358704
50	2432.45887333716	402885.4278450124	490.82301182887716	402394.6048331807
51	2331.630495611606	386335.0987513528	416.24895695409657	385918.8497943959
52	2234.9647865266634	370447.8792437729	353.00544185931665	370094.8738019108
53	2142.292446478748	355199.4824208053	299.37094111693716	354900.1114796855
54	2053.4506711010586	340566.19770854193	253.88549228359528	340312.3122162555
55	1968.2829626068365	326524.9233586172	215.31095486954982	326309.6124037447
56	1886.6389366599328	313053.19042206043	182.59730743123197	312870.59311462624
57	1808.3741268278802	300129.1794306614	154.854065374131	299974.3253652843
58	1733.3497883032887	287731.730865262	131.32604144191288	287600.40482381714
59	1661.4327022685086	275840.3503549382	111.37278907812335	275728.9775658571
60	1592.4949820171437	264435.2094308206	94.45116909677468	264340.7582617208
