	c1	c2	h1	h2
0	0.3	0.1	0.8	0.1
1	0.7657264318470584	0.08694226296514812	0.7348568955540576	0.3118260327338259
2	1.336852958047121	0.08538657413573256	0.6320518739512333	0.4641028320902392
3	1.5848231280408327	0.08808455014129786	0.5316281673347882	0.5726473135008981
4	1.57503618940386	0.09274809196791498	0.46145033559651477	0.6492915682335183
5	1.45059574475877	0.09922043708775768	0.42159884455667723	0.7022583665803525
6	1.2826849388743247	0.10764799476382053	0.405695709690475	0.7378050384344536
7	1.1002432401147844	0.1186295093986922	0.40743620937407116	0.7602247582807472
8	0.9206491234656781	0.13341486488370669	0.4219491879657741	0.7725344970945356
9	0.7533886174728122	0.15482126353949	0.4457599368540917	0.7765279596313379
10	0.6043390387694834	0.1903087212833347	0.4761527116738599	0.7726361959558576
11	0.4762024865804716	0.2646866032342185	0.5109507703664208	0.7588328234643579
12	0.36932208909602215	0.4605288991667203	0.5484135741455517	0.7278370368093702
13	0.28360094829358207	0.8268704666504708	0.5870841558923637	0.6702053349847297
14	0.2198516350936423	1.1514831610407024	0.62551215482594	0.5966497093584511
15	0.17804027580034493	1.285502151634705	0.661835396845046	0.5283184330782611
16	0.15554193809862307	1.2726502365862389	0.6937497603151587	0.4801857587371328
17	0.14680770076430213	1.1804193733227	0.7195755588315714	0.45299236787383695
18	0.14791426606395258	1.0488007280048408	0.738584479933719	0.44375989851877523
19	0.1570089957136316	0.9046911334579743	0.7506669700152339	0.4485355068407051
20	0.17517230284326762	0.7640070989017155	0.7559172298692837	0.4636095684432078
21	0.2110541386101471	0.6334655639859571	0.7535497535965628	0.48620602179687095
22	0.2892944389485509	0.5180257429377654	0.7411915547089509	0.5138653236636607
23	0.4757065997215893	0.41942524893568184	0.7121666172294991	0.5446918162003284
24	0.7888645788394134	0.3377124633776897	0.6604821500796073	0.5771195609789481
25	1.0661468491752792	0.27251333876816997	0.5953007484484194	0.6099147081922874
26	1.1939346270615825	0.22358696459621363	0.5346570666152515	0.6418446078773968
27	1.1885931466140967	0.19041889707135093	0.4909753166590432	0.6714982701163056
28	1.1094914529710684	0.17123408595174255	0.46572166483746114	0.6974291152888378
29	0.9923129218716942	0.16338657165597642	0.4569835575993408	0.7184501836326951
30	0.8627263027441	0.16475315183463832	0.46127293976322453	0.7338465788274462
31	0.7355974391769178	0.17497224021114938	0.47508014138792504	0.7432860531933466
32	0.6143974967913044	0.1969630221134145	0.4962837074621932	0.7463631618449867
33	0.5083930230744739	0.24238172345788409	0.5221847339567119	0.7417352249508566
34	0.4175313342192787	0.34418052946996264	0.5509804437127126	0.7258397261517313
35	0.34133838310459125	0.5624796833071362	0.5812973331643044	0.6919011241183599
36	0.27988584822273965	0.8660290388096151	0.6119333190060668	0.6375427358250149
37	0.2331144085674385	1.0896976149499829	0.6417499963115963	0.575338286058298
38	0.20049248390248794	1.170887803762545	0.6694642445962966	0.522222022332104
39	0.1807975074638511	1.145449569004836	0.6938895219884631	0.48540602273410394
40	0.17217635497067282	1.0592323907136956	0.713892585239402	0.4657213184317821
41	0.17307066704506527	0.9420897911128652	0.7287300181342768	0.4609685882419513
42	0.18337963473348504	0.8159770521959578	0.7378464075992464	0.46795828185264793
43	0.20651257424285857	0.6935244888396146	0.7406442442418579	0.4837187300883032
44	0.2547135081307696	0.5807054846670772	0.735696224365743	0.5057210707057179
45	0.3628305136976362	0.4814290364915395	0.7190517584739913	0.5319005458485356
46	0.586633686815438	0.3969436196758597	0.6843968315122602	0.5605267344720385
47	0.8791488909390229	0.3272403059885618	0.6301666058721127	0.5901955511120566
48	1.0805948048902647	0.2717931933337325	0.5702313973285851	0.6197413188539468
49	1.147597627632246	0.23002195859302718	0.5199825954226807	0.648084104319481
50	1.1156729662341023	0.2012517215742381	0.4857873279177499	0.6741097527508866
51	1.0277383762853365	0.1842685131706069	0.4683808631958754	0.696703766421801
52	0.9138026567783457	0.17751863531166337	0.46520970370241427	0.7149236574644072
53	0.791771278386345	0.1800690583714542	0.4731873849161234	0.7281009001163161
54	0.6736525175152573	0.1926640465803132	0.4894131067907713	0.7356577638778676
55	0.5653019231762783	0.22112743795023806	0.5114833780482471	0.7366868483559753
56	0.47047321425263194	0.2811699808264644	0.5372508118148179	0.7292365589306552
57	0.38950573519303794	0.4157559155087246	0.5653035087414819	0.7086353249697539
58	0.3224115720311292	0.6633027456042186	0.5943181580640391	0.6689529461943364
59	0.269001914481761	0.9360762815625824	0.623168487605446	0.6129760280160608
