	EC	Fraction_Inactive_Channels	Rho	Y	Z
0	0.0	0.0	0.0	0.36	0.0
1	-0.1782984293463361	-0.4495452221518408	0.4495452221518408	0.47395408389649474	0.06434434544984144
2	-0.3371912231012665	-0.6920948625731171	0.6920948625731171	0.6263049422961531	0.07088628080511279
3	-0.4876484149747192	-0.8199119537418561	0.8199119537418561	0.7689387576298384	0.0787096573448805
4	-0.6265762940487428	-0.8808308461446039	0.8808308461446038	0.8952748357812355	0.09130145826750824
5	-0.6700423253655591	-0.07439278907006551	0.07439278907006534	0.6122733184777823	0.41776900688777846
6	-0.6195898459456205	-0.2988202391213188	0.29882023912131855	0.8046304594695763	0.1749593864760493
7	-0.5569844695899541	-0.14106723025249324	0.1410672302524931	0.6622018036020187	0.25478266598794014
8	-0.5146443707974987	-0.20772444130573356	0.2077244413057334	0.6004467089306617	0.27419766186684513
9	-0.45251414305100296	-0.22689384927567988	0.22689384927567974	0.5783620530469891	0.23415209000402298
10	-0.39238383926395454	-0.20296538384973464	0.2029653838497345	0.5099214046579117	0.24246243460605194
11	-0.3455560728128139	-0.22439198630592233	0.22439198630592222	0.4577575149768078	0.2477985578360148
12	-0.3001260196877237	-0.248917186286119	0.24891718628611892	0.43092600502148753	0.2292000146662458
13	-0.257805440412279	-0.243997864637026	0.24399786463702589	0.3853567941097828	0.23244864630250578
14	-0.22956053593087858	-0.2833280523228599	0.28332805232285985	0.36348540321749145	0.22607513271339696
15	-0.1974126787410514	-0.28382784168826425	0.2838278416882642	0.34364501088122545	0.21376766785983606
16	-0.1847092077312591	-0.31851985679608175	0.3185198567960817	0.31737424442454765	0.22733496330672195
17	-0.16114114285544362	-0.32433601007905905	0.324336010079059	0.3328254224071024	0.18831572044835201
18	-0.23131202828023192	-0.5497783148389963	0.5497783148389962	0.5041467416722474	0.08716528660799515
19	-0.3819133137839663	-0.7438779594724765	0.7438779594724764	0.6685185179132128	0.07339479587076507
20	-0.5292764452133283	-0.846112858457167	0.8461128584571669	0.8076069312392411	0.08166951397409844
21	-0.6629108842582221	-0.8897465111165235	0.8897465111165234	0.9239296422817096	0.0989812419765226
