	c1	c2	h1	h2
0	0.3	0.1	0.8	0.1
1	0.7617116792619653	0.08695828896056008	0.7355693125870819	0.31207002297962183
2	1.3377214847747683	0.08537999734839732	0.632756152753802	0.4646126059905842
3	1.582529634964967	0.08800246994547241	0.5331215185210927	0.5732731879919517
4	1.5778864173113638	0.09274855256477753	0.46236663470338385	0.6497468496018525
5	1.4580354077192816	0.09926059724028838	0.42175988781179624	0.7026073754485009
6	1.2914090551062034	0.10773573370073627	0.40512888369639954	0.7380279634612839
7	1.109799242081877	0.1187623637535672	0.4062521080832972	0.7603801117100286
8	0.929818553845394	0.13362706590493462	0.42035165128630664	0.7726398605692917
9	0.7614994061988396	0.1553322850777241	0.4438957959667518	0.7765633297290078
10	0.6110464196010398	0.1920530224969412	0.47416017618724665	0.7724823328274838
11	0.48148957636227435	0.2708126763462589	0.5089416079976167	0.7581447557660915
12	0.37337578964196644	0.47571011245086825	0.5464578899153646	0.7257791511314455
13	0.28659994539061207	0.8502036319112843	0.5852507102898876	0.666270432529399
14	0.22189899469123459	1.163630204367506	0.6238516110924656	0.591391640930477
15	0.17951174621303312	1.2852841468763005	0.6603463695615555	0.5247924523435551
16	0.15640966388110336	1.2647396969844602	0.6924984316373654	0.4782786875987584
17	0.14727766771952064	1.168169130661025	0.7185740335981051	0.4525964930880238
18	0.14782565823433985	1.0370264629205006	0.7378272643250312	0.44439124975695676
19	0.1562318934191836	0.8947361585351529	0.7502298380434442	0.44974857341630464
20	0.17365548390605015	0.7549857705891714	0.7558909869180042	0.4652397550676205
21	0.20657752119932357	0.62591790450222	0.7543599336751036	0.4880345383571633
22	0.27659399489487124	0.5118801704872233	0.7434325398277847	0.515807396330215
23	0.44492049382503623	0.4144587833374062	0.7169851343294669	0.5466676908320602
24	0.7552619794617509	0.33374761172084316	0.6674468499636254	0.5791006724002122
25	1.0504275513965071	0.2694884898587074	0.6018343012066991	0.6118320891827058
26	1.1924471515703516	0.22150379933683423	0.5397562072460254	0.643615211500807
27	1.1986754983855903	0.18924619992977884	0.4938577944761469	0.6730464719957323
28	1.1245619143578671	0.1708546517759291	0.46676776529491865	0.6986628320326423
29	1.0107350052270276	0.1636157680808367	0.45634112296880935	0.7193060915112663
30	0.8816805252839137	0.16546416244639672	0.4592354220768598	0.734322798130503
31	0.7520179504143477	0.1762173205709098	0.47225183564106893	0.7433922129246466
32	0.630512514549535	0.1991795060320753	0.49264304066483466	0.7460726196524139
33	0.5219766204547003	0.24613200907478702	0.5181114624336594	0.7410063752237182
34	0.4283578762029047	0.3526940395679808	0.5467735035319322	0.7243783435589413
35	0.3499086597370057	0.5818588440331665	0.577123535337927	0.6890029968748956
36	0.286424222988536	0.886198485324166	0.6079281714532438	0.6332402304847776
37	0.23774090988214466	1.0983785757889528	0.6380400325546426	0.5711619299841182
38	0.20348905210812018	1.1677248935210307	0.6662321114494547	0.5190157310673632
39	0.1824709093842935	1.1345119928940615	0.6912037574932666	0.4838734751275496
40	0.17268283084722405	1.0443382156847818	0.7118128655286206	0.4658141923260603
41	0.1723630519172262	0.9277145189563264	0.7272832197427422	0.46220900118750885
42	0.18124249072302773	0.8032409681767819	0.7371380968235804	0.4699449580524192
43	0.20217311583139783	0.6822319509540723	0.7408414840469255	0.48616855391656383
44	0.24551872060616597	0.5713364047086739	0.7370950148740442	0.5084325389310458
45	0.34217628563471975	0.47389711835010173	0.722475357232494	0.5346887072098554
46	0.5501334835501759	0.3910291371643091	0.6904090889331786	0.5632627701096148
47	0.841748444623554	0.32272073099704024	0.6382971292862968	0.5927963785225547
48	1.0617019137512098	0.2685289572135361	0.5781188652686707	0.6221376551644456
49	1.1451046611022266	0.2279453191825544	0.5259103323708143	0.6502040778987582
