	Tstar	V	Vin	Vni
0	15061.32075	1860000.0	1860000.0	0.0
1	15011.958391269209	1859672.2612113564	1577397.6733753902	282274.5878359668
2	14877.147233232567	1857615.5894539666	1337732.7962585937	519882.79319537344
3	14673.727232831825	1852656.7907098616	1134482.1396784845	718174.6510313776
4	14415.822113565619	1844089.1521286264	962112.6750904553	881976.4770381717
5	14115.254811372866	1831556.041300529	815932.5227568842	1015623.5185436454
6	13781.905515032258	1814957.3314346448	691962.4019485806	1122994.9294860654
7	13424.011383257473	1794377.5004125761	586827.9214499647	1207549.5789626124
8	13048.42316797822	1770028.922772546	497667.26960726257	1272361.6531652848
9	12660.821112791084	1742208.6578479998	422053.4640075063	1320155.1938404948
10	12265.8983543078	1711265.3976550812	357928.2208958911	1353337.1767591916
11	11867.51586977633	1677574.694161112	303546.0029528708	1374028.6912082424
12	11468.8341354356	1641520.4387236347	257426.40154501313	1384094.0371786228
13	11072.423761092276	1603481.780408398	218314.0446322567	1385167.7357761425
14	10680.36006326992	1563823.5316572518	185144.2589695869	1378679.272687666
15	10294.302473062622	1522889.941310778	157014.16634512655	1365875.7749656525
16	9915.562048254278	1481000.5996130556	133158.04653313154	1347842.553079925
17	9545.158299700424	1438448.2720235314	112926.53448412484	1325521.7375394076
18	9183.867387272892	1395497.9387565434	95768.91774765104	1299729.0210088936
19	8832.262722797068	1352386.8826624677	81218.16322507738	1271168.7194373915
20	8490.74932466511	1309325.4120497638	68878.19278864158	1240447.2192611236
21	8159.592757637315	1266498.1014150656	58413.10965383516	1208084.9917612316
22	7838.943568125577	1224065.3162030168	49538.05004031311	1174527.266162705
23	7528.857851063541	1182164.9441722473	42011.432479565796	1140153.5116926827
24	7229.314577528903	1140914.204884463	35628.37963412273	1105285.8252503416
25	6940.230156825962	1100411.4908330604	30215.14296719289	1070196.3478658688
26	6661.470674136802	1060738.172910812	25624.37225772781	1035113.8006530857
27	6392.862151327182	1021960.3458664016	21731.105338575242	1000229.2405278276
28	6134.199147281644	984130.4814177238	18429.3645834076	965701.1168343175
29	5885.251938512659	947288.9800986629	15629.273704668782	931659.7063939953
30	5645.772487707431	911465.6099267144	13254.620261326936	898210.9896653888
31	5415.499483716071	876680.8250082054	11240.761977991222	865440.0630302154
32	5194.162451995419	842946.9774951173	9532.876843307886	833414.1006518108
33	4981.485147147509	810269.4026011325	8084.4818284584035	802184.9207726755
34	4777.188410193913	778647.4117888327	6856.152456238153	771791.2593325961
35	4580.9924744888585	748075.1741029717	5814.450699870459	742260.7234031027
36	4392.6188258510165	718542.5044605042	4931.0221257662215	713611.4823347395
37	4211.7917377985805	690035.5642267882	4181.818730055804	685853.7454967339
38	4038.2394832196032	662537.4805413872	3546.446779269135	658991.0337621195
39	3871.6952999980517	636028.8921737125	3007.6115089803534	633021.2806647335
40	3711.8981479579857	610488.4283836241	2550.644988635612	607937.7833949898
41	3558.5932808816715	585893.1273218723	2163.1083668677998	583730.0189550058
42	3411.532676222968	562218.8001765807	1834.4528895577782	560384.3472870244
43	3270.4753428470417	539440.3468817385	1555.732130316038	537884.614751424
44	3135.1875230038027	517532.028734651	1319.359338853566	516212.66939579893
45	3005.4428146996815	496467.7022964928	1118.9002558737416	495348.8020406206
46	2881.0222225687776	476221.01955045894	948.8982208555384	475272.12132960494
47	2761.7141526859727	456765.59806324175	804.7257786703627	455960.87228457286
48	2647.314362869237	438075.1645192177	682.4583976384295	437392.70612158073
49	2537.6258743956414	420123.67543126614	578.7679279272093	419544.9075033404
50	2432.4588555268447	402885.41735035	490.8318434515235	402394.5855068999
