	species_0000001	species_0000002	species_0000006	species_0000007	species_0000008	species_0000009	species_0000011	species_0000016	species_0000017
0	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	1e-05	1e-05
1	4.122423494334612e-11	5e-06	9.711944693092418e-10	4.094801096836963e-09	1.0320267023930277e-23	5.854521292840501e-08	9.691919044230162e-13	1e-05	1e-05
2	4.122423793151832e-11	5e-06	9.71193681912707e-10	8.105528094887733e-09	-1.6453294289540522e-22	1.3080953236796103e-07	1.9050268197830185e-12	1e-05	1e-05
3	4.1224237258262626e-11	5e-06	9.711946469140535e-10	1.1980705485197747e-08	7.509714142212182e-23	2.0207400843291556e-07	2.8092369822881738e-12	1e-05	1e-05
4	4.1224238629491643e-11	5e-06	9.711944594924307e-10	1.5675750067355313e-08	2.401525732670022e-23	2.7079252838252957e-07	3.671413769191846e-12	1e-05	1e-05
5	4.122423899895815e-11	5e-06	9.71194578969147e-10	1.9155958600916215e-08	5.070700587861883e-23	3.3585447860214505e-07	4.483462818293799e-12	1e-05	1e-05
6	4.122423927623391e-11	5e-06	9.71194551102532e-10	2.2396909526714405e-08	4.2548969116070704e-23	3.9667551264315614e-07	5.239684820259073e-12	1e-05	1e-05
7	4.1224239102420404e-11	5e-06	9.711945610129626e-10	2.5384094433436375e-08	4.5907585611091116e-23	4.5291133785812884e-07	5.9366948575173384e-12	1e-05	1e-05
8	4.122423865259612e-11	5e-06	9.71194545551966e-10	2.811191220279318e-08	4.4745929209996185e-23	5.04407615902712e-07	6.573185862148012e-12	1e-05	1e-05
9	4.122423793533443e-11	5e-06	9.711945305065228e-10	3.0582272603077456e-08	4.518964961168402e-23	5.511599275651037e-07	7.149603492041022e-12	1e-05	1e-05
10	4.122423703275994e-11	5e-06	9.711945085762177e-10	3.280303744517849e-08	4.5029629695998005e-23	5.932824027796393e-07	7.667782146849177e-12	1e-05	1e-05
11	4.122423600056278e-11	5e-06	9.711944845081901e-10	3.478647735230096e-08	4.5089274461734596e-23	6.309782222617444e-07	8.130584975533642e-12	1e-05	1e-05
12	4.122423489721591e-11	5e-06	9.711944584242723e-10	3.654786403031048e-08	4.506746236605206e-23	6.64512850265504e-07	8.541575371392195e-12	1e-05	1e-05
13	4.122423376885792e-11	5e-06	9.711944318751727e-10	3.8104264764676516e-08	4.5075526738751175e-23	6.941908408638705e-07	8.90473570064824e-12	1e-05	1e-05
14	4.122423265305547e-11	5e-06	9.711944055757644e-10	3.947356408535145e-08	4.5072563342709086e-23	7.203367326577678e-07	9.224239019378626e-12	1e-05	1e-05
15	4.1224231577428646e-11	5e-06	9.711943802395067e-10	4.067370862169846e-08	4.507365527245232e-23	7.432800613323072e-07	9.504272874558576e-12	1e-05	1e-05
16	4.122423056130136e-11	5e-06	9.711943562986571e-10	4.172215373852193e-08	4.5073252470347506e-23	7.633441775552843e-07	9.748910185010026e-12	1e-05	1e-05
17	4.1224229616824356e-11	5e-06	9.71194334048004e-10	4.263548202049075e-08	4.507339971857073e-23	7.808383651257829e-07	9.96202022120458e-12	1e-05	1e-05
18	4.1224228750486176e-11	5e-06	9.711943136373278e-10	4.342916132469382e-08	4.507334427696689e-23	7.960526816374138e-07	1.0147212150667454e-11	1e-05	1e-05
19	4.1224227964423794e-11	5e-06	9.71194295118151e-10	4.4117411604901895e-08	4.507336343637843e-23	8.092549513153723e-07	1.0307803963588232e-11	1e-05	1e-05
20	4.122422725760878e-11	5e-06	9.711942784658437e-10	4.471315324988432e-08	4.5073355134915465e-23	8.206893933683565e-07	1.044681041835493e-11	1e-05	1e-05
21	4.1224227207276545e-11	5e-06	9.711942772755763e-10	4.5221257105105656e-08	4.5073373159495814e-23	8.30453876423637e-07	1.0565368047346424e-11	1e-05	1e-05
22	4.1224226164633206e-11	5e-06	9.711942527190154e-10	4.566183952755434e-08	4.5073326353419055e-23	8.389133388309158e-07	1.066817066475322e-11	1e-05	1e-05
23	4.122422573547624e-11	5e-06	9.71194242604318e-10	4.604207169533069e-08	4.50733701269512e-23	8.462207935932042e-07	1.075689155069745e-11	1e-05	1e-05
24	4.1224225272343126e-11	5e-06	9.71194231693688e-10	4.637015114216275e-08	4.507335169096987e-23	8.525276873824125e-07	1.083344346203365e-11	1e-05	1e-05
25	4.1224224881795287e-11	5e-06	9.711942224923366e-10	4.6652956365539206e-08	4.5073354139452435e-23	8.579658794557861e-07	1.0899431382571297e-11	1e-05	1e-05
26	4.122422453802937e-11	5e-06	9.711942143932925e-10	4.6896571544619545e-08	4.507335299902984e-23	8.626515689653432e-07	1.0956274954723271e-11	1e-05	1e-05
27	4.1224224239089496e-11	5e-06	9.711942073503105e-10	4.710629932103304e-08	4.507335257169789e-23	8.66686294323412e-07	1.1005211462143654e-11	1e-05	1e-05
28	4.1224223979200424e-11	5e-06	9.71194201227359e-10	4.728676007217303e-08	4.5073352087883374e-23	8.70158590062177e-07	1.1047318993419602e-11	1e-05	1e-05
29	4.1224223753781784e-11	5e-06	9.711941959165221e-10	4.7441968690418936e-08	4.5073351680045656e-23	8.731454515424827e-07	1.1083534357242398e-11	1e-05	1e-05
30	4.1224223558561337e-11	5e-06	9.711941913171491e-10	4.7575407660254296e-08	4.507335131841393e-23	8.757137058390544e-07	1.1114670133737528e-11	1e-05	1e-05
31	4.122422338973032e-11	5e-06	9.711941873395062e-10	4.76900927034278e-08	4.507335100251625e-23	8.779212546616663e-07	1.1141429991674795e-11	1e-05	1e-05
32	4.122422324389332e-11	5e-06	9.711941839035987e-10	4.7788631748550964e-08	4.5073350726733256e-23	8.798181932720235e-07	1.1164422448046256e-11	1e-05	1e-05
33	4.122422311804592e-11	5e-06	9.711941809386439e-10	4.7873277416582245e-08	4.5073350486697086e-23	8.814478090055016e-07	1.1184173114684238e-11	1e-05	1e-05
34	4.122422300954194e-11	5e-06	9.711941783822972e-10	4.7945973472993375e-08	4.507335027819797e-23	8.828474667250285e-07	1.1201135537104814e-11	1e-05	1e-05
35	4.1224222916060325e-11	5e-06	9.711941761798763e-10	4.800839573414412e-08	4.507335009742931e-23	8.840493898430431e-07	1.1215700739332893e-11	1e-05	1e-05
36	4.122422283557216e-11	5e-06	9.711941742835802e-10	4.8061987943373253e-08	4.507334994094393e-23	8.850813462285003e-07	1.1228205594994014e-11	1e-05	1e-05
37	4.122422276630896e-11	5e-06	9.71194172651743e-10	4.810799312814968e-08	4.507334980565903e-23	8.859672483970075e-07	1.1238940143986447e-11	1e-05	1e-05
38	4.122422270673291e-11	5e-06	9.71194171248134e-10	4.8147480929399465e-08	4.5073349688835767e-23	8.867276771041135e-07	1.1248153969327282e-11	1e-05	1e-05
39	4.122422265550951e-11	5e-06	9.711941700413133e-10	4.818137136333067e-08	4.5073349588052884e-23	8.873803369547692e-07	1.1256061741580998e-11	1e-05	1e-05
40	4.122422261148271e-11	5e-06	9.71194169004044e-10	4.8210455439734e-08	4.507334950117814e-23	8.879404520063469e-07	1.1262848029798711e-11	1e-05	1e-05
