	s1	s10	s11	s12	s13	s14	s15	s16	s17	s2	s3	s4	s5	s6	s7	s8	s9
0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.6063830436249597	0.46467700768534254	1.746181933405855	3.1202556452891987	7.7416515141016236	0.21397797672882532	1.2712123744087864	0.3258295647362104	0.10551911182805127	30.57923056461406	4.044026398326671	0.30791354584806885	25.911821017312043	12.314683821568087	0.18114424318001215	6.610167849613795	4.455324387728459
2	0.3801554122020058	1.0037101015670942	1.7027925641891384	3.117805265804633	7.419102975495154	0.2149928874878154	1.1972579031035502	0.32434718255780376	0.10722758429597773	26.746373567300466	8.279703985224975	0.5193651521888165	25.78644651154396	12.113651369731974	0.17309473036987946	6.631883140686771	4.282089666250046
3	0.38485468613023377	1.525060208656712	1.6584475032056774	3.1098418120237437	7.104280903709885	0.2156050555543124	1.127206749510865	0.3223261701325295	0.10873292238807063	23.438676309432196	11.939213037900048	0.6297578946795911	25.618493919631362	11.898914960574352	0.1652820912169649	6.641318444885736	4.111987330367754
4	0.3846992653299784	2.0299611063643255	1.616535103638455	3.1024867637470805	6.811461390057618	0.21623283318047576	1.0631591073110802	0.320406673929848	0.11023935121006435	20.634785237023536	15.108798570032826	0.6849661587015471	25.458875098320263	11.69461498726254	0.1580358860602919	6.651410833623532	3.9533316342065756
5	0.38169788136997135	2.5195865888289934	1.576522585522613	3.0949939921561045	6.537342224971886	0.21682588607040706	1.0043118362672045	0.3185093431127479	0.11172227505738111	18.251131289887976	17.861875880699476	0.7105755698237264	25.30126904651187	11.497425303672353	0.1512737865348822	6.660600286358073	3.8043362231543716
6	0.37727945382555617	2.9949293470785117	1.5380992027839682	3.0869831910881302	6.279712953885414	0.21735862534301365	0.9500726037138052	0.31659340689224225	0.11316897241542802	16.220313305718513	20.259945911810355	0.7207223050483023	25.142425273775974	11.305531933223863	0.1449395957042497	6.668093931580549	3.66382998611216
7	0.37223190728357963	3.456860702573215	1.5010827323180367	3.0782843569736213	6.03701437678056	0.21781970694759714	0.8999815985603686	0.31464025973054793	0.1145735794275731	14.487160047039268	22.354814300010013	0.7231487036566246	24.980857322970447	11.117990904614826	0.13899282071768987	6.67354033764214	3.5310063427539204
8	0.36697711890380824	3.9061654583671506	1.4653616417496094	3.0688411710401424	5.808065851734063	0.2182054998586971	0.8536626345291964	0.3126432722807363	0.1159339614530554	13.005947178755566	24.19029377946398	0.7220426306697729	24.816031861054586	10.934330621530588	0.1334022123129725	6.676826975301712	3.405268130994392
9	0.36173759753069196	4.343562287281142	1.430862803791025	3.058657053713027	5.591911885474899	0.21851643735872803	0.8107950420955561	0.31060210420793194	0.11724996394486577	11.738455113537292	25.803531686441683	0.719622178367827	24.64791606810975	10.754330036325094	0.12814212135668315	6.677967092929487	3.286140527534342
