time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	0.15	0.294980690566	0.0	0.129512064231	10.0	0.0	5.5	1.07	0.0	0.0	1.81059067186e-06	1.033975765691284e-25	20.0119171921	7.17601986151	0.41000000000000003
15.0.	5.558336246438957	0.27887478483468403	0.016105905731314003	0.805973409600464	9.999818270021521	6.72247724116556e-17	4.9123889805977985	4.089292048722836	0.327282105154783	0.009138763451134001	0.006883439883611	8.551298724088041e-05	6.8719240479773696	5.829121771640196	1.7568980898698192
30.0.	3.3960532903642022	0.28524094489309304	0.009739745672906001	1.433177947088374	9.962442523257666	6.730521663844302e-17	4.527086284528764	8.593264653452117	0.5951260248077981	0.004528702398698001	0.005143264774789	6.958909009042854e-05	1.239102584651038	6.010027330210766	1.575992531299234
45.0.	3.257431115079944	0.284230065134489	0.010750625431510001	1.9658427496145032	9.90001816353221	6.731052587564706e-17	4.236632296516338	9.551355793695246	0.618734921984733	0.00509135343171	0.005589420942393001	7.166164807842978e-05	1.461670430124683	5.882771507832585	1.703248353677411
60.0.	3.322471253735791	0.283847081723745	0.011133608842254	2.525444930536249	9.847470155731532	6.731643757261879e-17	3.9308246923255163	10.370843677829251	0.6428485640257601	0.005271752803754	0.005791464755035	7.22018741365073e-05	1.516658049928541	5.8544512501683865	1.731568611341606
75.0.	3.379019596391287	0.283504975568788	0.011475714997211001	3.098460308151381	9.798399347518579	6.732234847219955e-17	3.619996427508544	11.141860228111288	0.664657776093261	0.005427662731611001	0.005977207018005	7.265583826661182e-05	1.564108264274069	5.8306928469894785	1.755327014520513
90.0.	3.4304235948648802	0.28317304854074604	0.011807642025254	3.6839301967308	9.752499893497191	6.732830586802535e-17	3.304600372607795	11.862022691074907	0.6840281407457941	0.005578217499405001	0.006158136268672	7.309884784879953e-05	1.612884886651881	5.8083110033654695	1.7777088581445222
105.0.	3.476927014092588	0.282847148710941	0.012133541855058001	4.281328195583668	9.709611565454283	6.733436642380344e-17	2.984829419679114	12.533371870912513	0.70123521535455	0.005725284348828	0.006336534961099	7.353313580317421e-05	1.6635311481647732	5.786930787232239	1.7990890742777532
120.0.	3.518474971364337	0.282521655932215	0.012459034633784002	4.89031985672003	9.669613401790603	6.734058746459558e-17	2.660813244935713	13.157162906745999	0.71646236913954	0.005871358320123	0.006515525595007001	7.396130932470686e-05	1.7171151201180632	5.766096057599743	1.8199238039102492
135.0.	3.554748513453923	0.282189012034606	0.012791678531394	5.510796714643101	9.632436082705176	6.734703465080847e-17	2.332608035271764	13.73359382646249	0.729809125934469	0.006019628721454001	0.006699475146955	7.438525365514974e-05	1.775304459735414	5.745271505701626	1.840748355808366
150.0.	3.58499499316074	0.281837617295741	0.013143073270259	6.142945774216495	9.59807767500962	6.735379268855482e-17	2.000181869276661	14.261289028242093	0.741273417078796	0.0061748178008950005	0.006895259715737001	7.480634429752501e-05	1.8409190158307571	5.723720719777493	1.862299141732501
165.0.	3.607657305200377	0.28144722687733204	0.013533463688667001	6.787406539334545	9.566634442137412	6.736098548902988e-17	1.663378802979484	14.736225279300852	0.7506985720604911	0.006344959862814001	0.007115089020163	7.522539636079882e-05	1.9191890218895442	5.700261399016592	1.885758462493401
180.0.	3.6194320488522402	0.28097725724973105	0.014003433316269001	7.4456241655037	9.53836268185314	6.736882152500508e-17	1.3218429720137022	15.149265541018163	0.7576343076398511	0.006545784190093	0.0073838181230030005	7.564159384328149e-05	2.021034953454299	5.672680425339847	1.913339436170145
195.0.	3.6123614635169288	0.28033071677819804	0.014649973787802001	8.120724140634685	9.513810890826012	6.737771865095896e-17	0.974864850007181	15.479471245111283	0.760933697999662	0.006813641751969001	0.007762096827159001	7.604579934489199e-05	2.173458600113512	5.636044795343494	1.9499750661664992
210.0.	3.561380888637457	0.279205308608906	0.015775381957093	8.820087412838355	9.494121411728216	6.738876506187615e-17	0.6211609250152731	15.670406185101553	0.757298793407112	0.0072540717991510005	0.008446752601555	7.636814705852048e-05	2.463915494594047	5.576374051104687	2.009645810405305
225.0.	3.325189086116618	0.276039154709703	0.018941535856297	9.565020139812805	9.481636092512979	6.740667632849823e-17	0.26100159095453	15.49233496707283	0.7338980305045371	0.008291816832773	0.010575815878176001	7.571373601849559e-05	3.363371620775805	5.433771480347994	2.152248381161995
240.0.	1.185740984726617	0.236702159234413	0.058278531331586	10.395929962792623	9.478472163204433	6.752758168081199e-17	0.004116445523121	12.187912773171767	0.646455690538112	0.009481750218773	0.04875076352493601	4.7828178547651304e-05	11.765111997465471	4.931230831658589	2.6547890298513943
255.0.	0.5353134715587711	0.11498889909887901	0.17999179146712102	10.842414237326055	9.478406287359935	6.84052544709618e-17	2.3723698280351342e-09	5.292211532677098	0.504883102139394	0.004159315032687	0.17582202537860903	1.2261646495902261e-05	27.10574392336657	5.802614985640499	1.783404875869477
270.0.	0.381884052598343	0.089707192062296	0.20527349850370402	11.020212807623631	9.478396154232891	6.943026839805979e-17	5.419858771703012e-17	2.443882686801147	0.35213290571043604	0.0027922479032620002	0.20247662188970403	6.439301408660458e-06	33.443989792185356	6.161594591396236	1.424425270113733
285.0.	0.253829765319376	0.085906663301719	0.209074027264281	11.120173851272595	9.47839087365742	7.082706777174881e-17	4.965073117044792e-24	0.914481575963017	0.21631063356378802	0.0019657725231990004	0.20710646285573803	3.60247601543727e-06	37.00987658845226	6.407597407958183	1.178422453551784
300.0.	0.15245979711016303	0.08926102399313801	0.205719666572862	11.169007278080876	9.478387517584729	7.282938356961712e-17	7.962311568608702e-25	0.2297037980596	0.108049217228775	0.001187841306145	0.20453222239467503	1.4134627126219282e-06	38.89101935499549	6.705307404611056	0.8807124568989081
315.0.	0.09191201914154401	0.095583244273111	0.19939744629288902	11.184550860451864	9.478385377903592	7.477086702292157e-17	6.167865700496628e-26	0.053390483930107	0.05210802270492201	0.0006753400397160001	0.19872348563979403	4.312040503500604e-07	39.64733355344639	6.98559848091454	0.600421380595424
330.0.	0.062014385326318006	0.10192474945559701	0.19305594111040303	11.189127048108586	9.478383943430195	7.63755614935142e-17	3.173183333540144e-25	0.018313906772865002	0.030598375462478	0.00044625446741900003	0.19261130607430302	1.911593509333412e-07	39.93866689579511	7.148751572580822	0.43726828892913905
345.0.	0.046440533896278	0.10667282274971601	0.188307867816283	11.190989787626165	9.47838287078603	7.807856910648448e-17	-2.2259160734739194e-25	0.00881047129525	0.021268625414241002	0.00033562976336400004	0.187973925609763	1.230338277876499e-07	40.07779362564961	7.239072212399447	0.346947649110519
360.0.	0.037279714849307005	0.11019524007095101	0.18478545049504902	11.191977652588399	9.478382001809715	8.023873463653537e-17	-3.946621253656419e-26	0.005172600545705001	0.016324113285792002	0.00027233515580400003	0.18451482933649302	9.659342260865574e-08	40.158434732210985	7.294716596097242	0.291303265412726
