	C1	C2	C2a	C2b	C3	C3a	C3b	C4	C4BP	C4BP_C4b	C4BP_GlcNac_LF_CRP	C4BP_PC_CRP	C4BP_PC_CRP_LF	C4a	C4b	C4b_C2a	C4b_C2a_C4BP	CRP	GlcNac	GlcNac_HF	GlcNac_HF_MASP	GlcNac_LF	GlcNac_LF_C1_MASP	GlcNac_LF_CRP	GlcNac_LF_CRP_C1	GlcNac_LF_CRP_MASP	GlcNac_LF_MASP	HF	LF	MASP	PC	PC_CRP	PC_CRP_C1	PC_CRP_LF	PC_CRP_LF_C1	PC_CRP_LF_C1_MASP	PC_CRP_LF_MASP	X	dC3b	dC4b_C2a	dC4b_C2a_C4BP	iC4b_C2a
0	2470.0	310.0	0.0	0.0	4650.0	0.0	0.0	770.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6.8	0.0327796	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0
1	2469.9971580926085	309.6631866261627	0.3352649541428888	0.3368133738365844	4649.999785006211	0.0002149938416123091	1.0400905282374475e-05	769.6455996027111	242.42666941573987	0.3505104988991228	0.0	0.02992658021743908	0.0	0.3544003972864207	0.002341478693603704	1.9738703924587903e-06	0.000292486498203984	1.9672227748111297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999997556195428	6.799998279116072	2.3748111492190993e-06	8.72936297588507e-06	0.00283947180370446	6.405189641716681e-09	7.16515558932696e-07	1.7190743477802543e-06	1.8096351287251087e-09	0.0005	4.234040354993068e-06	4.933990742069752e-07	7.27394829232705e-05	0.0011770433543948817
2	2469.994864678814	308.7307843116962	1.2271906014038811	1.2692156883022851	4649.993141866664	0.006858133514091837	0.00016642743660846832	768.6625098559199	225.47624676699476	1.2862754493587305	0.0	0.027633853804426883	0.0	1.337490144072875	0.009189607815750598	3.067146094436673e-05	0.004272231936893163	1.9672221414654085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999995098346382	6.799996522849064	1.7414654195729e-06	8.67389712116681e-06	0.005130429179357799	6.78901269473174e-09	1.41771367883449e-06	3.474290006970908e-06	2.8609761369937042e-09	0.0005	6.847728796911401e-05	1.5922691415129287e-05	0.0022117264905758167	0.03537704661772536
3	2469.9930227549394	307.3276040423884	2.403701079629798	2.672395957608289	4649.951621213894	0.0483787863112167	0.000753235050091441	767.1781489183043	209.32798940307325	2.53369559729244	0.0	0.025791867188614048	0.0	2.8218510816852267	0.01946060641430556	0.00013733324357882514	0.01782777550057569	1.9672221502088745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999992640258423	6.799994766723994	1.7502088859146443e-06	8.726386709617207e-06	0.006969896474046265	7.2469443428132695e-09	2.119218759570677e-06	5.229354216009983e-06	3.921824210471939e-09	0.0005	0.0003111134118202984	0.00011392726977539539	0.014758842877743008	0.23502821123388534
4	2469.991512479331	305.5482378940273	3.541226372818459	4.451762105971032	4649.822323957306	0.17767604293116895	0.0019300990547782729	765.2876499425489	194.22648305034244	3.770634311141399	0.0	0.024281431981726942	0.0	4.712350057439596	0.031180013145567023	0.00034980690601413506	0.0422241009992961	1.9672221755555364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999990155369495	6.799992991682743	1.7755555432524459e-06	8.859042778328402e-06	0.008477688789372363	7.764489763227884e-09	2.828548778068034e-06	7.003316135897449e-06	5.001175362754782e-09	0.0005	0.0007988986299126836	0.0004208906107985662	0.05071677697721145	0.8137803071472773
5	2469.9902462372784	303.46347748745103	4.403220484162928	6.53652251254815	4649.553055700334	0.44694429996644086	0.0035308268909718145	763.0611578119323	180.32621635023474	4.763144057156278	0.0	0.023014962066102804	0.0	6.938842188054804	0.04239610251327397	0.0006375650509117596	0.07154541962202005	1.9672222126229144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999987624515107	6.79999118396357	1.8126229210934411e-06	9.048161641500719e-06	0.009741401664285998	8.328676524332172e-09	3.5511199006563615e-06	8.809931270976467e-06	6.1052003759721015e-09	0.0005	0.0014633961522225705	0.0010508048043140798	0.11774493363722527	1.9346662739344178
6	2469.9891602241682	301.1265447972749	4.926011136588107	8.873455202725767	4649.117978166284	0.8820218340277493	0.005243866905355397	760.5505766005158	167.61753573236342	5.449813271305457	0.0	0.021928672147543158	0.0	9.449423399476967	0.052166062033780325	0.0009448134752262043	0.09863092721954698	1.9672222580572392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999985034177538	6.799989333862156	1.8580572501579934e-06	9.277792903938058e-06	0.010824826179726672	8.930875605052407e-09	4.290753829768549e-06	1.065889955384072e-05	7.238316988415582e-09	0.0005	0.0021751387546857536	0.0020269379443864973	0.21134050003483756	3.619389418715185
7	2469.9882072039113	298.5776767831768	5.168329481147569	11.422323216824894	4648.517202263003	1.4827977372737486	0.0068785472847200275	757.7944243407084	155.97821130460906	5.890997705903344	0.0	0.020975337017936573	0.0	12.205575659280573	0.06058421769979398	0.0012378538659628922	0.120304751762799	1.9672223099525912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999982374295	6.799987434163324	1.9099525953822114e-06	9.53896643864395e-06	0.011775188357949051	9.56665540491181e-09	5.050301732065681e-06	1.255743262661543e-05	8.404066468411556e-09	0.0005	0.0028545330240320878	0.003283872207169192	0.318849863885115	5.784911334089289
8	2469.9873515129207	295.847371733898	5.21941678997272	14.152628266105467	4647.76090841713	2.2390915831058646	0.008406486363867606	754.8212086327761	145.26192378012564	6.177371209345445	0.0	0.02011929961850935	0.0	15.178791367210659	0.06820868173227655	0.0015119356504406517	0.13688240199198376	1.9672223671830076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999979636758066	6.799985479057319	1.9671830176786615e-06	9.826281720336206e-06	0.012628143674692076	1.0233702226143704e-08	5.832065653986307e-06	1.4511337241653429e-05	9.605463043732717e-09	0.0005	0.0034895287507850934	0.004725318008513025	0.4274963171844103	8.324228083905913
9	2469.986566078661	292.9587623865733	5.149788744266142	17.04123761342913	4646.85749612467	3.1425038755225083	0.009874823045968468	751.6518566183377	135.3448770677237	6.381077766876431	0.0	0.019333492614246165	0.0	18.34814338165123	0.07561674561155116	0.0017756186484917786	0.14980204087202215	1.9672224288685203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999976814796856	6.79998346369471	2.028868526652203e-06	1.013540141162767e-05	0.013410757912521188	1.093020399257039e-08	6.637967769451204e-06	1.65254602830341e-05	1.084503840646019e-08	0.0005	0.004099640172486424	0.006270624183084392	0.5287480171993504	11.150999709564141
