	Act_C_Cyt	Act_C_Nuc	Ca_Cyt	Ca_Nuc	Inact_C_Cyt	Inact_C_Nuc	NFAT_Act_C_Cyt	NFAT_Act_C_Nuc	NFAT_Cyt	NFAT_Nuc	NFAT_Pi_Act_C_Cyt	NFAT_Pi_Act_C_Nuc	NFAT_Pi_Cyt	NFAT_Pi_Nuc
0	9.1e-06	5.05e-05	1.0	1.0	0.0097108	0.049198	6.1e-06	0.0009477	0.0001101	0.0005219	2.2e-06	2.5e-06	0.0094397	0.0002272
1	0.004153474942504727	0.023015361792556713	0.970509074593068	0.9642490246166954	0.00465447423141167	0.025916394520568216	0.0002775944362130429	0.0017812214630531914	0.00010021670685465204	0.00031445110505499887	0.00041243513098922994	3.3771061335854966e-05	0.008515731501652843	0.00017004113457429364
2	0.0037314330647652697	0.02317425171948664	0.9674008090896175	0.9674596549949939	0.004240965319450871	0.02550453465116377	0.00042595664204998405	0.0036416742019870704	9.230202700307462e-05	0.00018332727662859465	0.0004232228704729803	3.6481425390673037e-05	0.007646892775990113	0.00014627912365875075
3	0.0034369044505194223	0.023013225055007313	0.9666248147196289	0.96679889605811	0.003893760564065704	0.025495053802199272	0.0004006705312579946	0.005549490236445148	8.646275707172864e-05	0.0001377700807074524	0.00035975894548336717	3.811127655336079e-05	0.006964171813156496	0.0001328016042159976
4	0.003195882826198036	0.022931535431335564	0.9660029062815413	0.9661216932704104	0.0036171383398775478	0.025434336545751526	0.0003597770678364032	0.007140844172285405	8.15248608691221e-05	0.00012235356846507993	0.0003089420747754469	3.9750726406987205e-05	0.006402648853888746	0.0001220216334402815
5	0.0029882401011876226	0.022849245073289556	0.9654703765377629	0.9655510975556384	0.0033826930514027713	0.025379674395171928	0.0003230650575659396	0.008511912992078485	7.71340069151502e-05	0.00011425503681854522	0.0002686426941640115	4.1366625635505686e-05	0.005914801217202004	0.0001125524206632955
6	0.0028093506492720697	0.02276958266823234	0.9650084963640017	0.9650612382645593	0.003181110906359468	0.025329753818228606	0.0002924853281893606	0.009695787694149582	7.320924805477448e-05	0.00011470884658494563	0.00023622209471408726	4.2773560753102594e-05	0.005487083264387692	0.0001043300524234256
7	0.0026545042161501267	0.02269154751636654	0.9646019302377696	0.9646290094526122	0.0030064227902708808	0.025278913599871864	0.0002675174576726968	0.01073026111299912	6.96833982591095e-05	0.00011685372701372655	0.000209775208844052	4.4037133415086947e-05	0.0051090851423217605	9.707223268481552e-05
8	0.0025196997324292043	0.022617751411257662	0.9642408155981538	0.964245784633598	0.0028541719646313296	0.025227061604844885	0.0002471553162834878	0.011638550892588624	6.6506866523252e-05	0.0001228654354618527	0.00018795743062521	4.51501140723502e-05	0.004772595672096096	9.065380737235884e-05
9	0.0024017103045507783	0.022544962959337857	0.9639173004493354	0.9639028423246949	0.002720841315116952	0.025173432632042265	0.0002304734068643171	0.01244523044316387	6.36327833886112e-05	0.00012854039794831844	0.00016978031981269802	4.614619406896836e-05	0.004471067814099034	8.492444092243969e-05
10	0.0022979798713662733	0.022474577186727802	0.9636259244934159	0.9635953290301498	0.0026035644302060392	0.025118899628199087	0.00021670580207934604	0.013164523509944731	6.1025780588585787e-05	0.00013594877565332178	0.00015449812518924171	4.70406170912033e-05	0.004199241241041785	7.978014816189669e-05
11	0.002206423905620101	0.022404610164960207	0.9633617334864762	0.9633169733954445	0.0025000294538092514	0.025062944343136384	0.0002052594870552559	0.01381215800349505	5.865205072054303e-05	0.00014242506941613563	0.00014153805669294683	4.784861270251083e-05	0.003952858542828523	7.513389905032888e-05
12	0.0021253536024844503	0.02233626839456212	0.9631211460241538	0.9630644687433166	0.002408320893003519	0.02500618255999481	0.00019566959880729472	0.014397027085543147	5.648571753251521e-05	0.00014965993997353592	0.00013046215997099817	4.858406257582312e-05	0.003728427387319712	7.091237813218545e-05
13	0.0020533619573697985	0.02226824031275393	0.9629008459487719	0.9628336149282527	0.002326870848988035	0.024948315256574594	0.00018758046079638858	0.014929482029691622	5.4501974736488964e-05	0.00015591951371266837	0.00012092592681121465	4.925493923913506e-05	0.0035230724802384665	6.706080359809535e-05
14	0.0019892882239398594	0.022201410030052274	0.9626984137971222	0.9626222118434312	0.002254359793093818	0.024889830373766395	0.0001807111199212819	0.015415350939331308	5.2681565093126636e-05	0.0001624820234894674	0.00011266155507385192	4.9871788215070007e-05	0.0033343937478747645	6.35279147866892e-05
15	0.0019321499734756748	0.022134894529852654	0.9625115654669455	0.9624273680281861	0.002189691593234774	0.024830561009005395	0.00017484377629099825	0.01586165870321974	5.100604118760127e-05	0.00016820485884778787	0.00010545347596078166	5.043936587939311e-05	0.003160385419329793	6.027703900079903e-05
16	0.00188112503967354	0.022069326059947485	0.96233860116796	0.9622475338628333	0.0021319305877079285	0.024770869192923387	0.00016980331190070814	0.016272410251292262	4.946084866598054e-05	0.00017401268077191578	9.913136167056302e-05	5.09653723299133e-05	0.0029993487174169568	5.7271868464475784e-05
17	0.0018355086444428992	0.022004112645795753	0.9621778974118672	0.9620806695845628	0.002080289049778332	0.02471066195774835	0.00016545170366555665	0.01665250185599801	4.803208068688076e-05	0.00017915029052555052	9.355535548966189e-05	5.1452932862630426e-05	0.0028498453339888628	5.448674839674493e-05
18	0.001794703373105157	0.021939694410731035	0.9620282202819317	0.9619256414512799	0.0020340866930137137	0.0246502017067024	0.00016167605797466245	0.01700480268901579	4.67085682826713e-05	0.00018426725127178593	8.861331536272267e-05	5.190766068589331e-05	0.0027106419938141904	5.1895473081294784e-05
19	0.0017581915324023404	0.021875676038822695	0.9618883864981377	0.9617809825814535	0.0019927439215011696	0.02458944028038871	0.00015838600165071767	0.01733280410069812	4.547968009145674e-05	0.00018886638353473323	8.42116369059218e-05	5.233177591543822e-05	0.002580682409114686	4.947944986774555e-05
20	0.001725529218235619	0.021812357264206036	0.9617574761120109	0.9616458366748788	0.001955755269377311	0.02452856553393717	0.0001555065314856411	0.017638633992631183	4.433671851783309e-05	0.00019339433875269828	8.027426199340052e-05	5.27293984845533e-05	0.0024590511992617814	4.721940881671873e-05
21	0.0016963282213288875	0.021749476048590267	0.961634607724905	0.9615191296664386	0.0019226853965680461	0.024467556387246497	0.0001529767566136889	0.017924832438692615	4.3271443063365164e-05	0.0001975266793172944	7.673683783574268e-05	5.310220404432582e-05	0.002344956239837051	4.510147788286144e-05
