	species_0000001	species_0000002	species_0000006	species_0000007	species_0000008	species_0000009	species_0000011	species_0000016	species_0000017
42	4.122422760681593e-11	5e-06	9.71194286694106e-10	4.8265587364672474e-08	4.5073490882063035e-23	8.889979409925612e-07	1.1275712153777366e-11	1e-05	1e-05
43	4.12242268367276e-11	5e-06	9.711942685508288e-10	4.828328178282492e-08	4.507347042411806e-23	8.89339362754895e-07	1.1279840853454646e-11	1e-05	1e-05
44	4.1224226178929226e-11	5e-06	9.711942530531017e-10	4.82983804432473e-08	4.507345286529078e-23	8.896307030268383e-07	1.128336387601938e-11	1e-05	1e-05
45	4.1224225617156176e-11	5e-06	9.711942398177298e-10	4.831126361302046e-08	4.507343780850632e-23	8.89879297213474e-07	1.1286369950502225e-11	1e-05	1e-05
46	4.122422513746991e-11	5e-06	9.711942285163213e-10	4.8322255995708167e-08	4.507342490725609e-23	8.900914092494074e-07	1.1288934841106635e-11	1e-05	1e-05
47	4.1224224727933515e-11	5e-06	9.711942188676435e-10	4.833163481091269e-08	4.507341386028551e-23	8.902723873050263e-07	1.1291123232439416e-11	1e-05	1e-05
48	4.1224224378330165e-11	5e-06	9.711942106309882e-10	4.833963670968228e-08	4.5073404406283587e-23	8.904267970843886e-07	1.1292990343106645e-11	1e-05	1e-05
49	4.1224224079919576e-11	5e-06	9.711942036004342e-10	4.8346463690567255e-08	4.50733963194104e-23	8.905585358795557e-07	1.1294583306127424e-11	1e-05	1e-05
50	4.12242238252278e-11	5e-06	9.711941975998955e-10	4.8352288158617826e-08	4.507338940480698e-23	8.906709301159775e-07	1.1295942349367334e-11	1e-05	1e-05
51	4.122422360786598e-11	5e-06	9.711941924788499e-10	4.835725724992909e-08	4.5073383494510396e-23	8.907668187467711e-07	1.1297101804599423e-11	1e-05	1e-05
52	4.1224223422374456e-11	5e-06	9.71194188108669e-10	4.836149652723356e-08	4.507337844418324e-23	8.908486245257864e-07	1.1298090969809556e-11	1e-05	1e-05
53	4.122422326408888e-11	5e-06	9.7119418437946e-10	4.8365113137198787e-08	4.5073374129711036e-23	8.909184149045529e-07	1.1298934845899609e-11	1e-05	1e-05
54	4.122422312902521e-11	5e-06	9.711941811973593e-10	4.836819850723532e-08	4.507337044471705e-23	8.909779540514279e-07	1.1299654765942937e-11	1e-05	1e-05
55	4.1224223013781116e-11	5e-06	9.711941784822078e-10	4.8370830648547626e-08	4.507336729789775e-23	8.910287472783651e-07	1.1300268932563211e-11	1e-05	1e-05
56	4.1224222915451545e-11	5e-06	9.711941761655625e-10	4.8373076122601756e-08	4.507336461107309e-23	8.910720789769645e-07	1.1300792876777117e-11	1e-05	1e-05
57	4.122422283155632e-11	5e-06	9.711941741889907e-10	4.837499171997458e-08	4.507336231729941e-23	8.91109045007446e-07	1.1301239849726033e-11	1e-05	1e-05
58	4.122422275997831e-11	5e-06	9.711941725026124e-10	4.837662589347982e-08	4.507336035931132e-23	8.911405803481706e-07	1.1301621157072263e-11	1e-05	1e-05
59	4.1224222698910395e-11	5e-06	9.71194171063852e-10	4.837801998141936e-08	4.5073358688079553e-23	8.911674826968072e-07	1.1301946444424517e-11	1e-05	1e-05
60	4.122422264681028e-11	5e-06	9.711941698363727e-10	4.837920925160415e-08	4.507335726176497e-23	8.911904326140561e-07	1.1302223940942896e-11	1e-05	1e-05
61	4.1224222345760477e-11	5e-06	9.711941627457212e-10	4.8380214094573627e-08	4.507334897089476e-23	8.912098778481069e-07	1.1302458404345465e-11	1e-05	1e-05
62	4.122422234553751e-11	5e-06	9.711941627383853e-10	4.838107271316852e-08	4.50733489705198e-23	8.912264504670837e-07	1.1302658748797928e-11	1e-05	1e-05
63	4.1224222345348605e-11	5e-06	9.711941627339338e-10	4.838180638425007e-08	4.5073348970283953e-23	8.912406024722777e-07	1.1302829938814076e-11	1e-05	1e-05
64	4.1224222345187176e-11	5e-06	9.711941627301307e-10	4.838243328916514e-08	4.507334897008247e-23	8.912526931754219e-07	1.1302976216710577e-11	1e-05	1e-05
65	4.122422234504925e-11	5e-06	9.711941627268809e-10	4.838296896398596e-08	4.50733489699103e-23	8.912630240009811e-07	1.1303101207573012e-11	1e-05	1e-05
66	4.122422234493139e-11	5e-06	9.71194162724104e-10	4.838342668429171e-08	4.507334896976319e-23	8.912718513480291e-07	1.1303208009038279e-11	1e-05	1e-05
67	4.1224222344830674e-11	5e-06	9.711941627217317e-10	4.83838177940065e-08	4.507334896963749e-23	8.912793940653639e-07	1.1303299268023505e-11	1e-05	1e-05
68	4.1224222344744634e-11	5e-06	9.71194162719704e-10	4.838415198641545e-08	4.5073348969530073e-23	8.912858391069761e-07	1.13033772462965e-11	1e-05	1e-05
69	4.1224222344671106e-11	5e-06	9.711941627179717e-10	4.838443754431385e-08	4.50733489694383e-23	8.912913462124493e-07	1.1303443876510596e-11	1e-05	1e-05
70	4.122422234460827e-11	5e-06	9.711941627164917e-10	4.8384681545224124e-08	4.5073348969359885e-23	8.912960518747933e-07	1.1303500810088626e-11	1e-05	1e-05
71	4.122422234455459e-11	5e-06	9.71194162715227e-10	4.8384890036764344e-08	4.5073348969292876e-23	8.913000727245339e-07	1.1303549458142279e-11	1e-05	1e-05
72	4.1224222344508713e-11	5e-06	9.71194162714146e-10	4.8385068186503746e-08	4.5073348969235606e-23	8.913035084201261e-07	1.130359102643839e-11	1e-05	1e-05
73	4.1224222344469526e-11	5e-06	9.711941627132227e-10	4.838522041001717e-08	4.507334896918669e-23	8.913064441175858e-07	1.130362654527834e-11	1e-05	1e-05
74	4.1224222344436025e-11	5e-06	9.711941627124335e-10	4.838535048030995e-08	4.507334896914489e-23	8.913089525807768e-07	1.1303656895030545e-11	1e-05	1e-05
75	4.122422234440741e-11	5e-06	9.711941627117594e-10	4.838546162132122e-08	4.5073348969109164e-23	8.913110959846439e-07	1.1303682827947884e-11	1e-05	1e-05
76	4.122422234438296e-11	5e-06	9.71194162711183e-10	4.8385556587824174e-08	4.507334896907864e-23	8.913129274560997e-07	1.1303704986811147e-11	1e-05	1e-05
77	4.122422234436207e-11	5e-06	9.711941627106909e-10	4.838563773369731e-08	4.5073348969052564e-23	8.913144923906666e-07	1.1303723920858955e-11	1e-05	1e-05
78	4.1224222344344214e-11	5e-06	9.711941627102703e-10	4.838570707026481e-08	4.5073348969030277e-23	8.913158295775728e-07	1.130374009940055e-11	1e-05	1e-05
79	4.122422234432895e-11	5e-06	9.711941627099108e-10	4.838576631614526e-08	4.507334896901122e-23	8.913169721611103e-07	1.1303753923447164e-11	1e-05	1e-05
80	4.1224222344315916e-11	5e-06	9.711941627096038e-10	4.8385816939848576e-08	4.5073348968994953e-23	8.913179484621222e-07	1.1303765735651308e-11	1e-05	1e-05
81	4.122422234430478e-11	5e-06	9.711941627093415e-10	4.8385860196172376e-08	4.507334896898107e-23	8.913187826799266e-07	1.1303775828799254e-11	1e-05	1e-05
82	4.122422234429527e-11	5e-06	9.711941627091172e-10	4.838589715730336e-08	4.507334896896918e-23	8.913194954921136e-07	1.1303784453068043e-11	1e-05	1e-05
83	4.122422234428713e-11	5e-06	9.711941627089257e-10	4.8385928739392296e-08	4.507334896895903e-23	8.913201045670539e-07	1.1303791822226306e-11	1e-05	1e-05
84	4.1224222344280185e-11	5e-06	9.711941627087619e-10	4.838595572526216e-08	4.507334896895036e-23	8.913206250018337e-07	1.1303798118932848e-11	1e-05	1e-05
85	4.122422234427425e-11	5e-06	9.711941627086219e-10	4.8385978783810296e-08	4.5073348968942943e-23	8.913210696964379e-07	1.1303803499263802e-11	1e-05	1e-05
86	4.122422234426918e-11	5e-06	9.711941627085024e-10	4.8385998486588506e-08	4.507334896893661e-23	8.913214496734985e-07	1.1303808096581324e-11	1e-05	1e-05
87	4.1224222344264844e-11	5e-06	9.711941627084002e-10	4.838601532196968e-08	4.50733489689312e-23	8.913217743515063e-07	1.1303812024839162e-11	1e-05	1e-05
88	4.122422234426114e-11	5e-06	9.711941627083132e-10	4.83860297072534e-08	4.507334896892658e-23	8.91322051778269e-07	1.1303815381407267e-11	1e-05	1e-05
89	4.122422234425797e-11	5e-06	9.711941627082383e-10	4.838604199900789e-08	4.507334896892263e-23	8.913222888303698e-07	1.130381824948494e-11	1e-05	1e-05
90	4.1224222344255267e-11	5e-06	9.711941627081746e-10	4.838605250190971e-08	4.5073348968919245e-23	8.913224913836326e-07	1.1303820700163422e-11	1e-05	1e-05
91	4.122422234425295e-11	5e-06	9.711941627081202e-10	4.838606147629563e-08	4.507334896891638e-23	8.913226644587673e-07	1.1303822794187992e-11	1e-05	1e-05
92	4.122422234425098e-11	5e-06	9.711941627080737e-10	4.838606914461455e-08	4.50733489689139e-23	8.913228123458037e-07	1.1303824583463422e-11	1e-05	1e-05
93	4.122422234424929e-11	5e-06	9.71194162708034e-10	4.83860756969414e-08	4.507334896891179e-23	8.91322938710426e-07	1.1303826112340555e-11	1e-05	1e-05
94	4.122422234424785e-11	5e-06	9.711941627079999e-10	4.838608129568993e-08	4.507334896891e-23	8.91323046684853e-07	1.1303827418715953e-11	1e-05	1e-05
95	4.122422234424662e-11	5e-06	9.71194162707971e-10	4.838608607963698e-08	4.5073348968908466e-23	8.913231389454609e-07	1.13038285349709e-11	1e-05	1e-05
96	4.1224222344245567e-11	5e-06	9.711941627079463e-10	4.838609016736283e-08	4.5073348968907144e-23	8.913232177791246e-07	1.1303829488774138e-11	1e-05	1e-05
97	4.1224222344244675e-11	5e-06	9.71194162707925e-10	4.8386093660190006e-08	4.5073348968906027e-23	8.913232851398976e-07	1.1303830303767606e-11	1e-05	1e-05
98	4.1224222344243906e-11	5e-06	9.711941627079068e-10	4.838609664469621e-08	4.507334896890507e-23	8.913233426974664e-07	1.1303831000152782e-11	1e-05	1e-05
99	4.122422234424324e-11	5e-06	9.711941627078915e-10	4.83860991948588e-08	4.5073348968904246e-23	8.913233918785197e-07	1.130383159519106e-11	1e-05	1e-05
100	4.1224222344242684e-11	5e-06	9.711941627078783e-10	4.838610137388902e-08	4.5073348968903547e-23	8.913234339021151e-07	1.1303832103631731e-11	1e-05	1e-05
