	species_10	species_11	species_13	species_14	species_15	species_17	species_18	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_27	species_28	species_29	species_30	species_31	species_33	species_34	species_4	species_5	species_6	species_7	species_8
24	3.6666666666666634	67846.19482796188	9528.027732753062	100.0	100.0	22.66115501453708	104.17437911208314	2992.9199084791207	171.93168038285634	25.606423460623294	100.0	127.21139420191533	100.0	90.09914690079724	160.39455160643647	11044.436409743523	5404.890294183327	61.17024157215881	100.0	100.0	100.0	390.2530029545296	455.0126251309624	65505.18456481814	57149.11993604824	121353.03903254948
25	3.6666666666666754	67961.36842356995	9534.61819714979	100.0	100.0	22.678266988349357	104.22692008246649	2995.272495631815	179.22577693759675	25.625762952068918	100.0	127.28981946617239	100.0	89.73414675078037	166.68862649742726	11063.209821139742	5642.5567766131035	61.274322196752415	100.0	100.0	100.0	390.3886879341499	455.170995955145	68232.09772408633	57188.6491744383	126394.90838928366
26	3.666666666666667	68065.89656670313	9540.938808533207	100.0	100.0	22.69455406044484	104.2711062668879	2997.5272714074326	186.5232542789828	25.644170470211648	100.0	127.37119152608236	100.0	89.38458613878535	172.95769247350106	11080.248160157447	5880.607456633964	61.36878411622372	100.0	100.0	100.0	390.51887692212574	455.32297568854085	70959.94099868753	57226.559799928706	131442.37925653544
27	3.666666666666666	68160.7011706226	9546.970010778276	100.0	100.0	22.709991927108117	104.3077172413865	2999.6771552720143	193.82355509298517	25.661618475259402	100.0	127.45453684931019	100.0	89.05030348382812	179.2028250972005	11095.70167629463	6119.006711382211	61.45446022334111	100.0	100.0	100.0	390.6431487274731	455.46806710967286	73688.67449338893	57262.7345275867	136495.2091537271
28	3.6666666666666674	68246.62872593151	9552.700210701316	100.0	100.0	22.724572465327164	104.33749046133745	3001.7180396806084	201.12617518000906	25.67809772773198	100.0	127.53902569828149	100.0	88.73106668785799	185.42508607622392	11109.70832794469	6357.722010974943	61.53211528039268	100.0	100.0	100.0	390.76125067720704	455.6059707273339	76418.25594815178	57297.10383162469	141553.1415555374
29	3.6666666666666616	68324.45607700912	9558.124137703942	100.0	100.0	22.738300195059274	104.36111882898479	3003.6481595324867	208.43066041324326	25.693613287933164	100.0	127.62395339969194	100.0	88.42658546987634	191.6255187672637	11122.39472362076	6596.7236647267755	61.60245113595496	100.0	100.0	100.0	390.87306382097927	455.7365439895684	79148.6417971942	57329.63610699972	146615.91231321785
30	3.6666666666666665	68394.89580394844	9563.24149526446	100.0	100.0	22.75118938419388	104.37924956625965	3005.467577047631	215.73660357366649	25.708181242161665	100.0	127.7087241057591	100.0	88.13652212113614	197.80514448871116	11133.876998920849	6835.984586928305	61.666111585591196	100.0	100.0	100.0	390.97857435684745	455.8597677837654	81879.78800555899	57360.32958143786	151683.2547129044
31	3.6666666666666687	68458.60122952216	9568.05585420478	100.0	100.0	22.76326168493541	104.39248409226984	3007.177761907458	223.04364114279747	25.721826029835576	100.0	127.79283668703287	100.0	87.86050087296198	203.9649595363369	11144.261632409643	7075.480080790193	61.72368689405627	100.0	100.0	100.0	391.0778502066121	455.9757189720689	84611.65072365693	57389.2056775629	156754.9034209935
32	3.666666666666666	68516.17107005465	9572.573746931392	100.0	100.0	22.774544210993877	104.40137866547066	3008.781250176916	230.35145011527658	25.73457826906955	100.0	127.8758724589319	100.0	87.59811604001673	210.10593281143298	11153.646203488544	7315.18763930196	61.77571799601687	100.0	100.0	100.0	391.1710218670775	456.0845479384337	87344.18679267677	57416.30358041543	161830.59751967486
33	3.666666666666666	68568.15375196347	9576.803927692672	100.0	100.0	22.78506797806632	104.40644559498664	3010.28136795961	237.65974487695678	25.746472993054233	100.0	127.95748447916647	100.0	87.34893908880895	216.22900397863802	11162.120095796723	7555.086761711775	61.822700394903656	100.0	100.0	100.0	391.2582667898358	456.1864602713609	90077.35412869942	57441.67580069249	166910.0828042011
34	3.6666666666666656	68615.05140989364	9580.756771971068	100.0	100.0	22.794866647983163	104.40815486927423	3011.6820088698705	244.9682741842458	25.757548229813725	100.0	128.03738821507758	100.0	87.11252474886784	222.33508208678623	11169.765148735018	7795.158784665937	61.865087774256274	100.0	100.0	100.0	391.3397967133059	456.2817019070315	92811.11200713727	57465.38457248122	171993.11347504536
35	3.666666666666666	68657.32359191083	9584.443789526538	100.0	100.0	22.8039755202124	104.4069360750156	3012.9874551942967	252.27681826616046	25.767843861673125	100.0	128.1153533769672	100.0	86.88841629127278	228.42504458593325	11176.65626126043	8035.386726678939	61.90329534453651	100.0	100.0	100.0	391.41584740380426	456.3705470961779	95545.42126732085	57487.49893264209	177079.45334661845
36	3.666666666666667	68695.39068357799	9587.87723270883	100.0	100.0	22.81243072996741	104.40318050587048	3014.2022353523093	259.58518607076604	25.777400718352602	100.0	128.19119677918474	100.0	86.67615006201349	234.49973668846673	11182.861949876098	8275.755145237748	61.93770293607406	100.0	100.0	100.0	391.4866704126383	456.4532887341438	98280.24445201736	57508.092371588515	182168.8766632381
37	3.666666666666664	68729.63707739057	9591.06978246057	100.0	100.0	22.82026861426541	104.39724338695852	3015.3310107330117	266.89321266026474	25.786259859980316	100.0	128.2647760758745	100.0	86.47525936943742	240.559971023674	11188.444865129784	8516.25000526069	61.96865786204589	100.0	100.0	100.0	391.552526474965	456.5302306154719	101015.54589514162	57527.24095003488	187261.16860333824
38	3.6666666666666665	68760.41409737036	9594.034299172285	100.0	100.0	22.827525217505585	104.38944614891413	3016.3784868300745	274.2007567666525	25.794462017877127	100.0	128.33598427296565	100.0	86.28527779381773	246.60652754394332	11193.462268216688	8756.858558356995	61.99647756032873	100.0	100.0	100.0	391.61368027704225	456.60168129266003	103751.29176794407	57545.02180470836	192356.12553470104
39	3.666666666666666	68788.04270041958	9596.783626567283	100.0	100.0	22.834235910649266	104.38007870813921	3017.349344081764	281.5076985058059	25.8020471638032	100.0	128.40474490814233	100.0	86.10574199272034	252.64015364515652	11197.96647120575	8997.569231871246	62.021452033728735	100.0	100.0	100.0	391.67039634094226	456.66794924499067	106487.45009240262	57561.51197211924	197453.55507375087
