	ASL_b	ASL_c	ASL_m	ASLoOH_b	ASLoOH_c	ASLoOH_m	ASLpOH_b	ASLpOH_c	ASLpOH_m	AS_b	AS_c	AS_m	ASoOH_b	ASoOH_c	ASoOH_m	ASpOH_b	ASpOH_c	ASpOH_m
0	0.0	0.0	30.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8797.15	0.0	0.0	0.0	0.0	0.0	0.0
1	1127.784318613778	318.1244159339309	23.1007022928461	288.8818250103853	81.50152764144676	0.29162604537217207	378.8183369113016	106.87671664213606	0.15854655084246738	48152.079954376786	13584.35124735333	8322.841326293183	1967.998608945629	555.3063619835231	1.0369578911565256	821.8347221680037	231.89976167346057	0.21109056610605287
2	1479.8137979293208	417.48565722676636	26.748753792247083	496.84567816022405	140.14839667709404	1.1399238405225727	684.8938364497577	193.19457937956562	0.6366561313256852	82504.2397483013	23274.375202751624	7948.69480290391	5191.2410226539705	1464.4651381963392	5.838343378464254	2295.915369586413	647.6937190136022	1.2403037146244504
3	1716.787897135475	484.23863203256053	31.75657900913214	605.03795460617	170.65784984506251	2.239001745036071	866.349372905342	244.36587325625712	1.2764030300334166	107849.99288339696	30420.932843483697	7649.228761459877	8555.58553977505	2413.373261650887	15.155912974482508	3965.7067204225623	1118.6664847012732	3.3303050576472026
4	1905.6051637986743	537.4918091478997	36.50882615651191	665.697785580432	187.76460080777392	3.4146774387547865	978.2930015730379	275.9357894706436	1.9748170579537359	126653.423779033	35724.02445942504	7406.431314180316	11756.135268200274	3316.074011909446	28.93354776130316	5679.738426887357	1602.1115110625094	6.5425185962069285
5	2061.3449320626833	581.4160032077403	40.67227492537142	705.1730010090441	198.89757438568543	4.590016842124227	1052.9672013758018	296.99563972404474	2.678881624027965	140578.47610799284	39651.270008510655	7206.842117944152	14688.489778757072	4143.12559742082	46.859290607831824	7371.0519537712	2079.1453477010978	10.8681107204785
6	2190.539211907346	617.8536495711627	44.218259287219894	735.4311464492989	207.43146091491656	5.734472630496083	1107.478529192859	312.36947805650334	3.3632500773315037	150802.96483178678	42534.851000769195	7040.4694939964365	17324.152841439	4886.494312545786	68.54669904273896	9008.510900002699	2540.9877681326166	16.267462537331454
7	2297.93218000757	648.2104333581921	47.20215321432071	761.6529494260277	214.82806190805917	6.837205511480703	1150.8269768958528	324.5964472895906	4.016270823277696	158223.88571719732	44629.12655944205	6899.5097611033925	19666.03246751356	5547.006116569355	93.58468354537267	10577.108877865307	2983.4087133012986	22.685155746668745
8	2387.2964624273486	673.346397316611	49.699462663880624	786.1497759647172	221.73643430379173	7.896079096301238	1187.9232990138091	335.058024782164	4.6337661244435795	163512.84154938368	46119.349728142726	6778.056062705828	21732.181824864238	6129.741298815924	121.57859144358935	12071.081466381678	3404.778076202689	30.059499169011882
9	2461.40813627053	694.248609000551	51.780885332859256	809.8135801073954	228.4107863540476	8.912441693557824	1221.30936375337	344.47437353265315	5.215315300550236	167164.36525613372	47149.15467641741	6671.6694457139965	23545.59166755742	6641.196998826279	152.1697308299332	13489.2850018134	3804.778286113052	38.3285203043655
