	E	E_M	E_M1	E_P1	E_P2	E_P21	E_P_1	E_P_2	M	M1	P	P2	P21	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1	7.881719051951583e-05	2.444013131407102e-06	4.782499031200386e-13	0.0	1.8503699504893233e-08	1.1802170341266787e-22	5.951177340160828e-05	7.156468470088895e-06	0.04300936368745746	6.126206428878492e-09	0.9524142516280103	0.0021331406532529534	6.99496615945468e-12	0.0023741071388972638
2	7.834502630251741e-05	4.4831816981476955e-06	1.800194431303924e-12	0.0	3.5804801073827545e-08	8.757402031283731e-22	5.636187640058777e-05	6.777662102091418e-06	0.07936878205601468	2.304954091403696e-08	0.9074398638112715	0.00414732011435276	2.7479246623969406e-11	0.008976352414539151
3	7.801849505241028e-05	6.17126733623898e-06	3.855150298285329e-12	0.0	5.2051634848806056e-08	2.8293757413139245e-21	5.348711132315798e-05	6.431840031883642e-06	0.1099277493439125	4.8815528402893306e-08	0.864815592205579	0.006049237619931718	6.071441802768763e-11	0.019141229680153117
4	7.777628342779138e-05	7.594547822721165e-06	6.240601533033776e-12	0.0	6.713837492510144e-08	6.50076287591429e-21	5.085698865513877e-05	6.115542616201401e-06	0.13552180375722356	8.163802893620015e-08	0.8243311884235744	0.007848776084263511	1.0598037571335663e-10	0.03223351576722012
5	7.768050512055121e-05	8.801435823936755e-06	9.339759635752766e-12	0.0	8.201510709450723e-08	1.2320588320214242e-20	4.836559087817264e-05	5.816102675876518e-06	0.15677981088414708	1.2008358159612233e-07	0.7858224269062861	0.009553670480304588	1.6264616569145424e-10	0.0477809063292102
6	7.764595411899531e-05	9.756748823232084e-06	1.2634930729039964e-11	0.0	9.564389214456629e-08	2.067889247474319e-20	4.611577020313743e-05	5.545623177144423e-06	0.1742716590099155	1.6288900944270977e-07	0.7491393979142335	0.01117096488220036	2.3012009291760885e-10	0.06535630127579106
7	7.773591327526202e-05	1.1089386515237591e-05	1.6592142296709576e-11	0.0	1.1092980889172895e-07	3.1966899028934973e-20	4.34674517908004e-05	5.2445959669853514e-06	0.18841736367689357	2.0893152969045173e-07	0.7141791164533811	0.012705491687782611	3.0784587642251734e-10	0.08463790656189356
8	7.782914121029281e-05	1.121730600769323e-05	2.0052405331313394e-11	0.0	1.2180400188035964e-07	4.646972405234023e-20	4.198913876360317e-05	5.047937663768627e-06	0.19970450385464114	2.572716860167334e-07	0.6808020015516999	0.014163758812872516	3.9530456836434956e-10	0.10527110190730689
9	7.80511500878395e-05	1.1784404700915382e-05	2.414090655792316e-11	0.0	1.3472533644335423e-07	6.449671621450816e-20	4.004473378770227e-05	4.811988482172186e-06	0.2084673015356141	3.070959010008321e-07	0.6489205544515013	0.0155499701066509	4.920161244390926e-10	0.12700509044186867
10	7.825007758048585e-05	1.2132907823309809e-05	2.79689608743685e-11	0.0	1.4557063143173374e-07	8.6285975329431e-20	3.8367062837985744e-05	4.613809853123976e-06	0.21502225736812644	3.5770672927199857e-07	0.6184438982407177	0.01686835069448884	5.975252151323437e-10	0.14960987601329795
11	7.854092405272166e-05	1.2441317702648852e-05	3.2056984092790136e-11	0.0	1.5699761792904292e-07	1.121495161716e-19	3.669780067726665e-05	4.412615563425189e-06	0.21962928812620297	4.0846013726761446e-07	0.5893044091218212	0.01812207486541239	7.113891846092489e-10	0.17289010995141885
12	7.888152766174463e-05	1.2660550441592132e-05	3.617030520435562e-11	0.0	1.6805132321868517e-07	1.4230497362628144e-19	3.5111547659906516e-05	4.222215130349612e-06	0.22257910859516794	4.58774628908219e-07	0.5614141766240892	0.019315288154802327	8.331343355054107e-10	0.19663880461745206
13	7.92650586698956e-05	1.2806852970347642e-05	4.028342718687985e-11	0.0	1.788320382666575e-07	1.7694548710962732e-19	3.3598923061440034e-05	4.04032023094503e-06	0.22404462384944035	5.08275746236503e-07	0.534723461156155	0.020450323324848373	9.624295550230423e-10	0.2207304574627962
14	7.968179496491959e-05	1.288334194241812e-05	4.434326983990622e-11	0.0	1.892534613006104e-07	2.1623972878555052e-19	3.216341091177779e-05	3.867695359525305e-06	0.22420936875324307	5.566085522224767e-07	0.5091757297293462	0.021529847636250123	1.0989244405394532e-09	0.24503539242766573
15	8.013257809876014e-05	1.2900129287039635e-05	4.8345241185308735e-11	0.0	1.993912621578735e-07	2.603566263571535e-19	3.079313048881126e-05	3.70291723215622e-06	0.22324195152883394	6.034560100519096e-07	0.4847183800091811	0.022556343264525765	1.2422721527527268e-09	0.26943512488256166
16	8.061516598948407e-05	1.286459615424868e-05	5.227283569800988e-11	0.0	2.092741733554901e-07	3.09460882611502e-19	2.9481619790517145e-05	3.545206417326676e-06	0.221293519251236	6.485458122875893e-07	0.46130345397851946	0.02353207239319285	1.3921368534866345e-09	0.2938242036902944
17	8.112510054094298e-05	1.2782602202983185e-05	5.610189889737077e-11	0.0	2.1889921482670748e-07	3.6370232903318457e-19	2.822589907559463e-05	3.3942042692506076e-06	0.21850054636017838	6.91651634691807e-07	0.438886082600216	0.024459155147311385	1.5481955687093623e-09	0.31810890103159956
