	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	1e-09	0.0	9e-08	2.1e-10	0.0	0.0	0.0	0.0	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	9.4e-11	0.0	0.0	0.0	0.0	0.0	0.0
1	3.4029430439219746e-06	1.4298930879275948e-06	8.485641512849593e-10	2.646244278380387e-10	9e-08	2.040323666555534e-10	4.1356059389620176e-12	6.280028132937147e-13	1.2040245921908625e-12	0.0	2.494677806551116e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3469583194918805e-08	9.693344826954245e-09	5.629713884610943e-10	1.297621181209892e-10	5.434466012431926e-12	5.434466012431926e-12	4.06655173045755e-10	-3.2723326087413895e-09	1.5993905067140541e-07	3.335698812923391e-10	1.2103815438589993e-11	5.322193448884098e-12	-1.0704433611953135e-10	-9.020625005788314e-11	-2.6692162485470207e-08	-3.2239077711900106e-09
2	3.409977178753226e-06	1.4318104319953296e-06	2.7187574693856103e-09	6.109988669282549e-10	9e-08	1.9592671382941333e-10	8.143747528063248e-12	2.0246438407299266e-12	3.9048948017935205e-12	0.0	2.4884739367853366e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.575094554220663e-08	9.35194365474185e-09	4.3188726175745165e-10	2.4401159190700573e-10	1.8171607693019298e-11	1.8171607693019298e-11	7.480563452581492e-10	-1.5634827087748592e-08	1.5969112956659213e-07	4.772139255106171e-10	2.634400433881503e-11	1.1526063214663295e-11	-4.321918647279619e-11	-7.289926798523678e-11	-2.3444623691637737e-08	-1.0622665372020921e-08
3																																		
4																																		
5																																		
6																																		
7																																		
8																																		
9																																		
10																																		
11																																		
12																																		
13																																		
14																																		
15																																		
16																																		
17																																		
18																																		
19																																		
20																																		
21																																		
22																																		
23																																		
24																																		
25																																		
26																																		
27																																		
28																																		
29																																		
30																																		
31																																		
32																																		
33																																		
34																																		
35																																		
36																																		
37																																		
38																																		
39																																		
40																																		
41																																		
42																																		
43																																		
44																																		
45																																		
46																																		
47																																		
48																																		
49																																		
50																																		
51																																		
52																																		
53																																		
54																																		
55																																		
56																																		
57																																		
58																																		
59																																		
60																																		
61																																		
62																																		
63																																		
64																																		
65																																		
66																																		
67																																		
68																																		
69																																		
70																																		
71																																		
72																																		
73																																		
74																																		
75																																		
76																																		
77																																		
78																																		
79																																		
80																																		
81																																		
82																																		
83																																		
84																																		
85																																		
86																																		
87																																		
88																																		
89																																		
90																																		
91																																		
92																																		
93																																		
94																																		
95																																		
96																																		
97																																		
98																																		
99																																		
100																																		
