	Tstar	V	Vin	Vni
0	15061.32075	1860000.0	1860000.0	0.0
1	15011.946155206439	1859674.666597552	1577402.1198934382	282272.54670411395
2	14877.142456385609	1857615.722726404	1337734.5688198437	519881.1539065604
3	14673.733206659414	1852653.883062436	1134480.055594584	718173.827467852
4	14415.839312997748	1844083.2344137963	962106.561525094	881976.6728887024
5	14115.280297326588	1831548.281095783	815923.4295921944	1015624.8515035887
6	13781.936302787095	1814948.7940502043	691951.3959156522	1122997.3981345522
7	13424.037948301604	1794370.621150299	586818.4221934781	1207552.1989568209
8	13048.445329071326	1770023.6628701843	497659.3423428325	1272364.3205273517
9	12660.839563078529	1742204.6949901574	422046.86142477527	1320157.833565382
10	12265.913977496824	1711262.3588215269	357922.6275345701	1353339.731286957
11	11867.529242712277	1677572.333549071	303541.21298938594	1374031.1205596854
12	11468.845586560796	1641518.6240122002	257422.2977970755	1384096.3262151247
13	11072.433935551917	1603480.310201044	218310.39647145485	1385169.9137295892
14	10680.369102448227	1563822.3549607452	185141.01597197817	1378681.3389887672
15	10294.310463539414	1522889.022881844	157011.29765577102	1365877.7252260733
16	9915.569114928421	1480999.8954749496	133155.50760814155	1347844.3878668083
17	9545.164530246799	1438447.749752891	112924.29406707817	1325523.4556858132
18	9183.87287184789	1395497.5687572653	95766.94369025489	1299730.6250670108
19	8832.267545587494	1352386.6359481215	81216.4255082764	1271170.2104398455
20	8490.7535422428	1309325.2706881068	68876.67125341068	1240448.5994346964
21	8159.596442744151	1266498.0425948205	58411.7783599207	1208086.2642349
22	7838.946787482959	1224065.3213234239	49536.885192817404	1174528.4361306068
23	7528.8606569605645	1182164.999413585	42010.41543181122	1140154.5839817743
24	7229.317023495992	1140914.296672655	35627.491294603766	1105286.8053780517
25	6940.232284745935	1100411.6098005415	30214.368398812498	1070197.2414017294
26	6661.472524392709	1060738.3102787584	25623.697057225432	1035114.6132215334
27	6392.863758024751	1021960.4950992981	21730.517341089013	1000229.9777582095
28	6134.200536857468	984130.6372690437	18428.854369362616	965701.7828996816
29	5885.253128049365	947289.138701116	15628.835205875212	931660.3034952413
30	5645.773510279124	911465.7669703376	13254.241664954556	898211.5253053836
31	5415.500359668963	876680.978043188	11240.43602751211	865440.5420156764
32	5194.163188076638	842947.1222074592	9532.60135086474	833414.5208565949
33	4981.485763946791	810269.5378614194	8084.249430424736	802185.2884309951
34	4777.188929604373	778647.537027975	6855.9553086345795	771791.5817193409
35	4580.992909560898	748075.2891134722	5814.2841343281725	742261.0049791445
36	4392.6191908405635	718542.6093740376	4930.881032576259	713611.7283414617
37	4211.79204339896	690035.6593465996	4181.699276656531	685853.9600699435
38	4038.2397384808364	662537.5663669121	3546.345718800667	658991.2206481118
39	3871.6955137185932	636028.9693231166	3007.5256792666855	633021.4436438503
40	3711.8983263014816	610488.4974883908	2550.572174445161	607937.9253139461
