	a1	a2	a3	x1	x2	x3
0	1.0	1.0	1.0	0.01	0.01	0.01
1	0.9967619063174061	1.6433845735864292	12.766367886907439	0.01648394248882347	0.016475881896267166	0.016476232491355026
2	0.9914482421317564	2.695049795479254	162.63028595501032	0.027160600380061253	0.02713448419697225	0.027135672569664905
3	0.9827576288350856	4.40448409680695	2064.629750540736	0.04472156997788023	0.044657937013703145	0.04466053752432763
4	0.9686216633011945	7.157486523869143	26062.33486664693	0.0735530590258461	0.0734151429905947	0.07342006317756952
5	0.9458342628570283	11.52366208022176	325953.40598889074	0.12074652427060495	0.12046670410258711	0.12047540568868453
6	0.9096365607951055	18.274009516340524	4015188.8240613365	0.19761787607920173	0.1970752027870672	0.1970900078690126
7	0.8534934400976811	28.274535955455853	48259922.37089573	0.32183441923434597	0.3208197851893332	0.32084428587026026
8	0.7696977470149032	42.05458706536414	557580391.3180596	0.519989042988117	0.5181576126529889	0.5181971206724583
9	0.6520218958357857	58.7717698766722	6052975749.400568	0.8296912045764514	0.8265141975005271	0.8265759809323521
10	0.5016456707651745	74.62781159803885	59703966448.892525	1.2985843044522907	1.2933443489347094	1.293437049242742
11	0.33475784379577805	82.24280669028224	511089283702.683	1.9753710508572784	1.9673024459278174	1.9674337212742494
12	0.18317271632029794	74.37472766740939	3590163485983.7793	2.8876979071287816	2.876432303817661	2.8766042139870613
13	0.07762112482096506	52.125159388509545	19544091355948.49	4.010108841070927	3.9966560063841365	3.99686019846253
14	0.024434121341657546	27.139152206868495	79039357624891.83	5.243373227660093	5.232679720467355	5.232898220932269
15	0.005664180657096701	10.377853528179484	234761683128797.3	6.427679231509003	6.440834580514775	6.441052528457378
16	0.0010043182990592246	2.986335250781212	524728306588123.2	7.338517186702375	7.4896493880646995	7.489889203119478
17	0.00015405848920843108	0.6798040117335532	927810928611613.1	7.467972472889419	8.31024699716953	8.310696448910578
18	2.6731966377455884e-05	0.12978882432170677	1375720960698240.0	6.402618951676805	8.900700712705495	8.90243128098871
19	6.3734521195019285e-06	0.02192290874178865	1803463550427103.8	5.104967008909684	9.29472825236663	9.304243800675044
20	2.0215852833855037e-06	0.0034289486492666086	2178194855917317.8	4.133076009808643	9.507343034822082	9.566124602447415
21	7.871640092089824e-07	0.000524216126572324	2495754690935199.0	3.4465142046612316	9.38124684672022	9.732270802758833
22	3.5510478174241424e-07	9.190316526309581e-05	2766387772715693.5	2.9484716188877833	8.387086755054602	9.83588432614378
23	1.7842611467785792e-07	2.285460712949535e-05	3003968763707219.5	2.5738812687291266	6.7222275881852385	9.899811909883217
24	9.736796822484755e-08	8.45765500638583e-06	3220973848288752.5	2.2829023530938146	5.302666788735949	9.93899244018609
25	5.6711903454670105e-08	4.234860407591395e-06	3427051167139980.0	2.050717120801174	4.2986653734986	9.96290654266449
26	3.480777152055005e-08	2.6174110102390658e-06	3629165890236495.0	1.8612845097445883	3.591432617076943	9.977467880505614
27	2.2299357254218706e-08	1.88019249397428e-06	3832195609061148.0	1.7038534163231973	3.076387160723124	9.986322630112095
28	1.4817509825491357e-08	1.5117335180338732e-06	4039534072598522.0	1.5709862278123596	2.688046045927018	9.991699251492436
29	1.0150648999522573e-08	1.3215728044629001e-06	4253584948982862.5	1.4573622525719165	2.386142427784679	9.994962832298054
30	7.140443548702743e-09	1.2382669825453958e-06	4476105357591259.5	1.359091680648527	2.145521894486184	9.99694437550266
31	5.139720191775349e-09	1.225974080019989e-06	4708430602601110.0	1.2732647965848458	1.949768358011902	9.998146853479984
32	3.77471739416157e-09	1.2676381025197348e-06	4951641977512738.0	1.1976626932857635	1.787866463622191	9.998875918089428
33	2.8220296716085482e-09	1.3602977336701302e-06	5206669460125933.0	1.1305620882813945	1.6521479550736824	9.99931820763793
34	2.1434213529491032e-09	1.5059413302097138e-06	5474355500605417.0	1.0706062236172418	1.5371864550484275	9.999586551927198
35	1.6514002624154477e-09	1.7120714552290523e-06	5755499791181160.0	1.016712909802219	1.4390653815417234	9.999749182043391
36	1.2886196320600462e-09	1.991178842926346e-06	6050889259539672.0	0.9680064387541638	1.354920293968764	9.99984790999325
37	1.0173268447065824e-09	2.361413871303176e-06	6361315364068079.0	0.9237738143540682	1.2826736400811087	9.999907766952816
38	8.116734297585373e-10	2.847740702529465e-06	6687588342061016.0	0.8834253352613864	1.2208240141513753	9.999944046823481
39	6.538401005371811e-10	3.4836269384783446e-06	7030545828173318.0	0.8464708256848706	1.1683492116547898	9.99996607408607
40	5.314138432196313e-10	4.312998326896098e-06	7391058990945448.0	0.8125000648276776	1.124633800273525	9.999979430227604
41	4.3545007356184787e-10	5.392737788447054e-06	7770038130951107.0	0.7811655319362031	1.0894227071442113	9.999987524344206
42	3.595279860863284e-10	6.795104499217202e-06	8168436546902932.0	0.7521719118942044	1.0628220075907362	9.99999241739774
43	2.988889264232732e-10	8.60967627661189e-06	8587254044909452.0	0.7252661300566448	1.04530473512136	9.999995431083548
44	2.5011708762008193e-10	1.0943233134964325e-05	9027540118236354.0	0.7002307838731082	1.0377387067379678	9.999997227778358
45	2.1057469168239638e-10	1.3916115859293153e-05	9490397316669020.0	0.6768771757587957	1.0414126912960602	9.999998306429788
46	1.782860467045219e-10	1.765275067008187e-05	9976983997686288.0	0.6550417505824735	1.0580782431233744	9.999998973231973
47	1.5174926105253153e-10	2.2258084409985518e-05	1.0488517614050248e+16	0.6345809831011887	1.0899209422887692	9.999999376630557
48	1.2980551784957764e-10	2.77812358561045e-05	1.1026277943372426e+16	0.6153690834312967	1.1395105555016043	9.999999621339878
49	1.1155181722338511e-10	3.416225456208708e-05	1.1591608797300004e+16	0.5972948806440982	1.209629374364774	9.99999977019779
50	9.628612027916898e-11	4.116240936115621e-05	1.2185924229692218e+16	0.580260309244094	1.302891001336939	9.999999860559443
51	8.345388858715004e-11	4.830461197822872e-05	1.2810710690758266e+16	0.5641782105122812	1.4211014981569259	9.999999915397847
52	7.261494290063745e-11	5.486309102579557e-05	1.3467530311189716e+16	0.5489708647607865	1.5643996106268903	9.999999948677186
53	6.341758963321889e-11	5.994638320409262e-05	1.4158025295632226e+16	0.5345687795575745	1.7301161979530975	9.999999968881106
54	5.557973663159651e-11	6.270647850076179e-05	1.4883922725882504e+16	0.5209096888635963	1.9116953469821356	9.999999981133621
55	4.88727635030821e-11	6.262682415955791e-05	1.5647037547219924e+16	0.5079375264292181	2.0983054624543667	9.999999988574848
56	4.311169357737856e-11	5.9745438356532284e-05	1.6449278508778176e+16	0.4956018044335799	2.2755586531852567	9.999999993061406
57	3.814424828045335e-11	5.4680064802946095e-05	1.7292651420286852e+16	0.4838567654225644	2.427959464832557	9.999999995792418
58	3.384601368704607e-11	4.8390874565674684e-05	1.817926464181932e+16	0.4726609703354176	2.5423053018944204	9.999999997447963
59	3.011435584638372e-11	4.1853008610793855e-05	1.91113355390025e+16	0.4619767863335089	2.6110587049168683	9.999999998452124
60	2.6864181151388154e-11	3.578980467166339e-05	2.0091194739413084e+16	0.4517699295178268	2.6337719574720744	9.999999999060952
61	2.4024639754757287e-11	3.058976704883988e-05	2.112129230885245e+16	0.442009108358637	2.6161783497134143	9.999999999430598
62	2.1536607884050414e-11	2.6368290045580726e-05	2.2204204190180836e+16	0.43266571852066743	2.567551119316282	9.999999999654625
63	1.9350501207941097e-11	2.307177060033949e-05	2.3342639483370384e+16	0.42371356137454413	2.4979951800785907	9.999999999790361
64	1.7424425835636436e-11	2.0576027317183225e-05	2.453944338010286e+16	0.4151285452561869	2.4165655532504933	9.99999999987278
65	1.5723062900477954e-11	1.8741126099886086e-05	2.5797607995648188e+16	0.4068885358816167	2.3304108545698483	9.99999999992283
66	1.4216484693155255e-11	1.7442088389795544e-05	2.7120279649558744e+16	0.39897315059774446	2.244660131014592	9.9999999999532
67	1.2879234445326463e-11	1.6577819024445843e-05	2.8510765803629404e+16	0.39136358262373117	2.1627521107068985	9.999999999971607
68	1.1689562790743075e-11	1.60708148271487e-05	2.9972544208538836e+16	0.3840424472573628	2.086871483141433	9.999999999982782
69	1.0628853591480885e-11	1.5863647870686678e-05	3.1509270282943348e+16	0.37699365232270887	2.018309979741959	9.999999999989601
70	9.681123395789675e-12	1.5914521406889202e-05	3.3124788489128544e+16	0.37020228583739656	1.9577822458032499	9.999999999993832
71	8.832612228272028e-12	1.6191484389235866e-05	3.4823132379404116e+16	0.36365448010038265	1.9055849814939547	9.999999999996248
72	8.07143650467037e-12	1.6672250055216637e-05	3.66085537678444e+16	0.35733738055258907	1.861859260406562	9.999999999997785
73	7.387313505343905e-12	1.7352098330815586e-05	3.8485514694788584e+16	0.35123900572398936	1.8266195955874163	9.9999999999987
74	6.771312747963655e-12	1.8185608607344395e-05	4.045870926342284e+16	0.3453481778358053	1.7997630781914085	9.999999999999213
75	6.215676337376993e-12	1.916677366614056e-05	4.253307326112872e+16	0.3396544908019052	1.7810994978818928	9.99999999999952
76	5.7136254790191175e-12	2.027542308224499e-05	4.471379248256846e+16	0.33414820851131216	1.770423044721184	9.99999999999971
