	ACA	ACA0	ADP	AMP	ATP	DHAP	DHAPCN	DPG	EtOH	EtOH0	F6P	FBP	G6P	GAP	Glc	Glc0	Glyc	Glyc0	HCN	HCN0	NAD	NADH	OAc	OAc0	PEP	Pyr	PyrCN	glycogen	lacto
0	0.0	0.0	1.5	0.33	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	5.0	0.75	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.007406382932229179	0.0009185335528170985	0.6541863386233777	3.234606217510358	0.041207443866243934	1.6823316253982095	0.06162937332083109	4.1880848747980195e-05	0.416588958046927	0.03394800576471263	0.0893927309063375	1.9080441046095618	0.7305540469300452	0.08819214558241222	4.632086004349165	23.800537135127932	1.2532433680578334	0.009936862284791074	4.903712366663628	4.911346849311623	0.23596524059920532	0.7440347594007892	4.8156583720871976e-05	4.047476972956849e-06	0.008889781025813375	1.536326571808998	0.039057282777880765	0.18600277572541693	1.8456013774757957e-05
2																													
3																													
4																													
5																													
6																													
7																													
8																													
9																													
10																													
11																													
12																													
13																													
14																													
15																													
16																													
17																													
18																													
19																													
20																													
21																													
22																													
23																													
24																													
25																													
26																													
27																													
28																													
29																													
30																													
31																													
32																													
33																													
34																													
35																													
36																													
37																													
38																													
39																													
40																													
41																													
42																													
43																													
44																													
45																													
46																													
47																													
48																													
49																													
50																													
51																													
52																													
53																													
54																													
55																													
56																													
57																													
58																													
59																													
60																													
61																													
62																													
63																													
64																													
65																													
66																													
67																													
68																													
69																													
70																													
71																													
72																													
73																													
74																													
75																													
76																													
77																													
78																													
79																													
80																													
81																													
82																													
83																													
84																													
85																													
86																													
87																													
88																													
89																													
90																													
91																													
92																													
93																													
94																													
95																													
96																													
97																													
98																													
99																													
100																													
