	CaER	CaM	CaPr	Ca_cyt	Pr
0	0.76	0.29	85.45	0.35	34.55
1	0.706634085207374	0.3144679900662995	85.61266414147475	0.30292755743051264	34.3873358585252
2	0.72386408878711	0.30706563883585875	85.64409182553638	0.23218926397172443	34.35590817446359
3	0.7913482559848217	0.30102214778188063	85.52364245753242	0.10687592740079697	34.4763575424676
4	0.8821669416596359	0.2998766413756461	85.21489503083032	0.05693063702863576	34.78510496916976
5	0.9624742000098307	0.2989939323192514	84.89249982852066	0.06162764216309143	35.107500171479415
6	1.0378749243941827	0.29794802000629383	84.58511302521939	0.07159519717877919	35.41488697478068
7	1.0934001018119432	0.2962887428198776	84.31711762839349	0.12412699307930761	35.682882371606574
8	0.7292467061815893	0.5344248971578252	84.56621351723689	0.37910006940550894	35.43378648276314
9	0.7047982395971406	0.5362705790940904	84.7350391506679	0.3006855745672277	35.264960849332134
10	0.716848390455868	0.5187665246352423	84.79962211692185	0.2579182227137377	35.200377883078154
11	0.7326815383086176	0.5019763781414903	84.81312226974896	0.24824606445064196	35.18687773025107
12	0.7168318759919208	0.4868151281200105	84.87632561336241	0.3090863701898937	35.12367438663761
13	0.7091800056890677	0.47472629780223075	84.98013235526767	0.2842424307671681	35.019867644732365
14	0.7223442983425152	0.45953978140515767	85.02121871486669	0.2512449661426535	34.97878128513334
15	0.734317775442441	0.44508224001910335	85.02827588549312	0.2541240526607527	34.9717241145069
16	0.7137597239587253	0.4334632721723167	85.10297135367225	0.3081366618036338	34.897028646327776
17	0.7119129804492852	0.4227718040158077	85.18793771979175	0.2733231423479297	34.81206228020826
18	0.7297617288504888	0.40972330437562066	85.20451723716586	0.2375426299297159	34.7954827628341
19	0.749236961488905	0.397852806900706	85.17852989805057	0.2331110283910287	34.82147010194941
20	0.716329167101854	0.39063079487235414	85.2458709771649	0.32628917493834486	34.7541290228351
21	0.710005724947286	0.3850208638433624	85.34474381850148	0.2751498263360553	34.65525618149859
22	0.7342406659938281	0.3736648981181449	85.3479985226586	0.22037922089365006	34.652001477341486
23	0.7991219922708717	0.36641218767522354	85.22599216054118	0.11187111967459248	34.77400783945894
24	0.8897284794639216	0.3649284530978248	84.92404542874813	0.05732684100504413	35.07595457125199
25	0.9695860788220062	0.3638476643987938	84.60438322295772	0.06188180415925911	35.39561677704241
26	1.0443350526071364	0.3625622641887903	84.300113282201	0.0722974506154999	35.69988671779915
27	1.0945281731145484	0.36039587341133084	84.0404958941795	0.13980791971721138	35.95950410582068
28	0.7249966026854908	0.6005856113634505	84.32330535313949	0.3743657906650974	35.6766946468608
29	0.7043413352088324	0.5964025245211387	84.49493319701551	0.3020913640649746	35.50506680298481
30	0.7144306714329306	0.5761108003369989	84.57181282887895	0.26602128404169856	35.428187171121365
31	0.7233326762887046	0.5564006335127369	84.613385066536	0.26768169425861915	35.38661493346433
32	0.7125684068380244	0.5384754692995166	84.69636998111226	0.29945451433794923	35.30363001888806
33	0.711122589730897	0.5218301817072984	84.78751212363245	0.28067679061514417	35.21248787636786
34	0.7195486681403067	0.5044866270022111	84.83964484796644	0.2642139714638336	35.16035515203383
35	0.7203871393430179	0.48790481756407916	84.887593956884	0.2792382154879439	35.112406043116245
36	0.7126183235786024	0.47329722504830546	84.9676680103067	0.2886697951860224	35.03233198969355
37	0.7161018431551122	0.45864674132390587	85.0316009173283	0.26940474475598514	34.968399082671965
38	0.7236664781610914	0.44396845932145584	85.06701473299736	0.26244551707280017	34.93298526700289
39	0.7189343486373303	0.43033988651463373	85.11758375552925	0.28531930386320525	34.88241624447099
40	0.7135674200004223	0.41848380114453676	85.19120221116789	0.2805929042525732	34.80879778883232
41	0.7212565969925657	0.40579000842861807	85.23319736219212	0.25861621612344665	34.7668026378081
42	0.7287648544212324	0.39328450383410124	85.25151625357935	0.26028631339960784	34.74848374642086
43	0.7166904329907648	0.3826742544273593	85.3090449684847	0.2934962818430689	34.69095503151546
44	0.7144818352789922	0.37321894018201796	85.37745523069513	0.27174166746107997	34.622544769305016
45	0.7293540904360729	0.36214375258245557	85.39285678194392	0.24115184598219605	34.607143218056194
46	0.7438322951291547	0.3516165353202988	85.37501082766146	0.2431938505409644	34.624989172338665
47	0.7151217424430801	0.3455561536875823	85.44198524698898	0.3153031684886645	34.558014753011236
48	0.7126556991326987	0.3400170833345763	85.52165237950055	0.26765649063061625	34.47834762049965
49	0.74101681573228	0.3304607468061234	85.50657888174152	0.20751086810513514	34.493421118258674
