time	Ln_	NR	NRLc	NRLn	NRc	RE	REL
0.0.	0.0	199.403	0.0	0.0	49.85	3.7	0.0
0.0.3.0	0.001172135690495	199.2639522381638	0.23361250703371003	0.22904353611876602	49.39863516164749	3.039959966407459	0.660040033592539
0.0.6.0	0.0026535297097150003	199.12473198039694	0.232741915722731	0.525659749322104	49.18099369526566	2.444703278680814	1.255296721319184
0.0.8999999999999999.0	0.0044792794988640005	198.99597086398674	0.23196422374994602	0.890843811214806	48.975031422897345	1.9690219025449132	1.7309780974550861
1.0.2.0	0.006582768911848001	198.88562930144684	0.23127362825807202	1.311239888459924	48.780978343730496	1.608292648982037	2.091707351017962
1.0.5.0	0.00884129325997	198.79927027542303	0.23065744773034202	1.7623794860483142	48.59894047020547	1.3439314788102061	2.356068521189791
1.0.7999999999999998.0	0.011125421382228001	198.73949159394869	0.23010103701860202	2.218536669262133	48.42881216419963	1.152395956300958	2.54760404369904
2.0.1.0	0.013335070016005	198.7063278845033	0.229591869509972	2.6598842509440592	48.27028043883285	1.012772308634027	2.687227691365973
2.0.4.0	0.015407769696634	198.69807582366502	0.22912080544430502	3.074094157724621	48.12287968912922	0.9093939071494871	2.790606092850512
2.0.6999999999999997.0	0.017311648244812003	198.71206810480305	0.228681642892043	3.454908205924967	47.986052096093005	0.831392522794817	2.868607477205182
3.0.	0.019035483816835	198.74523011582323	0.22827024788855801	3.8001449442974042	47.85919463072638	0.7714207531353661	2.9285792468646332
