[Glc(int)]	[ATP]	[Glu6P]	[ADP]	[Fru6-P]	[Fru1,6-P2]	[AMP]	[glycerone phosphate]	[Gra3P]	[NAD]	[Gri2,3P2]	[NADH]	[Gri3P]	[Gri2P]	[phosphoenolpyruvate]	[pyruvate]	[acetaldehyde]
0.097652231064563	2.52512746499271	2.67504014044787	1.28198768168719	0.624976405532373	6.22132076069411	0.292884853320091	1.00415254899644	0.0451809175780963	1.50329030201531	0.000736873499865602	0.0867096979846952	0.885688538360659	0.127695817386632	0.0632352144936527	1.81531251192736	0.178140579850657
0.03206335232628067	3.9186287953247896	2.29868427522326	0.06434686522789132	0.5653036885917915	6.099590675192291	0.11702433944730974	1.356085888840224	0.061228741129800826	1.5816655363202474	-1.6101160522539808	0.008334463679757764	1.9909199139516982	0.2769497794136958	0.2328772746694745	1.6625448979062052	0.3934292210786063
0.030267414170188803	4.056151621447392	2.55192953278896	0.0436015268796054	0.6778466739202336	6.172636935688523	0.00024685167299396353	3.1297371803027536	0.14063293771469207	1.5828102879038226	-7.499225969799587	0.00718971209618323	4.421061951372812	0.7065056593031509	1.9780404585660023	0.8185080785314152	0.8576564254921121
0.030533760148725858	4.055705290932723	2.8460326115451555	0.04407962495227472	0.7525430301565496	6.95656364393078	0.00021508411499720012	3.5134508380200558	0.15840560668142847	1.5827251941241034	-13.098822331797187	0.007274805875901505	6.944743353039544	1.1203570150287951	3.3458912081350207	0.6710091563035506	0.7182467005487652
0.030762983680060134	4.055338584682768	3.099793682526376	0.04444264948098204	0.8169641488515437	7.867676380536357	0.00021876583624568763	3.75405546106444	0.16893545439440108	1.5826590156845557	-18.741096349523755	0.007340984315449663	9.532483324755745	1.5416342262241591	4.66748081661011	0.6391731775429164	0.6723876035084461
0.030963498061089518	4.055042041881835	3.322136644035424	0.044736200392631896	0.8732812300870407	8.827027669157065	0.00022175772552888613	3.978272384463664	0.17902520250110848	1.5826388245311278	-24.417199218791186	0.0073611754688778135	12.151322730102857	1.966929746357002	5.978405374089491	0.6342670216578817	0.6621495960027286
0.031140588339614993	4.054795373945532	3.518750784796535	0.0449803715894003	0.92296959771793	9.821064261776469	0.00022425446506538574	4.197078938550619	0.1884925679194883	1.5826335773064748	-30.119750343199925	0.0073664226935308075	14.791537341840169	2.395143088621869	7.286693257387318	0.6356602652740008	0.6610318639411896
0.031298104411143335	4.054586464562433	3.6938096315908964	0.04518715801017026	0.9671198451441088	10.843510591802866	0.00022637742739422346	4.411029041948718	0.19843727344369286	1.5826347479346652	-35.8441865771887	0.00736525206534023	17.44839704847612	2.825693982443808	8.594878024135898	0.6381523120835385	0.6619560755363003
0.03143893759576534	4.054406778735152	3.8504596788314394	0.045365015740467605	1.0065550208645484	11.891341593604306	0.00022820552437756753	4.6193658526865455	0.20787440939806723	1.582635851204349	-41.58738683740113	0.007364148795656402	20.118971806921763	3.2582049557912622	9.903886001405134	0.6405339382133581	0.6632083753627693
0.031565426283617595	4.054250858780599	3.9912556072204235	0.04551934408310741	1.0419408515997268	12.960978047664927	0.00022979713629102302	4.822788770278105	0.2170284328438225	1.582637255639485	-47.34684580305168	0.007362744360520347	22.80111812242735	3.692387218596025	11.214076005119606	0.6425831721474523	0.6643736124004925
0.03167941927788359	4.054114594982324	4.118221817256849	0.04565421076052465	1.0738040379702143	14.048701727430268	0.00023119425714941677	5.023598893011469	0.22606487094383476	1.58263864053412	-53.12052614980581	0.007361359465885579	25.49322843467409	4.128019175731395	12.525573401720004	0.6443200476837042	0.6653735575872015
0.031782401521897034	4.05399455584584	4.232987897710303	0.04577301849296928	1.1025696002761405	15.15421907267063	0.00023242566118890376	5.218595770181276	0.2348397227577127	1.582639913413946	-58.90682238467887	0.0073600865860597615	28.194027022874426	4.564933374720038	13.838394937335098	0.6457965764323605	0.6662425927950187
0.031875714836419905	4.05388839196553	4.337032058223029	0.0458780916552908	1.128621534017165	16.274658041586502	0.00023351637917768512	5.409828084995582	0.24344516490234244	1.5826411174167334	-64.70422925046738	0.007358882583272116	30.90241240905088	5.002949652091133	15.152506891633161	0.6470654241018693	0.6669918659273945
0.03196043048588691	4.0537940730983335	4.431532143486152	0.04597143938998709	1.15225984447901	17.408943547413347	0.00023448751167729856	5.596622743076729	0.25185091712903196	1.5826422020635986	-70.51155011220412	0.007357797936406967	33.61745611302855	5.441990850692774	16.467854586361856	0.6481658890575893	0.667645491352406
0.032037521202755784	4.053710047984006	4.517564150613448	0.046054598410050177	1.173765372869998	18.555298371405677	0.00023535360594212403	5.779866938024284	0.26009689482196	1.5826432255700484	-76.32767117774883	0.007356774429957184	36.33843266902158	5.88185265861136	17.784381553673338	0.6491285639277695	0.6682190749670743
0.03210778768001056	4.05363490146358	4.596009534500503	0.0461289687677266	1.1933602930214129	19.712961431160956	0.0002361297686914891	5.958975782792418	0.2681567861985978	1.5826441461500802	-82.15168678075473	0.007355853849925562	39.06454812318424	6.322599301715823	19.10200838234516	0.6499762278039874	0.6687269234265646
0.03217196123292741	4.053567614497402	4.667680398388384	0.046195560447442864	1.211256018705583	20.88043818639872	0.00023682505515291777	6.134910904000388	0.2760738565121106	1.5826450158331986	-87.98274677881881	0.007354984166807061	41.79542668942949	6.763890003780256	20.42069439950705	0.6507268711324924	0.6691777223999422
0.03223065610505829	4.053507139067768	4.733253412673596	0.04625540960741751	1.2276207932190013	22.057265001158097	0.00023745132481347783	6.306995938441525	0.2838176770198295	1.5826457997666583	-93.82015237270541	0.007354200233347326	44.53023260026451	7.206033996156913	21.740338369584386	0.6513948064207608	0.6695811222499006
0.03228443395063862	4.053452776821017	4.793354280341235	0.046309209022605345	1.2426183066435854	23.24214833540693	0.00023801415637621104	6.476241301915256	0.2914337091711577	1.5826465412779493	-99.66324280113804	0.007353458722056185	47.268976659299184	7.648435143287285	23.060934797334006	0.651991409128343	0.6699420670709118
0.03233377550878424	4.053403729801137	4.848512708444241	0.046357747031751086	1.2563773149882347	24.434831880284538	0.0002385231671107016	6.6419187477137145	0.2988891886471465	1.5826472124466433	-105.5114709065522	0.007352787553362132	50.01067598587911	8.091708895438007	24.382357677856536	0.652526360391851	0.670267616200425
0.03237911800767129	4.053359496774627	4.899217178433368	0.046401521391459505	1.2690276089154284	25.63418945048356	0.000238981833912301	6.805035858559083	0.306229450324268	1.5826478478244337	-111.36431652056653	0.007352152175571841	52.75567348834119	8.53501715115747	25.7046358197603	0.6530072850245072	0.6705606366439978
