	beta	g	ins	mbeta	tamox
0	400.0	4.966667	11.42	0.0	0.27
1	364.52553711985735	4.624090706723977	12.612425620196408	33.01729281564456	0.17811976816665748
2	339.9123671319755	4.438076789440823	13.11960007590966	51.712230732307766	0.1175212831643776
3	321.94267808454254	4.354232250434261	13.3497806742218	62.00805137517404	0.07754996592878813
4	308.3603570065178	4.3291038201316585	13.410103647061362	67.26119807254679	0.051171105747362354
5	297.831485914816	4.335379287528347	13.359827383986273	69.44243579928026	0.03376032823982456
6	289.4996121176363	4.363455919407233	13.250262352213372	69.74095631732953	0.022269354310988053
7	282.8097595230337	4.403580754657161	13.104338244773189	68.8875436404628	0.014695526333731607
8	277.3742341913199	4.45061994638481	12.940730293498683	67.34154293433996	0.009698083074478867
9	272.9286891623932	4.501361332307872	12.771897440779387	65.39224631229688	0.006399318521007348
10	269.281553505169	4.553649326989657	12.60036065816087	63.221006378592634	0.00422282013476008
11	266.29096343899715	4.606076870881729	12.434281761008386	60.9433217366282	0.0027865792550369564
12	263.846626868497	4.657791727602828	12.279594864421597	58.63225538632986	0.0018387254254835209
13	261.8685392083449	4.708443989328197	12.123461091612343	56.33365594153089	0.001213143152663165
14	260.2880348818379	4.75745610876034	11.982942716960377	54.075961683935965	0.0008003993934274635
15	259.0508343471376	4.803984956913472	11.847289536178309	51.87643387330565	0.0005280676643430988
16	258.11716270946175	4.8484598670991685	11.718482802998961	49.74504244403379	0.0003483697041616865
17	257.44834173249905	4.891081114678577	11.600454284853713	47.68713866720152	0.00022976981522458947
18	257.01485849687106	4.931618707775688	11.49124164752213	45.7050230656103	0.00015153366205548221
19	256.79035808068755	4.96972747140523	11.388157639919829	43.79910516911987	9.993925682280015e-05
20	256.7520662313988	5.005871909906039	11.293484357231716	41.96857419032248	6.592243438728144e-05
21	256.8814356501174	5.039870647914716	11.205249810629303	40.211814454064964	4.3463361007382375e-05
22	257.16193849068895	5.071777761505254	11.123135979753778	38.52678911977119	2.8656093866019796e-05
23	257.57877910135693	5.101683138676799	11.047818319202626	36.91114590366254	1.8870637061353446e-05
24	258.1186571021414	5.1296414364446665	10.977963557602989	35.362335982147556	1.2373583950422219e-05
25	258.77131002607314	5.155733909386159	10.913640258805907	33.878002962563116	8.113429307148428e-06
26	259.5265116239321	5.179975426125875	10.854405691640176	32.455653233749516	5.320021699925413e-06
27	260.3751938586687	5.202455446463036	10.80005247213697	31.092824128512326	3.488368458789791e-06
28	261.30905499243363	5.22322125587594	10.750220448208495	29.78710913720899	2.2873430205087444e-06
