	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0	9.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.9	0.0	1.4	0.0	1.6	0.0	0.0
1	8.836547258350743	2.1005950957993655	0.07839962115260456	0.03888230682249373	0.33464027682891895	0.16739184712330024	0.1173496284606494	0.18524299384647408	0.20956434217642778	1.5943889803333513	1.2900682359849225	1.600201626546606	0.19528059377911058	1.9614719983759334	0.5649147253116434	0.07657449094747304
2	8.694120704234523	2.1662367409346452	0.30083608015303565	0.09550012177712024	0.10627867898169012	0.23364473846991163	0.11618885320090303	0.09920239178511016	0.3282274393177292	1.6236238186813252	2.331536431729154	1.7822739374973093	0.31732159151274875	2.296444289903383	0.9371827525200177	0.10603842477020939
3	8.538319238568894	2.216603156479894	0.7164067980783405	0.14698426450023352	0.0900026167689854	0.27042627280759873	0.08776379454782259	0.043910263613658636	0.4138010813101898	1.7182454667942435	3.139269689443558	1.9547969588363026	0.4001470068700753	2.623082195924113	1.0966677467052433	0.11645430795858172
4	8.366951967021391	2.254148843144844	1.2273413207644264	0.18215386759171018	0.15667765028856726	0.293122990232557	0.09417454251277475	0.04602458034293697	0.4806969451203826	1.789930976585532	3.8287670571878105	2.1196830302931327	0.4611705094544697	2.943929071189855	1.1487878368943714	0.12014064888951793
5	8.188561761709094	2.2753917314523058	1.763558183510299	0.20490219464054818	0.2674889661905701	0.30764265115598444	0.11878821583782546	0.08004020951916059	0.5352314688772685	1.8056461434538338	4.471498312458712	2.2771047910231283	0.5082984185088179	3.257638533232698	1.163750775890658	0.12140471131910407
6	8.015623146822723	2.2761400181732196	2.3007639781871405	0.21967979310511834	0.412459731683745	0.3167596566133717	0.14462028430960558	0.13741302232517127	0.5808093308555516	1.7512299938652434	5.091790206576377	2.4268165667056905	0.5458126848098455	3.562104790870533	1.1680394207064928	0.12182437468549348
7	7.862054663331803	2.2536285219998917	2.833427396370881	0.22945668508756306	0.5901066317885512	0.32187104685555223	0.16675992263117956	0.21563429891621078	0.6194839135749505	1.6268391925245682	5.694396777389695	2.567913105877207	0.5762982630380448	3.8538217545116504	1.1692195361624018	0.12196082528722223
8	7.741375860822786	2.207721903652394	3.3605413046897956	0.23607155383987927	0.8065617861385888	0.32362730704318965	0.1847473313057149	0.3108733044570818	0.6525857585728346	1.4440053568545963	6.277999175619584	2.6978287928265248	0.6014414993764265	4.125437463611104	1.1685956930865689	0.1219993219040121
9	7.664565217044382	2.1412786515892352	3.880275657289107	0.24065542217048647	1.0736505229478148	0.3221669000433444	0.19921878793254266	0.41526038602528675	0.6810250161266707	1.2221624269249158	6.838613500557924	2.8095895878513484	0.6224076169028362	4.359467292059818	1.1646978389786606	0.1219860392093331
10	7.637198339253789	2.05985437265578	4.385090470806795	0.24390764418135094	1.4055981901563581	0.31718948196780833	0.21088802708922968	0.5160324318813321	0.7054574438763481	0.985781975627276	7.367632530338834	2.8841288131442084	0.640035951252802	4.512976742518925	1.152598694637545	0.12189880116189192
