time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
0.0.	10.0	0.0	540.0	0	1000.0	450.0	5e-05
40.0.15.0	1.638027050959447	5.364129793370031	422.1553218399607	0	733.9665874068291	304.80910872254077	2219.027353113705
80.0.3.0	1.604031517323881	1.7348556107105582	286.26732747153545	0	474.5377751181797	184.931560518611	724.9293321088956
120.0.44999999999999.0	1.55936292773547	0.43883608656488204	233.59015375622204	0	376.9493042025027	141.3609514319817	185.94728909384656
160.0.6.0	1.563658725377124	0.096882693630379	211.46323309645035	0	355.44713511283686	142.32336059738063	41.18802450252526
200.0.75.0	1.6789594460103001	0.036171151941835004	205.0117267896812	0	372.4894455609065	165.76258817327488	15.030279744797982
240.0.89999999999998.0	1.814754974360194	0.039827457482522005	208.64964916258072	0	395.52034707572227	185.01611548130091	16.132307146364294
281.0.05.0	1.8245006094309022	0.086387628994919	213.6084763798699	0	399.7825451717896	184.26318055349594	35.1350427583229
321.0.2.0	1.714856454319929	0.143153872936193	212.4996409730164	0	385.33080163827594	170.9731503380055	60.15212508616183
361.0.34999999999997.0	1.6273770655915132	0.13127840166499902	206.84808510670797	0	369.75322145027053	161.1464808763078	56.849112723558555
401.0.5.0	1.604117616554398	0.098437243042061	201.92419930263617	0	363.7776645803596	160.1509104181286	43.306220077235906
441.0.65.0	1.610814177304512	0.087758353726981	199.56027661786524	0	364.461586926287	163.2027377773921	38.95703828222989
481.0.79999999999995.0	1.603908897004533	0.09963318201899801	198.5013044771891	0	364.19994686528406	163.99510030907282	44.806572923806144
521.0.9499999999999.0	1.566545737558871	0.120634893854203	196.68402375167156	0	359.22642318566864	160.85521880258545	55.428895943675016
562.0.1.0	1.517601116701593	0.13210721268248202	193.43803269595193	0	351.526089853653	156.4383488283184	62.27246375034675
602.0.25.0	1.477619376446664	0.131707523904672	189.62393087755805	0	344.54497808543175	153.3117203075238	63.60865357667487
642.0.4.0	1.447411167150262	0.13100992330792802	186.09146679872873	0	339.25922054165324	151.5893326524678	64.70546286533606
682.0.55.0	1.417825209903307	0.13653236692210002	182.89518641160387	0	334.47522010353947	150.0256761151116	68.99529452955748
722.0.6999999999999.0	1.383288569689898	0.146234160243981	179.65275009187081	0	329.02500040252096	147.84272758071756	75.76857771724787
762.0.85.0	1.345598056686236	0.155208423935596	176.1365883455503	0	322.8788312292703	145.24143640309964	82.59118148035921
803.0.	1.308625130928034	0.16169661880069702	172.43600504250506	0	316.6259963700799	142.71966957784764	88.41437024995697
