time	A20	A20_mRNA	BAR	BAR_Casp8	Casp3	Casp6	Casp8	FADD	FLIP	FLIP_mRNA	IKK	IKKa	IkBa	IkBa_N	IkBa_NFkB	IkBa_NFkB_N	IkBa_mRNA	NFkB	NFkB_N	PARP	PIkBa	RIP	TNFR	TNFRC1	TNFRC2	TNFRC2_FLIP	TNFRC2_FLIP_FLIP	TNFRC2_FLIP_pCasp8	TNFRC2_FLIP_pCasp8_RIP_TRAF2	TNFRC2_pCasp8	TNFRC2_pCasp8_pCasp8	TNFRCint1	TNFRCint2	TNFRCint3	TNFR_E	TNF_E	TNF_TNFR_E	TNF_TNFR_TRADD	TRADD	TRAF2	XIAP	XIAP_Casp3	XIAP_mRNA	cPARP	pCasp3	pCasp6	pCasp8
0.0.	0.104434	5.566570000000001e-05	0.28789000000000003	0.0	0.0	0.0	0.0	0.30944000000000005	0.0320472	0.000139056	0.64	0.0	0.00101518	0.0013839	0.015103199999999999	9.00189e-05	5.315170000000001e-05	0.000115365	0.0006914310000000001	1.66667	0.0	0.20256000000000002	0.00028000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.26880000000000004	0.0	0.0	0.29344000000000003	0.33056	7.83371	0.0	0.00021964600000000002	0.0	0.8	0.064	3.2
540.0.	0.10453610793721801	0.000113858338401	0.287887171549003	2.8167696760974672e-06	6.288274167715343e-10	3.319552455301907e-11	2.2669246367570168e-07	0.309438504142081	0.03208849993597	0.00019206190883400002	0.5518012603150361	0.088198739684963	0.000633270008929	0.00026141691989300004	0.0027245252510030003	0.00030489411506800005	0.000100106342904	0.002552608615342	0.010417986135323002	1.666669968648586	0.0028622478216900004	0.202327098474461	0.00028000000000000003	0.00017388085369400002	3.312515464057443e-07	3.2609311269860294e-09	3.0502944237603325e-09	1.9580097956473682e-08	1.1765871298215492e-09	2.789150262639901e-07	6.079488067974336e-08	3.6761066498374274e-05	5.635449377991195e-06	5.3346558787822584e-08	0.001350036352219	0.26508204031035004	0.002461130668024	0.000105491417061	0.29226217739571003	0.33035156194116605	7.834019168102469	2.510695926681882e-07	0.00027302225830400003	1.735662031376161e-08	0.7999997368092321	0.064000001241452	3.199994097925255
1080.0.	0.10588428007740101	0.000336795970826	0.287756001563007	0.000132818800148	1.5766166102756373e-08	1.8443080529057432e-09	5.158027162529332e-06	0.309412291152294	0.032642155189306	0.00041172762435300004	0.506435416437099	0.13356458356290002	0.0020742273952370003	0.00041526119830200003	0.00058309803123	0.000499513143725	0.00028351426173000004	0.0006060770865700001	0.014311325113124001	1.6666690033140972	0.0006445447206720001	0.202049141258957	0.00028000000000000003	0.00028197443753100003	6.23432741002945e-06	6.273091824255833e-08	1.334150865240311e-07	3.897015174691543e-07	5.293272525264304e-08	5.477098265333337e-06	1.2072866436912678e-06	0.00013369227738	4.420714700789046e-05	4.331073887767596e-07	0.00045911036376000003	0.264064282994312	0.0019009331043260001	8.691932360791476e-05	0.29085577862356304	0.33015648090881	7.838281857172077	1.2825944143725192e-05	0.000497796751054	9.687399798637928e-07	0.7999870394920411	0.06400000066433201	3.199740369971842
1620.0.	0.108774589709466	0.0005056170614240001	0.28692370625287	0.000952458025152	8.318338691379252e-08	1.566344547681221e-08	2.4658143989998483e-05	0.309325537802812	0.033816629703596	0.000609790014176	0.5158584244604211	0.12414157553957701	0.00335024734147	0.000768404973402	0.001261055548436	0.0008919341483920001	0.00042864793287100006	0.001027461837777	0.012819561136967	1.6666616897303301	0.0013102500914320002	0.20193279364340802	0.00028000000000000003	0.000256091430835	2.5816049554168015e-05	2.6955763596745476e-07	9.71615817765784e-07	1.690209156416148e-06	3.805852242456818e-07	2.2928430986143006e-05	5.0695433234417675e-06	0.00019813732815200002	0.00010364454181900001	1.026206438562027e-06	0.00022429125945400003	0.263687859716762	0.001201850039917	5.704358281461669e-05	0.28999187498176204	0.33013231473325105	7.847919484190885	0.000100036731746	0.000707574017747	8.268416148477936e-06	0.7998986229107911	0.06399998805198201	3.198188043071368
2160.0.	0.11259011129846001	0.0006112206335610001	0.284530712857536	0.003290340357092	2.4244105911275027e-07	6.43789434824897e-08	6.513921747927649e-05	0.30917702697204	0.035269959254312006	0.000766691547238	0.542875712734864	0.097124287265134	0.0041054039757520006	0.001045086231193	0.002110514181896	0.0011107688480710002	0.000525265778785	0.0012773039065200002	0.011501425068967001	1.666635779180781	0.0017923648588130002	0.20192925892181102	0.00028000000000000003	0.000189976339508	5.9175838275345035e-05	6.454957929163825e-07	3.510177005927947e-06	4.056630450743823e-06	1.3391228721587248e-06	5.2694665159999895e-05	1.1654918993865e-05	0.000208282544786	0.00015135215099800002	1.5051931628756612e-06	0.00015524398836600002	0.26347315545265104	0.0007483915711310001	3.630658317315961e-05	0.28955213500785404	0.33020198599815104	7.86108245162311	0.000377728211696	0.0008811854373190001	3.4165101491449436e-05	0.799615454882002	0.063999940563064	3.193834133275588
2700.0.	0.11684714775847901	0.000669052282032	0.279930244013812	0.007741394011147	5.207401204388602e-07	1.809382395770626e-07	0.000127135337341	0.30899529427231703	0.036704096350245005	0.0008872250528570001	0.569888619304726	0.07011138069527201	0.004598773405728	0.001308234345261	0.0032663004152990002	0.0012347168431180002	0.0005837140362720001	0.0013818859694570002	0.010117108146479	1.6665733725774272	0.002040023313369	0.20197123958999103	0.00028000000000000003	0.000130518624156	9.95089024069153e-05	1.132450535730841e-06	8.709294767901759e-06	7.107937787419473e-06	3.2243888832539917e-06	8.857561176784771e-05	1.9559776902144194e-05	0.00018426473086200003	0.000172365085906	1.717432109832038e-06	0.00013180707153	0.26330280083505603	0.000493700194745	2.4079916569072194e-05	0.289361383111154	0.330295516474278	7.875713196545312	0.000976710153163	0.001021926307651	9.655788389732811e-05	0.7990005459917261	0.063999825353609	3.185639339722071
3240.0.	0.121177456440336	0.0006872324572610001	0.27294262220757304	0.014423453391743002	9.333431184318474e-07	4.039315997348245e-07	0.00020794589197000002	0.30881363907415904	0.037927485472049	0.000972053322119	0.590453266180615	0.049546733819383	0.004902702669596	0.001600227404906	0.004759611212202	0.0012859161846970001	0.000609196925572	0.00139845519054	0.008556028188988	1.66645311076167	0.0021233024773430003	0.20201705130341802	0.00028000000000000003	8.903047229782272e-05	0.000138961946093	1.640197884856814e-06	1.708349260891938e-05	1.0259117968975652e-05	6.146249011494211e-06	0.000123520103865	2.7188590234190483e-05	0.000148485298816	0.00016918766948700002	1.687019365936236e-06	0.00012259912002900001	0.263146219676863	0.000357857268438	1.7293842459303133e-05	0.28930383499146	0.33037840739629404	7.889735798479167	0.002010740626771	0.001129121707983	0.00021680592183	0.7979311332348491	0.06399960400744101	3.173441806515737
3780.0.	0.12528670909303202	0.0006721606822070001	0.263808679771573	0.023036958356602	1.4881926903222498e-06	7.743332263339944e-07	0.000304221837618	0.308655403914463	0.038849096428380005	0.0010218279639010001	0.6039847818026061	0.036015218197392	0.005045224350573	0.0019458873967480002	0.006437561413236001	0.001272544952296	0.0006059923798840001	0.001366394835099	0.006923509009302001	1.666251822993646	0.002099906941689	0.20204738773174702	0.00028000000000000003	6.332140177054385e-05	0.000172127210082	2.0909929470084097e-06	2.854687004633818e-05	1.3014441805369471e-05	1.0017388990329432e-05	0.00015276709439400002	3.347427943000936e-05	0.00011425068251300001	0.00015119591245400002	1.507908976665224e-06	0.00011855377960200001	0.26299461269983404	0.00028692699841500005	1.363494646482792e-05	0.289314212341836	0.330440010675745	7.90109230578528	0.003564978749991	0.0012021699000370001	0.00041807995501800003	0.7963109129268231	0.063999235800687	3.15782129545946
4320.0.	0.128953512983601	0.000632271063877	0.253010640604453	0.033053240355703	2.189803630948722e-06	1.3337559439103698e-06	0.000413208691007	0.30853124584138203	0.039452265447872004	0.0010404176506510002	0.6121277714422421	0.027872228557755	0.005043663419625	0.002328726970063	0.008000695577355001	0.0012086886754390002	0.000580382393258	0.0013181461405600001	0.005472479279864001	1.665945426934192	0.0020247373380880003	0.20205562519019202	0.00028000000000000003	4.8415540020548274e-05	0.000196688795074	2.440126520569334e-06	4.252049760541665e-05	1.5099423817323793e-05	1.461758785346583e-05	0.000174348470354	3.79949484723613e-05	8.683315224132736e-05	0.000127403760104	1.270539920259778e-06	0.00011665889277100001	0.262845070728291	0.000250224356787	1.1695505829231143e-05	0.28935774472360004	0.330480983905498	7.907834826426947	0.005697625570155	0.0012438214914290001	0.00072446232249	0.7940691638408871	0.063998679447447	3.139747908942039
4860.0.	0.13204716925589402	0.0005787537399950001	0.24109716825950803	0.043893240970710005	3.041651513471665e-06	2.123756454799319e-06	0.000533052143579	0.30844223905872903	0.039768826711322	0.0010357966925640001	0.61676675349231	0.023233246507688002	0.004918917197535001	0.0026659752523750004	0.009172370099499	0.001122191807837	0.0005412387739290001	0.0012732918083850002	0.004432155448996	1.665509302357492	0.0019358484616550002	0.20204076595491102	0.00028000000000000003	4.010516666135413e-05	0.00021265025419100003	2.675700658655254e-06	5.817135016296757e-05	1.645375183754138e-05	1.9676242342516232e-05	0.000188337808946	4.0796540089721807e-05	6.694552723589114e-05	0.00010384904070100001	1.035421429041257e-06	0.00011575141000200001	0.262696475617883	0.00023130060307300002	1.0679660309872202e-05	0.28941637595123204	0.330505814727495	7.9082473734907595	0.008446244926762	0.0012611861422130001	0.0011605732499300001	0.7911550553600191	0.063997893792488	3.12026262302252
