time	A20	A20_mRNA	BAR	BAR_Casp8	Casp3	Casp6	Casp8	FADD	FLIP	FLIP_mRNA	IKK	IKKa	IkBa	IkBa_N	IkBa_NFkB	IkBa_NFkB_N	IkBa_mRNA	NFkB	NFkB_N	PARP	PIkBa	RIP	TNFR	TNFRC1	TNFRC2	TNFRC2_FLIP	TNFRC2_FLIP_FLIP	TNFRC2_FLIP_pCasp8	TNFRC2_FLIP_pCasp8_RIP_TRAF2	TNFRC2_pCasp8	TNFRC2_pCasp8_pCasp8	TNFRCint1	TNFRCint2	TNFRCint3	TNFR_E	TNF_E	TNF_TNFR_E	TNF_TNFR_TRADD	TRADD	TRAF2	XIAP	XIAP_Casp3	XIAP_mRNA	cPARP	pCasp3	pCasp6	pCasp8
5400.0.	0.134535877914012	0.000522933580906	0.22856840578279103	0.05504206238621501	4.047471935340212e-06	3.185733946767904e-06	0.0006627091284940001	0.308384105922548	0.03985916493115	0.001017818962907	0.6193277892558791	0.020672210744119002	0.004695637532169001	0.002841567816155	0.009856384494306	0.001041541543418	0.000497899589247	0.001238734273119	0.0038633483721030003	1.664918365122378	0.001850466144002	0.202003599090108	0.00028000000000000003	3.55715876129707e-05	0.00022127833884000002	2.8084568917282682e-06	7.464681922894181e-05	1.71599164385919e-05	2.4936884346271563e-05	0.00019588818882400002	4.216575098996532e-05	5.339839434968955e-05	8.359270704791698e-05	8.331897866154731e-07	0.00011532373218700002	0.262548340967218	0.00022155054099000002	1.015255804638769e-05	0.289480869829691	0.33051934288650603	7.900932106557045	0.011834236572822001	0.0012635942721740002	0.0017514968783700002	0.787531621541901	0.063996837909902	3.100279466538705
5940.0.	0.136469488767581	0.00047324849528700006	0.21582314468491	0.06609911322339601	5.211970302746609e-06	4.56114010677105e-06	0.0008017675607250001	0.30835053301083504	0.039795307700304004	0.000995197207605	0.6207211837825101	0.019278816217488	0.004407561925825	0.002798491913575	0.010119011582259	0.000978159861613	0.000457636960849	0.0012128732733380002	0.003689963509292	1.664146982240948	0.0017714562062050002	0.20194498075472803	0.00028000000000000003	3.3120226848977646e-05	0.00022427406987500002	2.8601202845570883e-06	9.123037945897399e-05	1.736531993333542e-05	3.0192618251599955e-05	0.00019850277314400002	4.245971933646527e-05	4.4554542808592495e-05	6.761386863276976e-05	6.736411695549563e-07	0.000115136134067	0.262400437503282	0.00021651999584400001	9.881301285150536e-06	0.289546569192041	0.33052551670649805	7.884809677176795	0.015875963458121003	0.001259566541065	0.002522866195581	0.783170923725864	0.063995470890593	3.080503287601217
6480.0.	0.137947316517424	0.000434414150885	0.20314937747899903	0.07678414462753401	6.541280280698652e-06	6.291861656200353e-06	0.0009502923739610001	0.308335170722812	0.039647688320433	0.0009741627401740001	0.621478448447326	0.018521551552671	0.004104308555996	0.002584934694296	0.010081040756579	0.0009293232678700001	0.00042483784612900005	0.001189708627502	0.0037999351421020003	1.663168797631568	0.0016957328107800001	0.20186523352447502	0.00028000000000000003	3.179172260903147e-05	0.00022327911530200002	2.854544947230236e-06	0.00010740592478400001	1.722549999877878e-05	3.5296607726124404e-05	0.000197614004007	4.201027580744855e-05	3.894956498549809e-05	5.5731625881608367e-05	5.549800200547343e-07	0.000115070397078	0.262252652275332	0.00021391448290600002	9.742911798713664e-06	0.28961117519322005	0.33052717792158204	7.859055805712587	0.020580434537319	0.001255391988581	0.0035010372830630004	0.7780505409725421	0.063993751457945	3.061423879976637
7020.0.	0.13908811816032102	0.00040807338618100005	0.190737816378994	0.086920525005529	8.043356148315367e-06	8.420722911508532e-06	0.001108726087191	0.308332577990848	0.039477572107283004	0.0009584922731380001	0.6218950955743	0.018104904425697	0.003839999281015	0.00230887596198	0.009862430741065001	0.0008908972469720001	0.000401403859151	0.0011638759418950001	0.004082803454403	1.6619564947894472	0.001621738784188	0.20176404426961703	0.00028000000000000003	3.1061207617849365e-05	0.00021965310214100002	2.812740195764607e-06	0.000122855276279	1.6873867503738545e-05	4.015715114143457e-05	0.00019440047943200002	4.108468382223804e-05	3.546929621972624e-05	4.726625637197319e-05	4.704300589221615e-07	0.00011506695178100001	0.26210492839722804	0.00021255466984900002	9.673182748729207e-06	0.289673597419144	0.33052622684967603	7.823023151865774	0.025953888135065002	0.001255060566198	0.004713326645478	0.7721510784371851	0.063991637464445	3.043348073168567
7560.0.	0.140007570040307	0.00039349274372100005	0.178703653780204	0.09641088668406701	9.72839208028732e-06	1.0992099974646262e-05	0.0012778373277070002	0.30833850485956404	0.039333671059384005	0.0009497258406860001	0.622131370252695	0.017868629747303	0.0036512004685720005	0.002065142208895	0.009575837028517001	0.000862736346511	0.000387233819373	0.00113483234302	0.004426601278109001	1.660481500447701	0.0015531456191230002	0.20164053812913002	0.00028000000000000003	3.0646457202383006e-05	0.00021441955946100002	2.750955240088586e-06	0.00013742179224200001	1.641131467281228e-05	4.4726088665200844e-05	0.000189747176285	3.9879475109634464e-05	3.3336323304277454e-05	4.142596371624819e-05	4.120942704443348e-07	0.00011509547284700001	0.261957236917852	0.000211835031021	9.63889957101989e-06	0.289733361550898	0.330523871961705	7.776168789219623	0.032001651315077005	0.0012603978933710001	0.006188307549575001	0.7654543429830001	0.063989085277834	3.026443627355156
8100.0.	0.14080177823175202	0.00038814865342500003	0.167108308852248	0.105213481297472	1.16093248209802e-05	1.405266111437155e-05	0.0014587029876490002	0.308349832272905	0.039250347477723005	0.0009474057258210001	0.6222732976499641	0.017726702350034002	0.003544660300233	0.0018976359188560001	0.009316375355838001	0.0008459354560790001	0.00038065036808900004	0.0011068436223640001	0.004730852194102001	1.658713621828043	0.0014969121059420002	0.201493383262104	0.00028000000000000003	3.0396630214787262e-05	0.00020829682847800003	2.6805199876184346e-06	0.000151064078362	1.5906707598633323e-05	4.898606278439289e-05	0.00018427647161700002	3.852981730864823e-05	3.2036362917681926e-05	3.7493581496716374e-05	3.7281731623579796e-07	0.00011514044912600001	0.261809563032231	0.00021144480903500002	9.622988921971952e-06	0.289790305060379	0.330520852019	7.717987707579596	0.038729547361329004	0.001271232069926	0.007956172773512	0.7579419298770721	0.063986049042448	3.010780918946647
8640.0.	0.141537355030565	0.00038861443338500005	0.155977580404028	0.113322743899864	1.3702460546418261e-05	1.7652262763811973e-05	0.001652714018187	0.308364374421145	0.039246880657161004	0.000949703066218	0.6223669004911611	0.017633099508836	0.0035030178243950004	0.0018062557109250002	0.009140000956282	0.000839106858668	0.00037909672141900005	0.001084955403969	0.004935943061023001	1.656620602758652	0.001458079832099	0.201320871300208	0.00028000000000000003	3.023121723486133e-05	0.00020176083225100002	2.6085132610345287e-06	0.00016381252117900002	1.540212166754103e-05	5.293928571326975e-05	0.000178404566499	3.71238028469279e-05	3.1241065785476934e-05	3.4892854851995585e-05	3.4684736676514036e-07	0.00011519392947300001	0.26166189915332805	0.000211224547263	9.61668424083235e-06	0.28984442116284803	0.33051760245814404	7.647957931112359	0.04614501904091001	0.0012859652946050001	0.010049178488978001	0.7495940630283661	0.06398247978655901	2.9963667332619552
9180.0.	0.142250200293423	0.00039165327026800004	0.145315283202754	0.12075485312045801	1.602825345013952e-05	2.184504030957244e-05	0.0018616014179540002	0.30838065536709103	0.039328763102595005	0.000954381315014	0.622436640007863	0.017563359992135	0.0035000497907600003	0.0017707718421450002	0.009055848280996	0.0008385121557000001	0.000380031255756	0.0010713240833640002	0.005034321429760001	1.654167579385138	0.001436511418801	0.20112095856186302	0.00028000000000000003	3.0107486850036866e-05	0.000195111074969	2.5387693130092417e-06	0.00017573435481600002	1.4919696650212041e-05	5.6598812420288855e-05	0.000172398659137	3.571618670874515e-05	3.0746055395699977e-05	3.319296066554463e-05	3.29882271637726e-07	0.000115251833764	0.26151424138968504	0.00021109241651300002	9.61545596099522e-06	0.289895778945493	0.33051436968227704	7.565508309650608	0.054258073308828	0.0013025117809220001	0.012502188550233	0.7403885896618251	0.063978324336837	2.983169110319386
9720.0.	0.142952081193175	0.000394985739532	0.135112718496016	0.127537799832617	1.861226546598528e-05	2.6690739958735765e-05	0.0020874830278240003	0.308397710512384	0.039491173578934	0.0009596075392450001	0.622495281860008	0.01750471813999	0.003513056519337	0.0017682150479630002	0.009041466999996	0.0008403490980600001	0.000381586550237	0.0010648526686750002	0.005053336870318	1.651316413292537	0.0014278408823390001	0.200891268194475	0.00028000000000000003	3.0003161826936505e-05	0.00018852686469900002	2.4729350728828635e-06	0.00018690922030500001	1.4468406899486052e-05	5.9982486856067935e-05	0.000166424141992	3.4339389654661474e-05	3.0426655655513904e-05	3.208721339050184e-05	3.188580991384384e-07	0.00011531206694700001	0.26136658774485805	0.00021100640626700001	9.616936065122146e-06	0.28994448259730804	0.33051128567179805	7.470011279098401	0.06308212539099001	0.001319114573157	0.015353341372111001	0.730300055628039	0.063973523994044	2.9711343299361683
10260.0.	0.14364058706086902	0.00039745907100200003	0.12535483188664	0.13370499658916601	2.1486363642974952e-05	3.2256349495303924e-05	0.0023329334971220004	0.30841492919227503	0.039723363954492004	0.0009642900896300001	0.622549272583791	0.017450727416207002	0.0035277216542630003	0.0017802928447570002	0.009065331749467	0.0008421923467820001	0.00038275482424000005	0.0010629203251870001	0.005029560919286	1.648024875072339	0.0014264424652490001	0.200629057288248	0.00028000000000000003	2.9907002269652016e-05	0.000182109816207	2.4113749629538768e-06	0.00019741461913300003	1.4049647291773311e-05	6.310924155244842e-05	0.00016057947163000002	3.301145016804613e-05	3.0208156642246635e-05	3.1365047819164503e-05	3.11670256658458e-07	0.000115373552574	0.261218937194761	0.00021094492834400003	9.619874965009475e-06	0.289990650695281	0.33050841509683804	7.3607905837337775	0.072634805391472	0.001334706986912	0.018644866362991	0.719298800456591	0.063968012912613	2.960197840749216
10800.0.	0.14430797551892102	0.00039878476994700005	0.116024000047068	0.139291400804387	2.469025415764021e-05	3.8618108329334505e-05	0.0026010811712380002	0.30843193815491704	0.04001246442509	0.0009680099081150001	0.622601741844752	0.017398258155246	0.0035375418468020004	0.001795198573174	0.009101834033825001	0.0008430549607790001	0.00038321611622500003	0.0010630170078140002	0.004992099057552	1.644245641404631	0.001427721791584	0.20033115212521202	0.00028000000000000003	2.98135540215963e-05	0.000175913444923	2.353820964125521e-06	0.000207319000143	1.3661151320938514e-05	6.599716256605883e-05	0.00015492030912100002	3.1741427409507214e-05	3.0046537774380704e-05	3.0885934839410364e-05	3.069135574942525e-07	0.00011543573702600001	0.261071289214356	0.000210896868573	9.623616820784119e-06	0.290034405770333	0.33050578432092104	7.237130876152694	0.082938777463283	0.001348870068462	0.02242408684266	0.70735002286405	0.06396171610431	2.950290920660706
11340.0.	0.14494676828549502	0.000399148430992	0.10710226253779001	0.14433127715976202	2.8273500049694935e-05	4.586401355193452e-05	0.0028957376409880003	0.308448519261458	0.040345947446538	0.000970776984426	0.622654187065239	0.017345812934759	0.0035412030926900004	0.0018069921225020002	0.009136061846934001	0.000842849651236	0.000383046484374	0.001063463496517	0.0049576297992920005	1.6399250524607751	0.001428913705046	0.199993851873178	0.00028000000000000003	2.9720205096215154e-05	0.00016996257879000001	2.299769284264943e-06	0.000216679725424	1.3299340928584852e-05	6.866268926873414e-05	0.000149475612181	3.05329395375533e-05	2.9916248632797344e-05	3.0558238021850345e-05	3.036713450610212e-07	0.00011549833508100001	0.26092364353476905	0.00021085648512	9.627829790956219e-06	0.29007586913643	0.33050339883469104	7.098281053960255	0.09402260867402001	0.00136160814342	0.026744662639624002	0.694412779193413	0.06395454695005001	2.941344522139619
11880.0.	0.14555215181897002	0.000398891259513	0.09857261183757601	0.14885694949393202	3.229822801962062e-05	5.4096990399889547e-05	0.0032215683269210004	0.30846455337656503	0.040712765187267005	0.0009727909444090001	0.62270739184899	0.017292608151008002	0.0035399726870610003	0.0018139714660630002	0.009162324634173	0.000841867440422	0.00038246888749700006	0.0010634361226640001	0.004932376344710001	1.635001553483707	0.001428856633355	0.19961279732348003	0.00028000000000000003	2.9625583112497773e-05	0.00016426555444200002	2.2486844812729967e-06	0.000225543577594	1.2960518771708742e-05	7.112043636935434e-05	0.000144258122995	2.9386428437798273e-05	2.9802605210390836e-05	3.032334212101065e-05	3.0135708206879866e-07	0.00011556119932200001	0.260776000018618	0.00021082079255	9.632362302802062e-06	0.29011515840963203	0.330501253461013	6.943449210537179	0.105921711853659	0.001373119406934	0.031668148510820004	0.6804388893029271	0.063946404052497	2.9332913524323923
12420.0.	0.14612224218213302	0.00039832410600900006	0.09041975902738901	0.15289810340579602	3.6842812906687965e-05	6.343896746838208e-05	0.0035843156081030005	0.30847998320338305	0.041103554625355004	0.000974279855828	0.6227618958127621	0.017238104187236	0.0035358594032690004	0.0018168317334800001	0.009180649108688	0.000840460245228	0.000381701552245	0.001062709045458	0.004916185903833001	1.629403713081394	0.001427405892357	0.19918279695103702	0.00028000000000000003	2.9528737005458574e-05	0.00015882165163900002	2.200083143534875e-06	0.00023394823888000003	1.26413498102146e-05	7.33832966550388e-05	0.00013927109886400002	2.8300585104140475e-05	2.969715020299109e-05	3.0144325388419725e-05	2.996012162771419e-07	0.000115624253111	0.260628358596032	0.000210788220568	9.637164036804396e-06	0.290152386397635	0.330499338145182	6.771790557842608	0.11867937128056401	0.001383637717462	0.037265975848153006	0.6653717393881341	0.063937167190546	2.926066888241298
12960.0.	0.14665733598000902	0.000397654818924	0.08263064170383001	0.156481361663054	4.200695748884054e-05	7.403619955015634e-05	0.003991089524218	0.308494789278269	0.041510343798524	0.0009754211981420001	0.6228182132144661	0.017181786785532	0.0035306048274270003	0.001817149782494	0.00919358634505	0.000838898523714	0.000380893860543	0.0010613711302080002	0.004906148078027001	1.623047667099713	0.0014248850222230002	0.19869759733424402	0.00028000000000000003	2.9428757169688212e-05	0.000153625532991	2.1535543428320013e-06	0.00024192388134	1.2338974900303343e-05	7.546263244075836e-05	0.000134512574563	2.72732325431845e-05	2.9594885266862113e-05	2.9998171990533286e-05	2.981733550375778e-07	0.000115687456184	0.26048071923180804	0.000210757926343	9.642242212339439e-06	0.290187660683541	0.330497641123118	6.582390700916948	0.13234783652474702	0.0013933526108330001	0.04362200880561801	0.6491449947234681	0.063926692034768	2.919609764547928
13500.0.	0.14715893287339102	0.00039698569451400006	0.075194839021349	0.159629962395877	4.7918789209240404e-05	8.606633185141631e-05	0.004450744600273	0.30850897481920503	0.041926076990347005	0.0009763211813730001	0.6228769242517971	0.017123075748201003	0.0035253122696320004	0.001816437352468	0.009204104772729	0.00083733481078	0.00038011849321700005	0.0010596159305650001	0.004898948348604	1.6158337740996611	0.001421715594277	0.19814957806670502	0.00028000000000000003	2.9324617243284542e-05	0.000148669858905	2.108753160585041e-06	0.000249494499859	1.205096937743921e-05	7.736846537285675e-05	0.000129978024305	2.6301862603015412e-05	2.9492659708686013e-05	2.9870578035519955e-05	2.969303294054172e-07	0.000115750786997	0.26033308190855303	0.0002107294419	9.647638364031313e-06	0.290221083557525	0.330496150588306	6.374246469031927	0.146989429046536	0.0014023862082720002	0.050835888822093	0.63168127668352	0.06391480313282001	2.913861802072344
14040.0.	0.14762893660790602	0.00039634222120400004	0.068104995361579	0.162363437226431	5.474492147674028e-05	9.974792737456686e-05	0.004974363745043	0.30852255637241205	0.042344135057296006	0.000977025406351	0.6229387133988821	0.017061286601116003	0.003520463729551	0.0018157342162500002	0.009214550403632001	0.0008358201225020001	0.00037939021039500004	0.001057619913394	0.004892013220097	1.607642175601764	0.0014182270769250002	0.19752934150783502	0.00028000000000000003	2.9215107607755464e-05	0.000143946812223	2.0653863622546707e-06	0.000256678897084	1.1775256941519591e-05	7.910963153606074e-05	0.00012566199952900002	2.538395494892439e-05	2.9388251799389733e-05	2.9752574988754603e-05	2.957824131206335e-07	0.00011581423365500001	0.260185446618041	0.000210702493289	9.653417623531925e-06	0.290252752119218	0.330494855541388	6.146246175807083	0.162677533449387	0.001410801508863	0.059027474376922004	0.612890932960627	0.06390128444692801	2.908767826589592
14580.0.	0.14806916193563102	0.00039570740748500003	0.061357313522885	0.16469722934330902	6.270495769118502e-05	0.00011535353210700001	0.005575868765132001	0.3085355581695	0.042757914251654004	0.000977540283297	0.623004396247248	0.016995603752750003	0.003516107726336	0.001815568229498	0.009226372273498	0.000834339304534	0.00037869089263900004	0.001055491827695	0.0048838000615180005	1.598326813972339	0.0014145973734460001	0.196825153125072	0.00028000000000000003	2.9098788322814604e-05	0.000139448980167	2.0231980413393586e-06	0.00026349135136700003	1.1510023695944892e-05	8.06938951229248e-05	0.00012155912510000001	2.4517161882979013e-05	2.9279847411532346e-05	2.96383801968905e-05	2.946718086552408e-07	0.00011587778926500001	0.26003781335677	0.000210676907813	9.659665980428894e-06	0.29028275846039103	0.33049374622856104	5.897151302729434	0.17949721649421702	0.0014186221279520001	0.068342823103663	0.5926711626797341	0.063885866374379	2.904275364805555
15120.0.	0.148481116096726	0.000395048678845	0.054952143864025006	0.166642227174185	7.20928029263605e-05	0.00013322791194700002	0.00627276617005	0.30854800881565403	0.043160453813319004	0.0009778529850190002	0.623074956316916	0.016925043683082	0.0035120702587720003	0.001816092485258	0.009240274301113	0.0008328452469550001	0.00037799002533200004	0.0010532673748830002	0.004873616362029	1.587707244129368	0.0014108671612710001	0.196022165580667	0.00028000000000000003	2.8973924171999313e-05	0.000135169865398	1.981956876238841e-06	0.000269942027321	1.1253641936926891e-05	8.21280220986565e-05	0.00011766471145	2.3699414319730933e-05	2.916573244843367e-05	2.952404771023045e-05	2.935591394057884e-07	0.00011594144954400001	0.25989018212368004	0.00021065256637600003	9.666493017688232e-06	0.29031118988195104	0.330492814404723	5.625582577287246	0.19754499441945503	0.0014258513449890002	0.078962380084208	0.5709059883828811	0.06386820762522401	2.900334259068375
