time	s1	s10	s11	s12	s13	s14	s15	s16	s17	s2	s3	s4	s5	s6	s7	s8	s9
0.0.	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6469779601696877e-23	0.0	0.0
0.0.3.0	0.6551548100133541	0.500457747367208	0.666675965758283	1.469006015940674	2.143164183543585	0.26963968195042604	0.5599090239105661	0.21931623057562502	0.158105720464414	48.012862904236066	14.556262521221417	0.6708877252656691	12.770143519077418	7.2673470422114494	0.195472889790058	5.723178124496649	4.162415894177092
0.0.6.0	0.4542838468736	1.064107943342827	0.670811516013817	1.429712149340463	2.080290854176734	0.270019678209993	0.517741288149814	0.21756609205218103	0.159811189733471	35.36604016736104	27.406072815969377	0.731605154369097	12.624864054344387	7.150186253046235	0.17817449235840802	5.813693798276188	3.865018706382376
0.0.8999999999999999.0	0.437368123006998	1.5934211643076681	0.673348226645854	1.38929244387255	2.016248696758223	0.26978029574810103	0.47872933413747903	0.21538509886947002	0.161129049816848	26.344664124886506	36.610391756523946	0.6909214660088361	12.456592999480808	7.021890843458673	0.16247839938687703	5.890122721882255	3.588235255208917
1.0.2.0	0.41955839893601	2.091304161164747	0.675096848005684	1.349508391226422	1.9535831845476412	0.269251615010202	0.443184252522268	0.21304346650605102	0.162250088633865	19.930524511292383	43.224607787975025	0.6531641945680591	12.281058293994924	6.891380149391329	0.14841880969357302	5.9593051957580645	3.334760650773748
1.0.5.0	0.40545174121117705	2.560414311837836	0.676169230133285	1.310534838916944	1.892521056889689	0.26847969510678704	0.41082411366116506	0.210578267454215	0.163200096612506	15.361041737924623	47.99406909309397	0.6257399829657581	12.100369134388805	6.759789928207987	0.13583092827898102	6.022138232966554	3.102847610349741
1.0.7999999999999998.0	0.39452411415898603	3.003250142480933	0.6767215893164451	1.272640156053878	1.833426482729093	0.267528296442544	0.38143595216033305	0.20804062918822602	0.164015522604042	12.102353883339864	51.44765501387783	0.6065336385150011	11.917447652119359	6.628715706150618	0.12458320155856101	6.079909906627823	2.891218112676473
2.0.1.0	0.38594147045505606	3.422161907122568	0.676875295963358	1.236007865701657	1.776540326398212	0.266446741718878	0.354802049571146	0.20546943543974402	0.16472474632269402	9.775828780721811	53.96143743564945	0.5932368663129121	11.734494304324091	6.499336782260041	0.11455012768747601	6.133623797474334	2.698522066876596
2.0.4.0	0.37905902608712805	3.819339466957702	0.6767192985758751	1.200745149565329	1.721992869303551	0.26527097811848	0.33070195906898303	0.20289232662258702	0.165348609157511	8.112360043828824	55.80296133536719	0.584121986092049	11.553049065751004	6.372453382793215	0.105612082131932	6.184016536786697	2.5233558837919583
2.0.6999999999999997.0	0.373411470949329	4.196806652438119	0.676318573461653	1.166904309881879	1.669835388362421	0.26402707052795804	0.308919457997267	0.20032866579327302	0.16590237697321802	6.9206186489460855	57.1626180545237	0.5779523982303131	11.374166780190393	6.248588534861969	0.097656960563374	6.231627284487896	2.364317371811164
3.0.	0.368666078891954	4.556422228340618	0.675720872457484	1.134499655698675	1.620064955977638	0.262733986540791	0.28924745602436003	0.19779189505430603	0.16639730996874802	6.06456265574658	58.175938901217116	0.573849126637446	11.198556277822417	6.128068713837872	0.09058116573172101	6.27685339117757	2.22004532887471
3.0.3.0	0.36458500643547503	4.899885300264858	0.6749616060840541	1.103519632001508	1.5726422208642732	0.261405611511534	0.27149091034535	0.19529123913347501	0.16684179889310502	5.4474565924385665	58.939444000263265	0.571188323827514	11.02668089601804	6.011082050385452	0.08428995931006	6.319990690053357	2.089244162170113
3.0.5999999999999996.0	0.36099800596264203	5.228743428510491	0.674067329285158	1.073935405049723	1.527503963976271	0.26005218697555105	0.255468324816718	0.19283292075756	0.167242176046003	5.000510921759037	59.52191041594277	0.569527574031902	10.858830152685528	5.89771977985024	0.078697382845285	6.361262253393076	1.970697778112037
3.0.9.0	0.35778296741478804	5.544402237928636	0.67305822548541	1.045706912928125	1.4845719193295221	0.258681335764786	0.24101229584541903	0.190421026185099	0.16760329314382702	4.674805269499831	59.97238371883128	0.568553410574805	10.695170750901834	5.788005688642947	0.073725908972645	6.40083887902253	1.8632761595285152
4.0.2.0	0.354852072671033	5.848135702792649	0.671949877270401	1.018787114541008	1.443758942006681	0.25729879277207	0.22796943428564	0.188058121602994	0.167928933154972	4.435546195431205	60.325874241876164	0.5680439963903771	10.535782866037273	5.681917016058728	0.069305935188034	6.438853687259672	1.7659370706611082
4.0.5.0	0.352141945861745	6.141096562408727	0.670754529469979	0.993124960033231	1.404973295159424	0.25590892626447503	0.21619989240259901	0.18574569225679102	0.16822210400280802	4.257984680550045	60.60740725614784	0.567842593243819	10.380685962366654	5.579399279372838	0.065375196158043	6.475412527579996	1.677724596720991
4.0.8.0	0.34960664568682803	6.424326515717383	0.6694819910498131	0.968667454543326	1.368121604750542	0.25451511014947803	0.205576653735136	0.18348445544736103	0.16848524821392002	4.124513596664573	60.83490283262253	0.5678387019697431	10.229857160694117	5.48037677786328	0.06187814501566401	6.510601403944634	1.59776570193167
5.0.1.0	0.34721267879707	6.698765976607122	0.6681402799352001	0.9453610796303	1.333110871965908	0.253119990153965	0.19598469350255102	0.18127458376063102	0.1687203927475	4.022604089290621	61.02122364137528	0.567954656350797	10.083244305926307	5.384760024307051	0.058765336330767005	6.544491778574587	1.525265620744352
5.0.3999999999999995.0	0.344935450485826	6.965263263320239	0.666736084819423	0.923152760223211	1.299849820295311	0.251725674469585	0.18732008199354003	0.179115864394971	0.168929256241957	3.94333839091775	61.17563117007909	0.5681360941174001	9.940775262915738	5.292450991834164	0.055992831192810004	6.577144365622794	1.459502637076197
5.0.7.0	0.342756737620925	7.224583157603289	0.665275096626186	0.9019905105586801	1.268249773996794	0.25033387059614903	0.17948907877191803	0.177007812983101	0.16911332593760903	3.880366671239824	61.30482133443232	0.5683451842478591	9.802364527596461	5.203346807569835	0.053521636463945005	6.608611849618155	1.399822624136971
6.0.	0.34066288868174704	7.477414810927708	0.6637622470912551	0.8818238539081851	1.238225207587922	0.248945983841854	0.17240724842562802	0.17494975499530802	0.169273912995193	3.8291653610038052	61.413661035413064	0.5685558137337291	9.667917926638909	5.117342342141135	0.051317184595473006	6.638940838000418	1.345633590018676
6.0.3.0	0.338643541039127	7.7243790023971055	0.662201881116914	0.862604083410566	1.209694065440032	0.24756318847857903	0.16599861676596803	0.172940884034777	0.169412192413386	3.786509812763592	61.505712084606316	0.568750167312009	9.537335955711894	5.034332014455788	0.049348856630541005	6.668173267786186	1.296400385637239
6.0.6.0	0.33669070624442904	7.966034770260337	0.660597881864596	0.8442844117854631	1.1825779217176011	0.246186479378479	0.160194878288301	0.17098030365059202	0.16952923195902	3.750099348371266	61.583603940445144	0.5689162974221731	9.410516147758672	4.9542110389516125	0.047589548562777	6.69634742292053	1.251639670419036
6.0.8999999999999995.0	0.33479811720156805	8.202885449363503	0.658953762083566	0.826820043813515	1.156802030413028	0.24481670970229202	0.1549346602253	0.169067057384287	0.16962601325099802	3.718290649410836	61.64929893967987	0.569046398067525	9.287354749842967	4.876876276940744	0.046015279676772006	6.723498673721564	1.210915189221683
7.0.199999999999999.0	0.33296076174612504	8.435384152581735	0.6572727312849831	0.8101681955962751	1.132295300665958	0.243454618605411	0.150162844874057	0.167200150407567	0.169703447233906	3.68990817732471	61.70428108283344	0.5691355790290781	9.167747906857665	4.802226807036285	0.044604840575399006	6.749660017717439	1.173833385630001
7.0.5.0	0.33117454894938103	8.663938736805049	0.655557745604882	0.794288077591895	1.108990222211517	0.24210085178654	0.145829949504412	0.16537856514266802	0.169762385633512	3.664109360780254	61.74969045614067	0.5691809957238141	9.051592493296777	4.730164296478791	0.043339478099948	6.774862478338692	1.1400393579112391
7.0.8.0	0.32943606996177904	8.888916294483767	0.653811545232144	0.7791408534363451	1.086822758454626	0.24075597689201003	0.141891561665649	0.163601272569514	0.169803629528465	3.640288722507709	61.78641899068257	0.569181231833211	8.938786693676215	4.660593231585176	0.042202614131703	6.799135401684859	1.109213151674299
8.0.1.0	0.32774242622988803	9.110647210814168	0.6520366828777411	0.764689583017347	1.065732219451284	0.239420495211174	0.138307826826224	0.16186724043477302	0.16982793584671202	3.618009692600606	61.815178722188726	0.569135861569324	8.829230403291142	4.59342104875706	0.041179595230085006	6.8225066800281535	1.081066375625624
8.0.4.0	0.32609110575727	9.329428824880958	0.650235545765515	0.7508991557521031	1.045661123376384	0.238094850687311	0.135042984812165	0.16017543922986402	0.169836022363333	3.596956107717107	61.836550489135384	0.5690451395896721	8.72282550043238	4.5285581955425815	0.040257470145562003	6.845002922494374	1.055339122318054
8.0.7.0	0.324479893652628	9.54552873082443	0.6484103729157561	0.7377362182335601	1.026555052433006	0.23677943697587	0.132064951318229	0.15852484655721802	0.16982857161153803	3.576897707969212	61.851018713262704	0.5689097816041201	8.619476026545827	4.465918142746624	0.039424792398695	6.866649587509514	1.031797173441094
9.0.	0.322906807172248	9.759187752607678	0.6465632689881321	0.7251690991424811	1.008362507298957	0.23547460307358	0.129344940756659	0.15691445032766901	0.16980623400109301	3.557665587271094	61.858996275988154	0.568730809403385	8.519088300395298	4.405417362534773	0.038671445308687005	6.887471087434884	1.01022946829525
9.0.299999999999999.0	0.32137004828307203	9.970622623383864	0.6446962155910141	0.7131677334239761	0.9910347628910561	0.23418065789354603	0.126857126815544	0.15534325110614902	0.16976963035480902	3.539134721727382	61.8608423448118	0.568509441636022	8.421570984864898	4.346975283169568	0.037988487064504	6.907490872847177	0.990445814135643
9.0.6.0	0.31986796877835905	10.180028397910613	0.642811080708095	0.7017035870907581	0.9745257272988591	0.232897874055733	0.12457833727677001	0.15381026383331	0.16971935401413402	3.521211531624707	61.85687517948157	0.5682470170616261	8.32683511974554	4.290514227949958	0.037368013645339	6.926731501806811	0.9722748177178401
9.0.9.0	0.31839904440486905	10.387580623994861	0.6409096267105331	0.6907495835653681	0.958791805085324	0.23162649108678202	0.122487779861235	0.15231451908676202	0.169655972622403	3.503825023392735	61.84738136157204	0.5679449408474361	8.23479413007757	4.235959343739863	0.036803037606043004	6.945214697951649	0.9555620183945541
10.0.2.0	0.31696185547592504	10.59343729661672	0.638993517292603	0.680280032156079	0.9437917656926351	0.23036671816932702	0.12056679610536002	0.150855064000048	0.169580029664006	3.486920477946835	61.83262247437831	0.567604647204978	8.145363816928803	4.183238522914108	0.036287380941873004	6.962961400179006	0.9401682043334031
10.0.5.0	0.315555072167566	10.797740616197082	0.6370643235757021	0.67027055903776	0.929486617370554	0.229118736542503	0.11879864051403001	0.14943096292486402	0.16949204581607702	3.470454950469026	61.81283996368943	0.5672275736036101	8.058462335564553	4.132282321439377	0.035815580432460005	6.9799918059120465	0.925967894743389
10.0.799999999999999.0	0.31417744320956403	11.00061857044985	0.635123529559072	0.66069804095244	0.91583948682195	0.227882701627856	0.11716828247196401	0.148041297898714	0.16939252015387002	3.4543940590171682	61.78825869928117	0.5668151431770081	7.974010164590892	4.0830238750155115	0.035382804035891	6.996325409398787	0.912847972338321
11.0.1.0	0.312827787049671	11.202186357398059	0.6331725370479241	0.6515405417351781	0.9028155046070091	0.22665874493512803	0.11566222862239602	0.146685168963502	0.16928193123989402	3.438709690321129	61.75908960711537	0.56636875291905	7.891930068667828	4.035398814636594	0.034984777059787	7.011981036099897	0.9007064515816061
11.0.4.0	0.311504984830624	11.402547665428639	0.631212670155471	0.6427772516954641	0.8903816962437211	0.225446975788295	0.114268363635784	0.14536169436853702	0.16916073811895502	3.423378358465472	61.725531635659294	0.565889765962306	7.812147056682841	3.9893451825272392	0.03461771697753	7.026976873940615	0.8894513695192361
11.0.7.0	0.310207974705678	11.60179582470742	0.629245179450802	0.6343884298328191	0.8785068788730921	0.224247482901996	0.11297580749015601	0.144070010682806	0.16902938123555702	3.4083800284806	61.68777324393954	0.565379506727649	7.734588336767299	3.944803349120281	0.034278275885030005	7.041330502000304	0.8789997871989971
12.0.	0.308935747151284	11.800014842864208	0.6272712458067891	0.6263553488306131	0.867161563312942	0.22306033583119203	0.11177478756818601	0.142809272835126	0.16888828328597502	3.393697271133248	61.64599354502669	0.564839258085389	7.659183269172495	3.901715931535422	0.033963489707453005	7.055058917068065	0.8692768907849271
12.0.299999999999999.0	0.30768734103045103	11.997280336578001	0.625291983989395	0.6186602427494491	0.856317861296736	0.22188558631153402	0.11065652404414501	0.14157865409626	0.168737850014392	3.379314653796531	61.60036320028863	0.564270259918507	7.585863317757352	3.860027713870052	0.033670733367294	7.068178558387829	0.8602151825034481
12.0.6.0	0.306461840228107	12.1936603695346	0.623308446020416	0.611286257327145	0.845949397678539	0.22072326950405202	0.10961312718704301	0.140377346013794	0.168578470960281	3.365218299720811	61.55104513245594	0.563673708656182	7.514562000647739	3.8196855695073912	0.033397681215952005	7.080705330840363	0.8517537525016481
12.0.9.0	0.30525837072839	12.389216206182354	0.6213216243388691	0.604217402784017	0.8360312273782361	0.21957340515492402	0.108637505345353	0.139204558308154	0.16841052016268002	3.351395567541273	61.49819510611794	0.5630507574720951	7.445214840487435	3.780638385570825	0.033142272111782	7.092654626754297	0.843837623561388
13.0.2.0	0.30407609803858204	12.584002989767745	0.619332454781209	0.5974385090279121	0.8265397568398901	0.21843599867899502	0.10772328250456101	0.138059518736353	0.16823435682583202	3.337834816736803	61.44196221043787	0.5624025169315731	7.377759314597809	3.742836989598633	0.032902678599264004	7.104041346497584	0.836417161399382
13.0.5.0	0.30291422488943304	12.778070352280867	0.6173418193968391	0.5909351831520581	0.817452669778806	0.21731104217414302	0.10686472442247201	0.13694147292875802	0.168050325949816	3.32452523462612	61.382489269027246	0.5617300559353371	7.312134805287759	3.706234078474075	0.032677279707512004	7.114879917970913	0.829447543997848
13.0.799999999999999.0	0.30177198915965303	12.971462963173689	0.615350549112578	0.584693769119439	0.8087488569981871	0.21619851537241902	0.10605667244963701	0.135849684203135	0.167858758929144	3.311456707508939	61.31991319490107	0.5610344028527561	7.248282550498795	3.670784149617638	0.032464636942666006	7.125184315102297	0.8228882840579671
14.0.1.0	0.30064866198536705	13.16422102302309	0.6133594262576291	0.578701309529294	0.800408350063179	0.215098386532998	0.105294484234509	0.134783433359513	0.167659974121831	3.298619723555586	61.25436530343311	0.560316546769541	7.186145594928105	3.636443434428121	0.032263473098494005	7.134968075425269	0.816702799254379
14.0.399999999999999.0	0.29954354602479305	13.356380707688473	0.611369186958977	0.572945509364152	0.7924122586281781	0.21401061328126	0.10457398059582801	0.13374201845879902	0.16745427739107602	3.286005298603066	61.185971592660096	0.5595774387975541	7.125668741740238	3.6031698339448273	0.032072653553642	7.144244316810429	0.8108580254986141
