time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
810.0.3000000000001.0	10.007856018998167	3.202147521235835e-05	540.5036302069415	0.0029748395588100004	1000.4309276676604	449.91643458068603	0.012508988786250001
832.0.2.0	10.00776175984111	4.0706045958235406e-05	540.5014692459092	0.0037816464329740005	1000.4294879258181	449.91643456758806	0.015901568331698
854.0.1000000000001.0	10.007640742136607	5.174564952817962e-05	540.4986834960912	0.004807237484984001	1000.4276177801107	449.91643455874754	0.020214132456616
876.0.0000000000001.0	10.007485910370347	6.577871103916482e-05	540.4951099638789	0.006110922138560001	1000.4252071278801	449.9164345527805	0.02569608198223
897.0.9000000000001.0	10.007288265596237	8.361660302463444e-05	540.490540439103	0.007768076121299001	1000.4221149461773	449.91643454875305	0.032664381183609
919.0.8000000000001.0	10.007036345474722	0.00010629042057100001	540.4847094346837	0.009874486466872001	1000.4181611030814	449.91643454603474	0.041521831858898
941.0.7.0	10.006715563496792	0.00013511036053	540.4772788448288	0.012551867159167	1000.4131159300457	449.9164345442	0.052780272127454
963.0.6000000000001.0	10.006307370025786	0.00017174107234	540.4678184478837	0.015954858087304	1000.4066869600314	449.91643454296155	0.06709001610304301
985.0.5000000000001.0	10.005788188046465	0.00021829723003300003	540.4557811491173	0.020279901807989	1000.3985020783281	449.91643454212567	0.08527719552368
1007.0.4000000000001.0	10.00512806438515	0.000277464676935	540.4404715697193	0.025776494809449	1000.3880881351531	449.9164345415614	0.108391095533788
1029.0.3000000000002.0	10.004288962163539	0.000352653864576	540.4210062279178	0.03276143695287	1000.3748438220804	449.9164345411806	0.13776411298305202
1051.0.2.0	10.00322260184048	0.00044819399904800003	540.3962631111995	0.041636859471807	1000.3580053074348	449.91643454092355	0.175087628104852
1073.0.1000000000001.0	10.001867735853681	0.0005695783788380001	540.3648178883892	0.052913003544137006	1000.3366027469165	449.9164345407502	0.222507891967055
1095.0.	10.000146715162701	0.0007237739126050001	540.3248633395639	0.067236952929351	1000.3094053222022	449.9164345406331	0.28274701459753704
1116.0.9.0	9.997961174736691	0.0009196107845580001	540.2741077748465	0.08542879903592701	1000.2748518999582	449.9164345405541	0.359255309128698
1138.0.8000000000002.0	9.995186629580239	0.0011682716963320001	540.209647260437	0.108527035317297	1000.2309637375321	449.91643454050075	0.45640260998666204
1160.0.7.0	9.99166573460417	0.0014839039967810001	540.1278053752469	0.137845333804723	1000.1752348881176	449.91643454046476	0.5797177165884021
1182.0.6000000000001.0	9.987199923636059	0.0018843821293860002	540.0239330132672	0.17504323164191501	1000.1044950911153	449.91643454044043	0.7361867491614641
1204.0.5000000000002.0	9.981539111169797	0.002392251779568	539.8921594998761	0.22221361091183903	1000.0147390141615	449.9164345404241	0.9346227886351101
1226.0.4.0	9.974369125835105	0.0030358901332330004	539.7250851563114	0.281990118205015	999.9009148308982	449.91643454041304	1.186120419736832
1248.0.3000000000002.0	9.965296565088789	0.0038509174374560004	539.513404702208	0.357677714919486	999.75666444006	449.9164345404056	1.504609198776259
1270.0.2.0	9.953830845202285	0.004881891388913	539.245451003191	0.45340916684577204	999.5740074470292	449.91643454040053	1.90751878289159
1292.0.1000000000001.0	9.939363413448467	0.006184304294101	538.9066504126189	0.5743291440601761	999.34296181482	449.9164345403971	2.416564149686169
1314.0.0000000000002.0	9.92114445468665	0.007826878208599	538.4788855019635	0.7268052164270751	999.0510965916816	449.91643454039485	3.058649981320005
1335.0.9.0	9.89825804964518	0.009894107877114	537.939770050196	0.9186606945803361	998.6830174426926	449.9164345403933	3.8668759775459742
1357.0.8000000000002.0	9.86959773488668	0.012488925281863001	537.2618571450442	1.15941705386732	998.219795399473	449.9164345403922	4.881595700808996
1379.0.7.0	9.833845886350957	0.015735241050813	536.411827123562	1.46052249663198	997.6383652879875	449.91643454039155	6.151435842833044
1401.0.6000000000001.0	9.789462371179416	0.019779945352835	535.3497410607094	1.8355270291722672	996.9109449468054	449.916434540391	7.734115883474625
1423.0.5000000000002.0	9.734690428953895	0.024793718689115	534.0284999925037	2.300142837705961	996.0045615182444	449.9164345403906	9.696817494047977
1445.0.4.0	9.667590417741211	0.030969722454294003	532.3937194294947	2.872102969701978	994.880817079784	449.9164345403906	12.115742497034741
1467.0.3000000000002.0	9.586114076107009	0.038518955541694	530.3843057081209	3.5707058462799512	993.4960791264409	449.9164345403906	15.074384429437611
1489.0.2.0	9.488231830502475	0.047660877303707	527.9340864226326	4.415917647934763	991.8023313187648	449.9164345403906	18.659959878147607
1511.0.1000000000001.0	9.37212130458699	0.058607980776941	524.974866380408	5.426915359201486	989.7489455653642	449.9164345403906	22.957467973323304
1533.0.0000000000002.0	9.236414373001848	0.071543583921753	521.4412018005678	6.62001148867225	987.2856057865541	449.9164345403906	28.041060361127574
1554.0.9.0	9.080481976835525	0.086593406094674	517.276952986629	8.006026110548884	984.3664890204986	449.9164345403906	33.962897511170965
1576.0.8000000000002.0	8.904713032025874	0.10379355295701101	512.4432593268104	9.587364302936392	980.95556475512	449.9164345403906	40.74046467667311
1598.0.7.0	8.710723739312193	0.12306000020655901	506.9270214149573	11.355281900417683	977.0325215952839	449.9164345403906	48.34429906575602
1620.0.6000000000001.0	8.501428113863875	0.14416668605973101	500.7484236331404	13.287997549517213	972.5984505229712	449.9164345403906	56.688912189128864
1642.0.5000000000002.0	8.280919823707203	0.16673969397538702	493.9657326684646	15.350324300489756	967.6801510270268	449.9164345403906	65.62990461569431
1664.0.4.0	8.054159922114968	0.19027277701390102	486.67580625156097	17.495268037475615	962.3319415285549	449.9164345403906	74.96946695286103
1686.0.3000000000002.0	7.826520551664056	0.214164711043239	479.0095244211571	19.667590125264894	956.6342343495187	449.9164345403906	84.47062842674686
1708.0.2000000000003.0	7.603277310496436	0.23777312358975802	471.12252249919686	21.80880094596079	950.688808419633	449.9164345403906	93.87829366244156
1730.0.1000000000001.0	7.389153173132108	0.260474838496414	463.1827445677265	23.86265187448421	944.6114589942277	449.9164345403906	102.94320773104396
1752.0.0000000000002.0	7.187992003864284	0.28172130991674504	455.35701690129827	25.780090170366925	938.5232549258344	449.9164345403906	111.44429769071026
1773.0.9.0	7.002594609124802	0.30107980770116305	447.7988483579993	27.522857535930026	932.5418148511434	449.9164345403906	119.20557273874304
1795.0.8000000000002.0	6.8347061667389575	0.318255473104328	440.6390910567175	29.065330105739196	926.773817342688	449.9164345403906	126.10549243805443
1817.0.7000000000003.0	6.685115743272302	0.33309424731459003	433.9802391386992	30.3946373543158	921.3095210239895	449.9164345403906	132.07866798729543
1839.0.6000000000001.0	6.553820012110125	0.34557036290728904	427.8943282307216	31.509418391782653	916.219571537909	449.9164345403906	137.11127870049987
1861.0.5000000000002.0	6.440209155781672	0.355763872935526	422.42382974103316	32.41772026521874	911.5539575753562	449.9164345403906	141.23235396564482
1883.0.4.0	6.343245475898363	0.36383373739693703	417.5846677896965	33.13453482138926	907.342716364768	449.9164345403906	144.50313357565707
1905.0.3000000000002.0	6.261618208604515	0.36999092064013606	413.37046965740484	33.67936750978449	903.5978808368204	449.9164345403906	147.0063187351246
1927.0.2000000000003.0	6.193868192640221	0.374474456327398	409.7572971683581	34.074094235805084	900.3161685935171	449.9164345403906	148.8364355706849
1949.0.1000000000001.0	6.138482551842454	0.377532004663022	406.7083059584532	34.3412341169141	897.4819891722589	449.9164345403906	150.09195685575375
1971.0.0000000000002.0	6.093962963107247	0.37940531538403005	404.1779792621045	34.50266811654549	895.0704501975271	449.9164345403906	150.86937442126288
1992.0.9.0	6.058872344273653	0.380320284467691	402.11574945401094	34.578770683295076	893.050147306433	449.9164345403906	151.25911484630643
2014.0.8000000000002.0	6.031864807142316	0.38048090652313105	400.4689431249166	34.587888903338545	891.3856122823059	449.9164345403906	151.343028458786
2036.0.7000000000003.0	6.011703128089054	0.38006628847122403	399.185066085232	34.54609295268045	890.0393629948576	449.9164345403906	151.19312126787287
2058.0.6000000000004.0	5.9972671945577805	0.379229911584857	398.21349136904706	34.467124559246635	888.973547574821	449.9164345403906	150.87120438272783
2080.0.5.0	5.987556104914698	0.37810043410599103	397.50663536099364	34.36248019322382	888.1512066336228	449.9164345403906	150.4291756013715
2102.0.4.0	5.981685926338894	0.376783463890625	397.02071291225224	34.241578291083705	887.53719513395	449.9164345403906	149.90970199626474
2124.0.3.0	5.978884577121534	0.37536386837579805	396.71615825069944	34.11197226966713	887.0988135062483	449.9164345403906	149.34712741875066
2146.0.2000000000003.0	5.978484888922598	0.37390831118529805	396.55778925574623	33.97958201084853	886.8061990070868	449.9164345403906	148.76847798027705
2168.0.1000000000004.0	5.979916600760682	0.37246780442648203	396.5147813198658	33.848925370899906	886.6325256363367	449.9164345403906	148.19447893558237
2190.0.	5.982697816608547	0.371080142593033	396.5605054281951	33.72333807368301	886.554056001463	449.9164345403906	147.64052762732624
