	Amadori	CML	Glucose	Glyoxal	Lysine	Schiff
0	0.0	0.0	0.25	0.0	0.0034	0.0
1	3.1492587674623242e-06	-2.966192940511511e-07	0.24997925925755551	5.445987629737733e-06	0.0033844666036417803	1.9030033757700315e-05
2	6.7624764939389845e-06	-1.795283103895258e-07	0.24996578928360733	1.0869014687735818e-05	0.0033766558218774776	2.0825141787987338e-05
3	1.0083707879388929e-05	2.501017243368077e-07	0.24994860930969987	1.625960154524578e-05	0.0033654748454298856	1.9465201138298367e-05
4	1.3216104154739268e-05	7.652167687430185e-07	0.24992924223104643	2.1593221152171735e-05	0.003352194536293925	1.8592699506866084e-05
5	1.627352246956032e-05	1.2854698420807526e-06	0.24990934684551877	2.6861780756351893e-05	0.003338384577127814	1.829855004181065e-05
6	1.929513705218726e-05	1.8008340468723673e-06	0.24988948878356843	3.20649997998414e-05	0.003324599578818716	1.8209251186611612e-05
7	2.2286134691223818e-05	2.3155827901805857e-06	0.2498697384422135	3.720416924250493e-05	0.0033109148030451385	1.814852908532148e-05
8	2.524473947457268e-05	2.832679066067619e-06	0.24985006532307738	4.2280420546369194e-05	0.003297303161670274	1.8078364993361353e-05
9	2.816977537536425e-05	3.3529364977761556e-06	0.24983044793924425	4.729463537376691e-05	0.0032837441900000464	1.8001029981749813e-05
10	3.106109407155296e-05	3.876351904066211e-06	0.24981087985956016	5.224759456974788e-05	0.003270231570213447	1.7921692616480052e-05
11	3.3918938959122256e-05	4.402793160264542e-06	0.249791360388365	5.71400547751927e-05	0.003256764574899323	1.7842409992183537e-05
12	3.6743614609425965e-05	4.932160406415369e-06	0.2497718897458776	6.19727664183595e-05	0.003243343426550483	1.776353485565964e-05
13	3.953540883509775e-05	5.464382785746755e-06	0.2497524679367997	6.674647345718421e-05	0.0032299681626185633	1.768499970797934e-05
14	4.2294594003923094e-05	5.999399412845854e-06	0.24973309477152472	7.146191138682233e-05	0.003216638635630172	1.7606735529944996e-05
15	4.502143611394435e-05	6.537151252243505e-06	0.24971376999868572	7.611980646243133e-05	0.003203354636743983	1.7528718348180346e-05
16	4.771619869721778e-05	7.0775795676822595e-06	0.24969449336180471	8.072087565034988e-05	0.003190115950702603	1.7450944396437413e-05
17	5.037914357982727e-05	7.6206261063829995e-06	0.249675264610082	8.526582677000138e-05	0.0031769223668511857	1.7373414007319656e-05
18	5.301053080588522e-05	8.16623334077605e-06	0.2496560834970406	8.975535864042515e-05	0.003163773678075317	1.729612714801609e-05
19	5.561061853094047e-05	8.71434454772423e-06	0.24963694977874823	9.419016120714397e-05	0.0031506696791354745	1.7219083183172768e-05
20	5.8179662992253206e-05	9.264903809546603e-06	0.24961786321316617	9.857091565877574e-05	0.003137610166041519	1.714228125283938e-05
21	6.071722932098781e-05	9.817908808930659e-06	0.24959882461231236	0.0001028971099417855	0.003124595929822425	1.7065723783596337e-05
22	6.322427032017892e-05	1.037325034299673e-05	0.2495798326737156	0.00010717062174962468	0.0031116257644271095	1.6989407866903262e-05
23	6.570103645506493e-05	1.0930874826400503e-05	0.2495608871613838	0.00011139210618779408	0.0030986994700739354	1.6913331535347053e-05
24	6.814777627841106e-05	1.1490729476290764e-05	0.24954198784047868	0.00011556221000034822	0.0030858168474604372	1.683749365206184e-05
25	7.056473649280789e-05	1.2052762236412895e-05	0.24952313447796143	0.00011968157173446782	0.003072977698468993	1.6761893366061667e-05
26	7.295216196971901e-05	1.2616921773232993e-05	0.24950432684265977	0.00012375082184735907	0.0030601818262515645	1.6686529863354265e-05
27	7.531029575973191e-05	1.3183157469487429e-05	0.24948556470520886	0.0001277705828114372	0.00304742903518514	1.6611402316574712e-05
28	7.763937910378956e-05	1.3751419414734403e-05	0.24946684783800827	0.00013174146921776772	0.0030347191308395046	1.653650989109375e-05
29	7.993965144584526e-05	1.4321658394941005e-05	0.24944817601520122	0.00013566408787801082	0.003022051919965813	1.6461851753736976e-05
30	8.221135044599613e-05	1.4893825882086923e-05	0.2494295490126621	0.00013953903792499585	0.003009427210493216	1.638742707607012e-05
31	8.445471199360981e-05	1.546787402399454e-05	0.24941096660798526	0.0001433669109119684	0.00299684481152669	1.6313235034883565e-05
32	8.666997022033298e-05	1.6043755634364832e-05	0.2493924285804736	0.00014714829091052643	0.002984304533344442	1.6239274812028397e-05
33	8.88573575129878e-05	1.6621424182983408e-05	0.24937393471112684	0.00015088375460725907	0.0029718061873949255	1.6165545594282537e-05
34	9.101710452637204e-05	1.7200833786081093e-05	0.24935548478262964	0.0001545738713991055	0.0029593495862936846	1.6092046573306065e-05
35	9.314944019597047e-05	1.778193919684441e-05	0.24933707857933998	0.00015821920348745003	0.0029469345438201296	1.601877694563355e-05
36	9.52545917505785e-05	1.836469579607403e-05	0.24931871588727758	0.0001618203059709716	0.0029345608749142484	1.5945735912672584e-05
37	9.733278472483903e-05	1.894905958298933e-05	0.24930039649411237	0.00016537772693726394	0.002922228395673271	1.587292268070052e-05
38	9.938424297169231e-05	1.9534987166176724e-05	0.2492821201891529	0.00016889200755324413	0.0029099369233482656	1.580033646085939e-05
39	0.00010140918867473946	2.0122435754679496e-05	0.24926388676333516	0.0001723636821543651	0.002897686276340688	1.572797646914987e-05
40	0.00010340784236052024	2.071136314922682e-05	0.24924569600921112	0.00017579327833264902	0.0028854762741988686	1.5655841926424782e-05
41	0.00010538042291070525	2.1301727733599627e-05	0.24922754772093764	0.0001791813170235574	0.002873306737614446	1.558393205838215e-05
42	0.00010732714757420349	2.1893488466131152e-05	0.2492094416942652	0.0001825283125917138	0.002861177488418754	1.5512246095557893e-05
43	0.0001092482319791855	2.2486604871339893e-05	0.24919137772652694	0.00018583477291549466	0.002849088349579153	1.5440783273318074e-05
44	0.0001111438901450227	2.3081037031692875e-05	0.2491733556166276	0.00018910119947050387	0.0028370391451953154	1.536954283185083e-05
45	0.00011301433449414347	2.3676745579497072e-05	0.24915537516503258	0.0001923280874119459	0.002825029700495465	1.529852401615784e-05
46	0.00011485977586380635	2.427369168891689e-05	0.24913743617375717	0.00019551592565591284	0.0028130598418325717	1.5227726076045445e-05
47	0.00011668042351779106	2.4871837068115675e-05	0.24911953844635568	0.00019866519695959986	0.002801129396680499	1.5157148266115433e-05
48	0.00011847648515800761	2.5471143951519213e-05	0.24910168178791084	0.00020177637800046364	0.0027892381936301153	1.5086789845755445e-05
49	0.00012024816693602428	2.6071575092199246e-05	0.24908386600502305	0.00020484993945433827	0.0027773860623853605	1.5016650079129026e-05
50	0.0001219956734645146	2.667309375437502e-05	0.24906609090579993	0.0002078863460725226	0.002765572833759276	1.4946728235165391e-05
51	0.00012371920782862426	2.727566370603101e-05	0.24904835629984576	0.000210886056757853	0.0027537983396699974	1.487702358754883e-05
52	0.00012541897159725813	2.787924921164888e-05	0.24903066199825108	0.00021384952463977553	0.002742062413136708	1.4807535414707804e-05
53	0.00012709516483428788	2.8483815025051817e-05	0.2490130078135824	0.0002167771971484306	0.0027303648882755645	1.473826299980376e-05
54	0.00012874798610968105	2.9089326382359455e-05	0.24899539355987194	0.00021966951608776386	0.0027187056002955824	1.4669205630719637e-05
55	0.00013037763251055157	2.9695748995051584e-05	0.24897781905260724	0.0002225269177076764	0.002707084385494494	1.4600362600048085e-05
56	0.00013198429965213256	3.0303049043138848e-05	0.24896028410872129	0.00022534983277522724	0.0026955010812545754	1.4531733205079423e-05
57	0.00013356818168867184	3.091119316843872e-05	0.24894278854658228	0.00022813868664490092	0.0026839555260384416	1.446331674778931e-05
58	0.0001351294713242505	3.152014846795509e-05	0.2489253321859837	0.00023089389932795282	0.0026724475593848185	1.439511253482618e-05
59	0.00013666835982352512	3.212988248735969e-05	0.24890791484813435	0.00023361588556084452	0.0026609770219042845	1.4327119877498404e-05
60	0.0001381850370223942	3.274036321457379e-05	0.24889053635564853	0.0002363050548727819	0.002649543755274987	1.4259338091761236e-05
61	0.00013967969571667673	3.3351559306769145e-05	0.24887319660072696	0.0002389618067911308	0.0026381476612890877	1.4191791942967003e-05
62	0.0001411525196608886	3.396343943450935e-05	0.2488558953560693	0.00024158654560277727	0.002626788540337413	1.4124436565144865e-05
63	0.00014260369364837194	3.4575972821911155e-05	0.24883863243649232	0.0002441796656036211	0.002615466225258664	1.405728531627341e-05
64	0.00014403340169821856	3.5189129151020646e-05	0.2488214076671243	0.0002467415561483659	0.002604180558931738	1.399034105839954e-05
65	0.00014544182660726433	3.580287852541776e-05	0.24880422087670362	0.0002492726017102676	0.002592931387545324	1.3923604018984686e-05
66	0.0001468291498449428	3.641719145687681e-05	0.24878707189588467	0.0002517731819426812	0.0025817185589005445	1.3857073765704378e-05
67	0.00014819555153434744	3.70320388577623e-05	0.24876996055680378	0.00025424367174043506	0.0025705419219797412	1.3790749703288265e-05
68	0.00014954121045496316	3.7647392034902155e-05	0.24875288669296264	0.00025668444130055857	0.002559401326834275	1.372463119870633e-05
69	0.00015086630405081373	3.8263222683889885e-05	0.24873585013919194	0.00025909585618225437	0.0025482966245528142	1.365871761275192e-05
70	0.00015217100843992472	3.887950288355634e-05	0.24871885073163527	0.00026147827736609634	0.002537227667249956	1.3593008308013611e-05
71	0.0001534554984240671	3.9496205090546165e-05	0.24870188830773826	0.0002638320613124568	0.0025261943080599884	1.3527502650881922e-05
72	0.00015471994749851936	4.011330213398185e-05	0.24868496270623905	0.00026615756001917155	0.0025151964011319384	1.346220001204658e-05
73	0.00015596452786178274	4.073076721021024e-05	0.24866807376715921	0.00026845512107845213	0.0025042338016249464	1.3397099766611131e-05
74	0.00015718941042523242	4.134857387762922e-05	0.2486512213317948	0.0002707250877330561	0.0024933063657037098	1.3332201294110375e-05
75	0.00015839476482270177	4.196669605159302e-05	0.24863440524270736	0.0002729677989317244	0.00248241395053394	1.3267503978502963e-05
76	0.00015958075941999823	4.258510799939491e-05	0.24861762534371523	0.00027518358938389626	0.0024715564142778115	1.3203007208157557e-05
77	0.00016074756132435135	4.320378433532589e-05	0.2486008814798847	0.0002773727896137108	0.0024607336160894105	1.3138710375837286e-05
78	0.00016189533639379334	4.382270001580832e-05	0.2485841734975214	0.00027953572601330533	0.00244994541611017	1.307461287868369e-05
79	0.0001630242492464724	4.444183033460319e-05	0.24856750124416152	0.00028167272089541954	0.0024391916754643015	1.3010714118200387e-05
80	0.00016413446326989954	4.506115091808983e-05	0.24855086456856348	0.00028378409254531476	0.002428472256254217	1.2947013500236648e-05
81	0.00016522614063012908	4.5680637720617e-05	0.24853426332069917	0.00028587015527201803	0.002417787021555952	1.2883510434970841e-05
82	0.00016629944228087334	4.6300267019924144e-05	0.24851769735174564	0.0002879312194588987	0.002407135835414575	1.282020433689377e-05
83	0.000167354527972552	4.692001541263171e-05	0.2485011665140767	0.0002899675916135884	0.0023965185628396007	1.2757094624791912e-05
84	0.0001683915562612765	4.753985980979941e-05	0.24848467066125454	0.0002919795744172511	0.0023859350698003947	1.2694180721730575e-05
85	0.00016941068451777001	4.81597774325514e-05	0.2484682096480215	0.0002939674667732138	0.002375385223221578	1.263146205503696e-05
86	0.00017041206893622326	4.8779745807767264e-05	0.2484517833302918	0.00029593156385496465	0.002364868890978431	1.2568938056283135e-05
87	0.00017139586454308672	4.939974276383775e-05	0.24843539156514347	0.0002978721571535285	0.0023543859418922895	1.2506608161268934e-05
88	0.0001723622252057996	5.001974642648427e-05	0.24841903421081016	0.00029978953452422714	0.002343936245725949	1.2444471810004785e-05
89	0.00017331130364145608	5.063973521464108e-05	0.24840271112667317	0.00030168398023283275	0.0023335196731790625	1.238252844669447e-05
90	0.000174243251425409	5.1259687836399246e-05	0.2483864221732534	0.0003035557750011227	0.0023231360958835398	1.2320777519717803e-05
91	0.0001751582189998118	5.1879583285011324e-05	0.2483701672122035	0.00030540519605184367	0.00231278538639895	1.2259218481613256e-05
92	0.00017605635568209867	5.249940083495582e-05	0.24835394610629993	0.0003072325171530929	0.0023024674182079235	1.219785078906053e-05
93	0.00017693780967340387	5.311912003806048e-05	0.24833775871943517	0.0003090380086621244	0.002292182065711558	1.2136673902863074e-05
94	0.00017780272806691995	5.3738720719683565e-05	0.24832160491660996	0.00031082193756858703	0.002281929204224825	1.2075687287930534e-05
95	0.00017865125685619597	5.435818297495197e-05	0.2483054845639256	0.0003125845675372041	0.002271708709971981	1.201489041326117e-05
96	0.00017948354094337565	5.4977487165055576e-05	0.24828939752857632	0.00031432615894989884	0.002261520460081983	1.1954282751924238e-05
97	0.00018029972414737605	5.559661391359668e-05	0.24827334367884163	0.0003160469689473759	0.0022513643325839062	1.1893863781042305e-05
98	0.00018109994921200703	5.621554410299384e-05	0.2482573228840788	0.0003177472514701644	0.002241240206402369	1.183363298177355e-05
99	0.00018188435781403225	5.6834258870939155e-05	0.24824133501471543	0.0003194272572991305	0.0022311479613529605	1.1773589839294022e-05
100	0.00018265309057117164	5.7452739606908166e-05	0.24822537994224192	0.0003210872340954659	0.002221087478137676	1.171373384277987e-05
