	D_1	E_1	RS_1	R_1	X_1	theta_1
0	0.19134357781904665	0.7501578845048035	1.406397362812853	0.5313638253983624	5.032194662892454	0.4468941009239278
1	0.3458126538253463	0.09311960396748231	1.5057809324539198	0.6403415729661349	10.504027499568135	0.34695783468435104
2	0.5015398371752782	0.21745674840171436	1.5098877501356642	0.6398287550882636	2.7469856245136803	0.3566347805647466
3	0.5481544775657039	0.4982790640896077	1.4540305861280616	0.5496072309888466	0.6351068910012471	0.42985495065720924
4	0.4538047819518728	0.8819726805912794	1.375065222726184	0.3941515710089389	0.3145382111639375	0.535874875747535
5	0.3079602497856837	1.266570356689246	1.2990466658227442	0.2827073980920752	0.3516517871858666	0.6314756133015691
6	0.20506035922406665	1.5726961772072479	1.249902082839993	0.24699999133930226	0.4628185759825311	0.6803646723471353
7	0.15616207549864186	1.7447306532896558	1.237360620355323	0.2634701927479698	0.6209449245008689	0.6771258214848792
8	0.14033613093044656	1.7383371304526558	1.2604100353800969	0.31387524343631135	0.8659270209423132	0.6309991889143626
9	0.14640660442095982	1.4992238487918985	1.3147190512053784	0.3954170408338273	1.3910765180675504	0.553904497361937
10	0.18522442409773193	0.8433687349511154	1.3977259160198943	0.5204662775933832	4.15197692197516	0.4539431244743347
11	0.3286331971443952	0.09632262897078256	1.4991431565002191	0.6369656744229131	11.181470532209728	0.35057047466700325
12	0.4887907120370193	0.2046472607520331	1.5115712591488994	0.6433868013590167	3.0297505478058464	0.3518111608079408
13	0.5464180960245142	0.4731131318505092	1.4594143522523655	0.5610142008885368	0.7054431917650237	0.4211108892266347
14	0.46214209214717117	0.8513459585359167	1.3822071464438537	0.40710469390610693	0.3185812831101074	0.5251946173110119
15	0.31758015611806173	1.2391697975688736	1.3055765522733864	0.28942232230600523	0.3420662002789391	0.6231632845542835
16	0.21075504330330586	1.5530963353335607	1.2537415891244292	0.24807361605549866	0.45085352220125835	0.6766494960479117
17	0.15838185898388643	1.7380888113430852	1.2379661618266158	0.2608254393059875	0.6041227647147692	0.6779583158634669
18	0.14094061052399703	1.74843364699192	1.2578407572647405	0.3086601605517463	0.8384978225986361	0.6355071797269225
19	0.14514234154401368	1.5324592430851123	1.3093534162441725	0.38719279984837796	1.3194975028761171	0.5610117552431291
20	0.1794326870068173	0.922380802876359	1.3897249224319612	0.5085562945223453	3.6509030622224556	0.46299732969295504
21	0.31620010671991217	0.09149380711364523	1.4941706199336275	0.6332885866248431	12.517710047454988	0.3548530260190997
22	0.4819216663451682	0.18618040583007636	1.5136349513476872	0.6467705121284499	3.489536018795619	0.34854961809510254
23	0.5518374448892656	0.44084924119071456	1.4641734462307405	0.5732062700037392	0.7969729892096863	0.41439252091857126
24	0.4776017463121734	0.8144119540707272	1.3875937040342787	0.42064441547617926	0.3284350262565107	0.5169459383504674
25	0.331646762926173	1.204674095809311	1.3094631121365776	0.2968805699796952	0.33719774203512565	0.6173156340057733
26	0.2182684318624088	1.5288085784486123	1.2549227657696502	0.24898792305757894	0.44036536457648556	0.6751223375034814
27	0.16139589160213175	1.7276153040181506	1.2361444240563781	0.2578182841401659	0.5870052249702619	0.6804894852059257
28	0.1413085312447936	1.7581141615492832	1.2529935071810108	0.30218080875031283	0.8049449200261277	0.6416084357357864
29	0.14348291114686484	1.5730870319691803	1.3012797763989195	0.37645876841256576	1.2323458068253905	0.5702954283524816
30	0.17188173661359674	1.0500652129045958	1.377326608100639	0.4890486233731267	2.860183038970291	0.47617575066222523
31	0.28760059383075287	0.11957273992804712	1.4807519362444492	0.6218441240047801	13.2424659367332	0.3665304205767939
32	0.45871469210210547	0.16557250545271102	1.5161198252710675	0.6494149228999263	4.190530420612119	0.34319537330676225
33	0.5463500186274615	0.39993835430484176	1.4738473039880609	0.5887629665552851	0.9527845724508072	0.4015168252410237
34	0.49058751636368797	0.7633771342931862	1.3999780977872278	0.4414373207423709	0.3399007956563022	0.5006149333206444
35	0.3485346866853402	1.1575375990077459	1.3206420504709324	0.3084143031546734	0.3262698808939218	0.6046346726860926
36	0.22890304188247096	1.4941114141987493	1.2617502421555278	0.2512361642130851	0.42341137323397054	0.6696803685958189
37	0.16601106354766473	1.7115834758250634	1.237801534585608	0.2544115726227793	0.56664657483616	0.6820540723522013
38	0.14259891957282536	1.7630886865979882	1.2502832152570038	0.29567419821191954	0.7770954838643036	0.6480067006718494
39	0.1424970196275273	1.6024410870082368	1.295396519415329	0.3671701949311136	1.1723935316197618	0.5794504615538174
40	0.16750880266011486	1.114259847154379	1.3693777018165783	0.47716726509736457	2.5943949857013533	0.4863216535411668
41	0.27518686260090874	0.1317751014522589	1.4738084965569762	0.615597370478795	13.98976269185873	0.3737947378698935
42	0.449540018283957	0.15281455642131272	1.5172324957551235	0.6506063327887828	4.700966489920646	0.3414962427583644
