	LRC_Cave	LRC_EE	LRC_Surf	Smad2c	Smad2n	Smad4c	Smad4n	Smads_Complex_c	Smads_Complex_n	T1R_Cave	T1R_EE	T1R_Surf	T2R_Cave	T2R_EE	T2R_Surf	TGF_beta
0	0.0	0.0	0.0	492.61	236.45	1149.4	551.72	0.0	0.0	2.092	2.06	0.237	1.778	1.148	0.202	0.08
1	0.18472678510308577	0.2793569517582663	0.18571883457385424	468.9204933098857	229.67816507852928	1124.9208507120657	547.3170928719896	20.739541025056585	15.621731916644231	1.8115506426213952	1.779953222103597	0.04923775526887566	1.498071121019917	0.8812412425540596	0.01412794239864571	0.0793854390789779
2	0.029856456414981795	0.497330110312688	0.16786340138003045	417.6337409864317	213.36722672866622	1071.5806943514533	537.1663666336011	55.539240114289726	81.3938299691702	1.5746835684787368	1.5441006437816591	0.046856003954078754	1.2628478683615245	0.6788064492958356	0.01318720760229017	0.07901036970512496
3	0.011311373522398251	0.6520795356442378	0.1540559769000952	366.5972486464073	198.7228837205299	1017.8224528821894	530.6872710131834	80.831757946692	173.27009650017294	1.37456343204549	1.3453935274489552	0.0443076577039952	1.0669923058494817	0.5266115273144557	0.012976602640804982	0.07867649185210207
4	0.007090330165772102	0.7624955000656293	0.1436908900872534	328.3946201853375	189.28758674178093	976.9393759988308	529.2933193013013	94.03160002484105	257.7137526276842	1.2044455078700738	1.1769302092503182	0.04138523230572312	0.9044591555418512	0.4126326459094629	0.013041269878800455	0.0783777835702303
5	0.005324350129961905	0.8395125475973604	0.13484293933867592	303.65573752228386	184.0942129996764	950.0564024205678	530.5322183048249	99.62219133424848	320.3520004307274	1.0587304031879796	1.0329981390549345	0.03820817843317002	0.7699130404731749	0.32758360041724316	0.013321402550611618	0.0781089910463301
6	0.004439347863342829	0.8907748220341182	0.1270777783027364	288.90454644968037	181.45368075704718	933.8145849913584	532.3635651320137	101.60450992332495	361.2991501239377	0.93298523459298	0.9090843567873675	0.03489798208580487	0.6589073555609679	0.2645052126676665	0.013803943249006105	0.0778657902281566
7	0.00393422943673521	0.9221162008730011	0.12015964335675335	280.5631790737493	180.16013883662322	924.533258139494	533.8899016393905	102.15078512435876	385.97796856905325	0.823723870247943	0.8016467483397847	0.03155605764781224	0.5677765919486153	0.21820038164040761	0.014488834351765347	0.07764468051179538
8	0.003613180420999566	0.9381997125178895	0.11390945075923678	276.05640165044264	179.55410005900777	919.4718781287537	534.9476706240761	102.15328426862224	400.09684218379874	0.7280887503042747	0.7077893267363383	0.028268260122771022	0.493362050795085	0.18466966143460317	0.015383101952320316	0.07744270734583672
9	0.0033411629206418214	0.942534523969109	0.10818940504350746	273.89871399638866	179.34217863570305	917.0095171456849	535.6497691878166	101.86506626091526	407.64648059238647	0.6439138894735092	0.6253210951816306	0.025105488137042654	0.43316140724642405	0.16102526001276907	0.01649897640711035	0.07725763079868657
10	0.003160656743485993	0.9378610471566048	0.10288860661870364	273.2649718355845	179.39545609023878	916.229603233356	536.1415618969271	101.33672066914353	411.07946639557815	0.5694782169467638	0.55250545128958	0.022125287408707173	0.3850924197383468	0.1451053255664453	0.017848697409102735	0.07708767204175651
11	0.002999843613470099	0.926307208122683	0.09791894712686641	273.6971214410806	179.65142125862135	916.6186939706112	536.5267036700321	100.5782529926995	411.8024554400397	0.5034247443890705	0.4879765650682549	0.01937290054646835	0.34743628935589776	0.13530124179245523	0.0194421982490331	0.07693145440712482
12	0.0028637853724592533	0.9095001335975629	0.09321519843630048	274.92836117941994	180.0724111324455	917.8780736381016	536.8632737564036	99.60423660850908	410.60979550376857	0.4446966518223561	0.430673530545459	0.016879288207683255	0.3187927554990538	0.13043189148520118	0.02128300618460305	0.07678793652208386
13	0.002743344720458492	0.8887400041683041	0.08873178653666242	276.7817715166145	180.62960305979615	919.8113817289185	537.1807724228871	98.43804836466025	407.99093729638093	0.39242736635197195	0.3797289213048904	0.014660634987744234	0.29796290523830815	0.12958664041937534	0.023364802163914518	0.0766562913315815
14	0.002634819283550507	0.8649889169363313	0.08444451244085233	279.1406894333574	181.30121725581066	922.2904188251745	537.4920290803626	97.1038491272144	404.2451670624752	0.3459512351162844	0.33447835678687254	0.01271722277953775	0.2839936729508337	0.1321070255575189	0.025670791492205646	0.07653589100553582
15	0.002535787854023109	0.8390500205361417	0.0803410490848889	281.9136481750853	182.0685833110345	925.2154580947789	537.8031535519572	95.62572832332373	399.5932871937395	0.304685463336602	0.29434172267538106	0.011038806805260298	0.27603089960695104	0.13744764451545066	0.028176194578008466	0.07642618176589523
16	0.0024449933578186856	0.8115314422886398	0.07642111014500995	285.03500107643373	182.9174845163215	928.5153119774532	538.116551813267	94.02340943394672	394.187283952538	0.26816246731863264	0.2588546405973027	0.009606183050595797	0.2733834160285556	0.14519124389244134	0.03085082156764207	0.07632669552404218
17	0.002361781096520381	0.7830346240161756	0.07269677217440768	288.4407792350453	183.83341661265783	932.1209645825171	538.432860570246	92.3188009695218	388.1678427736419	0.23588313377489467	0.2275225458455794	0.008384383984852107	0.27531340518676506	0.15491361217244184	0.033649022635258936	0.07623689112949841
18	0.0022852816221017648	0.7540220503092574	0.06916574141558675	292.08020432617775	184.80428063405165	935.9778808435975	538.7512510817966	90.53109094403257	381.6418335553185	0.20742458938345182	0.19992733206488578	0.007353821435152868	0.281201697655568	0.16627278637546	0.03654335088095699	0.07615628478105074
19	0.002215230471912247	0.7248841213608953	0.06583690029829468	295.9088807480979	185.81933830912772	940.0384800546207	539.0705403895637	88.67767190464242	374.70100373265245	0.18239409706812004	0.17568126441976434	0.006483704952243583	0.29048354735390897	0.17896266967420352	0.03949687842024611	0.07608437484178858
20	0.002151714920083035	0.6959512941377662	0.06271299247927986	299.88595332256585	186.86852508294146	944.2590557941526	539.3892176681857	86.77525933676674	367.42783693906193	0.16042400138180674	0.15442187375491864	0.005748804564739124	0.30263956808314335	0.19270752419681433	0.04247968733482401	0.07602065980302847
