	beta	g	ins	mbeta	tamox
0	400.0	4.966667	11.42	0.0	0.27
1	364.50917193959964	4.623843194452891	12.613296790536744	33.03782271340148	0.178088562059863
2	339.9417396008778	4.4385606145430865	13.118103940023271	51.67987562025779	0.11755738349013549
3	321.9759670973707	4.354531730226378	13.350073827384117	61.9748900554538	0.07758210922988391
4	308.409085952192	4.328403337682401	13.407532918036404	67.21453044411989	0.05122680843044202
5	297.87016488110197	4.335703407553421	13.360521614032692	69.42161758909299	0.03375974382046661
6	289.53927685247623	4.36355941111896	13.250058605973985	69.72521100896961	0.022260389363194553
7	282.84933462351717	4.404008644396972	13.104328344883227	68.8720742440447	0.014689896499018194
8	277.41523253743264	4.4506515529280515	12.941372314971433	67.3288411181737	0.009689160952906086
9	272.9689051921875	4.501319159125869	12.770336817572796	65.3803177634351	0.006389707840309178
10	269.32203654013847	4.553601043711794	12.600461230207415	63.20916289541732	0.004214745279653912
11	266.3304898550401	4.606067321304631	12.434244577327647	60.931730876153445	0.002779856346455197
12	263.88764802680566	4.657773399016553	12.27533763645291	58.620740882596785	0.0018334749158899783
13	261.90926691673917	4.708200655890588	12.123017470246028	56.32249233818186	0.0012086198180043784
14	260.3293755535462	4.756931187394295	11.979744071269739	54.06477354397844	0.000797798215107005
15	259.09431055413955	4.803723407887324	11.845119824571743	51.865400392377666	0.0005266347191477579
16	258.1603960544259	4.8484533660471945	11.718800006059942	49.73430019427622	0.00034765627788143483
17	257.49140937844976	4.891030820954681	11.60091832711954	47.6768186487108	0.00022927405901410894
18	257.0570182361355	4.931464084482692	11.49103853850729	45.695228823247724	0.00015086402765738044
19	256.83141330215	4.969694465421369	11.388721520571302	43.789895326520224	9.882270168408384e-05
20	256.79286760610177	5.005799652278821	11.293714242404407	41.959840879229944	6.458285533931233e-05
21	256.9219365435763	5.039779276575041	11.205452772217681	40.203447801498974	4.229190267309783e-05
22	257.2022421333378	5.071681845683969	11.123758799294777	38.51872731691144	2.779530988662359e-05
23	257.61913099778747	5.101573961554036	11.048134271710367	36.9034276676806	1.8289826372261436e-05
24	258.15979830531273	5.129540273924281	10.9783661861784	35.355115515343236	1.2010485608002428e-05
25	258.81280754382374	5.155596714370015	10.914008832205663	33.87127958750956	7.866409485788677e-06
26	259.56834263656674	5.179816385849872	10.854833432510702	32.4494042995765	5.150319041695455e-06
27	260.4171482012717	5.202277065751245	10.800456690408536	31.087025599434252	3.3784806382280837e-06
28	261.3510559869845	5.223052012960722	10.750701993970276	29.78173848827046	2.2202472619317872e-06
29	262.3627084487935	5.242175076402198	10.705217218113253	28.53120519372917	1.4588689359917593e-06
30	263.4456553615765	5.259733187016592	10.663822553595542	27.33315970514258	9.57015980031704e-07
31	264.5935978421982	5.275796325619277	10.626219115617989	26.185422723257066	6.270618856051036e-07
32	265.80103173453557	5.2904269629281595	10.59226018519069	25.08589424763121	4.110465238603412e-07
33	267.06288189814126	5.3036694544281415	10.561661791929357	24.032556188208893	2.6980580677377056e-07
34	268.3745754246127	5.315610921515204	10.534288575515076	23.02347004972711	1.7722004613821982e-07
35	269.73156158197827	5.326308622098371	10.509902837943493	22.05678065858135	1.163399515258173e-07
36	271.12993193807284	5.335818762871612	10.488379934999662	21.130704916355295	7.629539903252649e-08
37	272.5659531569132	5.344192092279744	10.469496144983637	20.243534369442347	5.001704635795236e-08
38	274.03617859478385	5.3515064049525725	10.453143992974786	19.393631752296347	3.280897972404855e-08
39	275.5371854946427	5.3578077400085755	10.439134464204008	18.579431086493106	2.1537501817952235e-08
40	277.0660423771298	5.363148743047897	10.427356525968698	17.79942840211645	1.4139847741501028e-08
41	278.6198446073768	5.367581764191031	10.417642663206161	17.052184645339167	9.27806075090757e-09
42	280.19587198302185	5.371169747061254	10.409896404891006	16.33632155964899	6.0847440199664615e-09
43	281.7914789944929	5.3739524026027174	10.40397202274782	15.650519971633132	3.990661943850181e-09
44	283.4043353891577	5.375978608222057	10.399767713694102	14.993514000619813	2.6184958304185396e-09
45	285.03209658512407	5.377297280856561	10.397163505558813	14.36409289292767	1.7187248451280236e-09
46	286.6725532506237	5.377956377994639	10.396065686325473	13.761097034640834	1.1279945840186224e-09
47	288.3236077915588	5.377993307530983	10.396366060060634	13.183415625515053	7.400168347549798e-10
48	289.98331819273494	5.377450997781796	10.397973269529006	12.629983952475289	4.853882248660919e-10
49	291.6497609307624	5.376371455118635	10.400799041525584	12.09978322977506	3.184247244583608e-10
50	293.3211138224288	5.374791867180648	10.40475692261092	11.591837573197896	2.0895493281994112e-10
51	294.995662812052	5.3727472396619085	10.40976529115381	11.105211846854015	1.3713295504614665e-10
52	296.67176201852465	5.37027326753639	10.415747182199336	10.639010431587081	8.998252137247294e-11
53	298.347821444148	5.367404151742693	10.422630930458585	10.192375738422097	5.903102544821751e-11
54	300.0223277697	5.364170675931215	10.430345355497339	9.764486233762629	3.872475450690784e-11
55	301.69384715967	5.360602955860487	10.438824416094782	9.354554783811654	2.5407669742458846e-11
56	303.36099815013546	5.356730175843455	10.44800616046936	8.961827550614254	1.667271855453306e-11
57	305.0224591358126	5.3525796972161315	10.457830401943095	8.585582469885178	1.0940652154263733e-11
58	306.67697301624395	5.348177306621728	10.468240634242376	8.225127785138042	7.1782978418397455e-12
59	308.3233407301579	5.343547621977314	10.479183085114087	7.879800824895932	4.709309762192959e-12
60	309.9604183591509	5.338714005605527	10.490606929161432	7.54896679307779	3.0896427757990974e-12
61	311.587116238955	5.333698514404916	10.502463862608133	7.2320175828028175	2.027248197077532e-12
62	313.2023982996137	5.32852198095349	10.51470811629656	6.928370637087249	1.3302420353387596e-12
63	314.80528107196295	5.3232040776543235	10.527296401358786	6.63746786503278	8.72839677069471e-13
64	316.3948324874577	5.317763349322998	10.540187756337907	6.358774609350888	5.726660975371738e-13
65	317.9701707361052	5.312217251041061	10.553343450561302	6.09177865865678	3.7571271836541395e-13
66	319.530463282499	5.306582192917961	10.566726902971235	5.835989300830391	2.465080718877644e-13
67	321.07492597935743	5.300873582804478	10.580303591140053	5.590936416124015	1.617459624884159e-13
68	322.6028222032868	5.295105866527447	10.59404096539777	5.3561696090785365	1.0613040341744105e-13
69	324.1134619874809	5.289292567516695	10.607908369017393	5.131257377810127	6.96348706714173e-14
70	325.6062011529284	5.28344632613924	10.621876960338168	4.9157863189093645	4.5687239529114774e-14
71	327.0804404394352	5.2775789383053	10.635919637658642	4.709360366239323	2.997535664209976e-14
72	328.53562463143265	5.271701393073383	10.650010967189106	4.511600062098385	1.966756390698496e-14
73	329.9712416711976	5.265823909238485	10.664127113569323	4.322141859349158	1.2904732764876912e-14
74	331.38682175357013	5.259955970979916	10.678245772789966	4.140637453182482	8.467264884760683e-15
75	332.78193639859614	5.2541063625593765	10.69234610742865	3.9667531412277044	5.555505920339209e-15
76	334.15619749997	5.248283202024469	10.706408684004549	3.800169210768349	3.644994206041354e-15
77	335.50925634795664	5.242493973888759	10.720415412384966	3.6405793518790373	2.3915295407535867e-15
78	336.84080262605556	5.236745560789559	10.734349487143119	3.487690095357294	1.5691527655785149e-15
79	338.15056338126914	5.231044274121878	10.748195330777301	3.3412202743773194	1.0295758454506786e-15
80	339.43830196841446	5.225395883652365	10.761938538698992	3.2009005088417783	6.755313573418331e-16
81	340.7038169694996	5.219805646112399	10.775565825940575	3.0664727114535757	4.432256734640962e-16
82	341.9469410896547	5.214278332779048	10.789064975507435	2.937689614573637	2.9080583020442024e-16
83	343.1675400315233	5.208818256049921	10.80242478833618	2.814314316972957	1.9080373167703184e-16
84	344.3655113503282	5.2034292950270915	10.81563503479878	2.696119849627498	1.2519184219660506e-16
85	345.54078329211114	5.198114920119502	10.82868640772758	2.5828887597428	8.214191927027655e-17
86	346.69331361784253	5.1928782166829635	10.841570476907684	2.4744127122315414	5.389504726743431e-17
87	347.8230884162878	5.187721907709334	10.854279645024862	2.370492107901855	3.536139137414038e-17
88	348.93012090860725	5.182648375588251	10.866807105017902	2.2709357176471374	2.3201232417871056e-17
89	350.01445024777246	5.177659682953756	10.87914679883542	2.1755603319594283	1.522287504253851e-17
90	351.07614031587275	5.172757592643502	10.891293377542972	2.0841904251183085	9.988134911954533e-18
91	352.1152785224304	5.167943586781719	10.903242162794761	1.9966578334356335	6.553457668880152e-18
92	353.13197460674286	5.163218885018914	10.914989109604956	1.9128014469635568	4.299852553851998e-18
93	354.1263594472824	5.1585844619357815	10.926530770452882	1.8324669140989827	2.821211030872331e-18
94	355.0985838809888	5.154041063651904	10.93786426063476	1.7555063585422739	1.851054830559806e-18
95	356.048817535306	5.149589223638758	10.948987224928459	1.68177810809132	1.2145215535362131e-18
96	356.9772476755102	5.145229277790036	10.959897805442102	1.6111464347745719	7.968774192039975e-19
97	357.8840780699494	5.14096137873322	10.970594610769236	1.5434813058477392	5.228489318896706e-19
98	358.7695278753542	5.136785509457609	10.981076686244206	1.4786581451994256	3.4305154028503835e-19
99	359.6338305446093	5.132701496212734	10.991343485524514	1.416557604730032	2.250829591555103e-19
100	360.4772327586481	5.1287090207941635	11.001394843147775	1.3570653452872268	1.4768188783193663e-19
