time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
70.0.	3.399472314662673e-06	1.3977260400850158e-06	7.594158194153637e-12	4.808703713751155e-12	8.999516293344996e-08	4.536684817743348e-12	2.6555327646556395e-13	5.761242277257503e-16	1.114827660271168e-15	3.498202492298633e-12	2.4957808693184853e-09	1.948300502067858e-11	1.5439446307947053e-13	9.768371188983843e-15	3.3137503900797636e-14	8.766253605490652e-14	2.6589698253189828e-14	1.707239914545454e-12	1.9920474821867e-08	9.835171259869872e-09	6.972166187653448e-10	2.4967897392880427e-12	2.84900543478858e-13	2.84900543478858e-13	2.43326942622422e-10	7.430721867207093e-11	1.5995735292025462e-07	2.7345063818565922e-11	5.7495587222978934e-12	2.511890766967382e-12	2.837021875002538e-12	2.380937585923649e-12	1.7423243622474022e-09	5.168517532419107e-10
77.0.	3.399104684464773e-06	1.396481424241701e-06	8.98051309997663e-12	6.2043740904247165e-12	8.999475646979775e-08	4.888762141122745e-12	3.205236411577172e-13	8.808657997412908e-16	1.7058898994667683e-15	3.072044908527557e-12	2.4952113149773273e-09	1.9777776720090567e-11	1.475298581782889e-13	1.0594029749485829e-14	3.165766424891526e-14	8.375298276586959e-14	2.540427883694441e-14	1.851239557602394e-12	1.989744907200852e-08	9.810265068347356e-09	6.96410717520298e-10	3.182867379962139e-12	4.038283440401953e-13	4.038283440401953e-13	2.6780697656116133e-10	9.547614004117361e-11	1.599536787695323e-07	2.761528947192728e-11	6.731604871026177e-12	2.937445465068156e-12	3.848078031174192e-12	3.2267099191248427e-12	2.6181157225954e-09	8.8204843859334e-10
84.0.	3.398569211897639e-06	1.394832869722818e-06	1.081284320033363e-11	7.86810196871041e-12	8.99943667938907e-08	5.2195177299795605e-12	3.7946378481070824e-13	1.2914036599754141e-15	2.5024759412845972e-15	2.739801675284195e-12	2.494647980232434e-09	1.998254513039172e-11	1.418435245076224e-13	1.1385264083548681e-14	3.043071489713072e-14	8.05126134279908e-14	2.442164119892821e-14	1.989059436208882e-12	1.9870032052988272e-08	9.785443760845454e-09	6.954511218545888e-10	3.9910697169089394e-12	5.54014548900433e-13	5.54014548900433e-13	2.9229604082981793e-10	1.207571118848512e-10	1.59950114165155e-07	2.74994161692455e-11	7.716127050497716e-12	3.3629603313550592e-12	5.012535567603055e-12	4.1982995592780654e-12	3.729438008161328e-09	1.4148130242913801e-09
91.0.	3.397824776577857e-06	1.392722831966401e-06	1.340501941165828e-11	9.90005235772253e-12	8.999399081687611e-08	5.5322104757309875e-12	4.4213986718459916e-13	1.8342038666911003e-15	3.5559058457016584e-15	2.4801912972586072e-12	2.4940954953522493e-09	2.011760371458876e-11	1.372695190012892e-13	1.2148316556547952e-14	2.944267126244403e-14	7.790419150287613e-14	2.363054654507759e-14	2.121809743284416e-12	1.983659194428509e-08	9.761011211285696e-09	6.942807180499778e-10	4.972327204754077e-12	7.415646355554468e-13	7.415646355554468e-13	3.1646898001155173e-10	1.517588303917569e-10	1.599466185340242e-07	2.703262997216335e-11	8.69001538863404e-12	3.78269490446456e-12	6.3438216856773185e-12	5.305403637477558e-12	5.0923784919786676e-09	2.1561790662117887e-09
98.0.	3.396827252013721e-06	1.390086149757479e-06	1.7194568528516232e-11	1.24631881551424e-11	8.999362565886887e-08	5.8298276099258085e-12	5.083531848969786e-13	2.5466783177279024e-15	4.938647225267178e-15	2.276672041913965e-12	2.493558250729345e-09	2.0198622117429246e-11	1.337206621532649e-13	1.288900338336463e-14	2.867501076046515e-14	7.587846158038013e-14	2.301610617921726e-14	2.250526596600107e-12	1.979447949899813e-08	9.737255491852812e-09	6.928067824649342e-10	6.210354547146525e-12	9.753776623758158e-13	9.753776623758158e-13	3.400211801890909e-10	1.910740419376006e-10	1.599431496059371e-07	2.621752418233203e-11	9.640828330418813e-12	4.191222674053207e-12	7.873851724913956e-12	6.572607339352231e-12	6.727497150894735e-09	3.150122727602994e-09
105.0.	3.395528331410412e-06	1.3868437576489041e-06	2.278989899469013e-11	1.580747372359791e-11	8.999326871020916e-08	6.115007365282767e-12	5.779364201931569e-13	3.4840801479823095e-15	6.757671066669136e-15	2.116427058846395e-12	2.4930408895970422e-09	2.0237686599828998e-11	1.3108658716787981e-13	1.3612589561684261e-14	2.8104254159833332e-14	7.43730403684843e-14	2.255944687922708e-14	2.376150423187513e-12	1.973964852335786e-08	9.714474448592901e-09	6.908876983175243e-10	7.83331196815616e-12	1.2687479631042212e-12	1.2687479631042212e-12	3.6264197846594065e-10	2.4266342859665045e-10	1.599396623770712e-07	2.503104540262349e-11	1.055572891909546e-11	4.5829599797687185e-12	9.650839232221271e-12	8.037208813272136e-12	8.664893931631341e-09	4.444713837932835e-09
112.0.	3.393873701987563e-06	1.3828986366965908e-06	3.1043992422337516e-11	2.030406927290948e-11	8.999291769324961e-08	6.389952808356277e-12	6.507487762814562e-13	4.729425597170996e-15	9.173674036304491e-15	1.989561842285595e-12	2.4925485921059354e-09	2.024412355638146e-11	1.29234340988332e-13	1.4323661731091302e-14	2.7702066118112892e-14	7.331271213498094e-14	2.2237798848646402e-14	2.4995040215118083e-12	1.9666132082606453e-08	9.692989464733748e-09	6.883146228912248e-10	1.0029934451752428e-11	1.641539557388441e-12	1.641539557388441e-12	3.840000971085309e-10	3.123964552377526e-10	1.599361071509282e-07	2.3444359695871288e-11	1.1420895140768229e-11	4.951903872550788e-12	1.173024838688776e-11	9.741213768912434e-12	1.0946366052361691e-08	6.093907975582792e-09
119.0.	3.391801067540824e-06	1.378136139034279e-06	4.314998147680324e-11	2.6495228451942927e-11	8.999257071435105e-08	6.656342605087148e-12	7.266698202711882e-13	6.407996043855783e-15	1.242917752479091e-14	1.888461817216219e-12	2.4920869705613282e-09	2.0225153239070162e-11	1.2801224113753352e-13	1.502601964759921e-14	2.743605004885354e-14	7.261156435696616e-14	2.2025142353505522e-14	2.621273926169185e-12	1.9565302981097253e-08	9.67313758057122e-09	6.847856043384028e-10	1.3072303492255158e-11	2.123254995772573e-12	2.123254995772573e-12	4.037508812459872e-10	4.088188159854404e-10	1.599324260371409e-07	2.145385738286415e-11	1.2221807235808798e-11	5.291755512500129e-12	1.4159812096716519e-11	1.171839082059702e-11	1.36230236373244e-08	8.159473727647087e-09
126.0.	3.389239413402023e-06	1.372431593671333e-06	6.072786465475509e-11	3.515709661218468e-11	8.999222630719107e-08	6.915234558904352e-12	8.055928376335166e-13	8.706937729083739e-15	1.6886521010647192e-14	1.8073151255479129e-12	2.4916613708462022e-09	2.018636268905743e-11	1.272603536899239e-13	1.572258411755504e-14	2.727195370876044e-14	7.217886648864863e-14	2.189398885292778e-14	2.7419944385368627e-12	1.942500712286715e-08	9.655230775781838e-09	6.79875249300349e-10	1.734214813809593e-11	2.757009102814424e-12	2.757009102814424e-12	4.2157653934370663e-10	5.440540191538409e-10	1.599285476767631e-07	1.911899396534233e-11	1.2944882762151749e-11	5.596634715257973e-12	1.696058659843822e-11	1.397827138058108e-11	1.6746879792840258e-08	1.071166330317877e-08
133.0.	3.386109840904766e-06	1.3656633374346541e-06	8.587141693095082e-11	4.737540488834358e-11	8.999188343277807e-08	7.1669928628628665e-12	8.87416591941558e-13	1.190181132029657e-14	2.307937462904217e-14	1.741689915021504e-12	2.4912756769615132e-09	2.0132102511165838e-11	1.2682419299662971e-13	1.641539207171939e-14	2.717658121797016e-14	7.192679916042263e-14	2.181772411090539e-14	2.862046884255021e-12	1.922865201788975e-08	9.639488642837655e-09	6.730028206261404e-10	2.3357464275580527e-11	3.60473391232906e-12	3.60473391232906e-12	4.372530470773609e-10	7.347333729792048e-10	1.599243788781925e-07	1.658515805641866e-11	1.3580207683352929e-11	5.862276154228505e-12	2.011674741284441e-11	1.64978617182067e-11	2.035861823113283e-08	1.3828299650676042e-08
140.0.	3.382328463728325e-06	1.35772531933724e-06	1.211301120561785e-10	6.462212563749516e-11	8.999154144138837e-08	7.411235568109854e-12	9.720365632993735e-13	1.638919569177016e-14	3.1776090550631906e-14	1.688200489815042e-12	2.49093104151153e-09	2.0065776998775126e-11	1.2657060453755572e-13	1.710566914696598e-14	2.7121194007930783e-14	7.177945324081524e-14	2.1773334055385417e-14	2.981672256421204e-12	1.895458273245477e-08	9.625968113627464e-09	6.634103956359157e-10	3.178814770933117e-11	4.753291368509807e-12	4.753291368509807e-12	4.507200868623484e-10	1.0025926444638811e-09	1.599197926298756e-07	1.406405581794869e-11	1.4124403858545719e-11	6.0872862320448766e-12	2.359031548651984e-11	1.923430759483786e-11	2.447789351752927e-08	1.759180059994341e-08
147.0.	3.3778100663550868e-06	1.348528338558243e-06	1.6948289680221623e-10	8.882555146816841e-11	8.999119999414928e-08	7.6468139239107e-12	1.0593358739899178e-12	2.2722410016451197e-14	4.4049246635511914e-14	1.644238675799258e-12	2.49062531445258e-09	1.999005944061018e-11	1.264010516544526e-13	1.779398553746369e-14	2.708439618808023e-14	7.1680418243196e-14	2.1743702792841232e-14	3.100998329174558e-12	1.857607837449345e-08	9.614533112331065e-09	6.501627431072699e-10	4.344967151013888e-11	6.320813725938197e-12	6.320813725938197e-12	4.621111263447329e-10	1.374393538525832e-09	1.599146118939139e-07	1.176598899731615e-11	1.458187119272518e-11	6.273687218241885e-12	2.7366124046173e-11	2.2161962934539628e-11	2.910574193816447e-08	2.208544909238878e-08
154.0.	3.372469957719483e-06	1.33798275323677e-06	2.344562886892588e-10	1.224438186890699e-10	8.999085895946434e-08	7.871825320164287e-12	1.149176323943828e-12	3.164485073678343e-14	6.134069313568274e-14	1.6077679558263189e-12	2.4903536376537492e-09	1.9907050646238e-11	1.262569486351651e-13	1.8480465187465368e-14	2.7053347696578163e-14	7.159590745349979e-14	2.1718561807758578e-14	3.220076167155232e-12	1.806210786354391e-08	9.604889356441016e-09	6.321737752240358e-10	5.927100817847667e-11	8.462231053614134e-12	8.462231053614134e-12	4.717184115148025e-10	1.8810740413795443e-09	1.599085892527945e-07	9.828280898430266e-12	1.496335372166565e-11	6.426286179092635e-12	3.150428836387855e-11	2.5313806712671898e-11	3.424356539782793e-08	2.7391467451312012e-08
161.0.	3.366221635843832e-06	1.325966891847751e-06	3.205565653883574e-10	1.685802511856004e-10	8.999051830959083e-08	8.083653718657555e-12	1.241389858551289e-12	4.4114480456255585e-14	8.550946029592556e-14	1.5771761933911338e-12	2.4901098107535102e-09	1.981839732790304e-11	1.261152887702388e-13	1.916499657093862e-14	2.702289121717431e-14	7.151236592227235e-14	2.1693772141857802e-14	3.338917164083366e-12	1.737867153961091e-08	9.596661243207226e-09	6.082535038863802e-10	8.024385067443614e-11	1.1373021498430339e-11	1.1373021498430339e-11	4.799159329861536e-10	2.556356818129294e-09	1.5990138326441392e-07	8.293438783402333e-12	1.528274969782214e-11	6.551272082403788e-12	3.616993845315289e-11	2.8801703806658043e-11	3.992192903144707e-08	3.359324060042271e-08
168.0.	3.3589696026076547e-06	1.31229196383443e-06	4.34124227828695e-10	2.3120157811972409e-10	8.99901780392232e-08	8.279032076771521e-12	1.335770658726551e-12	6.131363648572335e-14	1.1885106321024661e-13	1.5511750066324258e-12	2.4898875793394913e-09	1.972538328230569e-11	1.259782143818712e-13	1.9847398850030663e-14	2.6993341664150142e-14	7.14305798300339e-14	2.166954632158467e-14	3.457522630014225e-12	1.649048350722512e-08	9.589462671806676e-09	5.771669227528779e-10	1.073623071887611e-10	1.529060535866404e-11	1.529060535866404e-11	4.870885031999481e-10	3.4350641872749293e-09	1.5989253307112122e-07	7.1361368184535385e-12	1.555411471035093e-11	6.654898030489724e-12	4.1638277630824826e-11	3.2814027869139574e-11	4.6227610250302276e-08	4.078228608145075e-08
175.0.	3.35059824157325e-06	1.2966702090663219e-06	5.847049214428079e-10	3.15534462712282e-10	8.998983811400229e-08	8.454133922352185e-12	1.432068005743617e-12	8.463860297602742e-14	1.64077316468395e-13	1.528729919265944e-12	2.489681371893507e-09	1.9629001412039788e-11	1.258621753542665e-13	2.052752511391936e-14	2.6968150202047352e-14	7.135949429754903e-14	2.1648577474249698e-14	3.575902746252248e-12	1.536311720015352e-08	9.582934833585155e-09	5.377091020053719e-10	1.415491932908264e-10	2.049298878435614e-11	2.049298878435614e-11	4.935938963341061e-10	4.550983174874191e-09	1.5988143323836832e-07	6.301482724673209e-12	1.5789940439872938e-11	6.742725360235879e-12	4.829383772766421e-11	3.760578724463774e-11	5.332296433421881e-08	4.906898142805996e-08
182.0.	3.340958107648419e-06	1.2786872965300798e-06	7.871183970805096e-10	4.287344418921948e-10	8.998949844405299e-08	8.604724012106148e-12	1.529980332831105e-12	1.156600243724745e-13	2.242393401880976e-13	1.509007991855636e-12	2.489486523525339e-09	1.953001126250563e-11	1.2579028595404621e-13	2.1205311139821702e-14	2.695223752438015e-14	7.131182109647744e-14	2.163470681744274e-14	3.694086383106585e-12	1.3966477383776299e-08	9.576752438269907e-09	4.888267084321691e-10	1.835398241959977e-10	2.729356800727141e-11	2.729356800727141e-11	4.99756569721944e-10	5.933396931576997e-09	1.598673115498675e-07	5.731484875236336e-12	1.600061826761302e-11	6.8193900915501995e-12	5.663598091618613e-11	4.348970373053686e-11	6.145775482144775e-08	5.8595606105770054e-08
189.0.	3.329850836149141e-06	1.257778815727103e-06	1.06456180450768e-09	5.809575456258024e-10	8.998915887216238e-08	8.726428855896423e-12	1.629151433641614e-12	1.560365734883381e-13	3.0255977272213063e-13	1.4913350395066272e-12	2.4892992000672393e-09	1.942898454027935e-11	1.257887626466252e-13	2.188079007217695e-14	2.6951201861263963e-14	7.130196328942542e-14	2.16322916778522e-14	3.812125410666693e-12	1.2281511778177022e-08	9.570609216939944e-09	4.2985291223619434e-10	2.336593984935846e-10	3.602909292400945e-11	3.602909292400945e-11	5.058821180995542e-10	7.600371204212417e-09	1.598492139079839e-07	5.378186986169079e-12	1.619459345867271e-11	6.888674522089646e-12	6.729094082183397e-11	5.0826076788754645e-11	7.097447816643182e-08	6.955036067954373e-08
196.0.	3.317013788811626e-06	1.233212757988106e-06	1.4532786889180442e-09	7.87030995747814e-10	8.998881916614602e-08	8.81523088149423e-12	1.7291706911743189e-12	2.0734944734167012e-13	4.0211154184849e-13	1.4751583329322079e-12	2.4891161862203123e-09	1.932633996664673e-11	1.258869068884862e-13	2.2554093868338573e-14	2.6971292153844687e-14	7.13459625741074e-14	2.164618649654392e-14	3.930097258439753e-12	1.031315766082805e-08	9.564190027033558e-09	3.6096051812898084e-10	2.91395642780332e-10	4.7034378101495855e-11	4.7034378101495855e-11	5.122851312993656e-10	9.545812312455227e-09	1.59826003007715e-07	5.209220081651983e-12	1.637882801586044e-11	6.95371652124518e-12	8.102566249581097e-11	6.000436422093512e-11	8.23058783231904e-08	8.218104963981784e-08
203.0.	3.302106063853732e-06	1.2040837438161891e-06	2.0094985295164013e-09	1.0690042951873131e-09	8.998847900697043e-08	8.868333815214267e-12	1.8295807259324813e-12	2.708091958096528e-13	5.252493007576038e-13	1.4600120809049941e-12	2.4889346110697092e-09	1.9222368491288318e-11	1.2611991841635351e-13	2.3225458259129618e-14	2.7019991841625507e-14	7.146306483815327e-14	2.168221467969925e-14	4.048108779771731e-12	8.112501290970114e-09	9.557130906580527e-09	2.839375451839529e-10	3.546733990320997e-10	6.059299728737893e-11	6.059299728737893e-11	5.19329105500368e-10	1.1717335006687311e-08	1.597963822886475e-07	5.2108299744748606e-12	1.65593955246259e-11	7.017280150516659e-12	9.875647827278038e-11	7.14072240698237e-11	9.595982648567408e-08	9.680651964936445e-08
210.0.	3.284698488746301e-06	1.169329070236519e-06	2.8194181679932033e-09	1.4599602041066133e-09	8.998813796555897e-08	8.885527339334486e-12	1.929897460654729e-12	3.467922500370961e-13	6.727102479409249e-13	1.44548347098908e-12	2.488751622618031e-09	1.91172491366008e-11	1.265342282810408e-13	2.389524497308896e-14	2.7107143061778787e-14	7.167872624768891e-14	2.174807728180943e-14	4.166303972564722e-12	5.80656198106942e-09	9.548963874051265e-09	2.032296693374288e-10	4.1889900942090073e-10	7.685181874369134e-11	7.685181874369134e-11	5.274816094197139e-10	1.398654800522656e-08	1.5975896202623588e-07	5.391276035631981e-12	1.674216959068459e-11	7.082073409401304e-12	1.215432952503871e-10	8.534671845365847e-11	1.124833495856403e-07	1.1382285508728839e-07
217.0.	3.2642716918215806e-06	1.1277809427995268e-06	4.012718049717403e-09	2.009530761619166e-09	8.99877954613137e-08	8.870943429906331e-12	2.029647867660418e-12	4.342452375682461e-13	8.424555080924989e-13	1.43117680522388e-12	2.48856399558658e-09	1.901105512611223e-11	1.271955137852248e-13	2.456399439830221e-14	2.7246643047316744e-14	7.20291502904599e-14	2.185472559825492e-14	4.284878041544331e-12	3.6189027080785073e-09	9.539040844255754e-09	1.266615947827472e-10	4.763623185910456e-10	9.569938588054554e-11	9.569938588054554e-11	5.373903325494557e-10	1.61285740538053e-08	1.5971238569193938e-07	5.785100672272872e-12	1.693362547449378e-11	7.151126371874097e-12	1.5055846623174533e-10	1.019647718844716e-10	1.3239505403779742e-07	1.33699789579456e-07
224.0.	3.2402279546000698e-06	1.078270518110485e-06	5.779116006261514e-09	2.791497284932524e-09	8.998745069458437e-08	8.83444939236486e-12	2.1284259200489308e-12	5.302181699511578e-13	1.02875314291313e-12	1.416673240119587e-12	2.488367676298439e-09	1.8903749321521317e-11	1.281997564636467e-13	2.523252301981189e-14	2.7458790343567602e-14	7.256755525869485e-14	2.201825786957298e-14	4.40410055540379e-12	1.8382020627341582e-09	9.526432358581714e-09	6.433707219569527e-11	5.174530554990394e-10	1.166509009924002e-10	1.166509009924002e-10	5.499843146583901e-10	1.7853669446693362e-08	1.596555192956231e-07	6.454825477682949e-12	1.714172566888852e-11	7.2282231461551424e-12	1.8702597976344812e-10	1.2110251080906049e-10	1.560765133566357e-07	1.569612527308777e-07
231.0.	3.2119231330949135e-06	1.019791335816014e-06	8.385593230741063e-09	3.9135072148607435e-09	8.998710254507728e-08	8.791068645586437e-12	2.225953463333407e-12	6.300817719008535e-13	1.222577788894954e-12	1.401484861384158e-12	2.488157374204786e-09	1.87951677199137e-11	1.296871796303663e-13	2.590207976374725e-14	2.777325301235924e-14	7.337206288293286e-14	2.226230695583011e-14	4.5243505364569015e-12	6.89979731462762e-10	9.50980555420499e-09	2.4149290601196555e-11	5.351468967391232e-10	1.3885115309888311e-10	1.3885115309888311e-10	5.665959306563801e-10	1.893569701554135e-08	1.59587659612767e-07	7.479670609198665e-12	1.7376625673712878e-11	7.318275258754952e-12	2.321518353949318e-10	1.421714176009749e-10	1.83623661111782e-07	1.841437312090023e-07
238.0.	3.178722808859578e-06	9.51708537205285e-07	1.2189882951759221e-08	5.5283541182205575e-09	8.998674942991009e-08	8.757133425618642e-12	2.322115300884699e-12	7.288766545284067e-13	1.414212406060304e-12	1.385005121142609e-12	2.4879265058159832e-09	1.868499014136474e-11	1.318573260960374e-13	2.657457029892528e-14	2.823230280398434e-14	7.455419297746934e-14	2.262061243884276e-14	4.646165732877382e-12	1.661373333667911e-10	9.487301961133863e-09	5.8148066678376665e-12	5.307328296105732e-10	1.61309274660999e-10	1.61309274660999e-10	5.890830439872692e-10	1.9382672700819212e-08	1.5950865546805637e-07	8.919160126898585e-12	1.7650524607049667e-11	7.427328451136105e-12	2.8710210225950854e-10	1.6408786355450441e-10	2.146803000534666e-07	2.157288378077161e-07
