time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
245.0.	3.1400810985235918e-06	8.739738438734676e-07	1.76442178490288e-08	7.845217925816914e-09	8.99863891246868e-08	8.74496267239061e-12	2.4169391141104167e-12	8.23181551695966e-13	1.5968985975820683e-12	1.366463691315868e-12	2.4876677885771483e-09	1.8572699873939637e-11	1.349808189099359e-13	2.7252838316462982e-14	2.889337742473366e-14	7.626541188504953e-14	2.313900925032009e-14	4.770304978957978e-12	2.1044346616620906e-11	9.456445666018514e-09	7.36552131581729e-13	5.135669424628919e-10	1.832764252562468e-10	1.832764252562468e-10	6.199207976727927e-10	1.944056973562e-08	1.594188352000003e-07	1.0774307136921698e-11	1.797606065762335e-11	7.561906443890266e-12	3.530723721497964e-10	1.853135456136054e-10	2.482981435081008e-07	2.520532632979743e-07
252.0.	3.095632694932125e-06	7.873039721278207e-07	2.528286359883278e-08	1.113836432468427e-08	8.998601856450158e-08	8.760964367674861e-12	2.510533308304483e-12	9.118270975795646e-13	1.7682808477908971e-12	1.344896847896451e-12	2.487373996279528e-09	1.845753694281365e-11	1.394027406971779e-13	2.794096431034334e-14	2.9829877083279504e-14	7.869886961726412e-14	2.387597248698335e-14	4.8978177850948405e-12	1.071909909960668e-12	9.414079501460521e-09	3.7516846848623235e-14	4.928565136162398e-10	2.044258615915398e-10	2.044258615915398e-10	6.622653953873671e-10	1.9363577913052123e-08	1.5931877490996088e-07	1.301366445844427e-11	1.8364389132131982e-11	7.728185935373494e-12	4.3138284982955286e-10	2.039673272084067e-10	2.828627947416779e-07	2.932080378797779e-07
259.0.	3.04528496532643e-06	6.933025158700079e-07	3.568475410108718e-08	1.574999079839104e-08	8.998563365162454e-08	8.808446788446581e-12	2.603035989658996e-12	9.950156753544203e-13	1.928720364371781e-12	1.319141849585171e-12	2.4870378523914683e-09	1.833845159315947e-11	1.4553469786901722e-13	2.864452367439488e-14	3.1129557609485497e-14	8.208474864344064e-14	2.490123662481435e-14	5.030111792834193e-12	1.512060367916169e-14	9.356310488705323e-09	5.292211287706573e-16	4.723702590709726e-10	2.2470547566817132e-10	2.2470547566817132e-10	7.200086531442567e-10	1.9258531975502322e-08	1.5920908459666819e-07	1.56394941935724e-11	1.882515128578178e-11	7.93203581569491e-12	5.234844756341519e-10	2.179684282598788e-10	3.161011837588834e-07	3.389435870433726e-07
266.0.	2.9892963514882466e-06	5.945054798699185e-07	4.9400027318517526e-08	2.2082953664369903e-08	8.998522910786932e-08	8.890770114709497e-12	2.6946038204565853e-12	1.0733148219760369e-12	2.0793140954915e-12	1.287869723074823e-12	2.48665132831513e-09	1.821406819396113e-11	1.538295350093236e-13	2.937073259194585e-14	3.288927800204947e-14	8.667598219072861e-14	2.629150003620663e-14	5.169005055133783e-12	2.635200936013952e-17	9.278534989578463e-09	9.223203276048793e-19	4.527054339156236e-10	2.441419362445873e-10	2.441419362445873e-10	7.977528801446043e-10	1.9143914714158454e-08	1.5909031518604362e-07	1.869088379622e-11	1.936771740780033e-11	8.179666629732557e-12	6.308400945159043e-10	2.252451649736722e-10	3.451876908268077e-07	3.885986031554147e-07
273.0.	2.9283265235300852e-06	4.943111706919763e-07	6.683075250610957e-08	3.057868041786375e-08	8.998479843717785e-08	9.012406798674473e-12	2.785425008224432e-12	1.147316419928728e-12	2.2212113508504418e-12	1.2496866784832889e-12	2.486205311564735e-09	1.808267778964217e-11	1.6472518308198422e-13	3.012837763813506e-14	3.5203244428893117e-14	9.271682372884989e-14	2.8120943976760708e-14	5.316740959019898e-12	-5.1177182980378767e-20	9.175665446151276e-09	-1.79120140431325e-21	4.3386151373327765e-10	2.6276995849773324e-10	2.6276995849773324e-10	9.005842405271977e-10	1.902129154795793e-08	1.589629414878306e-07	2.2211605879758157e-11	2.0001716642417138e-11	8.477947476240861e-12	7.546578928068156e-10	2.240505592864635e-10	3.6698336704275204e-07	4.4107197878201406e-07
280.0.	2.863442737975905e-06	3.967435807289504e-07	8.80658665652906e-08	4.1676330583084876e-08	8.998433410096721e-08	9.178878368081215e-12	2.875736760044334e-12	1.217601480574656e-12	2.355540233939871e-12	1.203335716529119e-12	2.485689761696719e-09	1.794228587833581e-11	1.7854597583366122e-13	3.092738747222595e-14	3.814219010297141e-14	1.0038769130640171e-13	3.044456652772705e-14	5.475930593892058e-12	2.2049457070671344e-22	9.042630044067398e-09	7.717309974734568e-24	4.1580369710520006e-10	2.8062316118027633e-10	2.8062316118027633e-10	1.0335732916491202e-09	1.889112800584654e-08	1.588273638844696e-07	2.623074517724913e-11	2.073676540460768e-11	8.834307709384494e-12	8.954798424160519e-10	2.1339215173722281e-10	3.784435419594901e-07	4.948572880114492e-07
287.0.	2.796068067194201e-06	3.060108192961081e-07	1.1269537214882801e-07	5.5752475802015255e-08	8.998382802083667e-08	9.396262167926944e-12	2.965839141648172e-12	1.284742525074822e-12	2.483411248143745e-12	1.1480048820993959e-12	2.4850942222308572e-09	1.7790742830034947e-11	1.95364884769401e-13	3.177792018048649e-14	4.172408051760738e-14	1.0972816649690369e-13	3.327487101979472e-14	5.649382364881434e-12	5.039884538128794e-24	8.875160375803493e-09	1.763959588345578e-25	3.9849810981929544e-10	2.977337364074844e-10	2.977337364074844e-10	1.2009876290785981e-09	1.875377708476239e-08	1.586839137581533e-07	3.074929538504522e-11	2.158183916908605e-11	9.256395404257084e-12	1.0527221731856611e-09	1.9350074205198663e-10	3.771929544634556e-07	5.481548775475438e-07
294.0.	2.727864302807573e-06	2.258828689263118e-07	1.3966798631989828e-07	7.304741347959766e-08	8.998327247711119e-08	9.670328514596138e-12	3.056101030632964e-12	1.349300326456948e-12	2.605910490749822e-12	1.083696130468666e-12	2.484408652440325e-09	1.762597062701606e-11	2.148565734160131e-13	3.268894633869298e-14	4.588252634838277e-14	1.205548058200523e-13	3.655691633260422e-14	5.83979347425951e-12	9.280809018436766e-25	8.670784210163761e-09	3.2482831564529364e-26	3.81912284991264e-10	3.141325041915278e-10	3.141325041915278e-10	1.4052994859666962e-09	1.860949218005448e-08	1.5853286238168208e-07	3.573094883406673e-11	2.2544479765487448e-11	9.751554085411473e-12	1.2243764458083032e-09	1.6613137413725163e-10	3.621729494569799e-07	5.99062650443078e-07
301.0.	2.6605585149654838e-06	1.5902458861966278e-07	1.6728676411445387e-07	9.3593723675591e-08	8.998266134461588e-08	1.0005366784160629e-11	3.146954656744905e-12	1.411811911288078e-12	2.7240762282779682e-12	1.011537680349559e-12	2.483624445658165e-09	1.744626677701197e-11	2.3620243939816043e-13	3.366651048868642e-14	5.044580359832938e-14	1.324079107935725e-13	4.015204626798064e-14	6.049320832091732e-12	-2.726532735801531e-27	8.429785796615107e-09	-9.542864575294626e-29	3.660151422071669e-10	3.298489696532656e-10	3.298489696532656e-10	1.6462257410652331e-09	1.8458439616325362e-08	1.583744336490498e-07	4.110369333045157e-11	2.3630083417733527e-11	1.032623350974033e-11	1.4071364338442272e-09	1.344239498304555e-10	3.341395489861338e-07	6.458209506543309e-07
308.0.	2.595744881600426e-06	1.065180236327215e-07	1.93416703953855e-07	1.171701168988243e-07	8.998199141340871e-08	1.0402936346219159e-11	3.23887715625209e-12	1.47277043152336e-12	2.8388600512749373e-12	9.338733569079649e-13	2.4827353395471194e-09	1.725062064950789e-11	2.581227740617342e-13	3.471210008585473e-14	5.5142605987800844e-14	1.445693267025255e-13	4.384306470281677e-14	6.279116122043401e-12	-2.052459846908604e-28	8.155772109235178e-09	-7.183609464178932e-30	3.5077698990567854e-10	3.449113796115221e-10	3.449113796115221e-10	1.920161764121721e-09	1.830072919114011e-08	1.582088194351487e-07	4.6776219178479294e-11	2.4841603917084136e-11	1.098554433083491e-11	1.5970716743616623e-09	1.021991344982741e-10	2.95736070072535e-07	6.870568863075688e-07
315.0.	2.534710379263804e-06	6.778707545101021e-08	2.1588406244540348e-07	1.43301493313185e-07	8.998126337561192e-08	1.086093981827292e-11	3.332361047605608e-12	1.532600363855716e-12	2.9510792533985014e-12	8.539996153113047e-13	2.4817378690121743e-09	1.7038944154696728e-11	2.7907775468955157e-13	3.582169801818381e-14	5.964390495128401e-14	1.5617484718638312e-13	4.7368091961562986e-14	6.528969933184985e-12	3.333205784345114e-29	7.85552565475984e-09	1.1666220245206791e-30	3.361695411592049e-10	3.593467792235397e-10	3.593467792235397e-10	2.2203283448554674e-09	1.813645535462504e-08	1.5803619467630548e-07	5.2664022885519184e-11	2.617990225336836e-11	1.173316105463894e-11	1.7906201052261271e-09	7.292454014887694e-11	2.509958649122514e-07	7.219585793380042e-07
322.0.	2.478329675129251e-06	4.096116538158427e-08	2.329295541189788e-07	1.713113246306232e-07	8.998048206183039e-08	1.1373420044369419e-11	3.427879395708563e-12	1.591634070695784e-12	3.0613720085988133e-12	7.755694671340167e-13	2.480631159580323e-09	1.681212866227409e-11	2.9759543332668994e-13	3.6985980762052944e-14	6.363265022333935e-14	1.6639811765933402e-13	5.047622579363609e-14	6.797213462826829e-12	5.572893992650228e-31	7.53808462414106e-09	1.9505128974270933e-32	3.221659250758918e-10	3.731810688448126e-10	3.731810688448126e-10	2.5376909453260756e-09	1.7965732768725573e-08	1.57856728693709e-07	5.871231768399717e-11	2.7644670560552276e-11	1.257162695684739e-11	1.985405583547157e-09	4.8861647727312384e-11	2.044212035169075e-07	7.503278907041821e-07
329.0.	2.4270485589238563e-06	2.3497763789913694e-08	2.435357693691376e-07	2.004120096833061e-07	8.997965575583923e-08	1.19312509691909e-11	3.525853698035234e-12	1.6500964374511371e-12	3.170168226710577e-12	7.018667002055414e-13	2.479416141488493e-09	1.657190157915233e-11	3.126010717057656e-13	3.8191718799280034e-14	6.687482937151197e-14	1.746357511042938e-13	5.298377201895866e-14	7.080944577642302e-12	-1.2600037622001963e-31	7.213333840261017e-09	-4.410013167700331e-33	3.087406747419764e-10	3.864390605938611e-10	3.864390605938611e-10	2.862368026439187e-09	1.778871279083304e-08	1.576705906342773e-07	6.490494342281277e-11	2.923556687138704e-11	1.350291393386112e-11	2.18050129442236e-09	3.078591474463384e-11	1.600170394623585e-07	7.725066317805427e-07
336.0.	2.38094206504783e-06	1.2795925908367121e-08	2.475232075945759e-07	2.2980587866507388e-07	8.997879479583348e-08	1.252352348767586e-11	3.626631645978592e-12	1.708102152269787e-12	3.2776848488986888e-12	6.352327819926839e-13	2.47809449115357e-09	1.6320536243987188e-11	3.2360958407305074e-13	3.942394171411467e-14	6.926203164791385e-14	1.806158865751495e-13	5.480741545349562e-14	7.376512114556392e-12	6.298014436718204e-33	6.890577360909444e-09	2.204305052851245e-34	2.958696794320045e-10	3.991445335668262e-10	3.991445335668262e-10	3.1850578718725483e-09	1.760557984849529e-08	1.574779495696513e-07	7.125851204893742e-11	3.095314979754075e-11	1.4528996731869301e-11	2.3761502236434523e-09	1.8269927861289077e-11	1.2063928082242202e-07	7.892174370817034e-07
343.0.	2.339813144724483e-06	6.61301282714808e-09	2.45430958107406e-07	2.5877080210042786e-07	8.997790994803423e-08	1.313914977177806e-11	3.730478267812696e-12	1.7656660897584899e-12	3.383946451669782e-12	5.768359134743605e-13	2.4766676476500952e-09	1.606051732720384e-11	3.3071863655223156e-13	4.066815357645266e-14	7.081138470385893e-14	1.843946942553477e-13	5.596342805636223e-14	7.680090462177538e-12	-3.1131593235341538e-34	6.577489774104814e-09	-1.089605763236883e-35	2.835301010449132e-10	4.113202864136577e-10	4.113202864136577e-10	3.4980870618086594e-09	1.741653709892833e-08	1.572789719867726e-07	7.780906271795129e-11	3.27993925137376e-11	1.565226188772411e-11	2.5732372242081744e-09	1.0225676863526828e-11	8.779551865201183e-08	8.013794826361467e-07
350.0.	2.303297208404641e-06	3.241795102231226e-09	2.3827643153683107e-07	2.867157701751963e-07	8.997701104958928e-08	1.3768191982526948e-11	3.837579500874728e-12	1.82272329573228e-12	3.4888243807664107e-12	5.267843539384622e-13	2.4751361323999274e-09	1.579425667946529e-11	3.344446808049458e-13	4.191197828896834e-14	7.163125078641202e-14	1.8626427440666343e-13	5.653990069660991e-14	7.988166881612644e-12	3.1913119529988243e-35	6.279608779689985e-09	1.116959183549486e-36	2.717002661085059e-10	4.229881862149945e-10	4.229881862149945e-10	3.7959180046639545e-09	1.722179217509789e-08	1.570738197615326e-07	8.459912594189914e-11	3.477779146730903e-11	1.6875700718455857e-11	2.7728060135210344e-09	5.401811381113007e-12	6.181223723715547e-08	8.099483641372092e-07
357.0.	2.2709499135211246e-06	1.5062326850327391e-09	2.2729547045717688e-07	3.132044593720832e-07	8.997610620195863e-08	1.44026329537698e-11	3.948054153588728e-12	1.8791531050596177e-12	3.592083827989478e-12	4.844441291633813e-13	2.4734992313801673e-09	1.552390921110489e-11	3.3550224042524973e-13	4.3145963175188664e-14	7.18740009160506e-14	1.866283408983194e-13	5.665906492475128e-14	8.297837049392171e-12	4.181274318795544e-36	6.000311620507799e-09	1.4634460115783642e-37	2.6035954995271544e-10	4.341692131142346e-10	4.341692131142346e-10	4.075172823621365e-09	1.702154896262229e-08	1.5686265038379142e-07	9.166922425368364e-11	3.689321472329336e-11	1.8202931570437468e-11	2.975757360589805e-09	2.693676787943316e-12	4.218640111697823e-08	8.158047426919452e-07
364.0.	2.242309518232408e-06	6.626611583443172e-10	2.1372908474965109e-07	3.379530157394189e-07	8.997520152752005e-08	1.503657641124721e-11	4.0619694037089724e-12	1.934802330576272e-12	3.6934290361147655e-12	4.487939039773959e-13	2.4717549725494735e-09	1.525129025053559e-11	3.346159301364795e-13	4.4363624905995905e-14	7.16952982181449e-14	1.85896203554241e-13	5.644506849295489e-14	8.606899720179199e-12	-5.0700571050010405e-36	5.7411074444558164e-09	-1.7745199867502211e-37	2.4948826790367667e-10	4.448835007296313e-10	4.448835007296313e-10	4.334341349448162e-09	1.681600600059289e-08	1.56645619449402e-07	9.905410814628181e-11	3.915164528572621e-11	1.963812773034382e-11	3.182726439617359e-09	1.267559789795936e-12	2.795976274294876e-08	8.196942080498514e-07
371.0.	2.216934839063836e-06	2.757396765666525e-10	1.986824475868314e-07	3.608112473046288e-07	8.997430132806042e-08	1.5666042120729982e-11	4.179355951387502e-12	1.989504316995442e-12	3.7925404068396376e-12	4.187070004567892e-13	2.469900279335728e-09	1.497786776181606e-11	3.3240664315858724e-13	4.55610148202412e-14	7.122914353383867e-14	1.8441854189824932e-13	5.600439654052958e-14	8.913805497775693e-12	1.782044950531976e-36	5.502070579773568e-09	6.237157326861429e-38	2.390675824828989e-10	4.5515037279326523e-10	4.5515037279326523e-10	4.57334812722689e-09	1.6605359232484062e-08	1.564228843432899e-07	1.067822794875498e-10	4.15599256969338e-11	2.1185915166492827e-11	3.394078269798312e-09	5.624977176670801e-13	1.802187414539465e-08	8.222081287888654e-07
378.0.	2.1944243613586823e-06	1.083931939057415e-10	1.830536425144418e-07	3.817358488740686e-07	8.997340844122217e-08	1.628856580367297e-11	4.30022061974849e-12	2.0430927168097082e-12	3.8891012905212126e-12	3.9312542436453964e-13	2.4679311896690532e-09	1.470479684325061e-11	3.293491695547375e-13	4.6736094886696786e-14	7.057834698972598e-14	1.8246349967204193e-13	5.541853899966771e-14	9.217532082281977e-12	1.479234282494938e-36	5.282286145356275e-09	5.177319988731883e-38	2.2907942933099182e-10	4.649883766616765e-10	4.649883766616765e-10	4.793106980068093e-09	1.638980638302403e-08	1.561946078718287e-07	1.1487716282510021e-10	4.412555470997867e-11	2.285127824866191e-11	3.6099584229824123e-09	2.3519399360635983e-13	1.131056296777755e-08	8.237913172558173e-07
385.0.	2.174422864270269e-06	4.020495216654921e-11	1.6751607717872892e-07	4.0076213266785705e-07	8.997252463527971e-08	1.690276823812274e-11	4.42455569258032e-12	2.095410324192147e-12	3.98281511407765e-12	3.711403947481695e-13	2.4658430672537373e-09	1.4432970797418469e-11	3.257772104430739e-13	4.788812888715806e-14	6.981535119361693e-14	1.8021954969187833e-13	5.4744810408089163e-14	9.517443757209545e-12	-1.2032097700927499e-36	5.080235851303797e-09	-4.2112341953242837e-38	2.19506460211404e-10	4.744153143503253e-10	4.744153143503253e-10	4.995135289090954e-09	1.616955102242682e-08	1.5596096101303819e-07	1.233587493460365e-10	4.6856547822026053e-11	2.463948898905048e-11	3.8303564090150474e-09	9.256855818193614e-14	6.9178185624702634e-09	8.247636740702239e-07
392.0.	2.156620874665679e-06	1.4054631132169079e-11	1.52535284412857e-07	4.17978311429016e-07	8.997165095285745e-08	1.750798507758241e-11	4.552345223865968e-12	2.1463140141521603e-12	4.0734148908665065e-12	3.5201143024784004e-13	2.463630770634243e-09	1.4163073218007368e-11	3.2191041874860063e-13	4.901718911132902e-14	6.898793599229399e-14	1.7781079546209752e-13	5.402097057882095e-14	9.813168041851644e-12	5.8625740352583115e-37	4.894096391293136e-09	2.051900912340243e-38	2.103319994537665e-10	4.834482716412142e-10	4.834482716412142e-10	5.181255620137111e-09	1.594480539724291e-08	1.557221244832591e-07	1.3224508462337302e-10	4.9761353337623697e-11	2.655606132390284e-11	4.0551603421268416e-09	3.426063028728976e-14	4.12586407682187e-09	8.253464511895472e-07
399.0.	2.140750664939832e-06	4.625156657716302e-12	1.3840327745868838e-07	4.335043253913063e-07	8.997078797202653e-08	1.810398864278786e-11	4.683568964876103e-12	2.19567696373092e-12	4.160667410974258e-12	3.351534273025007e-13	2.461288772890844e-09	1.389562381414838e-11	3.1788597982015593e-13	5.012380205704867e-14	6.812599100058523e-14	1.753148242927093e-13	5.3270636964330205e-14	1.010450152441428e-11	-5.313260409364701e-37	4.7219503677954284e-09	-1.859641143277504e-38	2.015400099509689e-10	4.921036456743253e-10	4.921036456743253e-10	5.353384785631873e-09	1.57157918662966e-08	1.554782892023368e-07	1.415533749581305e-10	5.2848809020200114e-11	2.86067255847393e-11	4.284196221635094e-09	1.1912068354074151e-14	2.400332914216722e-09	8.256874271670668e-07
406.0.	2.126581050967759e-06	1.431290993151864e-12	1.252782396694043e-07	4.474757401179391e-07	8.996993598717896e-08	1.869079756105133e-11	4.818204612775008e-12	2.243389155886176e-12	4.244374067999991e-12	3.2011153866027163e-13	2.4588112387283242e-09	1.36310157962117e-11	3.137859729121819e-13	5.120871609009397e-14	6.724742323484502e-14	1.727781627680502e-13	5.2507977900207246e-14	1.039134441222264e-11	6.861909266163371e-38	4.561923092264849e-09	2.4016682431570168e-39	1.9311506547098321e-10	5.003971713051298e-10	5.003971713051298e-10	5.513397019273813e-09	1.548274317970098e-08	1.552296559190683e-07	1.513007140288222e-10	5.612812512331246e-11	3.079741685945132e-11	4.5172529332723595e-09	3.887026710533341e-15	1.362373658798818e-09	8.258822113758419e-07
413.0.	2.113912179580745e-06	4.1608063284275716e-13	1.132220274818108e-07	4.600323544934614e-07	8.996909512608181e-08	1.926855571019911e-11	4.956228973247161e-12	2.289356896784506e-12	4.324369751988674e-12	3.0653458345276993e-13	2.4561920700379993e-09	1.336954516705431e-11	3.0965780208028407e-13	5.227276048413469e-14	6.636258583808905e-14	1.702278068838492e-13	5.174121733207823e-14	1.067365807687447e-11	-1.491669276148004e-37	4.4122627627861115e-09	-5.2208424665175806e-39	1.850423269400001e-10	5.08343946411226e-10	5.08343946411226e-10	5.6630437717973414e-09	1.524590196219655e-08	1.549764342880906e-07	1.6150452222388132e-10	5.960888314362856e-11	3.313427188512381e-11	4.754096848521261e-09	1.1892822385465741e-15	7.543522139068683e-10	8.259908485409097e-07
420.0.	2.102570825945393e-06	1.1351591393187881e-13	1.022317478140973e-07	4.713107275151277e-07	8.99682654216857e-08	1.983745996838419e-11	5.097618470995453e-12	2.333501827480669e-12	4.400520750472901e-12	2.941516179414052e-13	2.4534249302850583e-09	1.3111433201719719e-11	3.0552808527032135e-13	5.331676629706832e-14	6.547729684259849e-14	1.6767905198759382e-13	5.097501647120752e-14	1.0951438963470079e-11	2.199925649592326e-38	4.271380684796241e-09	7.699739773572549e-40	1.7730752115913892e-10	5.159584562629069e-10	5.159584562629069e-10	5.8039134668216996e-09	1.50055197326238e-08	1.5471884164281778e-07	1.721828018498457e-10	6.330104342206589e-11	3.562363075146996e-11	4.9944799264889444e-09	3.408873106058535e-16	4.0741625316624904e-10	8.260499945608115e-07
427.0.	2.0924063556797477e-06	2.903869235870684e-14	9.226425853390867e-08	4.814397125159603e-07	8.996744685425931e-08	2.0397719728756e-11	5.242349297317155e-12	2.375759721841067e-12	4.4727222299480026e-12	2.8275296768107866e-13	2.450503255579611e-09	1.2856843548034149e-11	3.014114866540255e-13	5.434152603963895e-14	6.459476269417299e-14	1.6514046586628562e-13	5.021198729006968e-14	1.1224703255740569e-11	-3.782488506246089e-38	4.13786524533576e-09	-1.3238709771860179e-39	1.6989692101887443e-10	5.232545970293357e-10	5.232545970293357e-10	5.9374175076319244e-09	1.476185570569607e-08	1.54457101640606e-07	1.833542883316297e-10	6.721495765474947e-11	3.827204116464708e-11	5.2381442028414506e-09	9.146252914375575e-17	2.145796641748385e-10	8.260814201558055e-07
434.0.	2.083287335071378e-06	6.959531606382945e-15	8.325395423332886e-08	4.905381477521157e-07	8.996663937516312e-08	2.094953586500201e-11	5.390397374005456e-12	2.4160792352300442e-12	4.540895621070193e-12	2.721755220720272e-13	2.4474202577479033e-09	1.2605895213009321e-11	2.9731604919837523e-13	5.534777617069432e-14	6.371674147569823e-14	1.6261688709436683e-13	4.9453605452790503e-14	1.1493478205526709e-11	7.201281182447331e-39	4.0104799308656754e-09	2.5204484138563626e-40	1.627973266771473e-10	5.30245698466552e-10	5.30245698466552e-10	6.0647922446563975e-09	1.451517553497007e-08	1.5419144289386119e-07	1.9503854846838052e-10	7.136138427465644e-11	4.108626404656945e-11	5.48482444207609e-09	2.295389149260191e-17	1.101809850006432e-10	8.260977100470734e-07
441.0.	2.0750987086833305e-06	1.561489001297391e-15	7.512491651418535e-08	4.98713996266851e-07	8.996584291978671e-08	2.1493090994044938e-11	5.5417382377381924e-12	2.454420689476603e-12	4.604986076274858e-12	2.622915789773208e-13	2.444168922752386e-09	1.235867244926482e-11	2.932462745141457e-13	5.633619219750383e-14	6.284421571372095e-14	1.60111154074469e-13	4.870073699818786e-14	1.1757797398259819e-11	-2.5552455119109958e-39	3.88815259106124e-09	-8.943359291687624e-41	1.559960474148183e-10	5.369445458194297e-10	5.369445458194297e-10	6.187109700517738e-09	1.426575008852141e-08	1.5392209765371719e-07	2.0725605385226e-10	7.575150573690793e-11	4.407327984935437e-11	5.734249906094027e-09	5.384614514673678e-18	5.514018245154588e-11	8.261059454696426e-07
448.0.	2.067739450989357e-06	3.277617655175228e-16	6.77987137446223e-08	5.060643937146784e-07	8.996505741435939e-08	2.2028545961407108e-11	5.696346901563343e-12	2.490754933694563e-12	4.664960078537992e-12	2.5300046325895654e-13	2.4407420064800525e-09	1.211523231807986e-11	2.8920482774894254e-13	5.730739021645071e-14	6.197776537217859e-14	1.5762506059288212e-13	4.795392954150374e-14	1.201769824518921e-11	1.853902033493095e-40	3.769960684552318e-09	6.488657117225201e-42	1.4948088402538313e-10	5.433634009623837e-10	5.433634009623837e-10	6.30529231591094e-09	1.4013854304120179e-08	1.5364930058118608e-07	2.200282430669222e-10	8.039694727849171e-11	4.724029527475883e-11	5.986145694699906e-09	1.179966945249376e-18	2.6887517374669237e-11	8.26110004694387e-07
455.0.	2.061120606576409e-06	6.431511399444406e-17	6.119905737776691e-08	5.126762163862834e-07	8.996428277944409e-08	2.255603954281973e-11	5.854197721734178e-12	2.5250622953322528e-12	4.720803230594638e-12	2.442222452537653e-13	2.4371320290908338e-09	1.187561051080104e-11	2.851934390248612e-13	5.826193136371422e-14	6.111776540333452e-14	1.551598602194073e-13	4.721356606461356e-14	1.2273220681869249e-11	1.186705591508316e-41	3.6551154220526912e-09	4.153469570278622e-43	1.432401116737944e-10	5.495140228002781e-10	5.495140228002781e-10	6.4201288001925605e-09	1.3759766143916159e-08	1.533732876209326e-07	2.333775784532392e-10	8.530979696424736e-11	5.059475022729637e-11	6.240233855842513e-09	2.413815651212014e-19	1.277139071382877e-11	8.261119547806833e-07
462.0.	2.0551636472585117e-06	1.179119694075864e-17	5.5254316538457946e-08	5.186269080381e-07	8.99635189317228e-08	2.307568965874942e-11	6.015264282151238e-12	2.557331622942804e-12	4.772518228588215e-12	2.358930252062781e-13	2.4333312686302782e-09	1.16398258599878e-11	2.81213354200455e-13	5.920032725901737e-14	6.02644847479071e-14	1.52716518181587e-13	4.6479941756238344e-14	1.25244064886607e-11	1.56859709872808e-43	3.5429464597970574e-09	5.490089845547758e-45	1.3726246320003642e-10	5.554076869484322e-10	5.554076869484322e-10	6.532289433228148e-09	1.350376565385257e-08	1.5309429498138528e-07	2.473275994847081e-10	9.050262692426366e-11	5.4144324881061014e-11	6.496234346101408e-09	4.607222070983157e-20	5.9077997617309205e-12	8.261128676118473e-07
469.0.	2.04979908785411e-06	2.0189722652285602e-18	4.989865515361878e-08	5.239854001409527e-07	8.996276578495691e-08	2.3587595182515102e-11	6.179519300157554e-12	2.5875594159951963e-12	4.820123011919118e-12	2.279613777269148e-13	2.429331754334216e-09	1.1407883859803548e-11	2.7726554406151685e-13	6.012304547097151e-14	5.941813242051651e-14	1.5029582821931032e-13	4.575329968502678e-14	1.2771298912612181e-11	6.923501566834586e-45	3.4328879658767813e-09	2.42322554839188e-46	1.315371128599411e-10	5.610552047121442e-10	5.610552047121442e-10	6.642339995500943e-09	1.3246134125230241e-08	1.5281255821853968e-07	2.6190297316535126e-10	9.598851571951447e-11	5.789694675317139e-11	6.7538658747616184e-09	8.202097621698775e-21	2.660856541119767e-12	8.261132838468643e-07
476.0.	2.044965314077039e-06	3.227501931695674e-19	4.5072336448949594e-08	5.288130281972856e-07	8.996202325058297e-08	2.409183787575201e-11	6.34693455326259e-12	2.6157490347304748e-12	4.863649076384421e-12	2.203856549089606e-13	2.425125259904828e-09	1.117977943187838e-11	2.733507913614803e-13	6.103051456251276e-14	5.857887677342256e-14	1.478984613718326e-13	4.503384570193826e-14	1.301394242344146e-11	4.6715310445892085e-47	3.3244663711653225e-09	1.635035865606063e-48	1.2605366050442132e-10	5.664669413844637e-10	5.664669413844637e-10	6.750754014489587e-09	1.298715335221202e-08	1.525283114177982e-07	2.771295411624966e-10	1.017810717726912e-10	6.186079767173002e-11	7.0128466477866785e-09	1.3615518633308909e-21	1.166664616475069e-12	8.261134686888283e-07
483.0.	2.0406075852811458e-06	4.8151977767150506e-20	4.072156125246345e-08	5.331643922415801e-07	8.996129123816662e-08	2.458848423721761e-11	6.5174808246035716e-12	2.641909982530816e-12	4.903139936510102e-12	2.1313192572560663e-13	2.4207032969635155e-09	1.0955499112100909e-11	2.694697215980409e-13	6.192312855969183e-14	5.774685235584471e-14	1.45524983532711e-13	4.432175379943165e-14	1.325238252232775e-11	1.3416124592649062e-48	3.2172898223653492e-09	4.695643607426713e-50	1.208021162003118e-10	5.716528338806468e-10	5.716528338806468e-10	6.8579233095603794e-09	1.2727104977444102e-08	1.5224178646688981e-07	2.93034363052845e-10	1.0789445779111999e-10	6.604432051415695e-11	7.272895022555742e-09	2.106764068007573e-22	4.978903902371691e-13	8.261135486155218e-07
