time	Delay01_mSHP1	Delay02_mSHP1	Delay03_mSHP1	Delay04_mSHP1	Delay05_mSHP1	Delay06_mSHP1	Delay07_mSHP1	Delay08_mSHP1	ERK1	ERK2	Epo	EpoR	JAK2	MEK1	MEK2	Raf	SHP1	SOS	actSHP1	mSHP1	mSOS	pERK1	pERK2	pEpoR	pJAK2	pMEK1	pMEK2	pRaf	pSOS	ppERK1	ppERK2	ppMEK1	ppMEK2
6.0.	2.8869275725721693	2.094620420218775	1.145240107564111	0.503148457565422	0.18497152523781002	0.05851154433562301	0.016253846647919002	0.004027101827536001	4.900379727645846	14.94867342551512	50	0.000174279557548	0.05159014060496701	23.80917341626096	10.632213283345466	3.7710456504358802	1.238093585721263	1.767414238055325	0.0011096379088690001	2.6661962004004893	1.3315641330534342e-05	1.375384235376685	4.117761796368982	0.9998257204424511	1.948409859395034	0.042682161418469006	0.169547084984655	0.0008543495641280001	0.7426724463033411	0.7242360369774691	1.933564778115929	0.148144422320582	0.198239631669892
6.0.6.0	2.799944499076326	2.25810406621917	1.371171180440259	0.6685256232169721	0.27255683646663403	0.095555665548414	0.029402984444119002	0.008065443352673	4.8595298513225735	14.83275568982972	50	0.00040254287195400003	0.036405857574306005	23.80359850617591	10.624545061120271	3.771213690880616	0.969106715149298	1.7177880819731262	0.002519828534861	2.32414715755126	1.2602596096437872e-05	1.396888268026166	4.18205025158173	0.999597457128044	1.9635941424256962	0.046326526789204	0.175774545519765	0.0006863091193910001	0.792299315430774	0.7435818806512601	1.9851940585885832	0.150074967034897	0.199680393359977
7.0.199999999999999.0	2.659938951766947	2.360821045698801	1.5766227688672472	0.844925284441093	0.37843527992561704	0.145685272988225	0.049202099429642	0.014807366776268002	4.850251155338473	14.807276024818073	50	0.000843624988854	0.026624428044101003	23.799667606986795	10.620144478420945	3.771348086529882	0.7586519199842611	1.6745246588865799	0.005201339616135001	2.004808670505746	1.2252523386643532e-05	1.404366845079686	4.203261459183533	0.9991563750111451	1.9733755719559012	0.05016087443396	0.181604650073661	0.000551913470126	0.83556308859003	0.745381999581841	1.989462515998421	0.150171518579253	0.19825087150540302
7.0.8.0	2.484163743856168	2.406454550123328	1.7531958245346781	1.024497488348494	0.500141232576184	0.20977717268626503	0.07716384836174	0.025284458035276004	4.8659191116157565	14.85327678547153	50	0.001630560020354	0.021197681112704002	23.797090935852996	10.618387534771871	3.771455513548846	0.594047148302982	1.6368392670797869	0.009916283628679001	1.71445824954619	1.2169120179475602e-05	1.400813491548734	4.1905486967122	0.9983694399796451	1.978802318887298	0.054135111178791	0.18700413070243302	0.000444486451161	0.87324856380003	0.733267396835508	1.956174517816291	0.14877395296822002	0.19460833452570703
8.0.4.0	2.287028180579905	2.401319377069231	1.895439037095331	1.19960779990806	0.6340511579061751	0.287844685404254	0.11456633559540101	0.040609119676589006	4.9012426363763915	14.955571671196491	50	0.002943476187458	0.019725111682739	23.795635535165363	10.618770529976722	3.771541326579406	0.465377984256629	1.604059986792925	0.017677811935959003	1.455578510572448	1.229825927177544e-05	1.388341251801906	4.150467279668867	0.9970565238125411	1.980274888317263	0.05819268263027701	0.191930187099872	0.00035867342060100005	0.9060277149478001	0.7104161118217001	1.8939610491346681	0.146171782204356	0.18929928292341602
9.0.	2.080053501971931	2.353160805588045	2.00063913872157	1.36341175798237	0.77575055265722	0.37901424755532004	0.16231204698614202	0.061889552211172004	4.951932557850524	15.10182361123473	50	0.005012759722713	0.022340990471865	23.795113222166865	10.620884993366996	3.771609815366996	0.364897594891468	1.57561733057252	0.029755965894154003	1.22821483554059	1.2609063133316662e-05	1.3685076310301731	4.087913285759823	0.994987240277285	1.977659009528137	0.06227303628788101	0.19634073774138303	0.00029018463301100003	0.9344700603643431	0.6795598111192991	1.8102631030054699	0.142613741545249	0.182774268891626
9.0.6.0	1.872084255030286	2.270236715481869	2.068427907428299	1.5102361133024331	0.9204240887192071	0.481590429004623	0.22082264778502503	0.09013637820612301	5.014453107357282	15.28185308526206	50	0.008119348003580001	0.029623527116634	23.795370986947624	10.624398075575774	3.771664413743541	0.28655744318715204	1.55103517005619	0.047661523462617005	1.030922498392349	1.308416836200635e-05	1.34252500185832	4.006733829696977	0.9918806519964191	1.970376472883368	0.06631422209597501	0.200200097716729	0.000235586256467	0.959051745775445	0.6430218907843951	1.711413085040986	0.138314790956399	0.17540182670749901
10.0.2.0	1.6696242641723429	2.160661077613119	2.100305270315401	1.63578078488678	1.063223116177942	0.59318974317274	0.28997896190219	0.12617170219867901	5.085845403305917	15.487144565239142	50	0.01259268556482	0.042503403491589	23.796283389379962	10.629037182356605	3.771707868709083	0.225640436144697	1.529922679726047	0.07310745796171701	0.8614171854543751	1.3714246604287563e-05	1.311394223870352	3.910116119605457	0.987407314435179	1.9574965965084132	0.07025542425653501	0.20348190862214502	0.000192131290924	0.9801636060273461	0.6027603728237281	1.6027393151554281	0.13346118636350401	0.167480909021254
10.0.799999999999999.0	1.477215610422055	2.031969132103045	2.099149239336145	1.737170753814945	1.199579606498494	0.710919614395999	0.36910862243949605	0.170550293905396	5.163605606200761	15.710503108604675	50	0.018807323937947002	0.062154136006556004	23.797746578421854	10.634577911769094	3.771742376765306	0.17847420638323702	1.511967128309503	0.10795015011080301	0.717012770590367	1.449457608423296e-05	1.275987314563521	3.800829251721487	0.9811926760620521	1.937845863993446	0.07403924197507701	0.20617033328487203	0.0001576232347	0.9981183771144101	0.5604070792357131	1.488667639673869	0.12821417960307002	0.15925175494603502
11.0.4.0	1.297812337031347	1.890859476738713	2.068758670238509	1.812893249487544	1.325449515600064	0.831578891047232	0.45701814687378306	0.22350034344853703	5.245601957009967	15.945817755703269	50	0.027179074918700002	0.08985286446234901	23.799673620696836	10.640834569259544	3.771769693669286	0.142206975996944	1.496927451518809	0.15411456341922802	0.59490783011808	1.542257619114908e-05	1.237096279469802	3.6813681284373363	0.972820925081298	1.910147135537653	0.077613585396735	0.20826013174836602	0.00013030633072	1.013157125904997	0.517301763520226	1.372814115859427	0.122712793906424	0.15090529899208902
12.0.	1.133122483982945	1.7430701715630081	2.013455233737066	1.86265558251247	1.43748001576195	0.951859073658278	0.5520620404840041	0.2848884127301	5.330018205227623	16.187897537108146	50	0.038160803644131006	0.126808476006207	23.80199087937381	10.647652698553754	3.771791222767906	0.11463223863277601	1.484628594826806	0.21350900453113103	0.492365742406253	1.649572289127542e-05	1.195459491898178	3.554032613819014	0.9618391963558681	1.873191523993795	0.080933111220296	0.20975602559854903	0.0001087772321	1.0254549094503	0.47452230287419406	1.2580698490728621	0.11707600940588601	0.14259127584769402
12.0.6.0	0.9839060727537061	1.593351252828923	1.9377564904011382	1.887195302540668	1.53310356717628	1.068529766045847	0.652239084235235	0.35421028772268004	5.415314147124074	16.43235477593836	50	0.052236309852744	0.173964952325002	23.80463523042439	10.65490319273573	3.771808086162962	0.094051543229295	1.47495656381898	0.28793577323720204	0.406820859829007	1.7709523266288253e-05	1.15177338390646	3.42096455910073	0.947763690147255	1.826035047675	0.08396017913202	0.21067163489321003	9.19138370455573e-05	1.03512572665775	0.43291246896946506	1.146680664960937	0.111404590443596	0.134425172371056
13.0.2.0	0.850225329180434	1.445502591171993	1.846121933991804	1.888068851661512	1.6105674358495632	1.178596774157417	0.7553050714942531	0.430606799967154	5.500196687830414	16.675517801143428	50	0.06990851922187201	0.23180060512647602	23.80755194262129	10.66247764831452	3.771821182168651	0.079167117810854	1.467853919090703	0.37900399796293305	0.33593409675206604	1.905540519516832e-05	1.106694870817529	3.284158462850696	0.9300914807781271	1.768199394873527	0.08666535750911901	0.21102819105191703	7.8817831356953e-05	1.042227025504099	0.393108441352056	1.040323736005891	0.10578269986958601	0.12649416063356
13.0.799999999999999.0	0.731648514756678	1.302452600399024	1.742767461328909	1.8674388195180351	1.6689103971816062	1.279426058567184	0.8588916236328721	0.512901576679438	5.583596979309658	16.914361066990153	50	0.091676029684921	0.30015567014674405	23.810693081056186	10.670284701650994	3.771831231842861	0.068998022419234	1.463315094358515	0.488050363215741	0.277614562301259	2.0518554838424353e-05	1.060838348458716	3.145456823629599	0.908323970315078	1.699844329853259	0.08902754032198601	0.21085317021149602	6.87681571462253e-05	1.046764387086644	0.355564672231624	0.940182109380254	0.10027937862182501	0.118862128137506
14.0.399999999999999.0	0.6274114738291771	1.166359267407879	1.6315400796019022	1.8278740945147942	1.707899515892538	1.3688309354637171	0.9606219790250681	0.5996562160557071	5.664650823320337	17.146445140505758	50	0.11799108848137702	0.37812707159585	23.814016321937622	10.678247146024006	3.771838816772354	0.06281501256090201	1.461380453362274	0.616072419464013	0.23001900618428603	2.2075958581210863e-05	1.014769964670449	3.006537850159975	0.882008911518622	1.621872928404153	0.09103375503336501	0.210178945895686	6.11832276540044e-05	1.048697470679141	0.320579212009213	0.847017009334276	0.09494992302901101	0.111573908080299
15.0.	0.536542258341071	1.038720055965706	1.51584300656842	1.7721721021358081	1.7279396054905152	1.445123277466632	1.058216458483508	0.6892375819139871	5.742680718301231	17.369862224541706	50	0.149193973906515	0.46406520615512903	23.817484089032106	10.686299671609202	3.7718444097421253	0.06009034945200101	1.462127577234556	0.7636778902678161	0.191537413914518	2.3695086219389114e-05	0.9690010164586	2.8689006811116773	0.8508060260934841	1.535934793844874	0.09267874374295501	0.209041523397685	5.5590257883154164e-05	1.047948727679221	0.288318265240169	0.761237094346624	0.08983716722494	0.10465880499310501
15.0.6.0	0.45795455709151606	0.920481378032295	1.398601021200593	1.703208131086353	1.7299667376863872	1.507131915006712	1.149582352693372	0.7798917083262531	5.81717871765074	17.583184966834246	50	0.185425226032798	0.5556906726299721	23.821062939240544	10.694387101683851	3.771848399418214	0.060459430890037004	1.465658142280407	0.9310520143965011	0.160770753589964	2.5333934517081052e-05	0.923981695385763	2.7338514448642472	0.814574773967201	1.4443093273700311	0.09396438871453	0.207479389300032	5.160058179383661e-05	1.044416523785073	0.258839586963497	0.682963588301519	0.084972672044929	0.09813350901611201
16.0.2.0	0.390515531886759	0.812141585947541	1.282256488084765	1.623813509079136	1.71533540436236	1.554193020615462	1.232885008102578	0.8698190917706491	5.8877897027646044	17.785417411827755	50	0.22652866808108202	0.650321204295715	23.824723136251023	10.702463017714807	3.771851109693071	0.063691392107504	1.472079238187783	1.117943617199376	0.136505350843854	2.6944494987077044e-05	0.8800959733979371	2.602492282230175	0.773471331918917	1.349678795704288	0.09489903153634201	0.205532487326331	4.889030693684005e-05	1.037993817317226	0.23211432383746103	0.612090305942112	0.08037783221264101	0.092004494958855
16.0.8.0	0.33309329625488804	0.7138439291908251	1.168787537857168	1.5366820388927689	1.685706951537587	1.586118086430969	1.306598736522101	0.9572467980686961	5.954294827450559	17.975947287418283	50	0.27197184700542104	0.745168713404973	23.82843835785857	10.710488676663287	3.771852814095967	0.06966587406975	1.481479341543161	1.323669395295789	0.11768735587944101	2.8474904539303474e-05	0.8376581749385661	2.4757148028612592	0.728028152994578	1.25483128659503	0.09549670883187501	0.20324131670634601	4.71859040415515e-05	1.028592183552296	0.20804699761087603	0.548337909720492	0.076064933309563	0.08627000663036201
17.0.4.0	0.28458879721128	0.6254577859109061	1.059741193113988	1.444302528839924	1.642944923838638	1.6031453068522552	1.369537716064803	1.040493681953472	6.016594873570298	18.15449870602894	50	0.320819011846857	0.8376449443338241	23.83218548617671	10.718432129856595	3.7718537455589543	0.07835321640225201	1.493901324610744	1.547134905637829	0.10339994417463401	2.9879178879072202e-05	0.7969116711023201	2.354199191281942	0.6791809881531411	1.162355055666178	0.09577630470640901	0.20064614183029503	4.6254441053944216e-05	1.016168796210374	0.186493455327384	0.491302102689158	0.072038209116894	0.08092172831310901
18.0.	0.243956293564483	0.5466478054618701	0.9562755753551451	1.3489143062274351	1.589021154696499	1.605879947906737	1.420868271868265	1.118026010419295	6.074693226687655	18.321084240436075	50	0.371785560681174	0.9256114900606011	23.83594443351352	10.726267460019312	3.771854102045641	0.089795689770129	1.509317159837059	1.7868699774791912	0.09284496725093401	3.112320502137743e-05	0.7580300630537451	2.23842003106632	0.628214439318825	1.074388509939402	0.09576060991146101	0.19778630242789003	4.5897954367980475e-05	1.000751716957917	0.16727671025860202	0.440495728497647	0.06829495657503201	0.075946237552798
18.0.599999999999998.0	0.21021596385283903	0.476931529459006	0.859206647956082	1.252482155920517	1.5259348592016502	1.595228706955821	1.460104762709324	1.188501765199828	6.128678235923751	18.475955492919155	50	0.423377895337794	1.007528128146893	23.839697963605417	10.733974067225013	3.771854049074933	0.104088231816785	1.5276101839736942	2.041075775597828	0.08532960133030301	3.2190828764532684e-05	0.72112111704892	2.128659642057193	0.5766221046622041	0.992471871853109	0.095475287119617	0.19469962015233302	4.5950925075890245e-05	0.9824576251975391	0.15020064702733102	0.395384865023694	0.06482674927498301	0.071326312622655
19.0.2.0	0.18246138019518301	0.415726607361502	0.7690561227534011	1.156687047132228	1.4556457148555442	1.572332329009333	1.487091829277333	1.25080282775278	6.178705005258935	18.619552110421193	50	0.47408772739083005	1.082485223679698	23.84343148079176	10.741535959642091	3.771853720558797	0.12135839072694801	1.548569825679841	2.307680471580704	0.08025727935502601	3.3085943479914596e-05	0.686233444126018	2.025028952076713	0.5259122726091681	0.9175147763203041	0.09494777049082001	0.191421907041802	4.6279441210954235e-05	0.961497088376677	0.13506155061504702	0.35541893750213205	0.061620748717436	0.06704213331611
19.0.8.0	0.159863717716829	0.362388979828131	0.6860981692585111	1.062929186269997	1.380020924559519	1.53849991283297	1.501975992634054	1.304055052262465	6.224977074255159	18.75245041440649	50	0.52258503547523	1.150138064776387	23.847132776613453	10.748941035711209	3.771853219500901	0.14174639710226702	1.571900513355251	2.584400434537568	0.077121232997671	3.38303801434801e-05	0.653365523181031	1.927494778061452	0.47741496452476806	0.8498619352236151	0.09420616182852101	0.18798658787007502	4.6780499106713765e-05	0.938165656264603	0.12165740256380901	0.32005480753208404	0.058661061558039004	0.063072376418724
20.0.4.0	0.141673754157734	0.31624341593701205	0.6104033820473851	0.972340269187922	1.300795541278442	1.495147507507976	1.505169593458251	1.347636884384333	6.267728839684748	18.875313989787685	50	0.567855653577029	1.210581317788231	23.850791740325782	10.756180372955358	3.771852619714068	0.165386966000131	1.597242394993987	2.86880398214406	0.075498703896734	3.445878650096433e-05	0.62247624884895	1.835911178082291	0.43214434642297006	0.78941868221177	0.093278208571531	0.18442444805021002	4.7380285938737725e-05	0.9128231462195091	0.10979491146629901	0.288774832130046	0.055930051102701	0.05939517899444301
21.0.	0.127222106341914	0.276607644575233	0.541879084351474	0.8858022241331961	1.219544857740055	1.443742820945367	1.497309888634349	1.3811776732591161	6.30720974540549	18.98884912953814	50	0.609256357612946	1.264205390815081	23.854400051596652	10.763247555388885	3.771851968992827	0.19239433406543102	1.624198483819667	3.158374998584787	0.07504436736905701	3.5011480904398295e-05	0.5934959179182441	1.750051763731935	0.390743642387053	0.735794609184921	0.092190446949563	0.18076351067440902	4.803100717930579e-05	0.8858665046994261	0.09929433667626401	0.261099106729947	0.05340950145379401	0.055988933936714
21.0.599999999999998.0	0.115917835833913	0.242811107721279	0.48030549189216104	0.8039701761607501	1.137667382049123	1.385757167594637	1.479215824061904	1.404547156738176	6.343671136292493	19.09376769604124	50	0.646494037416887	1.311566683032939	23.857950877760757	10.770138073395595	3.771851293517291	0.222851354315125	1.6523621472730001	3.450574096808216	0.075482406824698	3.5529219023016674e-05	0.5663365631656341	1.669639858436455	0.353505962583111	0.688433316967062	0.09096756752816201	0.17702903390454403	4.870648271509577e-05	0.857702323507974	0.08999230054187	0.23659244552232703	0.051081554711084005	0.052832892699876004
22.0.2.0	0.10724549986461301	0.21420915589522402	0.42536756431753503	0.727297796406081	1.056376808497312	1.322625210920078	1.451844637025877	1.417837780593051	6.377356290015677	19.190758894599714	50	0.6795571379484701	1.353288323583332	23.86143859466968	10.776848819189457	3.771850602743837	0.256802658045201	1.681340293685027	3.742895396660375	0.076597491774634	3.6049102451573145e-05	0.540900792921274	1.5943741206179372	0.320442862051528	0.64671167641667	0.089632020962133	0.17324360847612202	4.939725616936682e-05	0.8287236572125191	0.08174291706304601	0.21486698478236602	0.048929384368187	0.049907572334435005
22.0.8.0	0.10076082330516001	0.19019335870203902	0.37668256907172104	0.656063575161681	0.9767013650916061	1.255712567918365	1.416250030065399	1.421341580269218	6.408493663140229	19.280470102470108	50	0.7086308347436101	1.3899943472500271	23.864858543120402	10.78337768556146	3.77184989420234	0.294251310525284	1.710769988506821	4.03291747629827	0.078225343591237	3.660247920515091e-05	0.517088690610043	1.5239484021677	0.291369165256388	0.6100056527499741	0.088203844373352	0.169427327966079	5.0105797666484116e-05	0.7992934090139711	0.07441764624972601	0.195581495362204	0.046937612506242	0.047194986472475005
23.0.4.0	0.09608528286227001	0.170198503966857	0.33382351089973705	0.5903969052183331	0.899489011267225	1.186291003624423	1.373543262202322	1.415523305567171	6.43729301216521	19.36349582457492	50	0.734018459694305	1.422272005392363	23.868206826083178	10.789723263420749	3.771849157659473	0.33515816408748	1.740328342872124	4.318347447731239	0.08024360257292501	3.721449669492935e-05	0.49480270062694504	1.458065684997385	0.26598154030569404	0.577727994607638	0.086700666884731	0.165598003854556	5.084234053359144e-05	0.7697344426311791	0.067904287207843	0.178438490427714	0.045092507032093006	0.04467873272470901
24.0.	0.092899969132943	0.15370681040896	0.29633866648129703	0.530303143014078	0.8254170713369231	1.115520671361018	1.324858113112807	1.4009913539819672	6.463943819475873	19.440373182190616	50	0.756079877827175	1.450654035254686	23.871480146028382	10.795884624542628	3.771848378448702	0.379443139594883	1.769736784683774	4.59705754701278	0.08256351456232701	3.790506894654707e-05	0.473950705283243	1.3964467347010792	0.24392012217282302	0.549345964745315	0.08513784246620301	0.161771400442234	5.162155130475654e-05	0.7403253102472771	0.062105475240882	0.163180083108313	0.043382011505412	0.042343975015152004
24.0.599999999999998.0	0.09093909631911201	0.14024984452567701	0.26376752087855304	0.47568705604703204	0.7550050472203781	1.044438687235742	1.271320332271575	1.378467905702086	6.488615391599625	19.51158215369173	50	0.7751886699706401	1.475613312676196	23.87467567848183	10.801861172997581	3.771847539957805	0.42698781274935504	1.798761260358856	4.8671139890065405	0.08512270804393601	3.868784102360503e-05	0.45444764186227105	1.338834515357433	0.22481133002935802	0.524386687323805	0.083528661281158	0.15796147046297201	5.246004220169743e-05	0.711300051800118	0.056936966538104004	0.14958333095084902	0.04179566023701	0.040177356539461
25.0.2.0	0.08998348465985201	0.129408602056093	0.23565344095725502	0.42637426147149804	0.6886295198604581	0.9739532268011231	1.214021885586976	1.34875945053938	6.511458057009973	19.577548949181487	50	0.7917054050365541	1.49756429596043	23.877790976964807	10.807652549954417	3.771846625428719	0.477638838369899	1.827209830151038	5.126798155750938	0.087879133946513	3.9573018035680055e-05	0.436216038170859	1.284995481758986	0.20829459496344502	0.502435704039571	0.081884600297025	0.15418057815405	5.3374571289229784e-05	0.6828505968309241	0.052325904819167005	0.137455569059546	0.040324422738158006	0.038166871891545
25.0.8.0	0.089854268463723	0.120812176731574	0.21155344643156102	0.38213042736386105	0.6265402232931381	0.904842290731636	1.154000056889336	1.312728669588299	6.5326049960575965	19.638651194062408	50	0.8059628849443601	1.516867698974055	23.88082390362241	10.813258577430293	3.7718456191356298	0.531211875291977	1.85492881538528	5.374620452209334	0.090806113005546	4.0566790802141975e-05	0.419185812207491	1.234718762048176	0.194037115055638	0.483132301025945	0.08021558292372401	0.15043970175745	5.4380864377878895e-05	0.655130617823915	0.048209191734913004	0.12663004388943802	0.038960513453847004	0.036301720812271
26.0.4.0	0.09040701046966901	0.114135394450895	0.191045443250856	0.34267812815445603	0.568876531680875	0.8377562913221871	1.092221273271455	1.271268428173245	6.552174354384738	19.695223930517493	50	0.8182594950742571	1.5338363584127341	23.883772580694416	10.81867923020265	3.771844507158168	0.5874957671423591	1.881798312924551	5.609327359768078	0.093888372315911	4.16724665649602e-05	0.40329362131604	1.187814062371579	0.181740504925742	0.46616364158726703	0.07853022815284501	0.14674861140095902	5.549284183998631e-05	0.628260014608882	0.044532024299222005	0.116962007110952	0.037697191152726	0.034572158396405005
27.0.	0.09152633153974	0.109095739242918	0.17373328601957203	0.307711358325976	0.5156837619812721	0.773223648558463	1.029569360733691	1.22527841094397	6.570271405226736	19.747565768124733	50	0.8288576321419021	1.5487412374119671	23.886635358471153	10.823914627404465	3.771843277852334	0.646256803390173	1.9077276043367872	5.8299023741580065	0.09711892510620601	4.289051355322636e-05	0.388481971807832	1.144108905684688	0.171142367858097	0.45125876258803405	0.076836077293885	0.14311602123244901	5.6722147673789324e-05	0.602329505149658	0.041246622965432	0.10832532619059601	0.036528564234943	0.032969351363095
27.0.599999999999998.0	0.09312111091415001	0.105449844143135	0.15925001829481902	0.27690777957843205	0.46692882934286806	0.7116586471289751	0.966837837372125	1.1756447473462	6.5869906117944925	19.79594475770394	50	0.8379850655802241	1.5618170651278431	23.889410796146144	10.828965037643881	3.771841922086335	0.7072429321150111	1.9326507742890682	6.035561605557089	0.10049664820718301	4.4219118981875335e-05	0.374698238835725	1.103445637308409	0.16201493441977402	0.43818293487215804	0.075139792194543	0.13954971644136901	5.807791367313583e-05	0.577405006591949	0.038311149369783006	0.100609604987673	0.035449411659294	0.031485245914757
28.0.2.0	0.09512026918026201	0.10298976766701601	0.147259618194362	0.24993883552651502	0.422514917384648	0.653370881691407	0.9047257802467301	1.123222803675718	6.60241749897571	19.84060372687459	50	0.845837814737705	1.573267410209589	23.892097652262663	10.833830892525977	3.771840433375467	0.7701878314016931	1.95652270264635	6.225744872504787	0.10402442252685001	4.565498998823849e-05	0.36189370070013005	1.065678497070177	0.154162185262293	0.426732589790412	0.073447322217596	0.136056657020966	5.956662454049033e-05	0.55353164236366	0.035688800324157	0.09371777605525501	0.03445502551973	0.030112450453064002
