time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	VIIa_TF_Xa_TFPI	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
0.0.	2.399999	1.024	0.0	0.0	3.0814879110195774e-33	169.9999	9.860761315262648e-32	0.0	0.0
0.0.15.0	1.797410913455535	0.26478945313547103	0.17216481631560202	0.117305015853394	0.46873843990545405	154.18764236528958	14.920199715997095	0.132847371848933	0.0010022747900760001
0.0.3.0	1.337020392162077	0.157311328064589	0.09684927101819801	0.074940408140406	0.690704759079186	146.1070566417617	22.65807507124195	0.368079615061117	0.004194233697618
0.0.44999999999999996.0	0.9953439250271641	0.103499805591968	0.06157691626359701	0.051357038459888	0.7994194712208741	141.27995615727104	27.202354813032844	0.59708883528829	0.00814676846367
0.0.6.0	0.739765052502879	0.074266267410941	0.043155686668299005	0.037830112179203006	0.8567039389676221	138.0568323741939	30.201847879461692	0.791486013755565	0.012043994773932
0.0.75.0	0.548118943912835	0.057138061482447	0.03262572378279	0.029653056748311004	0.888948397295886	135.70875011980786	32.376991043574094	0.947296898100714	0.015634760690563
0.0.8999999999999999.0	0.40476118063495403	0.046428646243587	0.026145815294899	0.024442280774098	0.9080993814657801	133.8792383973648	34.074835687201436	1.068254561677631	0.018883876221632002
1.0.05.0	0.298052135875561	0.039350227971471	0.021906542341711	0.020957788950655	0.9199635462041601	132.37861539909127	35.47647340549216	1.160161423388277	0.021821894532
1.0.2.0	0.21909924793989002	0.034440238590484	0.018984640914046003	0.018523970045583	0.9275587346364651	131.09878528249686	36.68270635448365	1.228848601610225	0.02449241581342
1.0.3499999999999999.0	0.16105449382196402	0.030884440954570002	0.016876499941336002	0.016754740704508	0.9325485993481001	129.97463302929972	37.75269122387672	1.279460187778452	0.026935719051483002
1.0.5.0	0.11865239140690201	0.028206147566926004	0.015291847794844	0.015419711854223	0.9358973514630881	128.96512286658435	38.72271896517383	1.316264315809093	0.029184941320917004
1.0.65.0	0.08786800297276001	0.026114447166965003	0.014055682730060002	0.014376237561934001	0.938187352375737	128.04340695443403	39.61593012824703	1.342677364486201	0.031266280165301
1.0.7999999999999998.0	0.06564830213842801	0.024425746906326002	0.013058605518541001	0.013533301098965	0.9397820946409671	127.19134564296101	40.447611752560235	1.361368351385404	0.033200251835199
1.0.95.0	0.04969681179989201	0.023021057121318002	0.012230216833620002	0.012831434784424	0.9409142718348551	126.39632200488607	41.22821415529607	1.374384896939471	0.035003019425780005
2.0.1.0	0.038300734819572003	0.021821620059567	0.011524145406132	0.012231066578564001	0.9417356615463081	125.64931451177642	41.96513201105874	1.383275097224693	0.036687506409425
2.0.25.0	0.030193206563757003	0.020774417202194	0.010909251118298002	0.011705488886920001	0.9423465904052961	124.94369268104822	42.663786785510595	1.389194950643657	0.038264252387288006
2.0.4.0	0.024444702535434	0.019843240548006003	0.010364264178487001	0.011236470458935001	0.942813981394329	124.27444515550073	43.32829981239753	1.392998272649995	0.03974204342024
2.0.55.0	0.020378435033228	0.019003030235855003	0.00987441955075	0.010811440707817001	0.943182743792447	123.63767521726095	43.96191835751393	1.395309455461196	0.041128365713128
2.0.6999999999999997.0	0.017505218236686	0.018236201889386003	0.009429294308982001	0.01042164380357	0.943483131960524	123.03026616620735	44.567289113917	1.3965809217652532	0.042429728037535
2.0.85.0	0.015473895833216001	0.017530224740358	0.009021393591036	0.010060909661153	0.9437355824594641	122.4496568146055	45.14663577797573	1.397137632159333	0.043651889547986
3.0.	0.014034023699406002	0.016876006104583	0.00864521441312	0.009724827220899	0.943953931545733	121.89368944142845	45.70187554063713	1.397211024039199	0.044800020715662005
3.0.15.0	0.013008066189586002	0.016266805651133	0.008296620450054	0.009410184967245001	0.944147571351696	121.36050593378144	46.23469632699107	1.3969645448788501	0.045878817579869
3.0.3.0	0.012270879823068001	0.015697502406615	0.007972421971937	0.009114591220483	0.9443229007164541	120.8484762087861	46.74660865784476	1.39651263577597	0.046892583684508
