	BPG	P3G
0	1.49199	1.89227
1	1.4371865734524252	1.9470734265475746
2	1.3842805128978402	1.9999794871021597
3	1.333262735030127	2.050997264969873
4	1.284105198210285	2.100154801789715
5	1.2367533442771774	2.147506655722822
6	1.1911453247989001	2.1931146752010995
7	1.1472184313557354	2.237041568644264
8	1.104911207617799	2.279348792382201
9	1.0641641055897657	2.320095894410234
10	1.0249253996888026	2.3593346003111972
11	0.9871413656094021	2.397118634390598
12	0.9507539983412984	2.433506001658702
13	0.9157096057438697	2.4685503942561304
14	0.8819571945143609	2.5023028054856393
15	0.8494487616296456	2.534811238370355
16	0.8181382365300357	2.5661217634699645
17	0.787981322917833	2.596278677082167
18	0.7589357739638753	2.6253242260361245
19	0.7309607442701477	2.653299255729852
20	0.7040169552581165	2.680243044741883
21	0.6780663560376287	2.706193643962371
22	0.6530723337015709	2.7311876662984287
23	0.6289996222212798	2.7552603777787197
24	0.6058142529262491	2.77844574707375
25	0.5834835126323863	2.800776487367613
26	0.5619758981253238	2.822284101874675
27	0.5412610713038347	2.842998928696164
28	0.5213098120509654	2.8629501879490333
29	0.502093973294526	2.8821660267054727
30	0.48358644409629603	2.900673555903703
31	0.4657611141805835	2.9184988858194156
32	0.4485928375539892	2.93566716244601
33	0.43205739561988593	2.9522026043801133
34	0.4161314619407026	2.9681285380592968
35	0.40079256934739693	2.9834674306526026
36	0.3860190787922284	2.998240921207771
37	0.3717901491236557	3.012469850876344
38	0.358085707584519	3.0261742924154804
39	0.3448864212809247	3.0393735787190748
40	0.3321736698345073	3.0520863301654924
41	0.3199295191792649	3.064330480820735
42	0.30813669629661916	3.0761233037033806
43	0.29677856494154636	3.0874814350584536
44	0.2858391021393904	3.09842089786061
45	0.27530287550798377	3.1089571244920164
46	0.26515502147367714	3.1191049785263227
47	0.255381224337534	3.1288787756624656
48	0.24596769610295222	3.1382923038970474
49	0.23690115701787287	3.147358842982127
50	0.2281688168267978	3.156091183173202
51	0.21975835672523303	3.1645016432747664
52	0.21165791198770992	3.1726020880122894
53	0.2038560552338542	3.180403944766145
54	0.19634178030604252	3.1879182196939566
55	0.18910448674031438	3.1951555132596847
56	0.18213396481192892	3.20212603518807
57	0.17542038113360653	3.208839618866392
58	0.16895426478410336	3.2153057352158956
59	0.16272649394713892	3.22153350605286
60	0.15672828304268968	3.2275317169573094
61	0.15095117033306168	3.2333088296669374
62	0.14538700598605994	3.238872994013939
63	0.14002794057804202	3.244232059421957
64	0.13486641402058325	3.2493935859794156
65	0.12989514489529905	3.2543648551046997
66	0.12510712018187498	3.259152879818124
67	0.12049558536477024	3.2637644146352285
68	0.11605403490457084	3.268205965095428
69	0.11177620306054353	3.272483796939455
70	0.10765605505147625	3.2766039449485223
71	0.10368777854235187	3.2805722214576467
72	0.09986577544483549	3.284394224555163
73	0.09618465401999686	3.2880753459800016
74	0.09263922127212589	3.291620778727873
75	0.08922447562291771	3.295035524377081
76	0.08593559985569554	3.298324400144303
77	0.08276795431971509	3.3014920456802836
78	0.07971707038496213	3.3045429296150366
79	0.07677864413820987	3.3074813558617886
80	0.07394853031144392	3.3103114696885543
81	0.07122273643409045	3.3130372635659073
82	0.06859741720079707	3.315662582799201
83	0.06606886904682152	3.3181911309531764
84	0.0636335249233747	3.3206264750766232
85	0.0612879492655483	3.3229720507344496
86	0.059028833145728196	3.3252311668542696
87	0.05685298960565652	3.327407010394341
88	0.054757349160556766	3.3295026508394407
89	0.05273895546898045	3.331521044531017
90	0.050794961162265694	3.333465038837732
91	0.04892262382772518	3.3353373761722724
92	0.04711930213989649	3.337140697860101
93	0.04538245213439709	3.3388775478656005
94	0.043709623619127884	3.3405503763808695
95	0.04209845671776202	3.342161543282235
96	0.040546678540643165	3.3437133214593544
97	0.0390520999783968	3.3452079000216006
98	0.03761261261373123	3.346647387386266
99	0.03622618574707158	3.348033814252926
100	0.03489086353183128	3.3493691364681664
