	Ib	It	Iv	Sb	St	Sv
77	440950.14547396067	232042.6792185044	2157946.8315120446	2169800.7457946986	2470305.9695822787	14791905.504051985
78	451679.12397737463	238085.93873089494	2213621.95321054	2156708.1142590567	2466031.3475344544	14741188.932333004
79	462589.6892213578	244265.3963592378	2270423.559095743	2143349.384329715	2461565.972997151	14688868.717504496
80	473681.29517406336	250582.58513041126	2328358.3939690455	2129723.7843624908	2456907.2972317035	14634929.795270381
81	484953.1768378191	257038.9773839406	2387432.341645412	2115830.770003997	2452052.821957157	14579357.928220976
82	496404.3418328215	263635.97996145644	2447650.3770436156	2101670.034440053	2447000.1047063083	14522139.761154404
83	508033.5621176158	270374.9292895893	2509016.5179054383	2087241.5185725268	2441746.7643274507	14463262.877151607
84	519839.36588366254	277257.08636458596	2571533.77627811	2072545.4210858615	2436290.4866242902	14402715.854272341
85	531820.029663028	284283.63164786383	2635204.1099042976	2057582.2083625216	2430629.0301255095	14340488.322728405
86	543973.5706898959	291455.6598826746	2700028.37367403	2042352.6242045765	2424760.2319744145	14276571.022378968
87	556297.7395581269	298774.17484302114	2766006.2713028733	2026857.6993167931	2418682.0139280413	14210955.860381695
88	568790.0132184866	306240.0840269531	2833136.307410398	2011098.7605048514	2412392.3884540144	14143635.96882215
89	581447.5883604067	313854.1933073596	2901415.7401824966	1995077.4395406994	2405889.464912354	14074605.762133049
90	594267.375224187	321617.20155436586	2970840.534810185	1978795.681645646	2399171.455808329	14003860.994104255
91	607245.9918904057	329529.69524442835	3041405.317906239	1962255.7535405583	2392236.6831013374	13931398.814274099
92	620379.7590939209	337592.14307219523	3113103.3331091166	1945460.2510115278	2385083.5845536995	13857217.823482808
93	633664.695610224	345804.8905821509	3185926.398091093	1928412.1059386143	2377710.72010216	13781318.128359621
94	647096.514262002	354168.15483799094	3259864.863194296	1911114.592734782	2370116.778233816	13703701.394506587
95	660670.6185935739	362682.0191485583	3334907.5719241486	1893571.3341419622	2362300.5823471667	13624370.89813437
96	674382.1002603611	371346.42787001946	3411041.8235346875	1875786.3063312918	2354261.097077953	13543331.575898584
97	688225.7371797061	380161.1813047454	3488253.3379440294	1857763.843255049	2345997.4345685253	13460590.072679354
98	702195.9924881703	389125.93071809394	3566526.2232209584	1839508.6401986282	2337508.860658558	13376154.787042258
99	716287.0143488727	398240.173494937	3645842.9458849668	1821025.7564821078	2328794.80097412	13290035.914115438
100	730492.6366505037	407503.2484583561	3726184.3042621156	1802320.6172625595	2319854.846891337	13202245.485615648
