	Ib	It	Iv	Sb	St	Sv
0	39455.0	36931.0	234800.0	2590800.0	2425100.0	15418000.0
1	41310.43991785443	37488.455893198865	242219.77913928038	2589903.449671153	2428479.586855938	15434532.926069723
2	43208.621353173774	38071.87421336381	249857.3213836015	2588946.525513826	2431819.85758717	15450733.271466227
3	45150.89026558661	38681.90468310777	257719.17453014886	2587927.53296935	2435119.9507813114	15466592.707607836
4	47138.6035309155	39319.19360955893	265811.93671244895	2586844.777388472	2438379.0229897653	15482102.975054335
5	49173.137121775515	39984.40222456657	274142.3257330579	2585696.536694452	2441596.2124161283	15497255.654806877
6	51255.87128097379	40678.197909154966	282717.0993326824	2584481.0808462263	2444770.6497535366	15512042.269467194
7	53388.22495786226	41401.27212056571	291543.2300325352	2583196.627962218	2447901.4351769714	15526454.062690409
8	55571.65136265845	42154.33857734366	300627.8851104064	2581841.3496553237	2450987.640648647	15540482.023201026
9	57807.634302480255	42938.13151918976	309978.4090558329	2580413.3755864794	2454028.3120908174	15554116.90637729
10	60097.68789004687	43753.40570353252	319602.32306694856	2578910.7937340653	2457022.4693316296	15567349.234405037
11	62443.35719079849	44600.93692485703	329507.32947927155	2577331.649444988	2459969.1053821906	15580169.29014195
12	64846.21683128923	45481.52117587038	339701.30438138195	2575673.9472753187	2462867.187448123	15592567.126539476
13	67307.87378891485	46395.976769754096	350192.3153953595	2573935.6469927356	2465715.6541625354	15604532.542635623
14	69829.97014507707	47345.146332141965	360988.63852580666	2572114.659695689	2468513.4129721737	15616055.060786936
15	72414.18069583972	48329.89542732798	372098.7457143313	2570208.850931841	2471259.3418178046	15627123.942479745
16	75062.21246585874	49351.112455878894	383531.30336139316	2568216.041207221	2473952.2891915087	15637728.189643532
17	77775.80459263784	50409.70886377308	395295.17338355485	2566134.0059453263	2476591.073794476	15647856.542536452
18	80556.7288726005	51506.61980123918	407399.4181214593	2563960.4745326308	2479174.483616363	15657497.472505147
19	83406.79010254316	52642.8046671912	419853.304187847	2561693.1296282792	2481701.275155286	15666639.176083125
20	86327.82622519822	53819.24753550581	432666.30524005974	2559329.6067318735	2484170.1727832607	15675269.570454868
21	89321.70827288112	55036.95747086359	445848.1037162798	2556867.4940099753	2486579.86824751	15683376.290223045
22	92390.34024046257	56296.96882284127	459408.59229784965	2554304.3322006213	2488929.0201945147	15690946.684470365
23	95535.65892220789	57600.34152419374	473357.87531413854	2551637.614546521	2491216.253683449	15697967.813825432
24	98759.63371687054	58948.16139568945	487706.2701098015	2548864.7867511045	2493440.1596856248	15704426.44750406
25	102064.26641243135	60341.54040077303	502464.3080721229	2545983.246987707	2495599.2946588793	15710309.060896464
26	105451.59081339832	61781.61700433954	517642.73592876364	2542990.345973659	2497692.1799364225	15715601.832235448
27	108923.6723335976	63269.556436600775	533252.5164167124	2539883.3871418484	2499717.301256173	15720290.640279284
28	112482.60754947283	64806.550882013	549304.8284284277	2536659.626899899	2501673.108399466	15724361.062810162
29	116130.52365974846	66393.81967306304	565811.0669845889	2533316.2749679387	2503558.014808085	15727798.37518051
30	119869.57783299896	68032.60950165018	582782.8430670995	2529850.494802092	2505370.3971567675	15730587.548793387
31	123701.95645984128	69724.19460907916	600231.9831196642	2526259.404116573	2507108.5949432696	15732713.249900425
32	127629.87432077412	71469.87692949169	618170.5280924024	2522540.075512416	2508770.9101362573	15734159.838965386
33	131655.57365977627	73270.98619364722	636610.7320495739	2518689.537216492	2510355.606869029	15734911.370532805
34	135781.32314803218	75128.88000640974	655565.0603843835	2514704.7739349166	2511860.9111560984	15734951.593480274
35	140009.41673047064	77044.94389771139	675046.1876229878	2510582.727827331	2513285.010631598	15734263.951663423
36	144342.17235404754	79020.59133762967	695066.9947599338	2506320.2996094977	2514626.054323386	15732831.585050164
37	148781.93057486595	81057.26370903727	715640.5660799488	2501914.349791239	2515882.152472268	15730637.331414033
38	153331.05303716223	83156.43023692901	736780.1854452303	2497361.700056279	2517051.376396495	15727663.728602804
39	157991.92081637625	85319.5878743781	758499.3320304313	2492659.1347906566	2518131.758400228	15723893.017390413
40	162766.93262020184	87548.26114248871	780811.6754759047	2487803.4027667344	2519121.2917287755	15719307.144944798
41	167658.50284254906	89844.00192008953	803731.0704224824	2482791.2189900526	2520017.9305760483	15713887.768959768
42	172669.05946486344	92208.3891794197	827271.5503929533	2477619.2667163187	2520819.5901488243	15707616.262494357
43	177801.0417984924	94643.02866498288	851447.3209891208	2472284.199645806	2521524.1467908933	15700473.719554437
44	183056.89806172682	97149.55251277778	876272.7523732812	2466782.644302453	2522129.4381700405	15692440.961450916
45	188439.0827860209	99729.61880661118	901762.3710015338	2461111.2026044894	2522633.2635316513	15683498.543972906
46	193950.05404385793	102384.91106765735	927930.8505700908	2455266.4546357174	2523033.384023438	15673626.765422085
47	199592.2704946047	105117.13767380359	954793.0021438777	2449244.961622633	2523327.5230953842	15662805.675546039
48	205368.18824244852	107928.03120524317	982363.7634326997	2443043.2691247165	2523513.3669789815	15651015.085411686
49	211280.2575000053	110819.34771266753	1010658.1871788433	2436657.9104457707	2523588.565249977	15638234.578261524
50	217330.9190521299	113792.86590432008	1039691.4286210047	2430085.410273344	2523550.7314790054	15624443.52139507
51	223522.60051528222	116850.38624812514	1069478.7320005156	2423322.288552534	2523397.4439745923	15609621.079117354
52	229857.71238795097	119993.72998508434	1100035.4160760383	2416365.064600339	2523126.2466230546	15593746.2267962
53	236338.6438876281	123224.73805011205	1131376.8586128857	2409210.2614667285	2522734.6498298505	15576797.766070208
54	242967.75857014646	126545.26989646055	1163518.4798136665	2401854.4105483238	2522220.1315669785	15558754.34124897
55	249747.3897277956	129957.20221987994	1196475.7246580657	2394294.056460017	2521580.138531086	15539594.456946403
56	256679.8355632362	133462.42757867163	1230264.0441208452	2386525.762169281	2520812.087416942	15519296.496986937
57	263767.3541367728	137062.8529058305	1264898.875238476	2378546.114397399	2519913.36631095	15497838.744623318
58	271012.1580851146	140760.39790952174	1300395.6199963368	2370351.729291279	2518881.336209326	15475199.404103352
59	278416.40911043965	144556.99335820545	1336769.623010244	2361939.25836884	2517713.332665548	15451356.623621339
60	285982.2122393755	148454.5792468138	1374036.1479782977	2353305.3947401773	2516406.667571606	15426288.51968792
61	293711.609852363	152455.10284049623	1412210.3528814805	2344446.8796058334	2514958.631077507	15399973.20294978
62	301606.57548477483	156560.51659258868	1451307.263914232	2335360.5090326113	2513366.493653382	15372388.805487981
63	309669.0074021393	160772.77593362698	1491341.7481292924	2326043.1410063426	2511627.5082983826	15343513.509620827
64	317900.72195287613	165093.83692841366	1532328.484784542	2316491.702759958	2509738.912900404	15313325.578233669
65	326303.44670310285	169525.6537983702	1574281.935383379	2306703.19837401	2507697.9327504723	15281803.386654507
66	334878.81335928745	174070.17630665522	1617216.312404338	2296674.7166455365	2505501.7832153877	15248925.456089947
67	343628.35048582044	178729.34700381453	1661145.5467201998	2286403.4392197966	2503147.6725719715	15214670.488631599
68	352553.47602595313	183505.09833204458	1706083.2537117805	2275886.6489779763	2500632.805005943	15179017.403838012
69	361655.4896359965	188399.3495865021	1752042.698086909	2265121.7386724236	2497954.383778121	15141945.376891837
70	370935.56484420534	193414.0037324819	1799036.7574208507	2254106.219799363	2495109.614560273	15103433.87832597
71	380394.7410473658	198550.94407770786	1847077.8844405639	2242837.731697328	2492095.7089424976	15063462.715306222
72	390033.9153597734	203812.03079944628	1896178.068081727	2231314.0508577772	2488909.888113587	15022012.07445117
73	399853.8343310148	209199.09732665378	1946348.7933544295	2219533.1004324947	2485549.3867152897	14979062.566162666
74	409855.0855507549	214713.9465779113	1997601.0000607446	2207492.959920437	2482011.456870862	14934595.270432796
75	420038.08916057163	220358.34705648044	2049945.0404151655	2195191.875014703	2478293.3723876984	14888591.78408487
76	430403.08929476136	226134.0288044376	2103390.635626969	2182628.2675882266	2474392.4331331896	14841034.269397529
