id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	73.03449999999964	76.30443572998047	74	110	0.0	
{Bungay2006}_{Bungay2006}	78.79250000000262	82.1784734725952	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	36.455500000000505	39.07585144042969	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	59.470499999999255	60.29856204986572	46	119	0.0	
{Froehlich2018}_{Froehlich2018}	435.756	512.1991634368896	1396	4704	0.0	
{Holzhutter2004}_{Holzhutter2004}	7.151499999999974	7.837057113647461	45	166	0.0	
{Hui2014}_{Hui2014}	12.33000000000007	12.857437133789062	65	113	0.0	
{Lai2014}_{Lai2014}	27.52449999999979	28.31852436065674	195	27	0.0	
{Leber2015}_{Leber2015}	21.14349999999999	21.484971046447754	23	51	0.0	
{Levchenko2000a}_{Levchenko2000a}	37.43450000003361	41.22781753540039	86	300	0.0	
{Liu2011}_{Liu2011}	37.730999999998524	40.099740028381355	42	89	0.0	
{Nakakuki2010}_{Nakakuki2010}	0.0	1.7110109329223633	49	141	-4.0	
{ODea2007}_{ODea2007}	2.817000000000009	3.12662124633789	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	27.111499999999808	27.45926380157471	90	20	0.0	
{Pathak2013}_{Pathak2013}	7.678000000000028	8.286952972412111	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	7.372000000000001	8.002400398254395	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	7.0885000000000105	7.468700408935548	25	87	0.0	
{Proctor2010a}_{Proctor2010a}	188.83299999999974	189.64111804962158	136	83	0.0	
{Proctor2013a}_{Proctor2013a}	0.0	55.60648441314697	75	131	-1.0	
{Qi2013a}_{Qi2013a}	190.32749999999896	191.1681890487671	136	83	0.0	
{Sasagawa2005}_{Sasagawa2005}	30.74949999999987	31.871438026428226	99	234	0.0	
{Sengupta2015}_{Sengupta2015}	53.95249999999953	56.07450008392334	240	272	0.0	
{Singh2006}_{Singh2006}	0.0	47.46198654174805	68	105	-1.0	
{Sivakumar2011c}_{Sivakumar2011c}	12.840999999999935	13.242483139038086	50	56	0.0	
{Ueda2001}_{Ueda2001}	8.469000000000111	8.826017379760742	13	66	0.0	
{Ung2008}_{Ung2008}	106.49450000000002	108.50560665130615	194	313	0.0	
{Yang2007}_{Yang2007}	22.437000000000076	22.816061973571774	25	54	0.0	
{aguda1999_fig5c}_{model0_aguda1}	13.664499999997703	15.001058578491213	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	6.461000000000767	7.624983787536621	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	6.257000000000246	7.45844841003418	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	5.352500000002196	6.487607955932617	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	5.346000000002135	6.471872329711914	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	7.199000000000317	8.362412452697754	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	5.3100000000037255	6.472349166870117	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	7.1505000000003776	8.274078369140625	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	4.396500000001011	5.476832389831543	4	8	0.0	
{bachmann2011}_{bachmann}	16.74500000000208	18.47386360168457	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	16.8310000000003	18.6002254486084	26	32	0.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	13.015999999999185	14.22417163848877	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	2.578000000001211	3.6630630493164062	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	6.096999999997678	7.243752479553223	6	8	0.0	
{becker2010_figs4-user}_{model0_becker2}	2.0824999999996656	3.180384635925293	6	7	0.0	
{beuke2017_fig6}_{model29_beuke30}	23.31199999999967	25.40123462677002	33	72	0.0	
{bier2000_fig3-user}_{model0_bier2}	33.43649999999802	34.69407558441162	4	5	0.0	
{bindschadler2001_fig5b-user}_{model0_bindschadler1}	26.708499999999965	28.952598571777344	4	21	0.0	
{borghans1997_fig12a-user}_{model0_borghans3}	92.60549999999675	94.06542778015137	4	15	0.0	
{borghans1997_fig5-user}_{model0_borghans1}	61.2605000000005	62.91520595550537	5	13	0.0	
{borghans1997_fig8-user}_{model0_borghans2}	38.013500000000526	40.007233619689934	4	17	0.0	
{brands2002_fig2-user}_{model0_brands1}	3.70200000000022	4.870057106018066	11	11	0.0	
{bucher2011_fig2-user}_{model0_bucher1}	12.413499999998656	13.933897018432615	18	30	0.0	
{bungay2003_fig4-user}_{model2_bungay3}	73.02150000000063	75.97386837005615	74	110	0.0	
{bungay2006_fig3a-user}_{model0_bungay2}	35.06100000000026	37.56880760192871	54	75	0.0	
{bungay2006_fig3b-user}_{model0_bungay1}	78.9780000000037	82.15951919555664	78	113	0.0	
{butenas2004_fig1-user}_{model0_butenas1}	5.164999999997043	6.870150566101074	34	44	0.0	
{chance1943_fig12-user}_{model3_chance3}	4.236999999999545	5.354166030883789	4	2	0.0	
{chassagnole2002_fig4-user}_{model0_chassagnole2}	53.219499999999705	59.41951274871826	18	135	0.0	
{chassagnole2002_fig5-user}_{model0_chassagnole2}	53.4334999999985	59.63313579559326	18	135	0.0	
{delcontezerail2008_fig4-user}_{delcontezerail1_Fig4D}	8.265499999998454	9.67860221862793	4	18	0.0	
{dupont1992_fig4-user}_{dupont2_Fig4B}	21.514499999998066	23.04244041442871	4	18	0.0	
{essunger1994_fig2-2}_{model0_essunger1}	6.531999999999663	7.775306701660156	7	14	0.0	
{essunger1994_fig4}_{model0_essunger2}	8.52699999999912	9.780645370483398	7	16	0.0	
{essunger1994_fig5}_{model0_essunger3}	7.445499999997565	8.807539939880371	7	17	0.0	
{essunger1994_fig6-user}_{model2_essunger3}	11.731499999998956	13.036489486694336	7	17	0.0	
{essunger1994_fig8}_{model0_essunger6}	7.933999999997512	9.204626083374023	7	17	0.0	
{ferreira2003_fig2f-user}_{ferreira1_Fig2F}	2.576499999998834	4.131317138671875	6	29	0.0	
{fisher2006_fig3a}_{fisher1}	4.656500000000914	6.1507225036621085	14	22	0.0	
{fraser2002_fig1a_1b_2a_2b}_{model0_fraser1}	18.01849999999661	19.50836181640625	6	8	0.0	
{fraser2002_fig1a_1b_2a_2b}_{model1_fraser2}	13.63099999999811	14.956831932067873	6	8	0.0	
{fuentes2005_fig1a-user}_{model0_fuentes1}	1.476000000000031	2.5551319122314453	4	4	0.0	
{fung2005_fig3a}_{fung1_Fig3A_Vgly_0_5}	21.55799999999936	22.922635078430176	8	21	0.0	
{gardner1998_fig4b-user}_{gardner1_Fig4B}	11.153999999998419	12.390375137329102	5	21	0.0	
{goldbeter1991_fig3-user}_{model0_goldbeter2}	12.504999999997425	13.734698295593262	3	14	0.0	
{goldbeter2006_fig3a-user}_{model0_goldbeter6}	14.117999999999089	15.346169471740724	3	11	0.0	
