	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	0.0	0.0	9e-08	0.0	0.0	0.0	0.0	5e-12	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.3999999857931306e-06	1.3999999766784224e-06	2.069308892061036e-14	2.4107204905640073e-15	8.999994187466774e-08	5.247086907388121e-14	4.4081626790545115e-16	8.447733235367013e-23	1.6053605881982838e-22	4.003990635313429e-12	2.499976053250647e-09	9.284573080370176e-13	2.5044496597953977e-14	1.1180367009166346e-16	5.213646676058364e-15	1.3970095667861685e-14	4.207493958162517e-15	1.900452007942473e-14	1.9999960054344397e-08	9.99878485944539e-09	6.99998601902054e-10	1.3596524227121228e-15	3.844527827319047e-17	3.844527827319047e-17	1.0021913118992396e-10	3.994402685007761e-14	1.599995112089586e-07	4.354432232133485e-13	1.1221850304173812e-14	4.942229273018351e-15	8.853134477271347e-19	7.434364376559721e-19	1.9534589653533743e-16	2.1678684040241246e-17
2	3.3999999225438968e-06	1.3999998601852474e-06	9.085375219622529e-14	1.776318745346591e-14	8.999984687395567e-08	1.436413526396725e-13	2.1159617086680536e-15	9.300155929877866e-21	1.7834386242985602e-20	3.2572900183828933e-12	2.499924651759321e-09	1.6226541149437776e-12	3.472941729398037e-14	3.019124978637732e-16	7.368702848895459e-15	1.9590568316655937e-14	5.924493431628394e-15	5.2140772284304996e-14	1.999970566451251e-08	9.99703093332521e-09	6.999896982579379e-10	9.849586813195256e-15	4.521281143677801e-16	4.521281143677801e-16	1.012263566931733e-10	2.9418317082785677e-13	1.599986827835753e-07	1.1634439874901579e-12	5.275680031002223e-14	2.3207468394355193e-14	8.277504847330031e-17	6.954161239027747e-17	2.6610029773590272e-14	4.518241514348041e-15
3	3.3999998090693785e-06	1.3999995338243334e-06	1.8806935701906704e-13	4.406731565649935e-14	8.999974397565362e-08	2.4302221881390523e-13	4.563760190577611e-15	8.04825982276588e-20	1.5360715103558198e-19	2.6208192250366695e-12	2.4998619991863065e-09	2.213206546618796e-12	3.9461667899444916e-14	5.092908804677494e-16	8.438133291189115e-15	2.2361968789127062e-14	6.77395521933153e-15	8.84292122649739e-14	1.9999269813348365e-08	9.99491028730913e-09	6.999744434671927e-10	2.4286259953424025e-14	1.2700387641037166e-15	1.2700387641037166e-15	1.0271053191590737e-10	7.287676232925545e-13	1.5999777960273726e-07	1.9390892374743218e-12	1.1275210563423925e-13	4.957160142817781e-14	7.712470402444372e-16	6.477813036869647e-16	2.0435306327324859e-13	2.903814929852315e-14
4	3.399999561815213e-06	1.3999985033154826e-06	3.1741075316126785e-13	8.859273410028312e-14	8.999963824137626e-08	3.4515936276153766e-13	8.063191725910806e-15	3.5020347739024e-19	6.708186219000402e-19	2.109542221678883e-12	2.4997873336063123e-09	2.685977860285421e-12	3.976858461183237e-14	7.235458145089496e-16	8.53504823946817e-15	2.2584602928570407e-14	6.84693735393275e-15	1.2602119908738294e-13	1.999853206883634e-08	9.992284725176427e-09	6.999486224092718e-10	4.847654600644729e-14	2.9000236996616917e-15	2.9000236996616917e-15	1.0482481704525298e-10	1.4621125236631899e-12	1.5999684684859998e-07	2.7080324490745783e-12	1.9720170617292113e-13	8.664519460004008e-14	3.1621301993362756e-15	2.656509800567432e-15	9.444209107844075e-13	1.4360360929503003e-13
5	3.3999990075458237e-06	1.3999958843949825e-06	4.742215167382456e-13	1.5685716184876743e-13	8.999953605313085e-08	4.432351508086922e-13	1.2675673613767693e-14	1.0186825251764891e-18	1.9580221786270787e-18	1.7091421259215001e-12	2.4997028999732536e-09	3.0543332718130797e-12	3.73606263656542e-14	9.313054736588956e-16	8.03306803323541e-15	2.1240119649258132e-14	6.4421144349149474e-15	1.6251736830869785e-13	1.999740105257757e-08	9.989130691023058e-09	6.999090368402149e-10	8.513309064251614e-14	5.827092437863531e-15	5.827092437863531e-15	1.0757845110286466e-10	2.5833935853901967e-12	1.5999594254985692e-07	3.4105885271382428e-12	3.0652356006464964e-13	1.3458265843735128e-13	8.451958597551838e-15	7.101878443207392e-15	2.9619579849672837e-12	5.154664751741237e-13
6	3.3999978300106637e-06	1.3999903450186584e-06	6.497576060754127e-13	2.528092908358141e-13	8.999944166394033e-08	5.327197807662796e-13	1.8354884021246258e-14	2.3600409521595602e-18	4.547272607023369e-18	1.399153801716294e-12	2.499611374640209e-09	3.337471170385197e-12	3.3708940347920454e-14	1.1235737888747368e-15	7.254487591434451e-15	1.9174246526218068e-14	5.816953793187744e-15	1.9629682585087243e-13	1.999581141970799e-08	9.985488853172187e-09	6.998533996897796e-10	1.359830629044728e-13	1.0610340002347164e-14	1.0610340002347164e-14	1.1091030062953141e-10	4.155594548790997e-12	1.599951056795827e-07	4.00932744792114e-12	4.3838611877766314e-13	1.923285339397365e-13	1.79234204869122e-14	1.5062322732923674e-14	7.278036653007888e-12	1.4593154685778447e-12
7	3.399995524284832e-06	1.3999801208213228e-06	8.343155729068941e-13	3.787816531275682e-13	8.999935694985924e-08	6.116240725807198e-13	2.500312187516582e-14	4.709364514004313e-18	9.090318384100015e-18	1.1604138368875435e-12	2.4995150992862455e-09	3.553410092141818e-12	2.977007786662129e-14	1.2963040419703912e-15	6.4091466325069316e-15	1.693730687773983e-14	5.139041059579686e-15	2.2662419449221966e-13	1.999372464432231e-08	9.981433048537626e-09	6.99780362551281e-10	2.017692887266685e-13	1.785436030949302e-14	1.785436030949302e-14	1.1472736529926384e-10	6.215143894808188e-12	1.5999435367501118e-07	4.489926620542756e-12	5.892004333862493e-13	2.582765192618862e-13	3.271587206134393e-14	2.7495910817887217e-14	1.5157151884502047e-11	3.481433655546591e-12
8	3.399991366799561e-06	1.399963101298057e-06	1.0190064035129727e-12	5.355666171621495e-13	8.999928207907853e-08	6.797791575762962e-13	3.250424409931956e-14	8.435392957059227e-18	1.6305695291781436e-17	9.769577921620932e-13	2.499415934530715e-09	3.7171721707263565e-12	2.6070654447492492e-14	1.4490210597974436e-15	5.612778723712075e-15	1.483258652088986e-14	4.50077612030463e-15	2.5340422023935275e-13	1.9991127751050758e-08	9.97704944502468e-09	6.996894712867767e-10	2.823295943705817e-13	2.817437776450015e-14	2.817437776450015e-14	1.1892751276748493e-10	8.773523278648353e-12	1.5999368842380624e-07	4.85442841107629e-12	7.550069744490576e-13	3.3066124904515856e-13	5.364079210619227e-14	4.5084878483475886e-14	2.7990370460839437e-11	7.308673582652921e-12
9	3.3999844127980904e-06	1.399937023661352e-06	1.1966247924557038e-12	7.226314594179837e-13	8.999921626693488e-08	7.380344708310481e-13	4.074256549054081e-14	1.3922338664002875e-17	2.6942710844200042e-17	8.361186308549002e-13	2.4993153072213175e-09	3.840713338728837e-12	2.2834732667829576e-14	1.583257928131759e-15	4.915163777643509e-15	1.2990005333144913e-14	3.941821817266283e-15	2.7690304889224507e-13	1.9988029766307087e-08	9.972423311849601e-09	6.995810418207481e-10	3.7675363822315635e-13	4.216367597923059e-14	4.216367597923059e-14	1.234128067812559e-10	1.1821434757708411e-11	1.5999310305502336e-07	5.114494231688022e-12	9.320002611585209e-13	4.0778972978989967e-13	8.084553572956695e-14	6.79533994733097e-14	4.709888463046952e-11	1.3890244365740663e-11
