	CDK2cycA	CDK2cycA_star_	Cdk2	CyclinA
66	1.6364149556492277e-08	2.379337779361741e-08	5.984247264989024e-08	3.5984247264989015e-07
67	1.63628315744004e-08	2.379925045077135e-08	5.983791797482818e-08	3.598379179748281e-07
68	1.6361625423222795e-08	2.3804624447809133e-08	5.9833750128968e-08	3.598337501289679e-07
69	1.636052181261927e-08	2.380954212399283e-08	5.982993606338784e-08	3.5982993606338776e-07
70	1.635951190711603e-08	2.3814042231682325e-08	5.982644586120158e-08	3.598264458612015e-07
71	1.6358587692487278e-08	2.3818160229854977e-08	5.982325207765768e-08	3.598232520776576e-07
72	1.635774208330535e-08	2.3821928398996557e-08	5.982032951769803e-08	3.5982032951769794e-07
73	1.6356968235578453e-08	2.382537665487109e-08	5.981765510955039e-08	3.5981765510955034e-07
74	1.6356260134050473e-08	2.382853212661196e-08	5.981520773933749e-08	3.5981520773933745e-07
75	1.6355612099551736e-08	2.3831419676556613e-08	5.981296822389158e-08	3.5981296822389157e-07
76	1.6355019186197114e-08	2.3834062048760216e-08	5.981091876504259e-08	3.598109187650426e-07
77	1.6354476488021707e-08	2.3836480066832858e-08	5.980904344514535e-08	3.5980904344514537e-07
78	1.6353980065148324e-08	2.3838692772507793e-08	5.98073271623438e-08	3.598073271623438e-07
79	1.6353525514707e-08	2.3840717610286862e-08	5.980575687500605e-08	3.5980575687500605e-07
80	1.635310986651913e-08	2.384257173041138e-08	5.980431840306942e-08	3.5980431840306944e-07
81	1.635272872216215e-08	2.3844268341561908e-08	5.980300293627587e-08	3.5980300293627593e-07
82	1.635238049726495e-08	2.384582079049231e-08	5.980179871224265e-08	3.5980179871224273e-07
83	1.6352061680022028e-08	2.384724134338615e-08	5.980069697659173e-08	3.598006969765918e-07
84	1.6351770012234173e-08	2.384854120071069e-08	5.979968878705505e-08	3.597996887870551e-07
85	1.635150328193469e-08	2.3849729802740064e-08	5.979876691532515e-08	3.597987669153252e-07
86	1.635125922583559e-08	2.3850817475294493e-08	5.979792329886982e-08	3.5979792329886987e-07
87	1.6351035872215654e-08	2.385181285397033e-08	5.979715127381393e-08	3.59797151273814e-07
88	1.635083146634883e-08	2.3852723712438432e-08	5.979644482121265e-08	3.5979644482121273e-07
89	1.6350644437023507e-08	2.3853557230630065e-08	5.979579833234634e-08	3.5979579833234644e-07
90	1.6350473290065268e-08	2.3854319977762522e-08	5.979520673217214e-08	3.597952067321722e-07
91	1.6350316647908027e-08	2.385501798506781e-08	5.979466536702409e-08	3.5979466536702414e-07
92	1.635017332872263e-08	2.3855656723314033e-08	5.979416994796325e-08	3.5979416994796333e-07
93	1.6350042193070696e-08	2.3856241221437388e-08	5.979371658549183e-08	3.5979371658549194e-07
94	1.634992213446208e-08	2.3856776093212963e-08	5.979330177232487e-08	3.59793301772325e-07
95	1.634981229961165e-08	2.3857265548923038e-08	5.979292215146523e-08	3.597929221514653e-07
96	1.634971185311075e-08	2.385771342638172e-08	5.979257472050746e-08	3.597925747205075e-07
97	1.6349619848429184e-08	2.3858123285647055e-08	5.979225686592367e-08	3.597922568659237e-07
98	1.6349535671210965e-08	2.385849834421133e-08	5.979196598457763e-08	3.597919659845776e-07
99	1.6349458704924473e-08	2.385884155585787e-08	5.979169973921758e-08	3.5979169973921755e-07
100	1.6349388219184933e-08	2.385915562722721e-08	5.979145615358777e-08	3.5979145615358773e-07
