	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
0	1e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.5469849788431266e-10	3.512236651463437e-11	9.860948770024464e-14	2.84980222667672e-17	3.6336732850011965e-12	3.7117330921065926e-13	3.985054356577029e-16	2.1490169411728734e-15	3.7549944867212046e-11	1.6784537497335167e-12	1.494676736235645e-07	8.214851671630605e-10	2.572889577986727e-13	4.460944806247565e-14	1.3039734789951945e-10	3.511336160833339e-08	3.935520369041789e-09	4.94147430531842e-12	1.2397966368907719e-12	8.335136702466616e-10	2.4301336833436827e-11	4.7254368798974815e-12	5.556108060205281e-09	2.079478217512509e-10	6.089232003450916e-14	8.164699912843167e-10	9.052358881790671e-13	9.496076848177915e-10	7.577625642598989e-11	3.0418178706236482e-09
2	3.5468841180126425e-10	6.23580265475893e-11	3.0151542813816385e-13	9.542836610957809e-17	1.3844680070516365e-11	1.5568987095635688e-12	2.108767162053283e-15	1.024342381556802e-14	7.451904180662485e-11	3.5545265685262655e-12	1.158385676760057e-07	1.085211248860378e-09	3.7230757241309514e-13	4.113341201875297e-14	1.1053184584014945e-10	6.24713808876355e-08	7.377339473849163e-09	1.1628579743077896e-11	1.845303137282595e-12	1.0164316162789406e-09	5.4330101427721907e-11	6.392234222636109e-12	5.948103520760918e-09	5.787397050636237e-10	1.8432307907519566e-13	3.0593365293301437e-09	4.2092359329395736e-12	3.4413390949007096e-09	2.0113069850507303e-10	2.357280709473189e-09
3	3.5469184347106675e-10	8.346525902963422e-11	5.289288030718382e-13	1.7606381064161605e-16	2.8911359223476e-11	3.348901591060539e-12	5.183540426481699e-15	2.4629639923578488e-14	1.1088372709404489e-10	5.400710797358394e-12	8.977445494330148e-08	1.0910780545398692e-09	3.9855644736157404e-13	3.582066358393433e-14	9.094285246606339e-11	8.24744802475385e-08	9.84638259469084e-09	1.810506711013741e-11	2.3883786848849808e-12	1.1375205123625042e-09	8.513232293730853e-11	7.997795937530267e-12	6.195625159101303e-09	9.826212510727135e-10	3.2850036238944963e-13	6.3390713935164816e-09	9.926551818396312e-12	6.953776329811578e-09	3.781713669584014e-10	1.8272255595573016e-09
4	3.546912821327067e-10	9.982302576647644e-11	7.442906821797044e-13	2.5672496516555494e-16	4.749740703591896e-11	5.568680632403502e-12	9.549849632842161e-15	4.538863602878158e-14	1.4647925462238624e-10	7.209344705219075e-12	6.957450570916906e-08	9.851101201166995e-10	3.778585452043487e-13	3.012295291320254e-14	7.342651637723729e-11	9.681730437025113e-08	1.1555013879886759e-08	2.411668909576063e-11	2.869357648230241e-12	1.213239380619622e-09	1.1598138205204507e-10	9.532283589612477e-12	6.333795935492704e-09	1.3604116137102808e-09	4.707686420492707e-13	1.0346211041201813e-08	1.791560989761783e-11	1.1135802018393684e-08	5.892070150580757e-10	1.4159987614236783e-09
5	3.5466610857461697e-10	1.1249849918743072e-10	9.330447949766125e-13	3.305723375702672e-16	6.85769115410058e-11	8.07880452934333e-12	1.5099303287696685e-14	7.247254728615488e-14	1.8120299449239114e-10	8.972167983276643e-12	5.3918164973859514e-08	8.415162929126623e-10	3.3562639667397885e-13	2.4763286284738468e-14	5.856905721123082e-11	1.0681358522482291e-07	1.268507817354689e-08	2.955926439146053e-11	3.291370543222291e-12	1.2557573083402251e-09	1.4634622223777614e-10	1.0986352510101947e-11	6.388443810203545e-09	1.689122064440569e-09	5.999572302447834e-13	1.4842573680460512e-08	2.7976787273598443e-11	1.5738877335914348e-08	8.213951534905726e-10	1.0978939078569242e-09
6	3.5468806028395103e-10	1.223199705822133e-10	1.0915968372379129e-12	3.948160004385015e-16	9.136156877010583e-11	1.0775426930172715e-11	2.1710964979723062e-14	1.0573915973492051e-13	2.149843875723042e-10	1.0692020488140499e-11	4.177775342444749e-08	6.962722271135833e-10	2.8655359300540566e-13	2.003529260964511e-14	4.630487439590438e-11	1.1348553821352523e-07	1.338374289282705e-08	3.441074680497781e-11	3.661503009514535e-12	1.2747917500357907e-09	1.7583503325839805e-10	1.236151734077667e-11	6.381720795800773e-09	1.9637159470855133e-09	7.116617567875593e-13	1.964794569475632e-08	3.989036964849215e-11	2.0585864581141913e-08	1.0663990921051904e-09	8.493603512473502e-10
7	3.54689636696722e-10	1.2993202270034963e-10	1.2214036566293014e-12	4.489223570640301e-16	1.1524590030621925e-10	1.3581689094928606e-11	2.9265293578220086e-14	1.4497670061439632e-13	2.4779523281449187e-10	1.23604738601845e-11	3.237662659676526e-08	5.645068517287955e-10	2.3830354684130893e-13	1.60247585241932e-14	3.6409454229750554e-11	1.176031916972369e-07	1.3766395705502359e-08	3.8705338936412654e-11	3.985072653846661e-12	1.27661959749033e-09	2.0418070501875043e-10	1.3649300609371403e-11	6.326023744068168e-09	2.1873206598467783e-09	8.052142649593804e-13	2.4628811643073334e-08	5.344095478584474e-11	2.555304920514688e-08	1.3173292668240207e-09	6.589174288090832e-10
8	3.5469241961097294e-10	1.358310414207745e-10	1.3259681090936425e-12	4.93514839210152e-16	1.3977085931661572e-10	1.6441972238189253e-11	3.7652076888338835e-14	1.8992906202182806e-13	2.796195120564381e-10	1.3978403681984282e-11	2.5090419457494713e-08	4.5200231296261027e-10	1.947387552686841e-13	1.2727082473752426e-14	2.852716882599933e-11	1.1978483959583864e-07	1.3920114973926048e-08	4.2487429264410004e-11	4.267594704728694e-12	1.2665930892651211e-09	2.3119423024715888e-10	1.4851329961795782e-11	6.2365149246087745e-09	2.3663431912477063e-09	8.818560090399981e-13	2.9688036430432146e-08	6.842892334359344e-11	3.0553820169065664e-08	1.569870231966799e-09	5.106921102913505e-10
9	3.547061647177052e-10	1.4040254789335486e-10	1.4093571729615424e-12	5.297347543989056e-16	1.64587259071699e-10	1.9316142641212775e-11	4.6771203449618363e-14	2.4030731908419034e-13	3.1045638507661534e-10	1.5546529959900905e-11	1.944385005238157e-08	3.591099046401615e-10	1.5726014955569588e-13	1.0055488678112147e-14	2.2296121471651012e-11	1.2050003864252487e-07	1.3910756524079841e-08	4.581341488889977e-11	4.51489794782138e-12	1.2483264792402842e-09	2.5675411130503347e-10	1.596871612757606e-11	6.121672111761593e-09	2.507995645370883e-09	9.43658213810804e-13	3.475527367964315e-08	8.467285087084902e-11	3.552776986967112e-08	1.8211159644275397e-09	3.9584295885724895e-10
