	CC	CCPT	CLK	PDP	PER	PT	TIM	VRI	clkm	clkp	pdpm	pdpp	perm	perp	prcpdp	prcper	prct	prcv	prpc	prvc	timm	timp	vrim	vrip
0	0.5566	0.4982	3.6628	4.1953	2.7527	0.4014	2.7527	3.175	0.2583	0.003185	0.3175	0.003185	0.2395	0.003185	0.0	0.0	0.0	0.0	0.0	0.0	0.2395	0.003185	0.2571	0.003185
1	0.9785210679364844	0.4654892854884049	3.694414970221517	4.146001327479405	2.612530009194888	0.2134273807255363	2.612530009194888	3.076919829979083	0.25006357501386534	0.003185	0.3060071389775198	0.003185	0.23249957748439584	0.003185	0.03190256514164431	0.03415109113245953	0.03415109113245953	0.04887727909922057	0.42291451663588087	0.4901035043377256	0.23249957748439584	0.003185	0.2478590367432551	0.003185
2	1.4974254820650856	0.4512673699551355	3.904227513701109	4.090361987736646	2.5492467385682964	0.13548958336724443	2.549246738568297	3.0025485957838054	0.25612664264677787	0.003185	0.29931552071293305	0.003185	0.23006767063109546	0.003185	0.07815541059897659	0.08104384676944389	0.08104384676944389	0.11419621845291948	0.43032500035946447	0.4813513486491375	0.23006767063109546	0.003185	0.2464064181310664	0.003185
3	2.063979185412722	0.45048774963603627	4.164159721306043	4.035328349953445	2.535477479748796	0.09828756373147732	2.5354774797487964	2.9925488071674264	0.2611691815683383	0.003185	0.29752329338829797	0.003185	0.2323303215695546	0.003185	0.13784460565887466	0.13908827537595303	0.13908827537595303	0.19229656489810457	0.43385959224009857	0.4770744886909695	0.2323303215695546	0.003185	0.2525274085731583	0.003185
4	2.579906251312343	0.46027254769184556	4.411441713714386	3.986650529278692	2.5571669126893775	0.08043221617762566	2.557166912689378	3.0571213089531235	0.26464399916156944	0.003185	0.2998452108138276	0.003185	0.23866521728729745	0.003185	0.20598005868601546	0.20272947898094285	0.20272947898094285	0.2742610439185096	0.4331948377453297	0.4780990230920525	0.23866521728729745	0.003185	0.2647694088293345	0.003185
5	2.9628803513844733	0.47774771512410297	4.604398176047269	3.948071619201608	2.6025898873694318	0.07274648492994457	2.602589887369431	3.18718937164613	0.2661434810489819	0.003185	0.3049833695872971	0.003185	0.24794445810837729	0.003185	0.27513647251416656	0.264460866755178	0.264460866755178	0.3496940504327234	0.42829386104203115	0.4843725538034828	0.24794445810837729	0.003185	0.28103608337379143	0.003185
6	3.156525229017718	0.5000087252981634	4.714074249416429	3.921275519098412	2.661950894896118	0.07148865256644593	2.6619508948961172	3.3646145652733948	0.26549770090428704	0.003185	0.31170420410713096	0.003185	0.25900290154480643	0.003185	0.3381359633138529	0.31758193808748814	0.31758193808748814	0.4107786388489812	0.419876535021143	0.49486903555300016	0.25900290154480643	0.003185	0.2994073066141804	0.003185
7	3.1289683035010825	0.5246267071448928	4.724277862730098	3.9064189046360682	2.7283801078238183	0.07566965948981957	2.7283801078238175	3.5705787930257253	0.26283519703934627	0.003185	0.3191377961995837	0.003185	0.27092849260326474	0.003185	0.38965834109813813	0.3575417731445859	0.3575417731445859	0.4535013564414169	0.40914855709796366	0.5080477127766092	0.27092849260326474	0.003185	0.3185196876313939	0.003185
8	2.869865637753273	0.5497447211167078	4.6306060085422445	3.9027773629685107	2.798051335556557	0.08643628709739952	2.798051335556556	3.789907528489418	0.2585282758282962	0.003185	0.32677194485016814	0.003185	0.28310377293552835	0.003185	0.4265357011079759	0.3818844545733872	0.3818844545733872	0.4766899748788819	0.3973627730404405	0.5223983537703414	0.28310377293552835	0.003185	0.337524357892387	0.003185
9	2.3889501663067056	0.5736279692285658	4.438459952379093	3.909214826321757	2.8699408342387542	0.1083088470174924	2.8699408342387542	4.011741608828989	0.2530751333352603	0.003185	0.3343282830386387	0.003185	0.2951188375496518	0.003185	0.4471932858638637	0.3894711968561623	0.3894711968561623	0.480358312511758	0.3855357496690762	0.5367412882754131	0.2951188375496518	0.003185	0.35589059096722603	0.003185
