	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0	0.611236783152	1.30377571282	3.80874702187e-05	1.9245997705	1.9245997705	0.872534525609	0.127465474391	5.0	14.9997605114	0.000239488586945	0.00122834645669	5.52755905512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.796980797261	0.203019202739	1.28871252075e-06	0.963590525844	0.00082800476559	0.0413941344971	1.22247345696	0.299995131634	4.86836593145e-06	0.0	0.048179398361	0.0046464250374	0.0793317319536	0.232300498008
1	0.42573898251798553	1.309945736612859	4.280469525069049e-05	2.5865084733014516	2.1629744745738586	0.8559252741703054	0.14407472582969547	3.4227237546197546	14.999736132509394	0.0002638674775310178	0.0011155448042078093	5.019995850316516e-05	1.100915504143418e-09	2.7548972706320947e-05	2.8354523020910102e-08	1.5275060994597738e-07	0.017233488497137336	0.008458145044551765	0.7716674735923166	0.2283325264076841	1.3264085547436763e-06	0.8096266902176689	0.0015212388665284	0.0760549851121948	0.8514780856904046	0.29998324335063264	1.6756649298679208e-05	1.743004501308792e-05	0.04048104536168834	0.008168378878952555	0.19436136862247336	0.4083580700093306
2	0.05332355874644744	1.4872551876685467	0.00010848009062540841	8.783973708543295	5.481677973632761	0.817191548874064	0.1828084511259372	2.3430075800742305	14.999677345785553	0.00032265420137042334	0.0007784552565612812	3.5031438392821885e-05	2.10064697704348e-09	0.00010987590351666394	5.4366263748052204e-08	2.9810249518969403e-07	0.03301232234709097	0.01633356661761424	0.7206183589223882	0.2793816410776121	1.5188713893938932e-06	0.48414811429506527	0.006303703224900066	0.3151806966124466	0.10664716415000118	0.29997244559514213	2.7554404788472707e-05	4.765955424293526e-05	0.024207145531995412	0.012319539115734681	0.24441154253097125	0.6159152376704111
3	0.0288605151179908	2.6500974452784276	0.00037654082039511217	26.96502116785915	19.0271592065712	0.777511004064948	0.22248899593505478	1.6038935403056105	14.99962319370063	0.00037680628630644083	0.0002996026797544115	1.348342368835634e-05	2.4703626598798537e-09	0.00022682601178775823	7.752815634049017e-08	4.302646441572657e-07	0.0470616460317182	0.02349041333362035	0.6770661572881632	0.3229338427118373	1.800373885442036e-06	0.2198519846772091	0.015218207741915277	0.7609054430114738	0.05772092077432145	0.29996844963007013	3.155036986034724e-05	0.00014562789117140062	0.010992433707194587	0.01075662044758924	0.13964152939504587	0.5377981018503313
4	0.09516058187134113	5.565865779160723	0.0006650459232006176	36.874390351704484	33.6055318919463	0.7818009680870521	0.21819903191295031	1.097936904050738	14.99963759104301	0.00036240894393610874	1.5631122487843673e-05	7.041676567055459e-07	5.912382178833744e-10	0.0002961815139926947	9.749591102768365e-08	5.469741423595496e-07	0.05917274222803074	0.02980638223194486	0.6993616476505357	0.3006383523494649	1.980133086037221e-06	0.353711035710597	0.015258971301258592	0.7629363689201334	0.19032073298725602	0.29998874295207784	1.1257047852010832e-05	0.0006680346834255102	0.017685334186332266	0.007238013638736139	0.11915033863092242	0.36188202893824983
5	0.25096372372639647	8.596948672986166	0.0005492406418444092	20.492274494235634	27.753561316869632	0.8139193143851339	0.1860806856148685	0.751586944509295	14.999696554969685	0.00030344501725081065	3.992025336760802e-06	1.8033534107112313e-07	3.705237363773433e-10	0.0002990242565600073	1.1411348337420142e-07	6.466569649378395e-07	0.06925117796574924	0.035197052308512757	0.746317380484846	0.25368261951515436	1.8569918114582914e-06	0.7695433842723584	0.004930432752487838	0.24651056655340953	0.5019270539307376	0.299991129526623	8.870473306938626e-06	0.001639277901596576	0.038476929515435014	0.006293179529312682	0.11294780405400785	0.31462823286915464
6	0.41435168083835844	9.421946541725886	0.00024562127293162723	7.342087072896796	12.411399911941347	0.8316679148203673	0.1683320851796351	0.5144948977238495	14.999720317566553	0.0002796824203830372	2.3895500705195187e-06	1.0822212566486347e-07	3.6329215188535054e-10	0.00029941563359613414	1.27453783635098e-07	7.288062688060291e-07	0.0773414444933029	0.03963623388315479	0.7641988298351136	0.23580117016488605	1.6776480726116143e-06	0.8557191709346145	0.0019002912903554184	0.09500658068757915	0.8287030767900341	0.29999120766209064	8.792337839511916e-06	0.0026851575403222566	0.042785754653316695	0.006985483421986431	0.12914016522099778	0.3492405546396367
7	0.5572143747046936	8.715148292621457	0.0001092933425878986	3.9074456105536215	5.5226751309882065	0.8410158751238817	0.1589841248761201	0.3521947816119919	14.999728912635545	0.00027108735139236436	1.6997357309347591e-06	7.718009125596959e-08	3.6130110503015895e-10	0.00029958410826872264	1.3780014959249252e-07	7.94117668751632e-07	0.08361565017937043	0.04316297271779345	0.7706596943341375	0.22934030566586178	1.55994900239336e-06	0.8621330992292277	0.0013705590145260472	0.06852012801098731	1.114428488339699	0.29999122917213056	8.770827799385065e-06	0.0037542032853253924	0.04310645296371853	0.007343300576981366	0.13763163174978357	0.36713126322003325
8	0.6727850370184463	7.645224047691914	6.776118963171002e-05	2.914600735680911	3.4240338168836653	0.8459212959139727	0.15407870408602922	0.24109308905395227	14.999732015131581	0.0002679848553506887	1.3228248767280402e-06	6.021898975211481e-08	3.604938771017974e-10	0.00029967616177046613	1.4557807780040402e-07	8.443119034868682e-07	0.08833206101345048	0.045871600980297536	0.7729923852851165	0.2270076147148826	1.4968834957588e-06	0.8654444711309598	0.0011351420916209949	0.05674927896466851	1.3455698313514337	0.2999912378924502	8.762107479761055e-06	0.004813106169301761	0.04327202124680523	0.007487521731374168	0.14198826953671623	0.37434223526868743
9	0.7622891320173156	6.616165122758981	5.316237933464589e-05	2.473753613566898	2.686346513368513	0.8484930899493185	0.15150691005068312	0.1650390085950472	14.999733140177717	0.0002668598092188431	1.0895565333211357e-06	4.972188066810782e-08	3.6009675469491076e-10	0.0002997331331901634	1.512691310465776e-07	8.817347905513973e-07	0.09178286662154339	0.04788987260022798	0.7738390524057027	0.2261609475942965	1.465403617577745e-06	0.867899662053608	0.001001252652718422	0.05005480819193798	1.5245780389081471	0.29999124218234974	8.757817580368684e-06	0.005837129678508596	0.04339478058008114	0.007551523610933985	0.1444763865845502	0.3775422574986803
