time	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	mIIa_AT_l	mIIa_f	mIIa_l
0.0.	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	-3.3881317890172006e-21	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	849079.0	60.0	0.0	300.0	0.0	0.0	-6.28363963558109e-89	2.5	0.0	6.018531076210112e-36	6.681911775230489e-52	0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7000000000000001	-2.6469779601696877e-23	0.0	0.0	2.340838177346099e-97	0.0	0.0	0.0	10.0	-4.235164736271502e-22	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.0.	1.8107121531179054e-18	1.537441585256556e-16	3.519277031379e-10	2.9675718747244503e-13	2.7679244197070567e-11	3399.999999943779	48.391507810181075	1351.6084921751205	1.6086579616479812e-10	1.94668374145969e-10	3.9021038829151177e-10	1.127311310119352e-09	0.031856790622068004	89.96787981012798	1.2340167600217313e-10	9.907939619170729e-13	1.214242671367791e-12	4.407317360758003e-08	0.000124614357057	649551.0690432047	2.05188879105559	57.94811120836978	0.18462928321062602	299.8153707164382	1.200534076188606e-12	2.860249093181388e-07	2.499999713973891	1.9481427484772082e-10	0.0009702440775510001	0.000138740646168	0	0.00019284701394900003	0.000244150019998	0.00039861782418200003	0.0030554002221350003	0.9999999994151211	4.8935573048027605e-12	6.697176077463859e-06	0.000215465001013	0.6997775996876451	3.756810909630944e-11	2.4484533110499503e-10	2.3784575183864808e-07	2.5989755969440924e-22	2.541752524133717e-19	2.0086817933499977e-06	0.020278439591901003	9.978698022625881	6.920114015019836e-05	0.09900772818241001	2.617556538218532e-10	0.00032491566203000005	0.008925105360617	19.990729602457304	1.8332159759994052e-09	9.332100372821688e-09	2.0362109819966634e-05	9.706963609763115e-21	2.130569867814729e-17	2.6306331926281284e-10	29.99999999950986	4.803183621188588e-11	1.7905756103081442e-10	4.831314901236847	165.16766680491588	5.5940974086179544e-08	1.4891290439568202e-09	1.258613588168243e-09	2.353878541790919e-10	4.248874937011967e-06	0.00024308127269700002	1.7410982837008722e-13	1.26495325733577e-11	8.688573228213518e-09
10.0.	9.98975774185875e-15	9.502034251381298e-13	1.5616873519196537e-07	7.438067121418617e-11	6.918064241467083e-09	3399.9999995496946	48.39150807945357	1351.608490167906	3.455995757833197e-08	3.739209735377411e-08	6.909937965057273e-08	1.094633288081654e-07	0.031856650029369	89.96748206224197	9.175284610285769e-10	6.030939044802649e-11	7.144399274791147e-11	1.5501777029541519e-07	0.000438026795711	649551.0644732314	2.051888798172939	57.94811100127278	0.18462928441290802	299.8153705594182	2.925746155334412e-11	2.1198221989126067e-06	2.499997880148544	1.092003712138748e-09	0.001543339049661	0.00022309043560900002	0	0.00029925804814200004	0.000421532773515	0.0006170291082090001	0.0018957494636000001	0.999999893508523	4.99797077251482e-10	2.587187002500521e-05	0.000215458550798	0.699756638740686	4.9601465265326625e-09	2.084952092848015e-09	2.0231618279461257e-06	3.22108305574779e-18	3.1350201226512812e-15	7.066500044997534e-06	0.020276597412367002	9.977791394192472	6.90218782140645e-05	0.0987516694805	2.805084731755436e-08	0.001379518179808	0.008924557666842001	19.98950221646494	2.518358060077294e-07	8.862115192420039e-08	0.000193169112366	1.35191353132537e-16	2.954569822344796e-13	2.723623465099055e-08	29.99999992031337	1.4430369594221451e-08	3.802002724630708e-08	4.831258587642845	165.16573822522759	4.147845577762717e-07	8.505433285231837e-08	7.145382825684676e-08	1.355880943051524e-08	1.4914087502114104e-05	0.000852319815443	4.765052022785617e-11	1.589788416385964e-09	1.089293829320942e-06
15.0.	9.677595984756005e-13	9.547021062013278e-11	3.997369636675097e-06	1.455034242121406e-09	1.352142087467507e-07	3399.9999980995763	48.39150774893905	1351.608468910148	6.249004833831451e-07	5.889057458495087e-07	1.060402107159544e-06	1.242963672579865e-06	0.031856480952357005	89.96700374483406	2.8162610385482873e-09	5.642325995946112e-10	6.613319980804207e-10	3.060228696728552e-07	0.000864541877792	649551.0588272607	2.0518886609609712	57.948106615997915	0.184629283656178	299.8153667188786	1.71332905246758e-10	6.49612222846642e-06	2.49999350370644	2.6247426545842823e-09	0.0018789865905270002	0.000274628983747	0	0.00036437101003400005	0.0005297209848710001	0.0007506979428060001	0.001201591691937	0.999998350692147	5.7645745882671584e-09	5.2602735554767095e-05	0.00021544889367700003	0.6997252629395001	6.820606534450687e-08	6.807266344345415e-09	6.603426346799612e-06	4.952035295325926e-16	4.812775418418392e-13	1.3942574463734511e-05	0.020274301926395	9.976661524889114	6.932270570326981e-05	0.09918249959626001	3.286395436828246e-07	0.002897146019568	0.008923673569424001	19.987521378334936	3.5087943753911948e-06	2.9931286317107737e-07	0.0006522203173890001	2.164569698035789e-14	4.7245196520412596e-11	3.155230922808692e-07	29.999998713949672	2.9328744195837176e-07	6.77239801706006e-07	4.831185536197513	165.1632380189029	1.2716922566254181e-06	7.230229479698001e-07	6.062893167099462e-07	1.1555687402895349e-07	2.9407845855330885e-05	0.0016800376855530001	1.018837641657834e-09	2.15226068662611e-08	1.4735693604419861e-05
20.0.	2.110492064401023e-11	2.0820958711410883e-09	3.474661340148557e-05	1.080996612020398e-08	1.0041446957356761e-06	3399.9999928334064	48.3915044273152	1351.6083615501348	4.407714880211606e-06	3.633128826310778e-06	6.4622933217836365e-06	6.322100054389098e-06	0.031856293262158004	89.96647275251549	6.0845454839179374e-09	2.6018423845877216e-09	3.0346768370104072e-09	4.819867919874774e-07	0.001361524973787	649551.052311244	2.05188749626164	57.94807310693822	0.184629266601917	299.8153359846823	5.688601572322298e-10	1.4013550474458772e-05	2.499985985880667	4.5540825465515035e-09	0.002072403857193	0.00030674393637700003	0	0.000405012902226	0.0005969335888920001	0.0008341503493530001	0.0007847502430140001	0.9999899045778521	2.953318211549345e-08	8.393317771367445e-05	0.00021543644711100003	0.699684826832589	3.975916099311393e-07	1.583097588913777e-08	1.5354914694860533e-05	1.491280509238239e-14	1.448357843785702e-11	2.1925252880124072e-05	0.020271140517177003	9.975105439070301	7.011474601864627e-05	0.10031613065663	1.696138699544727e-06	0.004696166604025	0.008922476473147001	19.98483944118247	2.05827284708835e-05	6.943875195770201e-07	0.001512910665303	6.5680865590261e-13	1.4327130375992772e-09	1.619901847413538e-06	29.999991458747274	2.1916044292272613e-06	4.729746462404492e-06	4.831102124513819	165.16038391871137	2.744650983634415e-06	3.017388739172279e-06	2.5280957984739338e-06	4.828203411773438e-07	4.6235723406423984e-05	0.002640955294797	8.146236235126287e-09	1.2454181462935728e-07	8.523852343173963e-05
25.0.	2.2165958897924912e-10	2.118007175323987e-08	0.000173171371278	4.87128800730215e-08	4.52392878661539e-06	3399.999975898704	48.39149243248419	1351.6080074075007	1.914555757654708e-05	1.3963523729814772e-05	2.4669220825911895e-05	2.1489411537467424e-05	0.031856090784691	89.9658998050968	1.089262795508473e-08	8.487696311638614e-09	9.874704628525607e-09	6.748704862988815e-07	0.0019062831278200002	649551.0443851313	2.051882314966225	57.94792595609531	0.18462918371907802	299.8151976235087	1.3953598557783632e-09	2.503561723901581e-05	2.499974962987402	6.685915621465357e-09	0.0021804477072070003	0.00032727536775900004	0	0.00043105469645400004	0.0006397310108900001	0.000887641377978	0.000533841758434	0.999961367255444	1.0077867000083799e-07	0.000118080967328	0.000215420751268	0.699633834279881	1.496231394356151e-06	3.197952020836612e-08	3.101623599424587e-05	1.974391969247832e-13	1.9168555343460061e-10	3.0583931211323284e-05	0.020266863958846002	9.973000526326398	7.140631736958828e-05	0.10216446122460301	5.81105925349362e-06	0.006667195487584001	0.008920922131633001	19.981357167384516	7.77272592080797e-05	1.354994766552048e-06	0.0029520370108610003	8.526395491608284e-12	1.8592537939343423e-08	5.5343470558598475e-06	29.999964213855854	9.841497520113065e-06	2.041029958398344e-05	4.831012150748585	165.1573054287089	4.905843917641719e-06	8.883173072581953e-06	7.43942117139461e-06	1.422296773092837e-06	6.449532665551833e-05	0.0036835762014700004	3.900450427741808e-08	4.667835641682705e-07	0.00031941136970500003
30.0.	1.5674985408680792e-09	1.408533681146227e-07	0.00062153680903	1.6340903147684218e-07	1.5173522593100942e-05	3399.999929501312	48.39146036783445	1351.6070831826103	6.254430231194665e-05	4.0983843516219036e-05	7.211638450168609e-05	5.8256870450051894e-05	0.031855870804469	89.96527698969365	1.73680473390731e-08	2.314866191678512e-08	2.689696378076417e-08	8.82432454937512e-07	0.00249249625756	649551.0333823961	2.051865729325293	57.94745627066961	0.184628911011362	299.8147494097596	2.8408699386219606e-09	3.9781855490965216e-05	2.49996021530364	8.895942904735755e-09	0.0022371887600520003	0.00034087156096400005	0	0.00044835376935200004	0.000667917004958	0.0009231909758300001	0.00038246619202900005	0.9998868997719821	2.738080540538545e-07	0.000153933649042	0.00021539995263000002	0.699566260100925	4.378548598457374e-06	6.149230643762146e-08	5.96392361681596e-05	1.6458093981534349e-12	1.597504314985978e-09	3.964806031451051e-05	0.020261321833998	9.970272766385392	7.320303804067514e-05	0.104735526874279	1.5823697415956143e-05	0.008742168687388	0.008918853895932001	19.97672343507155	0.00022791697880600003	2.444565932910336e-06	0.005325677002395	6.788730467246569e-11	1.480041558099513e-07	1.504760809295811e-05	29.999885747277435	3.2821837320760114e-05	6.63832771571957e-05	4.830917890976249	165.15407981503347	7.799405633533364e-06	2.1723374718842214e-05	1.8188486549229162e-05	3.47931388228492e-06	8.362144898325481e-05	0.004775644048701001	1.376139907220237e-07	1.362763719833009e-06	0.0009324044486600001
35.0.	8.865899889106284e-09	7.340360473273555e-07	0.0018136027492	4.554046185643965e-07	4.228326164587812e-05	3399.999817077589	48.39138606178859	1351.6049590495481	0.00017104568799900001	0.00010252397364000001	0.000179978636061	0.000138650098722	0.031855620968131	89.96456889347996	2.564633953031783e-08	5.782591970181782e-08	6.715083957103814e-08	1.109195973733142e-06	0.003132952804176	649551.0156661341	2.051821978223405	57.9462184134855	0.18462818244867502	299.81355747190094	5.103808006309875e-09	5.837805483775599e-05	2.499941616841355	1.110960068967479e-08	0.0022630746298450003	0.000350316192674	0	0.00046042069896400003	0.0006873546765150001	0.000948003674083	0.00029081391450700003	0.999717497390298	6.524197749185695e-07	0.00019072621949800002	0.00021536971249200003	0.6994680026259691	1.1019870325253981e-05	1.1750842856776719e-07	0.000113967666829	1.043105921025538e-11	1.012359124825356e-08	4.8929292839855696e-05	0.020254425803456003	9.96687864842062	7.550768880990524e-05	0.108033302708779	3.774852017588994e-05	0.010874687184780001	0.008915911265121	19.970130291296492	0.000574253813269	4.2986243776302125e-06	0.009364849411975	4.021278722483704e-10	8.765888395631237e-07	3.587303243926577e-05	29.999692161999803	9.095673604104784e-05	0.00018100823172	4.830820715282151	165.1507529190573	1.1451203994757651e-05	4.8237785190959587e-05	4.0383764418076536e-05	7.727307162311202e-06	0.00010322191577400001	0.005894773517458001	3.998757139936969e-07	3.4251887161091012e-06	0.0023433524554650003
40.0.	4.4062326425202273e-08	3.339439741394016e-06	0.004629653807954001	1.1273216100462571e-06	0.000104663157837	3399.9995650579613	48.3912252465075	1351.6003767496152	0.00041800911675100004	0.00023370828287700001	0.00040973917535800004	0.000307087780355	0.031855311783840004	89.96369115206517	3.594084849013483e-08	1.394933678164151e-07	1.61963810580531e-07	1.3702816133090348e-06	0.0038703796460990004	649550.9837634427	2.051719088937159	57.94330837499044	0.184626457672172	299.8107405050185	8.387211142990785e-09	8.087781844695134e-05	2.499919113794344	1.32764744054762e-08	0.002270369518735	0.00035729099025200004	0	0.00046937801861800005	0.0007015823816280001	0.0009664356819050001	0.00023492174517300002	0.999356552541764	1.44567554748642e-06	0.00022778915850000001	0.000215320914798	0.6993094338684961	2.536142071543194e-05	2.2685603834094427e-07	0.00022002221142200003	5.59731971917286e-11	5.431900391690653e-08	5.825974628948387e-05	0.020246130886558	9.962795935467511	7.831921665005237e-05	0.112056276428158	8.368254317742157e-05	0.013024910742835	0.00891134030703	19.959888074523708	0.0013222250064070002	7.596578117601493e-06	0.016549803308185	1.991470241506803e-09	4.340838770934246e-06	7.95222718135785e-05	29.999254823350537	0.00022415783508200003	0.000441496542568	4.830721450914072	165.14735107808804	1.5873027649222632e-05	0.000102478112798	8.578904527662456e-05	1.6417562458832722e-05	0.000122947211429	0.007021007015214	1.02395583383421e-06	7.877838366835007e-06	0.0053894251363250005
45.0.	2.03156489580368e-07	1.418557138446753e-05	0.01084957597382	2.5904328390900015e-06	0.00024049326876700002	3399.9990234691263	48.39088657657411	1351.5907394105268	0.000953004546319	0.000506799395397	0.00088802637376	0.000656678611117	0.031854880175404006	89.96246341464754	4.866343186395843e-08	3.359770375356662e-07	3.901555754082362e-07	1.700368376526442e-06	0.004802761993031	649550.9222686222	2.05149225985055	57.936893892350696	0.184622642248244	299.80451339305074	1.289650651617924e-08	0.00010725715829100001	2.499892729945204	1.534511522428719e-08	0.0022664087546830003	0.00036281856848700004	0	0.00047651755903000006	0.00071275088502	0.000981138453477	0.000200337537679	0.998605174230843	3.091139650800578e-06	0.000264267203024	0.000215234758411	0.699029448498195	5.5525555679171786e-05	4.4417244548458936e-07	0.000430795905122	2.71235800888442e-10	2.632071327527148e-07	6.742184786395038e-05	0.020236431086387	9.958021453380494	8.162990831040271e-05	0.11679340131462101	0.000178904072434	0.015143083338619	0.008903590081225	19.942520921294605	0.002894654220282	1.371646261426837e-05	0.029882923392915	8.892914461496896e-09	1.9383238874220084e-05	0.00017011120354300003	29.9983109107064	0.000513649451189	0.0010053286388650002	4.830620595955212	165.1438873763235	2.1061505071937412e-05	0.00021459822582600002	0.000179649539161	3.4381669120734265e-05	0.000142341974005	0.008128332597891	2.416161974466228e-06	1.7246600330740194e-05	0.011798575125117
