[Fungal pathogen]	[Bacterial pathogen]	[LysM]	[PRRs]	[FLS2]	[LRR]	[MAPKKK]	[MAPKKK_2]	[MAPKKK1]	[MAPKKK18]	[MAPKKK19]	[MAPKKK20]	[EDR1]	[MAPKK]	[MAPKK_2]	[MAPKK2]	[MAPKK4]	[MAPKK5]	[MAPKK9]	[MAPK]	[MAPK_2]	[MAPK2]	[MAPK3]	[MAPK4]	[MAPK6]	[WRKY1]	[WRKY1_2]	[MYB2]	[MYB2_2]	[WRKY33]	[WRKY33_2]	[WRKY6]	[WRKY6_2]	[MYB4]	[MYB4_2]	[WRKY25]	[WRKY25_2]	[WRKY12]	[WRKY12_2]	[WRKY22]	[WRKY22_2]	[WRKY28]	[WRKY28_2]	[WRKY29]	[WRKY29_2]	[MYB44]	[NAC]	[bZIP]	[AP2]	[Response]	[SIMK]	[SAMK]
0.5	0.5	0.8	0.8	0.8	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2	1.2	1.5	1.5	1.2	1.2	1.2	1.2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.8	2.0	2.2	2.5	1.0	1.0
0.8563280631891732	0.8837533594660536	0.8544584783220863	0.8635187628205833	0.895151502930679	0.9369878855581617	0.8962274322873205	0.9688922390467968	1.0708705997746846	0.964175812031575	0.9541381392952756	0.964175812031575	0.9205582676273159	1.0315302777001558	1.1151481396205154	1.1497584382729242	1.165649429659992	1.1569674386672	1.0231848821450955	1.1820892872055062	1.2560127994868837	1.1989597898663897	1.225926489354001	1.2318739450587333	1.2306292436159887	1.2324815340026989	1.269282844436369	1.315531549864118	1.329404220929203	1.24081664332019	1.274191453642689	1.2573737826446938	1.2823318309899752	1.2872890652566666	1.311918037632163	1.2573737826446938	1.2823318309899752	1.2540668753254545	1.2809274523270204	1.2452020657064993	1.2767962851515466	1.2452020657064993	1.2767962851515466	1.2452020657064993	1.2767962851515466	1.2911143208648868	1.2936868729286621	1.2954019076378456	1.297116942347029	1.2906167699624151	1.2468903573222232	1.2468903573222232
0.9447323242477482	0.9670191640956227	0.9432320276911077	0.9514974505837367	0.9700906253407722	1.007253844340086	0.9725375857611	1.0170635647954211	1.1045659347746997	0.9986849777242708	1.0112175822549467	0.9986849777242708	0.9815994609243893	1.0708576972697084	1.1374707359683163	1.1650868959087053	1.1742229549289975	1.1679979706473347	1.0672857267100824	1.1839096785414562	1.2286141678144011	1.1983361523535812	1.2149552396673413	1.2211608144222306	1.2154843534239048	1.221879001046574	1.239216047112633	1.250595376561431	1.2569292160734093	1.2251532619215943	1.2412260549737015	1.2396744957939978	1.2487846387659791	1.2391933235337036	1.2501678222896768	1.2396744957939978	1.2487846387659791	1.2355144421580797	1.2467376510947232	1.2270740417761967	1.2423629953366304	1.2270740417761967	1.2423629953366304	1.2270740417761967	1.2423629953366304	1.243497740462407	1.2435379418490313	1.2435647427734478	1.243591543697864	1.2462078226126427	1.237098361733206	1.237098361733206
1.0067021952593154	1.0228067458193895	1.0056232888764662	1.0116289717342175	1.0244137914404698	1.0517001546982825	1.0262538538471342	1.0566611386501727	1.1213462177946683	1.0407234750362346	1.053666172969341	1.0407234750362346	1.031633643244751	1.0964999795656505	1.145255997939168	1.1653629838129818	1.1715575224355983	1.167027497778968	1.0947997629274027	1.1785852620021355	1.2097474675197433	1.1890773336941496	1.2004252318538562	1.2054064427373354	1.200479328428196	1.206036812039904	1.2176566835599154	1.222668292088107	1.2268505837796118	1.2078035540109833	1.218656431427411	1.2188164471507386	1.2245162959658356	1.2155599979102947	1.2229684517886628	1.2188164471507386	1.2245162959658356	1.2151975759752591	1.2226302234210047	1.208875118920392	1.2192538807876383	1.208875118920392	1.2192538807876383	1.208875118920392	1.2192538807876383	1.219691981095251	1.2196922293472796	1.2196923948486318	1.2196925603499846	1.2216526401714105	1.217194583863594	1.217194583863594
1.0505944816735677	1.0621279069417124	1.049826095997917	1.054125873138067	1.0631766259383875	1.0828264821414395	1.064511453624028	1.0860002924530983	1.1327181733308902	1.0740820357973593	1.0840661293612495	1.0740820357973593	1.068162811004444	1.1147445429376241	1.1499061394513852	1.1644024858464899	1.1688046064593725	1.1655360295495605	1.113689794558896	1.1738736312618117	1.1961321205159565	1.1814301463075387	1.1894763685700736	1.1931725427507929	1.189480830651887	1.1936385066468627	1.2019143239136603	1.2051561814921892	1.2081246439861506	1.1948177610273933	1.2025535286164284	1.2028431970585027	1.2068542324089966	1.200124930370581	1.205420295736325	1.2028431970585027	1.2068542324089966	1.2000906677585728	1.2053884376196478	1.1955309763982116	1.2029406699364609	1.1955309763982116	1.2029406699364609	1.1955309763982116	1.2029406699364609	1.2032691743673745	1.2032691740208084	1.2032691737897643	1.2032691735587202	1.2046275894138896	1.2016535018408547	1.2016535018408547
1.0820288125223352	1.0902879583582739	1.0814808010918815	1.0845583953768008	1.091016087232074	1.1051171677049552	1.0919779895870578	1.1073090425421557	1.1408660607206704	1.0986678659732496	1.1059608053048209	1.0986678659732496	1.0945481514831221	1.1279390704040637	1.153190349916355	1.163600871899609	1.1667498050077991	1.1644024482644812	1.1272128668121846	1.1703877833808818	1.186357477563472	1.175816102266636	1.1815767770518733	1.184246512227607	1.181576859500391	1.184582171558591	1.1905120543172427	1.1927973637206801	1.1949242026918627	1.1854122251850852	1.1909582289326899	1.1911950943849714	1.1940622499907079	1.1891880846429703	1.1929869419468169	1.1911950943849714	1.1940622499907079	1.1891868407714346	1.192985799527104	1.1859144272253204	1.1912284068500407	1.1859144272253204	1.1912284068500407	1.1859144272253204	1.1912284068500407	1.191469107764762	1.1914691078043096	1.1914691078306747	1.1914691078570396	1.192445048009138	1.1903287441480792	1.1903287441480792
1.1046080820275377	1.1105196883333373	1.1042165437796785	1.1064188518325635	1.1110360622576232	1.1211361506500357	1.1117262578460196	1.1226890249134218	1.1467311526738477	1.1164836853418378	1.1217295944314025	1.1164836853418378	1.1135567200758703	1.1374642190080468	1.155555785288941	1.163014377366719	1.1652682053511485	1.1635865498999138	1.1369487730566954	1.1678730369240558	1.179322405793752	1.171763205793786	1.1758895135337954	1.1778030827333934	1.1758895786678998	1.1780445039732221	1.1822910129356337	1.183925882832987	1.1854495063185033	1.1786367864516005	1.1826092949545222	1.1827835183127486	1.1848357337168798	1.181339175755817	1.1840603832765058	1.1827835183127486	1.1848357337168798	1.181339253395055	1.1840604420732237	1.178995219686861	1.1828017988504937	1.178995219686861	1.1828017988504937	1.178995219686861	1.1828017988504937	1.182974534866212	1.1829745348499274	1.1829745348390714	1.182974534828215	1.183683543146794	1.182159141454115	1.182159141454115
1.1207671363872602	1.12500039954373	1.1204868803389436	1.1220638358982116	1.1253693597704764	1.1326032625642857	1.1258639857758133	1.1337126860454205	1.1509326820654247	1.129266052764656	1.1330263804670673	1.129266052764656	1.1271732798465035	1.1442946125855777	1.1572521615874083	1.162595049792578	1.1642098308316635	1.1630053107741565	1.1439260070148263	1.1660753555681043	1.1742683645175924	1.1688619195958878	1.171816131520064	1.1731882792533825	1.171816071420768	1.1733600254337704	1.1764023557926848	1.1775734405186882	1.1786646681449207	1.1737846187928878	1.1766301958451997	1.1767546668031799	1.1782252316035609	1.1757199505668	1.177669531622546	1.1767546668031799	1.1782252316035609	1.175719937010262	1.1776695300295563	1.174041251180273	1.1767680115195571	1.174041251180273	1.1767680115195571	1.174041251180273	1.1767680115195571	1.1768925200228062	1.1768925200295115	1.1768925200339817	1.176892520038452	1.1773914506170595	1.176307770946723	1.176307770946723
1.132338241565075	1.1353700250387324	1.1321375592532892	1.1332669282824586	1.1356341579618057	1.1408150838493183	1.1359884145516048	1.1416092716527084	1.1539427166697003	1.1384241539476472	1.1411178478809303	1.1384241539476472	1.1369258760974672	1.1491879825282802	1.1584688792277642	1.1622951467941398	1.1634511838727277	1.1625885296688563	1.148924092110308	1.1647870747167801	1.1706618878609005	1.166782903942655	1.1688996761751542	1.169881324839284	1.168899725518017	1.170005292006437	1.172183557707284	1.173022295137702	1.1738039296385456	1.1703090149865685	1.1723467940406893	1.172436547709842	1.1734891607520341	1.1716952477851885	1.1730911491579699	1.172436547709842	1.1734891607520341	1.1716952561913918	1.1730911479961414	1.1704927980199424	1.17244548714681	1.1704927980199424	1.17244548714681	1.1704927980199424	1.17244548714681	1.1725340553554524	1.1725340553526915	1.1725340553508508	1.1725340553490102	1.1728993938715033	1.1721157948476577	1.1721157948476577
1.1406251972232846	1.1427965537600218	1.1404814638094836	1.1412903132458612	1.142985690194022	1.1466963367972047	1.1432394465824094	1.1472650273162577	1.1560981494603384	1.1449837854423772	1.146913106112353	1.1449837854423772	1.1439108088274408	1.152692995011813	1.1593396206197335	1.1620803648292206	1.1629087227188597	1.162290857143099	1.1525040046042665	1.163865662913277	1.1680672443821305	1.165295091244035	1.1668103796819882	1.1675143755191655	1.1668103394569946	1.1676022943668267	1.1691630078343591	1.1697637149567024	1.1703234748230658	1.1678201251993672	1.1692798706897825	1.1693436392693284	1.170098089147429	1.1688128581981494	1.1698130065111618	1.1693436392693284	1.170098089147429	1.1688128514888718	1.1698130075884765	1.167951766291189	1.1693505585138018	1.167951766291189	1.1693505585138018	1.167951766291189	1.1693505585138018	1.16941452499209	1.1694145249932268	1.169414524993985	1.1694145249947427	1.1696690259444151	1.169114454419139	1.169114454419139
