	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.303695030569631e-05	7.614540186372697e-08	5.4475177291943e-07	1.5119261012791435e-07	8.4942887546995e-08	7.196749143069601e-08	1.998758622046227e-06	7.584311995357589e-07	1.4214871318502599e-07	1.3801428693343964e-07
2	5.9308289469316134e-05	1.4778735209044137e-07	1.057285405235832e-06	2.9344326721704494e-07	1.6486201559422798e-07	1.3967862451062394e-07	4.665489429136963e-06	7.383870817919536e-07	2.233255837403364e-07	2.678660236509925e-07
3	5.58001553004115e-05	2.1519213481165325e-07	1.5395059200916434e-06	4.272806990945914e-07	2.400544335036408e-07	2.0338507301762908e-07	7.231628252499111e-06	6.955271644010894e-07	2.665743890674415e-07	3.9003785275001274e-07
4	5.24995079264017e-05	2.786102962538471e-07	1.9932057500925766e-06	5.532023847548558e-07	3.10799634447778e-07	2.6332363632457155e-07	9.667656957601684e-06	6.54416451960549e-07	2.863881434712522e-07	5.049838917207989e-07
5	4.939407819919796e-05	3.3827757405454804e-07	2.4200713857271263e-06	6.716763995884786e-07	3.773605920947115e-07	3.19717117726112e-07	1.1972789396432764e-05	6.157110946030078e-07	2.918728722711821e-07	6.131314173410696e-07
6	4.647232217935196e-05	3.944157717973117e-07	2.8216896318768e-06	7.831431518395911e-07	4.399847361827358e-07	3.7277515099012234e-07	1.4149875646645275e-05	5.79293755511916e-07	2.887413042352236e-07	7.148824507792e-07
7	4.372337830381053e-05	4.472335819842962e-07	3.199553495443696e-06	8.880170166817837e-07	4.989048705753649e-07	4.2269497817578315e-07	1.6203420627821538e-05	5.450299923773274e-07	2.8056920964652026e-07	8.10615249240074e-07
8	4.113702707958238e-05	4.969273604763184e-07	3.5550677257716345e-06	9.866878739289937e-07	5.543400371765922e-07	4.696621815820226e-07	1.8138797666481083e-05	5.127925184499854e-07	2.695870620876629e-07	9.006857096452722e-07
9	3.8703653154812617e-05	5.43681855253747e-07	3.8895540282740225e-06	1.0795225550468667e-06	6.064963288894283e-07	5.138513725230975e-07	1.9961777075924462e-05	4.824615412507892e-07	2.571788684380686e-07	9.854286895193325e-07
10	3.641420962694338e-05	5.876708921943427e-07	4.204255970556674e-06	1.166866204817926e-06	6.555676546253238e-07	5.55426839479494e-07	2.1678238389844735e-05	4.539243452393896e-07	2.441964645070019e-07	1.0651592499688023e-06
11	3.426018445832118e-05	6.290580203589241e-07	4.500343598855597e-06	1.2490435626063859e-06	7.017364591431419e-07	5.945431579783593e-07	2.329399736351745e-05	4.270748750125903e-07	2.311575007643311e-07	1.1401738252688319e-06
12	3.223356887224576e-05	6.679971192251142e-07	4.778917782247578e-06	1.3263601680679262e-06	7.451744004398668e-07	6.313457645098314e-07	2.4814704772980488e-05	4.01813342227355e-07	2.1837015747891873e-07	1.21075132348029e-06
13	3.032682761313136e-05	7.04632970104303e-07	5.041014300623916e-06	1.399103495742453e-06	7.860429871864271e-07	6.659714965917613e-07	2.6245790015268258e-05	3.7804585563309013e-07	2.0601167192106384e-07	1.277154162148605e-06
14	2.8532870965430044e-05	7.3910179376601e-07	5.287607690908546e-06	1.4675440225490338e-06	8.244941784666758e-07	6.985491008959516e-07	2.759243250730812e-05	3.5568407293887707e-07	1.9417775836916094e-07	1.3396292427531908e-06
15	2.684502842192269e-05	7.715317563715321e-07	5.519614866557647e-06	1.531936232356456e-06	8.60670948164261e-07	7.291997114224753e-07	2.88595501840848e-05	3.3464487316315086e-07	1.8291370169940402e-07	1.3984088677171425e-06
16	2.525702390796913e-05	8.020434455116216e-07	5.737898523180492e-06	1.5925195611930095e-06	8.947078159994825e-07	7.580372994183366e-07	3.0051798396924325e-05	3.148500483103758e-07	1.7223389319960955e-07	1.453711603230188e-06
17	2.3762952468226198e-05	8.307503181445136e-07	5.943270343132628e-06	1.6495192866622382e-06	9.26731347219997e-07	7.851690967382469e-07	3.117357500072891e-05	2.9622601321729666e-07	1.6213408933064365e-07	1.5057430911407536e-06
