	cdhap	ce4p	cf6p	cfdp	cg1p	cg6p	cgap	cglcex	cpep	cpg	cpg2	cpg3	cpgp	cpyr	crib5p	cribu5p	csed7p	cxyl5p
0	0.167	0.098	0.6	0.272	0.653	3.48	0.218	2.0	2.67	0.808	0.399	2.13	0.008	2.67	0.398	0.111	0.276	0.138
1	0.1886353922734804	0.10325932425293594	0.724308136204572	0.36009029450469	0.6559641085094376	4.228277908508406	0.2300944171377529	1.9834670925370737	2.1233202408043494	0.8138437752109148	0.3232095343866163	1.7473111688237675	0.004121078662254636	3.6570691861019786	0.40040395206840046	0.11685103570724839	0.3019870743576717	0.1558194948090061
2	0.22540562152687502	0.11306171329452623	0.7501634619890971	0.49829440301113076	0.6606651378420214	4.3789256146919024	0.2581282814341082	1.9754018129711883	1.9665781143323218	0.8231886905396719	0.2990236723337626	1.6167814843616626	0.002957755288036977	3.9886435049471403	0.4194000133459173	0.12463768310317494	0.3162280209767904	0.16900652447652026
3	0.24966922146186318	0.11967510891432694	0.7617240673388549	0.5941850470603103	0.6655369132160311	4.443607528844626	0.2748317039768623	1.9689606532335668	1.9241945883692724	0.8329364472767458	0.2929789866420551	1.5864347869830306	0.002473167685166131	4.158199158325062	0.44186896475244203	0.12975524733631857	0.32184816723738413	0.1744493727195297
4	0.26028407925503205	0.12282460520283058	0.7721025434601686	0.6356726249862288	0.6704610343182621	4.501408982539226	0.2800400438294169	1.963149796477802	1.9454292775661128	0.8426765445655193	0.296505728372673	1.6070775521757195	0.0022375270367913465	4.2538589333704095	0.45916113590367424	0.13262116059283377	0.3287988525772018	0.17629692588137763
5																		
6																		
7																		
8																		
9																		
10																		
11																		
12																		
13																		
14																		
15																		
16																		
17																		
18																		
19																		
20																		
21																		
22																		
23																		
24																		
25																		
26																		
27																		
28																		
29																		
30																		
31																		
32																		
33																		
34																		
35																		
36																		
37																		
38																		
39																		
40																		
41																		
42																		
43																		
44																		
45																		
46																		
47																		
48																		
49																		
50																		
51																		
52																		
53																		
54																		
55																		
56																		
57																		
58																		
59																		
60																		
61																		
62																		
63																		
64																		
65																		
66																		
67																		
68																		
69																		
70																		
71																		
72																		
73																		
74																		
75																		
76																		
77																		
78																		
79																		
80																		
81																		
82																		
83																		
84																		
85																		
86																		
87																		
88																		
89																		
90																		
91																		
92																		
93																		
94																		
95																		
96																		
97																		
98																		
99																		
100																		
