	T	Tm	Tmw	Tw
30	50397111.39559713	429837.7472783307	15939.4813743127	129173.28789230116
31	51116749.97391479	453409.79407350573	16434.47661350596	137661.92293571658
32	51844230.717340395	478779.0650168641	16976.73137084477	146820.55290891568
33	52579405.5706009	506105.6796169367	17572.59031338356	156709.39070548926
34	53322097.71365843	535565.7313381098	18229.39507592784	167394.60672774774
35	54072098.302745625	567352.9698929437	18955.654586448793	178948.94857639738
36	54829162.84510215	601680.6649259842	19761.246519726126	191452.42728627054
37	55593007.097029366	638783.7051791723	20657.66013270364	204993.0900388812
38	56363302.550046615	678920.8959637445	21658.281955707946	219667.8659459348
39	57139671.35660012	722377.5260306027	22778.739327708136	235583.5115224849
40	57921680.767470606	769468.161630821	24037.30431367535	252857.64085393812
41	58708836.88024937	820539.7616762666	25455.380649344977	271619.87596085825
42	59500577.76798685	875975.0699509371	27058.07962871997	292013.1023580155
43	60296265.77650136	936196.377204986	28874.915933978333	314194.86588106427
44	61095179.05820696	1001669.604766412	30940.633961916035	338338.8952813247
45	61896502.230664864	1072908.7443697758	33296.19662778394	364636.7668235473
46	62699315.969098054	1150480.725327921	35989.976831245694	393299.7413632127
47	63502585.65226622	1235010.616479686	39079.1768370214	424560.7458149976
48	64305148.821160786	1327187.238646158	42631.53994747784	458676.5353271947
49	65105701.47919794	1427769.1277352876	46727.39728170176	495930.02348150895
50	65902783.12784937	1537590.8307143794	51462.128404108575	536632.7883565568
51	66694760.570840545	1657569.4424063615	56949.1057613878	581127.7370153299
52	67479810.33346121	1788711.3519187872	63323.23831394795	629791.9406700839
53	68255899.89386766	1932118.9885034093	70745.20259016515	683039.589114985
54	69020767.61825842	2088997.4457391507	79406.53383408365	741325.0616470524
55	69771901.70768243	2260660.680868695	89535.67657932936	805146.0360719352
56	70506518.19206768	2448537.0081689996	101405.24368906124	875046.6043518755
57	71221538.48087251	2654173.422053681	115340.61537527827	951620.2788754434
58	71913566.52784723	2879238.2599213845	131730.2690279471	1035512.8155609403
59	72578866.98215711	3125521.438127831	151037.7804330512	1127424.6256887766
60	73213344.0974203	3394931.5629742565	173816.22617189764	1228112.7127175697
61	73812523.34814548	3689488.807980849	200724.87817583905	1338391.7994238182
62	74371536.4415613	4011312.4778677523	232548.7440239758	1459134.450568126
63	74885111.61857787	4362601.736873101	270221.2166623696	1591269.8206555895
64	75347571.05268045	4745608.224944119	314849.9061458351	1735780.7005121005
65	75752837.60032062	5162598.53003608	367746.13077775034	1893698.407629319
66	76094453.43036607	5615805.19055667	430457.73978036817	2066095.1268997157
67	76365613.50744483	6107363.926052682	504805.52355755604	2254073.157158358
68	76559216.78411216	6639236.0730026765	592922.3749532348	2458750.6904813275
69	76667938.39093395	7213114.551077237	697294.6602186527	2681243.637885294
70	76684325.5508421	7830313.017278294	820804.3707360132	2922643.2370567685
71	76600919.77747844	8491638.513787862	966770.1123383333	3183989.2741518402
72	76410406.8168883	9197249.20008366	1138984.472150112	3466239.0101042367
73	76105794.88253745	9946500.565097414	1341744.200336249	3770232.2017408675
74	75680619.58263725	10737785.550879844	1579869.1061029234	4096653.039248854
75	75129171.66715696	11568376.359208489	1858704.853012273	4445990.291921904
76	74446741.13656665	12434278.153699843	2184104.243051527	4818497.458278056
77	73629869.30496666	13330106.635180794	2562381.2226817994	5214155.066596816
78	72676592.99578154	14249004.786584625	3000233.55702573	5632638.302347882
79	71586674.39104818	15182610.593739467	3504627.5112096323	6073291.822391116
80	70361787.56963378	16121094.036696445	4082646.2556671603	6535116.392566666
81	69005655.40640014	17053270.453597426	4741299.775413079	7016768.568686275
82	67524117.55067216	17966800.69820669	5487299.37714921	7516576.176938932
83	65925114.82038178	18848476.09111223	6326808.368914529	8032570.514877017
84	64218585.228491	19684583.8210136	7265176.477736113	8562535.043616695
85	62416268.91233729	20461336.801446237	8306674.834601889	9104068.86316657
86	60531428.72927537	21165345.171065614	9454248.484557478	9654661.74430534
87	58578499.267513186	21784101.96566286	10709303.61144976	10211776.496857483
88	56572684.885139845	22306450.815216348	12071545.679881366	10772933.331470648
89	54529529.86171629	22723003.966832966	13538882.455895675	11335790.810396165
90	52464487.38413896	23026482.906194437	15107399.600615848	11898218.15890319
91	50392512.077598296	23211960.55864099	16771411.526268987	12458354.69068981
92	48327699.10886485	23276989.891876433	18523585.785014458	13014652.926369399
93	46282985.2160101	23221619.37950729	20355129.914233174	13565904.330199843
94	44269923.16124446	23048299.540783845	22256028.782249846	14111247.320704555
95	42298534.54860906	22761692.024357185	24215318.20843935	14650158.517860774
96	40377235.49133879	22368406.866557017	26221374.83792546	15182430.511354925
97	38512832.32570693	21876683.898460362	28262209.27457469	15708138.183622463
98	36710573.68072033	21296046.555225674	30325745.79750653	16227597.730804909
99	34974250.84848667	20636942.951434262	32400080.602931384	16741320.551202198
100	33306327.263191808	19910401.35586905	34473706.65077595	17249966.657144345
